standard,entangled,contribution,improvement
0.6206719445764184,0.6293386594188103,0.013963439008519315,0.008666714842391898
0.3248829551616679,0.3395765836041152,0.04522745256098612,0.014693628442447315
0.6114455526388104,0.6270430877628936,0.025509278883081396,0.01559753512408324
0.5885460107615142,0.6296820338692516,0.06989431982473523,0.04113602310773734
0.6783825410230371,0.7121784142712344,0.04981831224198569,0.03379587324819733
0.6992577285335462,0.7043462649551416,0.007277054244744526,0.005088536421595458
0.540119314921544,0.5521515675049992,0.02227702704022529,0.012032252583455194
0.5787248129426021,0.6073695668084734,0.049496329214265555,0.028644753865871286
0.6243899155858077,0.6244491623469283,9.488744075083671e-05,5.924676112056826e-05
0.795644836433776,0.8270592153763611,0.03948291687958406,0.03141437894258503
0.341173178329629,0.4200209311840976,0.2311077126300028,0.0788477528544686
0.44838301331841635,0.46734586745370066,0.0422916425734843,0.018962854135284313
0.5114185880302592,0.5682690775548664,0.11116234500503444,0.05685048952460725
0.47663550202286253,0.5131313102080957,0.07656963870786643,0.036495808185233125
0.48577688875180974,0.5094473847526041,0.04872709375206184,0.02367049600079435
0.613057993586265,0.6380480165923836,0.04076290215209831,0.024990023006118633
0.7611163981899488,0.7746328667055558,0.017758740381564737,0.01351646851560695
0.4306168888455661,0.4741412740151662,0.10107449637259684,0.04352438516960011
0.817421341621058,0.8535034390664317,0.044141369460476775,0.03608209744537372
0.5635568156745753,0.5877034794841687,0.042846902278503976,0.024146663809593405
0.7483112028458898,0.7589167886372274,0.014172694129131982,0.010605585791337635
0.5413483139366794,0.5804232875901135,0.07218083560523417,0.03907497365343415
0.5755630057126659,0.587500599264194,0.020740724183179227,0.011937593551528014
0.2838673572383172,0.3464083848165244,0.22031778569630223,0.06254102757820723
0.3351333857896567,0.34693889808099,0.035226309260465404,0.011805512291333309
0.7478638733832629,0.7550187727880971,0.009567114630723109,0.0071548994048342696
0.47619673784307925,0.5281481502606827,0.10909653151534816,0.05195141241760348
0.6849389470477965,0.6985880393128484,0.01992745824117882,0.013649092265051954
0.23981079688942725,0.3204170934763988,0.33612455165702054,0.08060629658697155
0.68385412864688,0.7080697173205758,0.03541045913053179,0.024215588673695776
0.3082988694118876,0.35317153177729904,0.14554922777047719,0.04487266236541143
0.42905756331379963,0.46691205169693456,0.08822706233347369,0.03785448838313493
0.7737659361809737,0.8075568206980178,0.043670679900725054,0.03379088451704415
0.7425035796748253,0.7600618434839228,0.023647379338948185,0.01755826380909753
0.6920617525120518,0.7280966001563395,0.052068832750094995,0.03603484764428766
0.5713886853099029,0.5848320745304905,0.02352757337729965,0.01344338922058752
0.377873176955268,0.4074668488818491,0.07831641336660508,0.029593671926581078
0.8670121333496109,0.8679573264591709,0.001090172874407568,0.000945193109559983
0.6181361505717383,0.6727293237243186,0.08831901046732975,0.05459317315258028
0.7924507162902946,0.80675858489535,0.0180552156884089,0.014307868605055396
0.45480481753721197,0.4889892336994116,0.07516282775391375,0.03418441616219964
0.43563134973663076,0.4584400434688556,0.0523577877166422,0.022808693732224827
0.6892510221528042,0.716391271961512,0.03937643751900144,0.027140249808707773
0.597370529447862,0.6259175098727592,0.04778772808106662,0.028546980424897228
0.5609549791268258,0.5798909784707795,0.03375671853992495,0.018935999343953736
0.507024832397056,0.5396027201221878,0.06425304175165085,0.032577887725131816
0.3854853331994737,0.3864461546800784,0.002492498151953126,0.0009608214806047233
0.723686844283095,0.7261653713430931,0.003424861291285971,0.00247852705999807
0.45319199631217894,0.5055049174853364,0.1154321382523314,0.0523129211731575
