user_id,num_recommendations,clicks,conversions,click_rate,conversion_rate,avg_compatibility,total_engagement
user_32,20,7,0,0.35,0.0,0.7199093406881122,5.01085635866652
user_33,20,7,0,0.35,0.0,0.7462358238101146,5.200341336580871
user_34,20,6,1,0.3,0.05,0.6726638609608413,4.162267682548285
user_35,20,6,1,0.3,0.05,0.7339227708356749,4.486388973010589
user_36,20,8,2,0.4,0.1,0.6563577968582104,5.398351964561738
user_37,20,8,3,0.4,0.15,0.7271049694568069,5.764912004901537
user_38,20,8,2,0.4,0.1,0.7538211194787938,5.96962684806072
user_39,20,8,3,0.4,0.15,0.736888039307559,5.818261326214448
user_40,20,12,1,0.6,0.05,0.7387447002358698,8.966959953108153
user_41,20,6,0,0.3,0.0,0.692154085305879,4.4134640758379176
user_42,20,3,0,0.15,0.0,0.710219057332354,2.1272299997558317
user_43,20,5,0,0.25,0.0,0.7168610347992158,3.6328690395547767
user_44,20,9,2,0.45,0.1,0.733594867065443,6.564686396125236
user_45,20,10,1,0.5,0.05,0.7115695479692841,7.318648929846076
user_46,20,9,1,0.45,0.05,0.7150281197129811,6.521536876381332
user_47,20,5,3,0.25,0.15,0.7570744240283723,3.8927298222758138
user_48,20,11,1,0.55,0.05,0.6923303695738168,7.792523685334652
user_49,20,6,0,0.3,0.0,0.7458111124543004,4.543261904014942
user_50,20,10,3,0.5,0.15,0.7247424609475946,7.189075194520426
user_51,20,13,0,0.65,0.0,0.7221938888558459,9.347759109547582
user_52,20,9,2,0.45,0.1,0.7405554894439327,6.610305532880665
user_53,20,6,3,0.3,0.15,0.6960422317669924,4.27652680267844
user_54,20,7,2,0.35,0.1,0.7195900631375662,4.907187794365406
user_55,20,7,1,0.35,0.05,0.7066453773126244,4.965774438391473
user_56,20,12,2,0.6,0.1,0.7127664560841265,8.436667273790922
user_57,20,9,2,0.45,0.1,0.7060099546853922,6.249286074564865
user_58,20,8,1,0.4,0.05,0.7140008979655386,5.641314825757575
user_59,20,9,3,0.45,0.15,0.7492627904868125,6.721855380515033
user_60,20,10,3,0.5,0.15,0.6870845163127812,6.93876003549282
user_61,20,11,2,0.55,0.1,0.703955063448749,7.745907934702354
user_62,20,6,2,0.3,0.1,0.6522496737218748,4.4323468644677195
user_63,20,8,0,0.4,0.0,0.6922506288111052,5.540969571586676
user_64,20,7,2,0.35,0.1,0.7096948575258903,5.043574995879811
user_65,20,7,2,0.35,0.1,0.7151716195228074,5.108758237805206
user_66,20,9,1,0.45,0.05,0.7432072621015218,6.852212688515265
user_67,20,11,4,0.55,0.2,0.7604463432558478,8.350948124248472
user_68,20,10,2,0.5,0.1,0.7197325091176849,6.97490637693484
user_69,20,5,0,0.25,0.0,0.7029812871485,3.6368601061784327
user_70,20,6,0,0.3,0.0,0.7388961773403429,4.381202973607778
user_71,20,5,0,0.25,0.0,0.7364859373841728,3.5156854712397085
user_72,20,8,2,0.4,0.1,0.7749065263990965,6.3987860674087935
user_73,20,8,2,0.4,0.1,0.7355900807055521,5.7349190867557045
user_74,20,8,1,0.4,0.05,0.7384517934571143,6.024467248281271
user_75,20,8,2,0.4,0.1,0.707204251919763,5.655943991787701
user_76,20,4,0,0.2,0.0,0.732032762906716,2.7934429628282516
user_77,20,10,3,0.5,0.15,0.6693708276650226,6.864126548830855
user_78,20,6,1,0.3,0.05,0.7182635334657055,4.322807425639109
user_79,20,12,3,0.6,0.15,0.7112770737021877,8.691642773626867
user_80,20,12,0,0.6,0.0,0.7334452005449756,8.826875749193126
user_81,20,12,5,0.6,0.25,0.6933588404179092,8.532600880719796
user_82,20,10,1,0.5,0.05,0.7007458828568082,7.171074782450079
user_83,20,8,1,0.4,0.05,0.691631122803755,5.784722640378385
user_84,20,10,1,0.5,0.05,0.7628773929256114,7.7456369067729405
user_85,20,8,2,0.4,0.1,0.7092645527616936,5.666440124342426
user_86,20,8,1,0.4,0.05,0.7326872546773551,5.944434490883428
user_87,20,5,0,0.25,0.0,0.7224099753485853,3.6303042974740665
user_88,20,7,2,0.35,0.1,0.7391366966248716,5.56051127324406
user_89,20,9,1,0.45,0.05,0.684779344112887,6.0534124509127
user_90,20,5,1,0.25,0.05,0.7181020464841996,3.6699713420957014
user_91,20,8,4,0.4,0.2,0.6592685401143064,5.364991428405849
user_92,20,5,2,0.25,0.1,0.648661574289356,3.365354670234049
user_93,20,7,1,0.35,0.05,0.7311813570625894,5.138983161205923
user_94,20,7,1,0.35,0.05,0.7158266213068238,4.9903761458691696
user_95,20,6,2,0.3,0.1,0.7520563728780036,4.550376014741628
user_96,20,7,4,0.35,0.2,0.7180016033882219,5.013441488922874
user_97,20,9,0,0.45,0.0,0.6988452419162017,6.312728102299634
user_98,20,7,2,0.35,0.1,0.7439792973928432,5.253578052165928
user_99,20,7,2,0.35,0.1,0.7344634285687017,4.932572083190344
user_100,20,10,2,0.5,0.1,0.7486930473054374,7.5095810000651495
synthetic_user_0100,20,9,4,0.45,0.2,0.5688330685786299,5.221210194106258
synthetic_user_0102,20,7,1,0.35,0.05,0.5821253726148717,4.2105857800775475
synthetic_user_0104,20,6,1,0.3,0.05,0.48861335770935793,3.322274834175287
synthetic_user_0106,20,6,1,0.3,0.05,0.6147358941134519,3.7546528794700946
synthetic_user_0108,20,6,1,0.3,0.05,0.4461144950512893,2.649848912462656
synthetic_user_0110,20,6,1,0.3,0.05,0.3912073071581052,2.231116101236621
synthetic_user_0112,20,8,2,0.4,0.1,0.6066584711807403,4.843806514338933
synthetic_user_0114,20,5,2,0.25,0.1,0.601316258263286,2.881053318387863
synthetic_user_0116,20,6,1,0.3,0.05,0.5886256600830051,3.426615425543634
synthetic_user_0118,20,4,0,0.2,0.0,0.6602694848834367,2.8618216769552096
synthetic_user_0120,20,7,3,0.35,0.15,0.5168141988761064,3.702377898203232
synthetic_user_0122,20,5,0,0.25,0.0,0.5944780236903531,3.708629580132818
synthetic_user_0124,20,7,3,0.35,0.15,0.5902374741308676,4.497575649437853
synthetic_user_0126,20,7,3,0.35,0.15,0.6094419404796054,4.3084551598128185
synthetic_user_0128,20,9,1,0.45,0.05,0.6321794326134935,6.21030209936744
synthetic_user_0130,20,8,0,0.4,0.0,0.5733176827789748,4.553096026358162
synthetic_user_0132,20,11,3,0.55,0.15,0.617337933010149,6.796253852751932
synthetic_user_0134,20,9,0,0.45,0.0,0.5990757362090698,5.660206296200776
synthetic_user_0136,20,9,5,0.45,0.25,0.600628426820748,5.383688978897761
synthetic_user_0138,20,7,0,0.35,0.0,0.5831278019315422,4.059123108581256
synthetic_user_0140,20,7,2,0.35,0.1,0.5466749321112803,4.28780047550819
synthetic_user_0142,20,11,0,0.55,0.0,0.5530591136660188,6.231068042112886
synthetic_user_0144,20,8,2,0.4,0.1,0.5999913021669281,4.820365368988515
synthetic_user_0146,20,5,0,0.25,0.0,0.5988334232613762,3.0752315153420224
synthetic_user_0148,20,9,1,0.45,0.05,0.5519797611846683,5.377963377476316
synthetic_user_0150,20,7,3,0.35,0.15,0.609445831512202,4.053240620278052
synthetic_user_0152,20,10,3,0.5,0.15,0.6677852529679792,6.717005249041185
synthetic_user_0154,20,7,2,0.35,0.1,0.646498375880539,4.517969838748197
synthetic_user_0156,20,12,2,0.6,0.1,0.6345264554426557,7.757187374408509
synthetic_user_0158,20,7,0,0.35,0.0,0.6620381223946544,4.665655188508379
synthetic_user_0160,20,6,2,0.3,0.1,0.40296452058444593,2.507162949790208
synthetic_user_0162,20,5,1,0.25,0.05,0.6860365942512934,3.392814121277534
synthetic_user_0164,20,6,0,0.3,0.0,0.5908427319041653,3.6034822209281456
synthetic_user_0166,20,5,0,0.25,0.0,0.541811765444646,2.7563090697978025
synthetic_user_0168,20,7,0,0.35,0.0,0.5883395307899175,4.0705566904983606
synthetic_user_0170,20,4,1,0.2,0.05,0.6273528716051332,2.8906120299027727
synthetic_user_0172,20,10,2,0.5,0.1,0.583872796252642,5.935150514668508
synthetic_user_0174,20,8,1,0.4,0.05,0.6288517095738144,4.9034920817383805
synthetic_user_0176,20,4,0,0.2,0.0,0.5695161700022929,2.261488108181232
synthetic_user_0178,20,8,4,0.4,0.2,0.6550113117000743,5.402655690962096
synthetic_user_0180,20,4,1,0.2,0.05,0.5505438211364284,2.312643892709314
synthetic_user_0182,20,6,2,0.3,0.1,0.574364320570966,3.468197965401898
synthetic_user_0184,20,6,0,0.3,0.0,0.6528555962795425,3.818285563192682
synthetic_user_0186,20,12,4,0.6,0.2,0.6246843837012753,7.5605975899855435
synthetic_user_0188,20,4,1,0.2,0.05,0.5917480850307277,2.4022254152448306
synthetic_user_0190,20,4,1,0.2,0.05,0.5313355675626679,2.0863282431128924
synthetic_user_0192,20,2,0,0.1,0.0,0.527126726347262,0.9184383820728468
synthetic_user_0194,20,6,2,0.3,0.1,0.5921281806792505,3.3193223160701897
synthetic_user_0196,20,6,1,0.3,0.05,0.6073674537298464,3.976996789422323
synthetic_user_0198,20,6,1,0.3,0.05,0.630689302966011,4.06471448604588
synthetic_user_0200,20,5,0,0.25,0.0,0.48908258124509985,2.5062204164779134
synthetic_user_0202,20,5,3,0.25,0.15,0.6387632619704506,3.466225288880882
synthetic_user_0204,20,9,4,0.45,0.2,0.5208564637573787,4.640444560802051
synthetic_user_0206,20,8,2,0.4,0.1,0.5420615185763074,4.467781853752933
synthetic_user_0208,20,4,1,0.2,0.05,0.5614387534304583,2.3752159194810134
synthetic_user_0210,20,8,2,0.4,0.1,0.5788852893983495,4.671210961159236
synthetic_user_0212,20,7,1,0.35,0.05,0.5931489828406696,4.218340890968181
synthetic_user_0214,20,5,1,0.25,0.05,0.5117453259865264,2.7867182444787404
synthetic_user_0216,20,5,1,0.25,0.05,0.6183881363329842,3.0773908377353707
synthetic_user_0218,20,6,4,0.3,0.2,0.649836036730377,3.86874679785008
synthetic_user_0220,20,8,2,0.4,0.1,0.677174785472469,5.454463238524632
synthetic_user_0222,20,6,3,0.3,0.15,0.5915287504103846,3.483583306955431
synthetic_user_0224,20,6,1,0.3,0.05,0.6534046958799878,4.0979895232614245
synthetic_user_0226,20,8,1,0.4,0.05,0.5937151622739061,4.549745743266543
synthetic_user_0228,20,7,3,0.35,0.15,0.5993028078745865,4.184453953450207
synthetic_user_0230,20,6,1,0.3,0.05,0.5594520655436327,3.3829827890041244
synthetic_user_0232,20,8,0,0.4,0.0,0.5484919095076239,4.298656168965242
synthetic_user_0234,20,6,1,0.3,0.05,0.6537075212862855,3.99010100885999
synthetic_user_0236,20,11,2,0.55,0.1,0.6413017337452562,7.012187705910576
synthetic_user_0238,20,7,0,0.35,0.0,0.6491564642016616,4.368065902123537
synthetic_user_0240,20,7,2,0.35,0.1,0.6112750465923652,4.273396880271455
synthetic_user_0242,20,10,1,0.5,0.05,0.5994786319959482,5.977172243327031
synthetic_user_0244,20,5,1,0.25,0.05,0.5498928439308794,2.7887609145140004
synthetic_user_0246,20,7,1,0.35,0.05,0.611002880853785,4.315485741519082
synthetic_user_0248,20,6,0,0.3,0.0,0.548386378284105,3.259356335665591
synthetic_user_0250,20,8,2,0.4,0.1,0.5543931093796062,4.767513456237996
synthetic_user_0252,20,7,3,0.35,0.15,0.6707833760991309,4.697659137550202
synthetic_user_0254,20,5,2,0.25,0.1,0.6196233828359957,3.0754384346431305
synthetic_user_0256,20,10,2,0.5,0.1,0.5890693079823344,5.8945669849408855
synthetic_user_0258,20,10,2,0.5,0.1,0.6406016817408928,6.159084997300654
synthetic_user_0260,20,8,1,0.4,0.05,0.561241434044147,4.262348385191046
synthetic_user_0262,20,8,2,0.4,0.1,0.6349878732813794,5.032593633561519
synthetic_user_0264,20,7,2,0.35,0.1,0.6013512287656909,4.170356857736016
synthetic_user_0266,20,5,1,0.25,0.05,0.5165205888272646,2.621693098924665
synthetic_user_0268,20,4,0,0.2,0.0,0.5401920140492159,2.4267972394459014
synthetic_user_0270,20,8,2,0.4,0.1,0.618827578799263,5.255736657791235
synthetic_user_0272,20,2,1,0.1,0.05,0.576150932641075,1.1236363737981372
synthetic_user_0274,20,8,1,0.4,0.05,0.5922891074511778,4.697845848841858
synthetic_user_0276,20,4,1,0.2,0.05,0.5351414768781166,2.136434265602295
synthetic_user_0278,20,8,1,0.4,0.05,0.5234000800866554,4.189521578355955
synthetic_user_0280,20,7,3,0.35,0.15,0.600467127943779,4.468278061197429
synthetic_user_0282,20,3,0,0.15,0.0,0.5535852092905825,1.7031772131399943
synthetic_user_0284,20,5,1,0.25,0.05,0.617578347000156,3.1084985203945577
synthetic_user_0286,20,2,1,0.1,0.05,0.5704124895838196,1.2789282315687285
synthetic_user_0288,20,6,1,0.3,0.05,0.5556732971136367,3.280178949689522
synthetic_user_0290,20,7,1,0.35,0.05,0.5560815521064206,3.858079192452954
synthetic_user_0292,20,6,1,0.3,0.05,0.5949058745860868,3.6779806162568094
synthetic_user_0294,20,5,1,0.25,0.05,0.5273960948455626,2.6373095327869294
synthetic_user_0296,20,9,4,0.45,0.2,0.6581030133237376,5.93459364942723
synthetic_user_0298,20,5,2,0.25,0.1,0.5231057399749827,2.646679412141605
synthetic_user_0300,20,5,1,0.25,0.05,0.6213575846965914,3.0829382853456893
synthetic_user_0302,20,8,2,0.4,0.1,0.5757124901687007,4.446471211326092
synthetic_user_0304,20,5,0,0.25,0.0,0.610641841840551,3.019925303687227
synthetic_user_0306,20,11,4,0.55,0.2,0.6090898755192069,6.612387592737408
synthetic_user_0308,20,5,2,0.25,0.1,0.5573600477183004,2.879620382609319
synthetic_user_0310,20,8,3,0.4,0.15,0.6391288527153722,5.138475272254639
synthetic_user_0312,20,3,2,0.15,0.1,0.6249575033118802,1.9670565162201576
synthetic_user_0314,20,4,0,0.2,0.0,0.5590729268803628,2.199821745464232
synthetic_user_0316,20,7,4,0.35,0.2,0.6511843582118167,4.4686105741092295
synthetic_user_0318,20,6,5,0.3,0.25,0.6338981340659293,3.9844503556132205
synthetic_user_0320,20,6,1,0.3,0.05,0.6240657017270692,3.7133423709451936
synthetic_user_0322,20,6,3,0.3,0.15,0.6447115645477457,4.064270217240753
synthetic_user_0324,20,5,0,0.25,0.0,0.6098395629430945,3.0605426314255655
synthetic_user_0326,20,8,3,0.4,0.15,0.6013862429452745,4.830129416655147
synthetic_user_0328,20,2,0,0.1,0.0,0.5908801258627088,1.1430465849767821
synthetic_user_0330,20,4,2,0.2,0.1,0.6668644771652781,2.9675963069501883
synthetic_user_0332,20,8,1,0.4,0.05,0.5722096983109924,4.579597963093947
synthetic_user_0334,20,4,1,0.2,0.05,0.6143861964530424,2.8489075982648435
synthetic_user_0336,20,6,1,0.3,0.05,0.6095476604970002,3.5644471082862923
synthetic_user_0338,20,10,4,0.5,0.2,0.5823202259571111,5.7704060428934305
synthetic_user_0340,20,9,2,0.45,0.1,0.655729148837762,6.14375458448134
synthetic_user_0342,20,6,0,0.3,0.0,0.6523452672838144,4.186372384864797
synthetic_user_0344,20,9,1,0.45,0.05,0.6889102100735298,6.2601770297055594
synthetic_user_0346,20,4,2,0.2,0.1,0.6135377944283558,2.2637383521296144
synthetic_user_0348,20,7,2,0.35,0.1,0.6076668038428317,4.849615819944418
synthetic_user_0350,20,6,1,0.3,0.05,0.617463694108815,4.017876265401258
synthetic_user_0352,20,10,2,0.5,0.1,0.6221845584341017,6.152182415689595
synthetic_user_0354,20,5,2,0.25,0.1,0.5043173516884505,2.3913059254003333
synthetic_user_0356,20,7,1,0.35,0.05,0.5146530136921703,3.5930081297940073
synthetic_user_0358,20,7,0,0.35,0.0,0.6091283010905941,4.315713012197657
synthetic_user_0360,20,9,1,0.45,0.05,0.6223726766096135,5.439236227044641
synthetic_user_0362,20,7,3,0.35,0.15,0.570511049498424,4.093747422546959
synthetic_user_0364,20,5,2,0.25,0.1,0.5710099320311098,2.8611529699772644
synthetic_user_0366,20,7,1,0.35,0.05,0.6243101591532788,4.575436857452209
synthetic_user_0368,20,4,1,0.2,0.05,0.6289315523858663,2.4098456205752257
synthetic_user_0370,20,6,2,0.3,0.1,0.6463526039110994,3.825373324026141
synthetic_user_0372,20,4,1,0.2,0.05,0.6259928198102607,2.4752939339559052
synthetic_user_0374,20,6,1,0.3,0.05,0.5976892029846174,3.960942603394699
synthetic_user_0376,20,9,5,0.45,0.25,0.648015855187707,5.830862767353637
synthetic_user_0378,20,3,3,0.15,0.15,0.6383725333998508,2.181287005518189
synthetic_user_0380,20,8,0,0.4,0.0,0.5506047817227704,4.3343637738278815
synthetic_user_0382,20,6,2,0.3,0.1,0.5582054679570821,3.2457152732582344
synthetic_user_0384,20,9,3,0.45,0.15,0.6100178077181334,5.613371851623093
synthetic_user_0386,20,8,3,0.4,0.15,0.6290174871181717,5.06729068987809
synthetic_user_0388,20,7,1,0.35,0.05,0.6510031953332284,5.112938491891991
synthetic_user_0390,20,8,2,0.4,0.1,0.55446663328101,4.4217930466122795
synthetic_user_0392,20,4,0,0.2,0.0,0.4981182928173511,1.8539277303911532
synthetic_user_0394,20,11,4,0.55,0.2,0.6444966921207056,7.083982877795609
synthetic_user_0396,20,6,1,0.3,0.05,0.5720864514260434,3.207968707845312
synthetic_user_0398,20,3,0,0.15,0.0,0.5782908816639524,1.5909027946404555
synthetic_user_0400,20,5,1,0.25,0.05,0.5255949464625933,2.5947043139415724
synthetic_user_0402,20,6,1,0.3,0.05,0.6038760726793078,3.54105310533037
synthetic_user_0404,20,7,2,0.35,0.1,0.6365209238773251,4.486081886197168
synthetic_user_0406,20,5,1,0.25,0.05,0.5638657255043202,2.9082125529577425
synthetic_user_0408,20,7,1,0.35,0.05,0.6048364796481331,4.187380142395815
synthetic_user_0410,20,4,0,0.2,0.0,0.5060932477129537,1.9960903705890607
synthetic_user_0412,20,8,1,0.4,0.05,0.582537909747462,4.790075812326153
synthetic_user_0414,20,5,3,0.25,0.15,0.6142611272637649,2.863847322674116
synthetic_user_0416,20,5,0,0.25,0.0,0.5857248680874985,2.888357253216753
synthetic_user_0418,20,4,0,0.2,0.0,0.5681790692463377,2.3134878413507174
synthetic_user_0420,20,7,2,0.35,0.1,0.6375515438232171,4.418930183012111
synthetic_user_0422,20,5,1,0.25,0.05,0.5561371657243864,2.821929260290356
synthetic_user_0424,20,5,1,0.25,0.05,0.571318619976174,2.6833741736626786
synthetic_user_0426,20,8,2,0.4,0.1,0.551595745303963,4.720633050518845
synthetic_user_0428,20,3,1,0.15,0.05,0.5036530474536731,1.6455188940843983
synthetic_user_0430,20,8,2,0.4,0.1,0.5423768126175582,4.396669045031794
synthetic_user_0432,20,10,2,0.5,0.1,0.6407956300377722,6.4920967505172875
synthetic_user_0434,20,4,2,0.2,0.1,0.485054179616086,2.285752918247227
synthetic_user_0436,20,9,2,0.45,0.1,0.6581899063016873,6.135365891383112
synthetic_user_0438,20,0,0,0.0,0.0,0.5913863655833511,0.0
synthetic_user_0440,20,4,1,0.2,0.05,0.6168157959404785,2.652014002999355
synthetic_user_0442,20,10,3,0.5,0.15,0.6433767591216343,6.3011193317810665
synthetic_user_0444,20,10,1,0.5,0.05,0.5864815632245632,5.970640908439475
synthetic_user_0446,20,6,3,0.3,0.15,0.5744337176034069,3.394277116160445
synthetic_user_0448,20,8,2,0.4,0.1,0.5709409909260915,4.526961664052157
synthetic_user_0450,20,9,4,0.45,0.2,0.6075663000696154,5.48116133587589
synthetic_user_0452,20,7,0,0.35,0.0,0.5091704612544545,3.5164297134213016
synthetic_user_0454,20,4,1,0.2,0.05,0.6138005537213064,2.483819409451494
synthetic_user_0456,20,7,3,0.35,0.15,0.5656305087697326,3.702292693220997
synthetic_user_0458,20,7,0,0.35,0.0,0.6620701719146556,4.883971411493729
synthetic_user_0460,20,7,1,0.35,0.05,0.5927541919093909,4.109192223857334
synthetic_user_0462,20,9,3,0.45,0.15,0.5746265233651142,5.0471262380832576
synthetic_user_0464,20,11,1,0.55,0.05,0.5827482714453103,6.821177688779354
synthetic_user_0466,20,7,2,0.35,0.1,0.5998266815326145,4.494348085543569
synthetic_user_0468,20,8,2,0.4,0.1,0.5729616706653005,4.7021947480130954
synthetic_user_0470,20,6,2,0.3,0.1,0.61120464392348,3.848284180456461
synthetic_user_0472,20,7,3,0.35,0.15,0.633120105310763,4.3008089816091175
synthetic_user_0474,20,6,1,0.3,0.05,0.5749710123110839,3.5623525976631156
synthetic_user_0476,20,9,3,0.45,0.15,0.589462380360892,5.471102739247185
synthetic_user_0478,20,8,0,0.4,0.0,0.5651008326469631,4.494175699874439
synthetic_user_0480,20,3,1,0.15,0.05,0.6131044635915123,1.9959308648668785
synthetic_user_0482,20,7,2,0.35,0.1,0.5431228729934128,3.7215655655082824
synthetic_user_0484,20,6,1,0.3,0.05,0.5182328687183004,3.2689806533238985
synthetic_user_0486,20,6,1,0.3,0.05,0.4907720055082959,3.1953456448837203
synthetic_user_0488,20,8,3,0.4,0.15,0.6487433156827916,5.161209510797738
synthetic_user_0490,20,6,0,0.3,0.0,0.572407913191052,3.8940856679272873
synthetic_user_0492,20,9,0,0.45,0.0,0.617711689830144,5.64443571130223
synthetic_user_0494,20,3,1,0.15,0.05,0.5634812829943376,1.589797479731011
synthetic_user_0496,20,6,0,0.3,0.0,0.5896566777179625,3.4759722114369414
synthetic_user_0498,20,7,1,0.35,0.05,0.580100257662868,4.040384861193104
synthetic_user_0500,20,5,1,0.25,0.05,0.6262890770900402,2.9608604792126636
synthetic_user_0502,20,7,0,0.35,0.0,0.48180871835665934,3.542674319872749
synthetic_user_0504,20,9,3,0.45,0.15,0.7026798950352221,6.777885403816234
synthetic_user_0506,20,9,2,0.45,0.1,0.6108032344265132,5.663881552012885
synthetic_user_0508,20,5,1,0.25,0.05,0.6513284084702857,3.259625071894103
synthetic_user_0510,20,6,1,0.3,0.05,0.5919393523802099,3.6311008638294524
synthetic_user_0512,20,7,1,0.35,0.05,0.6036447971972088,4.204072856988952
synthetic_user_0514,20,8,3,0.4,0.15,0.6504466605155603,5.279443642660213
synthetic_user_0516,20,7,2,0.35,0.1,0.5791338481427695,4.286113751328116
synthetic_user_0518,20,9,4,0.45,0.2,0.5659722930917652,5.276505128450626
synthetic_user_0520,20,10,1,0.5,0.05,0.5966386146826921,5.915336620535935
synthetic_user_0522,20,8,2,0.4,0.1,0.5818733604247976,4.784563493850121
synthetic_user_0524,20,10,2,0.5,0.1,0.5592988431206939,5.623302092638932
synthetic_user_0526,20,5,2,0.25,0.1,0.5230036937765894,2.4525398580711992
synthetic_user_0528,20,5,0,0.25,0.0,0.6281103381914643,3.0764904360834233
synthetic_user_0530,20,3,1,0.15,0.05,0.6170667237318403,1.777541711971581
synthetic_user_0532,20,11,2,0.55,0.1,0.6086367809302544,6.583288528955188
synthetic_user_0534,20,6,2,0.3,0.1,0.5930617392766988,3.5819095814143016
synthetic_user_0536,20,7,0,0.35,0.0,0.5895780104893211,4.135180081671528
synthetic_user_0538,20,6,1,0.3,0.05,0.5503449879718172,3.155848547628217
synthetic_user_0540,20,5,3,0.25,0.15,0.6202915772268478,3.3187404147225767
synthetic_user_0542,20,7,0,0.35,0.0,0.6417384701231225,4.668133911580035
synthetic_user_0544,20,4,0,0.2,0.0,0.5902490808149337,2.22761524499089
synthetic_user_0546,20,6,1,0.3,0.05,0.5957441497936113,3.7393273826934763
synthetic_user_0548,20,9,1,0.45,0.05,0.6488925883550904,5.997440766367664
synthetic_user_0550,20,3,2,0.15,0.1,0.5422731321590974,1.6694392943115384
synthetic_user_0552,20,10,3,0.5,0.15,0.6191974176317088,6.288394783811659
synthetic_user_0554,20,7,2,0.35,0.1,0.6339899618916169,4.45022682926316
synthetic_user_0556,20,4,1,0.2,0.05,0.6270406821332204,2.4391413063354506
synthetic_user_0558,20,9,4,0.45,0.2,0.6856505635886327,6.4749105253206425
synthetic_user_0560,20,10,0,0.5,0.0,0.5872189309268953,5.892345880921883
synthetic_user_0562,20,7,0,0.35,0.0,0.5177430280520597,3.6890807354921495
synthetic_user_0564,20,3,1,0.15,0.05,0.6380716001526217,1.8328700565807348
synthetic_user_0566,20,4,1,0.2,0.05,0.49189366057613465,2.05671223300818
synthetic_user_0568,20,12,3,0.6,0.15,0.6257542075886949,7.534036641580799
synthetic_user_0570,20,4,1,0.2,0.05,0.5421550085384426,2.1734904401641804
synthetic_user_0572,20,5,1,0.25,0.05,0.565896651987404,2.7907640455756004
synthetic_user_0574,20,5,0,0.25,0.0,0.59574623211575,3.0592492341535698
synthetic_user_0576,20,6,1,0.3,0.05,0.5997245438842883,3.4935300519868195
synthetic_user_0578,20,4,1,0.2,0.05,0.5813288486695566,2.356661152517806
synthetic_user_0580,20,5,1,0.25,0.05,0.5666858158424282,3.188199865021514
synthetic_user_0582,20,6,1,0.3,0.05,0.626386243773182,3.666672829586485
synthetic_user_0584,20,6,2,0.3,0.1,0.5529327788764852,3.4218211651149675
synthetic_user_0586,20,3,0,0.15,0.0,0.5544596575169022,1.6310935837042546
synthetic_user_0588,20,7,5,0.35,0.25,0.6428262383913452,4.964240931055549
synthetic_user_0590,20,7,2,0.35,0.1,0.5989830605881389,4.205905705695825
synthetic_user_0592,20,6,0,0.3,0.0,0.5624305241601012,3.3083324944417334
synthetic_user_0594,20,6,1,0.3,0.05,0.6381854983491798,3.843201480592568
synthetic_user_0596,20,12,2,0.6,0.1,0.5383063172069416,6.542350200905563
synthetic_user_0598,20,7,2,0.35,0.1,0.5695465843660673,4.150816168865345
synthetic_user_0600,20,6,2,0.3,0.1,0.5330527272700916,3.1234183560853617
synthetic_user_0602,20,7,1,0.35,0.05,0.6205191764272635,4.222166135236631
