pair_id,quantum_compatibility,location_compatibility,timing_compatibility,combined_compatibility,user_satisfaction,prediction_accuracy,distance_km
pair_0075,0.7997033398039131,0.0,0.0,0.7997033398039131,0.7633815306315556,0.5963381088772467,0.8097965761490244
pair_0076,0.8420422224437809,0.0,0.0,0.8420422224437809,0.7451102393025032,0.6902745967964719,693.2633862850784
pair_0077,0.37929587864807013,0.0,0.0,0.37929587864807013,0.3513012787076962,0.28867120741801955,74.74808649383715
pair_0078,0.5809988333116172,0.0,0.0,0.5809988333116172,0.5606319410095292,0.4921215728486297,80.64884937937666
pair_0079,0.6219433849614355,0.0,0.0,0.6219433849614355,0.583402093938889,0.51584613182854,79.06819685889374
pair_0080,0.6885914283836649,0.0,0.0,0.6885914283836649,0.6855845412859048,0.48748529822665193,88.42348452148522
pair_0081,0.44088001945879746,0.0,0.0,0.44088001945879746,0.4246423854338253,0.3474651049110647,99.59273747550294
pair_0082,0.8634318394281932,0.0,0.0,0.8634318394281932,0.834241918418742,0.6135995716166712,689.4297077441175
pair_0083,0.5388837856466239,0.0,0.0,0.5388837856466239,0.46319449200870655,0.41066000811956066,54.44658614821449
pair_0084,0.8932925423648532,0.0,0.0,0.8932925423648532,0.7808994420474127,0.651382530101874,2.135745473637063
pair_0085,0.8150436758281059,0.0,0.0,0.8150436758281059,0.8125718870666673,0.6651246483788988,77.436857780482
pair_0086,0.30946865010669616,0.0,0.0,0.30946865010669616,0.30898542336187335,0.25542332726104294,78.99846642347539
pair_0087,0.7363457982982411,0.0,0.0,0.7363457982982411,0.6291508841481801,0.6180326469822952,10.90540100038455
pair_0088,0.839560059074121,0.0,0.0,0.839560059074121,0.8053900215767327,0.6294757003349646,10.796182967922718
pair_0089,0.7758576558609878,0.0,0.0,0.7758576558609878,0.6704373872147209,0.5900655778030174,50.55510744856804
pair_0090,0.6990647178361854,0.0,0.0,0.6990647178361854,0.6677041788571861,0.5612112238523267,9.508583927563086
pair_0091,0.6518790496436861,0.0,0.0,0.6518790496436861,0.6328031731693043,0.49359864852332974,73.87959984887156
pair_0092,0.646751111033913,0.0,0.0,0.646751111033913,0.5957619870648552,0.5349212675229443,640.3690821022093
pair_0093,0.31737190863676096,0.0,0.0,0.31737190863676096,0.2784774860395932,0.23697503697506164,42.91124108817812
pair_0094,0.7476670572034241,0.0,0.0,0.7476670572034241,0.6554136471216903,0.5716319390693382,14.187465415126866
pair_0095,0.39444593826429186,0.0,0.0,0.39444593826429186,0.35018994026041883,0.2814806344788545,8.495703997717929
pair_0096,0.3665338633205583,0.0,0.0,0.3665338633205583,0.325876400633411,0.26760310929875436,51.234630580110476
pair_0097,0.7584965374567487,0.0,0.0,0.7584965374567487,0.6846797323439984,0.6045852954872569,30.141936201843677
pair_0098,0.5382427045483784,0.0,0.0,0.5382427045483784,0.4640918383084724,0.41324074729622157,55.872356767471274
pair_0099,0.3125139354148493,0.0,0.0,0.3125139354148493,0.2700445989099994,0.23084316047144984,475.9245638591325
pair_0100,0.8223146497172471,0.0,0.0,0.8223146497172471,0.8074267986418342,0.5831322088079414,40.044981631608714
pair_0101,0.3616827166666577,0.0,0.0,0.3616827166666577,0.33765586534763475,0.2902165673546451,415.9897614616244
pair_0102,0.8185481248988498,0.0,0.0,0.8185481248988498,0.707490419861736,0.5731959655464781,75.44458252469857
pair_0103,0.3225643473426552,0.0,0.0,0.3225643473426552,0.3218448056130669,0.22640364851767406,7.419065617328768
pair_0104,0.8454299739441988,0.0,0.0,0.8454299739441988,0.7600660213483225,0.6306396822109478,55.43163713383039
pair_0105,0.32348527572040425,0.0,0.0,0.32348527572040425,0.3137825697135777,0.2540044551150942,853.6394604227988
pair_0106,0.3395471125678305,0.0,0.0,0.3395471125678305,0.30770621887964095,0.24121711576069724,33.83671468414195
pair_0107,0.657024736890945,0.0,0.0,0.657024736890945,0.5754609920692971,0.5226449548707001,34.982078753584425
pair_0108,0.6050930918536845,0.0,0.0,0.6050930918536845,0.5595478579686478,0.47214330782861424,764.8972049165345
pair_0109,0.6971575424228507,0.0,0.0,0.6971575424228507,0.6946241806046783,0.4981503435740854,29.57921016546218
pair_0110,0.5465151668979201,0.0,0.0,0.5465151668979201,0.5205432154881908,0.3952401376121225,248.98524916965283
pair_0111,0.7069840950390556,0.0,0.0,0.7069840950390556,0.6406161366905273,0.5136516894092651,805.9332156338844
pair_0112,0.33130788195660277,0.0,0.0,0.33130788195660277,0.30351268722525804,0.2739571487071031,19.969773144468085
pair_0113,0.35502814179545605,0.0,0.0,0.35502814179545605,0.3428853065054185,0.2755370955652706,90.53062089782412
pair_0114,0.31691252731689,0.0,0.0,0.31691252731689,0.3080878511534116,0.2429977404769246,99.45253512382912
pair_0115,0.669208954298129,0.0,0.0,0.669208954298129,0.6312730994633379,0.5623322401172715,782.9570392890465
pair_0116,0.3376842906066383,0.0,0.0,0.3376842906066383,0.33202302405070244,0.27657934611772245,4.774944661885128
pair_0117,0.6986227810452055,0.0,0.0,0.6986227810452055,0.6064342389401934,0.586938983503188,35.281603962603384
pair_0118,0.5142563259088397,0.0,0.0,0.5142563259088397,0.5092448346131778,0.3682930185531937,98.10394225515603
pair_0119,0.6790415086550028,0.0,0.0,0.6790415086550028,0.646756349621659,0.5354350596643039,64.27956162027203
pair_0120,0.8934736213776742,0.0,0.0,0.8934736213776742,0.7818857319263057,0.6387963237457235,4.1905941930382
pair_0121,0.5621708298749619,0.0,0.0,0.5621708298749619,0.4941335174244964,0.406611355093377,398.7322177432101
pair_0122,0.34735620363328074,0.0,0.0,0.34735620363328074,0.32720215962722426,0.2607288678462402,567.3482681814478
pair_0123,0.5109281902631952,0.0,0.0,0.5109281902631952,0.4691342968078071,0.40811574566246417,71.76629113116567
pair_0124,0.38566768101752985,0.0,0.0,0.38566768101752985,0.375935557149175,0.31532552029268807,80.109597556217
pair_0125,0.5232080270824102,0.0,0.0,0.5232080270824102,0.5188139508358113,0.418726398807361,15.343816339270811
pair_0126,0.45706600595249747,0.0,0.0,0.45706600595249747,0.39299428180244966,0.33682717180346067,549.13956423082
pair_0127,0.7863079310145792,0.0,0.0,0.7863079310145792,0.6850371360998359,0.6636895465766344,17.265636398404105
pair_0128,0.6052534471045805,0.0,0.0,0.6052534471045805,0.5590212972979502,0.49576799743372474,934.59201105086
pair_0129,0.33944886316041967,0.0,0.0,0.33944886316041967,0.2906492051653659,0.2405991911551095,80.36617262885865
pair_0130,0.8267760909902471,0.0,0.0,0.8267760909902471,0.8245866596626802,0.6383236504104337,46.58331996210588
pair_0131,0.8684898820857885,0.0,0.0,0.8684898820857885,0.8481152876264002,0.6938791259620569,16.196695955589966
pair_0132,0.40272037383347536,0.0,0.0,0.40272037383347536,0.3878969332694699,0.31761347009922825,50.25731447412627
pair_0133,0.6708650557949746,0.0,0.0,0.6708650557949746,0.6555466062288936,0.4787581651900824,338.19031704974907
pair_0134,0.5637632999522466,0.0,0.0,0.5637632999522466,0.5345719859774921,0.47174588455837135,7.297302550534579
pair_0135,0.49146953184189435,0.0,0.0,0.49146953184189435,0.4592534605487881,0.39579559360314637,217.68953639714783
pair_0136,0.860250921149643,0.0,0.0,0.860250921149643,0.7985287113134377,0.6998472617788104,24.82702803811866
pair_0137,0.4290866535157447,0.0,0.0,0.4290866535157447,0.40612183969608623,0.31854716645419,94.52328040692373
pair_0138,0.7583140584971938,0.0,0.0,0.7583140584971938,0.6599769153429067,0.6176683304951641,13.393494399231464
pair_0139,0.3771980344135291,0.0,0.0,0.3771980344135291,0.33719387176615573,0.2994767155913703,76.44041147072396
pair_0140,0.38222182414051226,0.0,0.0,0.38222182414051226,0.3480648432955385,0.289173759409168,50.00779035706439
pair_0141,0.604388991720778,0.0,0.0,0.604388991720778,0.558195421098088,0.46760724768315776,99.061573756114
pair_0142,0.4593182621914328,0.0,0.0,0.4593182621914328,0.41257214499824857,0.35487648841548003,625.3319276639077
pair_0143,0.6435421628424756,0.0,0.0,0.6435421628424756,0.5845430528353307,0.49851491107255136,442.17130268363746
pair_0144,0.7234651392910592,0.0,0.0,0.7234651392910592,0.700280971540732,0.5375918177905294,61.14780598917674
pair_0145,0.6660459480472509,0.0,0.0,0.6660459480472509,0.6344806050359055,0.4717385859253958,408.09431591366155
pair_0146,0.6362925541417317,0.0,0.0,0.6362925541417317,0.620187086255816,0.4633557686645943,48.900307951152875
pair_0147,0.3252398920996353,0.0,0.0,0.3252398920996353,0.28080500810391246,0.27118953657963457,77.30643287644969
pair_0148,0.365535948942648,0.0,0.0,0.365535948942648,0.35171054150448294,0.2871983917341271,344.0194497981782
pair_0149,0.303108867844278,0.0,0.0,0.303108867844278,0.2655245242023722,0.22643688704167922,71.73580562502437
pair_0150,0.6913792382514479,0.0,0.0,0.6913792382514479,0.5926457231484801,0.48686543302235724,389.05093190725
pair_0151,0.8260459007507541,0.0,0.0,0.8260459007507541,0.8219282519226496,0.6259240629452446,809.1645668882542
pair_0152,0.4156868389642859,0.0,0.0,0.4156868389642859,0.3752674632919046,0.32451197931859577,93.85605017408723
pair_0153,0.6665726997978084,0.0,0.0,0.6665726997978084,0.6489497969584218,0.5350077837771493,67.44011398947444
pair_0154,0.4564711662392663,0.0,0.0,0.4564711662392663,0.4177033482897292,0.35433858403117463,529.7086886409036
pair_0155,0.3958300951365379,0.0,0.0,0.3958300951365379,0.38687765330010415,0.3072875885135016,66.77861147986714
pair_0156,0.5495073692587349,0.0,0.0,0.5495073692587349,0.5232244362297221,0.3883413123260427,530.3637097617016
pair_0157,0.3468616332884641,0.0,0.0,0.3468616332884641,0.3059923056569031,0.2665926704332608,78.73706898232572
pair_0158,0.73015077970839,0.0,0.0,0.73015077970839,0.6409671033490857,0.5353721592752273,52.0341541184787
pair_0159,0.45267433144056746,0.0,0.0,0.45267433144056746,0.4065226347155363,0.3653558005037828,80.69153525543925
pair_0160,0.4722544241347921,0.0,0.0,0.4722544241347921,0.43650064676454725,0.3710369832793247,89.42184453384515
pair_0161,0.34814999557762005,0.0,0.0,0.34814999557762005,0.32794077847089426,0.24606722329708214,91.7115076681728
pair_0162,0.8870944096074835,0.0,0.0,0.8870944096074835,0.8047927257342448,0.7407665055640115,97.87243770263359
pair_0163,0.7856869101235167,0.0,0.0,0.7856869101235167,0.6815438381890029,0.5842102706535768,87.52081746237273
pair_0164,0.5633776868924765,0.0,0.0,0.5633776868924765,0.5552984957781254,0.45010447832693207,320.2607360965533
pair_0165,0.48105866108652195,0.0,0.0,0.48105866108652195,0.47494284118602975,0.36060763582391275,59.79176742772624
pair_0166,0.7177850443854539,0.0,0.0,0.7177850443854539,0.6291806985149767,0.5444308873640087,97.22902353436858
pair_0167,0.6374315697521455,0.0,0.0,0.6374315697521455,0.5636525458391367,0.5339366211210129,229.91657424866062
pair_0168,0.46107695271298876,0.0,0.0,0.46107695271298876,0.4197154960434322,0.33353815662440955,183.21759687417727
pair_0169,0.8622958579213487,0.0,0.0,0.8622958579213487,0.8103966376051382,0.6840287462779104,95.70197605266732
pair_0170,0.5283970466237535,0.0,0.0,0.5283970466237535,0.46960114184282103,0.4429693349364263,23.933095896303126
pair_0171,0.5224229528587551,0.0,0.0,0.5224229528587551,0.49737766103965647,0.4213476235844846,785.4660723787401
pair_0172,0.6303855195102451,0.0,0.0,0.6303855195102451,0.6211271557157662,0.4705581342180691,56.9789512704035
pair_0173,0.85013963381662,0.0,0.0,0.85013963381662,0.8425231638403357,0.678411813632805,13.995852858061731
pair_0174,0.724301738222076,0.0,0.0,0.724301738222076,0.7149295831695266,0.5514692276933021,471.1530001740334
pair_0175,0.6214428617543548,0.0,0.0,0.6214428617543548,0.5291797942168911,0.5117788522892415,41.133850821741646
pair_0176,0.46039484200598146,0.0,0.0,0.46039484200598146,0.4173800434155784,0.3804680584196496,61.97808424119352
pair_0177,0.5431669788625718,0.0,0.0,0.5431669788625718,0.477131169533291,0.4437043067282788,84.78671020315358
pair_0178,0.43785989826061,0.0,0.0,0.43785989826061,0.3888256419786746,0.3071869413734337,33.12706169922398
pair_0179,0.8768815139256037,0.0,0.0,0.8768815139256037,0.836438397709618,0.6193150212532718,92.87663612546592
pair_0180,0.77429885114049,0.0,0.0,0.77429885114049,0.7472518111877775,0.5569788990217623,54.056243100561076
pair_0181,0.31777539536709903,0.0,0.0,0.31777539536709903,0.3029749764132183,0.22580441245492636,60.51687432006422
pair_0182,0.7278651196070315,0.0,0.0,0.7278651196070315,0.6311733745102197,0.5268568510231949,8.569411763673573
pair_0183,0.515950498408138,0.0,0.0,0.515950498408138,0.49979015848893077,0.36631197948181227,0.5195222370030117
pair_0184,0.30740436893037265,0.0,0.0,0.30740436893037265,0.2860523552831276,0.22290044809412424,59.69245552870913
pair_0185,0.5958743653264709,0.0,0.0,0.5958743653264709,0.5726435723902575,0.5024994106484859,13.884005895941677
pair_0186,0.3641834205485412,0.0,0.0,0.3641834205485412,0.3486158562671993,0.2928955666387808,546.2221930505764
pair_0187,0.4923990932250526,0.0,0.0,0.4923990932250526,0.4395750196070431,0.3658357078072969,685.933172529957
pair_0188,0.5256331813944883,0.0,0.0,0.5256331813944883,0.5142407203048568,0.3885611246242123,49.10073128921023
pair_0189,0.5630729725853452,0.0,0.0,0.5630729725853452,0.5428859016791875,0.4275052357025107,55.00991569974728
pair_0190,0.7734460579320378,0.0,0.0,0.7734460579320378,0.7601736811943218,0.5648622867378055,25.268168493109165
pair_0191,0.7613724287520244,0.0,0.0,0.7613724287520244,0.6570457214925889,0.6296307446304691,89.5501515360899
pair_0192,0.43320064772967803,0.0,0.0,0.43320064772967803,0.38126778543328604,0.3369148005246118,195.35009644547847
pair_0193,0.7987906468242831,0.0,0.0,0.7987906468242831,0.6832489966429673,0.6165249680402943,41.59754285257126
pair_0194,0.3403046040248755,0.0,0.0,0.3403046040248755,0.29494574158420284,0.24015455456719886,72.1993943279708
pair_0195,0.4985937933319015,0.0,0.0,0.4985937933319015,0.4528276583407004,0.35526862201981807,319.5216518967934
pair_0196,0.655321895016221,0.0,0.0,0.655321895016221,0.6252049512592927,0.46535066776324713,73.73883695461372
pair_0197,0.36837298242309713,0.0,0.0,0.36837298242309713,0.33720578960056313,0.27835562360454386,36.57930294125148
pair_0198,0.851209547882458,0.0,0.0,0.851209547882458,0.8178012328017836,0.6522849176807075,84.55178026695592
pair_0199,0.5538232692439274,0.0,0.0,0.5538232692439274,0.5346438071252276,0.4427437747825228,41.82391062112586
pair_0200,0.38192082879749756,0.0,0.0,0.38192082879749756,0.35348410892450266,0.3231722927820806,86.55222308564123
pair_0201,0.4649117509641204,0.0,0.0,0.4649117509641204,0.4487711223595968,0.3759911132537029,76.10566185454242
pair_0202,0.756002478535385,0.0,0.0,0.756002478535385,0.6475642685866323,0.530813283555736,77.51130278639955
pair_0203,0.8191742822257773,0.0,0.0,0.8191742822257773,0.715062620678263,0.679032512768194,34.85769768223138
pair_0204,0.7832642960221671,0.0,0.0,0.7832642960221671,0.6952413089386352,0.5689078476837753,61.61511997821552
pair_0205,0.8776631969962752,0.0,0.0,0.8776631969962752,0.8068404408792654,0.7330545132394818,986.9394720356148
pair_0206,0.5936752355493826,0.0,0.0,0.5936752355493826,0.5096489503679701,0.4494152116480502,32.20967116093769
pair_0207,0.5728173894446525,0.0,0.0,0.5728173894446525,0.5682481359218295,0.4444141791646295,51.5613472087699
pair_0208,0.4306979610091235,0.0,0.0,0.4306979610091235,0.38064454375721335,0.3420095173462955,35.82227293409872
pair_0209,0.3275657553951803,0.0,0.0,0.3275657553951803,0.2949347339635704,0.2647311627118115,48.533790400850506
pair_0210,0.3953864777434916,0.0,0.0,0.3953864777434916,0.33757957147967205,0.3028975044967206,282.08638575765974
pair_0211,0.557538564453208,0.0,0.0,0.557538564453208,0.5444438487869745,0.44059429756924556,39.63415669322332
pair_0212,0.8928929456785633,0.0,0.0,0.8928929456785633,0.7975060678749446,0.6466015517383024,0.8062569019176791
pair_0213,0.7640762901903746,0.0,0.0,0.7640762901903746,0.7121714444400996,0.5712486747992984,88.09889949802707
pair_0214,0.8519364747928526,0.0,0.0,0.8519364747928526,0.7383774916639323,0.6046786978735419,44.00994207798519
pair_0215,0.7746459967188397,0.0,0.0,0.7746459967188397,0.7186445889417875,0.5442812060179754,416.3820763448166
pair_0216,0.6106494766783426,0.0,0.0,0.6106494766783426,0.5850463909715349,0.4937784362468136,692.5648330766295
pair_0217,0.8603546410045295,0.0,0.0,0.8603546410045295,0.7728122132266044,0.6072077657777751,59.392976813772314
pair_0218,0.32389611716231387,0.0,0.0,0.32389611716231387,0.31911150488104095,0.2599744058045899,6.753256927276718
pair_0219,0.3501582442666898,0.0,0.0,0.3501582442666898,0.29794448211690644,0.24529045223029208,53.765535813605084
pair_0220,0.7192055289632948,0.0,0.0,0.7192055289632948,0.6176268325391175,0.5452506335967099,712.9501162382894
pair_0221,0.3075989829356995,0.0,0.0,0.3075989829356995,0.287618342436441,0.25486127630684347,66.60795788593106
pair_0222,0.5010066157897167,0.0,0.0,0.5010066157897167,0.4831339249783542,0.3533495868177359,341.88803776832106
pair_0223,0.39438598866067565,0.0,0.0,0.39438598866067565,0.3675036063881974,0.27724112556990654,85.93597826874712
pair_0224,0.8586960462943114,0.0,0.0,0.8586960462943114,0.836026265340518,0.6624532893196557,36.397649633124075
pair_0225,0.4339110365703911,0.0,0.0,0.4339110365703911,0.4060208756775169,0.32886473804021926,50.204094255958275
pair_0226,0.5213516154915295,0.0,0.0,0.5213516154915295,0.49676545423812657,0.39519238163106873,8.638552243330622
pair_0227,0.30382672965108243,0.0,0.0,0.30382672965108243,0.29973605580275353,0.22351024220980215,275.88018148554113
pair_0228,0.4231166237435392,0.0,0.0,0.4231166237435392,0.39078389228804694,0.3120511956009597,84.90059877789218
pair_0229,0.5750748171264892,0.0,0.0,0.5750748171264892,0.5733609019094721,0.4574746829032762,907.5587247383132
pair_0230,0.45659456335416604,0.0,0.0,0.45659456335416604,0.42092053900746157,0.3811589833395817,96.42182747327408
pair_0231,0.3633946500616147,0.0,0.0,0.3633946500616147,0.3336447945231973,0.3023140587041001,222.50066177504712
pair_0232,0.4290124736842129,0.0,0.0,0.4290124736842129,0.37906511485622374,0.31876893522195,181.3787992436724
pair_0233,0.8712579640942464,0.0,0.0,0.8712579640942464,0.8360999000003643,0.735738974620634,82.00896158119784
pair_0234,0.5233438462895986,0.0,0.0,0.5233438462895986,0.47533634643792716,0.3865321579101601,300.0593194189944
pair_0235,0.8430467822280918,0.0,0.0,0.8430467822280918,0.7368629301353888,0.6837116454198122,499.08819145238994
pair_0236,0.7099277500510097,0.0,0.0,0.7099277500510097,0.6494138551199437,0.5288810163549729,455.4988193997275
pair_0237,0.5471953237776991,0.0,0.0,0.5471953237776991,0.46860890061592503,0.41671972744618435,24.578477924524545
pair_0238,0.769149460107255,0.0,0.0,0.769149460107255,0.7552822750905187,0.6366654247964774,63.075438882475545
pair_0239,0.7851923301437407,0.0,0.0,0.7851923301437407,0.7837188423044816,0.5643598399706855,21.902018807309453
