pair_id,temporal_compatibility,prediction_accuracy,user_satisfaction,timezone_matching_accuracy
pair_0125,0.9166666666666666,0.8,0.5259533886235485,0.0
pair_0126,1.0,0.8,0.5534106559491772,0.0
pair_0127,1.0,0.8,0.6198158901784692,0.0
pair_0128,1.0,0.8,0.6951795244736323,0.0
pair_0129,0.9166666666666666,0.8,0.5636318789380009,0.0
pair_0130,1.0,0.8,0.5442647371065985,0.0
pair_0131,1.0,0.8,0.5036145846679934,0.0
pair_0132,0.9166666666666666,0.8,0.5649217668489481,0.0
pair_0133,1.0,0.8,0.5127444917133246,0.0
pair_0134,1.0,0.8,0.5575662623765527,0.0
pair_0135,0.9166666666666666,0.8,0.6424067208309712,0.0
pair_0136,0.9166666666666666,0.8,0.6653949953029217,0.0
pair_0137,1.0,0.8,0.6175828329038094,0.0
pair_0138,0.9166666666666666,0.8,0.6269545325565796,0.0
pair_0139,1.0,0.8,0.565750403018978,0.0
pair_0140,0.9166666666666666,0.8,0.5778079025083823,0.0
pair_0141,0.9166666666666666,0.8,0.6859745391572373,0.0
pair_0142,1.0,0.8,0.502513444934712,0.0
pair_0143,0.9166666666666666,0.8,0.5681191955799502,0.0
pair_0144,1.0,0.8,0.5692732629517148,0.0
pair_0145,1.0,0.8,0.5888766127106229,0.0
pair_0146,0.0,0.5,0.5923895103549301,0.0
pair_0147,0.9166666666666666,0.8,0.6485142312928656,0.0
pair_0148,0.9166666666666666,0.8,0.5421274789158111,0.0
pair_0149,0.9166666666666666,0.8,0.6395450728684864,0.0
pair_0150,0.9166666666666666,0.8,0.6345971903056818,0.0
pair_0151,0.9166666666666666,0.8,0.5511385193510923,0.0
pair_0152,0.9166666666666666,0.8,0.5064533019970334,0.0
pair_0153,1.0,0.8,0.670458335535695,0.0
pair_0154,0.9166666666666666,0.8,0.6935447217205294,0.0
pair_0155,0.9166666666666666,0.8,0.6262768126823581,0.0
pair_0156,1.0,0.8,0.6122651472463416,0.0
pair_0157,1.0,0.8,0.5690598384784042,0.0
pair_0158,0.9166666666666666,0.8,0.5415102403581304,0.0
pair_0159,1.0,0.8,0.6969737209820625,0.0
pair_0160,0.9166666666666666,0.8,0.5738382910252104,0.0
pair_0161,1.0,0.8,0.5583646085126065,0.0
pair_0162,0.9166666666666666,0.8,0.5630676171950983,0.0
pair_0163,0.9166666666666666,0.8,0.6349002740791143,0.0
pair_0164,1.0,0.8,0.5059129136143632,0.0
pair_0165,1.0,0.8,0.6249725395216598,0.0
pair_0166,0.9166666666666666,0.8,0.5333468610409873,0.0
pair_0167,1.0,0.8,0.5703252756072468,0.0
pair_0168,0.9166666666666666,0.8,0.5863061583271518,0.0
pair_0169,1.0,0.8,0.6991651680543127,0.0
pair_0170,1.0,0.8,0.5046816688051646,0.0
pair_0171,1.0,0.8,0.6946714137254472,0.0
pair_0172,1.0,0.8,0.6112878974438488,0.0
pair_0173,1.0,0.8,0.5981513753379587,0.0
pair_0174,1.0,0.8,0.5469437127937142,0.0
pair_0175,1.0,0.8,0.6842352562212836,0.0
pair_0176,0.9166666666666666,0.8,0.5263394778645468,0.0
pair_0177,0.9166666666666666,0.8,0.6214243485760973,0.0
pair_0178,0.9166666666666666,0.8,0.6699336381606669,0.0
pair_0179,0.9166666666666666,0.8,0.5193959644373501,0.0
pair_0180,0.9166666666666666,0.8,0.5436610761453288,0.0
pair_0181,1.0,0.8,0.6984261812428127,0.0
pair_0182,0.9166666666666666,0.8,0.6141490031620099,0.0
pair_0183,0.9166666666666666,0.8,0.5357244876994092,0.0
pair_0184,0.9166666666666666,0.8,0.531823503623716,0.0
pair_0185,0.9166666666666666,0.8,0.6555049359565716,0.0
pair_0186,1.0,0.8,0.6468921422643907,0.0
pair_0187,1.0,0.8,0.5802233018727159,0.0
pair_0188,1.0,0.8,0.5817032372236618,0.0
pair_0189,1.0,0.8,0.6502561840679535,0.0
pair_0190,1.0,0.8,0.5836359991140051,0.0
pair_0191,0.9166666666666666,0.8,0.6198497076017853,0.0
pair_0192,1.0,0.8,0.5638806995309884,0.0
pair_0193,1.0,0.8,0.5726349363182122,0.0
pair_0194,1.0,0.8,0.521127755439631,0.0
pair_0195,0.9166666666666666,0.8,0.6769515733224807,0.0
pair_0196,0.9166666666666666,0.8,0.692047880043272,0.0
pair_0197,1.0,0.8,0.6523506263438053,0.0
pair_0198,0.9166666666666666,0.8,0.563555019352294,0.0
pair_0199,0.9166666666666666,0.8,0.6071254097409671,0.0
pair_0200,0.9166666666666666,0.8,0.5784346732871223,0.0
pair_0201,0.9166666666666666,0.8,0.6718113175093621,0.0
pair_0202,1.0,0.8,0.5989666428518715,0.0
pair_0203,1.0,0.8,0.5927827884052447,0.0
pair_0204,0.9166666666666666,0.8,0.6652276872464274,0.0
pair_0205,1.0,0.8,0.5898911851003286,0.0
pair_0206,1.0,0.8,0.6847821114560095,0.0
pair_0207,1.0,0.8,0.5355253255368089,0.0
pair_0208,1.0,0.8,0.5576815620114466,0.0
pair_0209,0.0,0.5,0.6065331411806737,0.0
pair_0210,1.0,0.8,0.5668109696551187,0.0
pair_0211,1.0,0.8,0.5928042972925165,0.0
pair_0212,0.0,0.5,0.5344541336347934,0.0
pair_0213,0.9166666666666666,0.8,0.6814561770831392,0.0
pair_0214,1.0,0.8,0.5766706847848859,0.0
pair_0215,1.0,0.8,0.6306208482654391,0.0
pair_0216,0.9166666666666666,0.8,0.6948494783316099,0.0
pair_0217,1.0,0.8,0.5820587608052417,0.0
pair_0218,1.0,0.8,0.6272833750084653,0.0
pair_0219,0.9166666666666666,0.8,0.6237751934292802,0.0
pair_0220,0.9166666666666666,0.8,0.527714408352533,0.0
pair_0221,0.9166666666666666,0.8,0.6239840589513796,0.0
pair_0222,1.0,0.8,0.6997819767601874,0.0
pair_0223,1.0,0.8,0.6199136340179812,0.0
pair_0224,1.0,0.8,0.646429598940574,0.0
pair_0225,0.9166666666666666,0.8,0.6890978038651252,0.0
pair_0226,1.0,0.8,0.5650040620711632,0.0
pair_0227,1.0,0.8,0.5499881508446617,0.0
pair_0228,1.0,0.8,0.6138612294576989,0.0
pair_0229,1.0,0.8,0.5943827087944196,0.0
pair_0230,0.9166666666666666,0.8,0.5181932880756945,0.0
pair_0231,1.0,0.8,0.5740591824393265,0.0
pair_0232,0.9166666666666666,0.8,0.6485930749793984,0.0
pair_0233,0.9166666666666666,0.8,0.6767024960963128,0.0
pair_0234,1.0,0.8,0.6308232089718273,0.0
pair_0235,0.9166666666666666,0.8,0.6104114718904129,0.0
pair_0236,1.0,0.8,0.6726876544848555,0.0
pair_0237,0.9166666666666666,0.8,0.6700618027347427,0.0
pair_0238,0.9166666666666666,0.8,0.5322758547332419,0.0
pair_0239,0.9166666666666666,0.8,0.5738128643081487,0.0
pair_0240,1.0,0.8,0.6749300394048025,0.0
pair_0241,1.0,0.8,0.5350421987059248,0.0
pair_0242,0.9166666666666666,0.8,0.6874281774651892,0.0
pair_0243,0.9166666666666666,0.8,0.6842771369215627,0.0
pair_0244,0.9166666666666666,0.8,0.564544840354696,0.0
pair_0245,0.9166666666666666,0.8,0.5585963831317615,0.0
pair_0246,0.0,0.5,0.6788891315920498,0.0
pair_0247,0.9166666666666666,0.8,0.5414014541769061,0.0
pair_0248,0.0,0.5,0.5922359175372018,0.0
pair_0249,0.9166666666666666,0.8,0.549009394174324,0.0
pair_0250,0.9166666666666666,0.8,0.6206497973854141,0.0
pair_0251,1.0,0.8,0.6979426655797416,0.0
pair_0252,0.9166666666666666,0.8,0.6593507113708226,0.0
pair_0253,1.0,0.8,0.6945610574802848,0.0
pair_0254,0.9166666666666666,0.8,0.6000429878255416,0.0
pair_0255,0.9166666666666666,0.8,0.5222314593250855,0.0
pair_0256,0.9166666666666666,0.8,0.6208013591734699,0.0
pair_0257,0.9166666666666666,0.8,0.566251846957334,0.0
pair_0258,0.9166666666666666,0.8,0.6840311630202511,0.0
pair_0259,0.9166666666666666,0.8,0.5318533170891753,0.0
pair_0260,0.9166666666666666,0.8,0.5924424465329144,0.0
pair_0261,0.9166666666666666,0.8,0.6924948052612576,0.0
pair_0262,1.0,0.8,0.5013766627738008,0.0
pair_0263,1.0,0.8,0.5064645136624926,0.0
pair_0264,0.9166666666666666,0.8,0.6353744751309554,0.0
pair_0265,0.9166666666666666,0.8,0.6734125428196304,0.0
pair_0266,1.0,0.8,0.6991069100353259,0.0
pair_0267,0.0,0.5,0.6724337941189342,0.0
pair_0268,0.9166666666666666,0.8,0.5140731227145235,0.0
pair_0269,1.0,0.8,0.5834179221951586,0.0
pair_0270,1.0,0.8,0.5520058496048406,0.0
pair_0271,1.0,0.8,0.643195315506073,0.0
pair_0272,0.9166666666666666,0.8,0.5241963948544783,0.0
pair_0273,0.9166666666666666,0.8,0.6553193056687369,0.0
pair_0274,1.0,0.8,0.6294178679424656,0.0
pair_0275,1.0,0.8,0.6068341623466673,0.0
pair_0276,1.0,0.8,0.5047440252282039,0.0
pair_0277,1.0,0.8,0.5961615127738622,0.0
pair_0278,1.0,0.8,0.645206350177208,0.0
pair_0279,0.9166666666666666,0.8,0.5585926142508721,0.0
pair_0280,1.0,0.8,0.5796793473188694,0.0
pair_0281,1.0,0.8,0.6644631515818097,0.0
pair_0282,1.0,0.8,0.6537523031829393,0.0
pair_0283,1.0,0.8,0.5726746535292706,0.0
pair_0284,0.9166666666666666,0.8,0.6433249248972384,0.0
pair_0285,0.9166666666666666,0.8,0.602311939938766,0.0
pair_0286,1.0,0.8,0.6299259609580723,0.0
pair_0287,0.9166666666666666,0.8,0.5857177075556271,0.0
pair_0288,0.9166666666666666,0.8,0.5248113693350895,0.0
pair_0289,0.9166666666666666,0.8,0.5291967479095911,0.0
pair_0290,1.0,0.8,0.552499819931299,0.0
pair_0291,1.0,0.8,0.6650457182225763,0.0
pair_0292,0.9166666666666666,0.8,0.6507155713314094,0.0
pair_0293,1.0,0.8,0.5223567466765555,0.0
pair_0294,1.0,0.8,0.5337906932331092,0.0
pair_0295,1.0,0.8,0.5825786108621016,0.0
pair_0296,1.0,0.8,0.5679669248192758,0.0
pair_0297,0.9166666666666666,0.8,0.6825949180767963,0.0
pair_0298,0.9166666666666666,0.8,0.659110619846867,0.0
pair_0299,1.0,0.8,0.5420169968374188,0.0
pair_0300,0.9166666666666666,0.8,0.5194251408130313,0.0
pair_0301,0.9166666666666666,0.8,0.6284071142877877,0.0
pair_0302,1.0,0.8,0.5148139111075432,0.0
pair_0303,0.9166666666666666,0.8,0.6798390622572346,0.0
pair_0304,0.9166666666666666,0.8,0.5983153861053324,0.0
pair_0305,0.9166666666666666,0.8,0.5489456888392278,0.0
pair_0306,1.0,0.8,0.55199991068608,0.0
pair_0307,0.9166666666666666,0.8,0.559058413936487,0.0
pair_0308,0.9166666666666666,0.8,0.5889344130913335,0.0
pair_0309,1.0,0.8,0.6574747896945121,0.0
pair_0310,0.9166666666666666,0.8,0.6399123344688442,0.0
pair_0311,1.0,0.8,0.6136462379623934,0.0
pair_0312,0.9166666666666666,0.8,0.6188856259521017,0.0
pair_0313,1.0,0.8,0.65226454755667,0.0
pair_0314,0.9166666666666666,0.8,0.5296047948625375,0.0
pair_0315,1.0,0.8,0.5576860860376663,0.0
pair_0316,1.0,0.8,0.5442043079140344,0.0
pair_0317,0.9166666666666666,0.8,0.5741702237181953,0.0
pair_0318,1.0,0.8,0.5725448470023321,0.0
pair_0319,0.9166666666666666,0.8,0.5582436595956426,0.0
pair_0320,0.9166666666666666,0.8,0.68895838218307,0.0
pair_0321,0.9166666666666666,0.8,0.5316604890937208,0.0
pair_0322,0.9166666666666666,0.8,0.6267789159785827,0.0
pair_0323,1.0,0.8,0.5950569684998376,0.0
pair_0324,1.0,0.8,0.5879724706311207,0.0
pair_0325,1.0,0.8,0.5589759232915062,0.0
pair_0326,0.9166666666666666,0.8,0.6487466332393864,0.0
pair_0327,0.9166666666666666,0.8,0.6390165032871858,0.0
pair_0328,1.0,0.8,0.5293052280060193,0.0
pair_0329,1.0,0.8,0.5584665758299047,0.0
pair_0330,0.9166666666666666,0.8,0.5768453348536875,0.0
pair_0331,0.9166666666666666,0.8,0.6273524660288066,0.0
pair_0332,0.9166666666666666,0.8,0.5056009409590351,0.0
pair_0333,0.9166666666666666,0.8,0.5423324087012267,0.0
pair_0334,1.0,0.8,0.5605913134639909,0.0
pair_0335,1.0,0.8,0.6168469548405211,0.0
pair_0336,0.9166666666666666,0.8,0.551884234494212,0.0
pair_0337,1.0,0.8,0.6442278735467666,0.0
pair_0338,1.0,0.8,0.6490914476964362,0.0
pair_0339,0.9166666666666666,0.8,0.6992235042405396,0.0
pair_0340,0.9166666666666666,0.8,0.5811689264729236,0.0
pair_0341,1.0,0.8,0.6236919982731401,0.0
pair_0342,1.0,0.8,0.5340820252484132,0.0
pair_0343,1.0,0.8,0.568842708533781,0.0
pair_0344,0.9166666666666666,0.8,0.5311753713892928,0.0
pair_0345,0.9166666666666666,0.8,0.6705220945195783,0.0
pair_0346,1.0,0.8,0.5628592469145914,0.0
pair_0347,0.9166666666666666,0.8,0.5748725166588704,0.0
pair_0348,0.9166666666666666,0.8,0.6730817376465832,0.0
pair_0349,1.0,0.8,0.5970491567974933,0.0
pair_0350,1.0,0.8,0.5338241754036877,0.0
pair_0351,0.9166666666666666,0.8,0.6050473741919584,0.0
pair_0352,0.9166666666666666,0.8,0.5350774712622142,0.0
pair_0353,0.9166666666666666,0.8,0.6794267213044649,0.0
pair_0354,1.0,0.8,0.50284651915542,0.0
pair_0355,1.0,0.8,0.6893896506201515,0.0
pair_0356,0.9166666666666666,0.8,0.5684733990204709,0.0
pair_0357,1.0,0.8,0.5618616569138009,0.0
pair_0358,0.9166666666666666,0.8,0.544861997887624,0.0
pair_0359,1.0,0.8,0.5556631097326297,0.0
pair_0360,1.0,0.8,0.6556028719674971,0.0
pair_0361,1.0,0.8,0.657854849278318,0.0
pair_0362,0.9166666666666666,0.8,0.629999332423422,0.0
pair_0363,1.0,0.8,0.571300292758331,0.0
pair_0364,0.9166666666666666,0.8,0.5918643423459052,0.0
pair_0365,0.9166666666666666,0.8,0.6825405011156747,0.0
pair_0366,1.0,0.8,0.6812604054990422,0.0
pair_0367,1.0,0.8,0.6679954271707782,0.0
pair_0368,0.9166666666666666,0.8,0.6691491869373567,0.0
pair_0369,1.0,0.8,0.6566174876506409,0.0
pair_0370,0.9166666666666666,0.8,0.6048236666591982,0.0
pair_0371,1.0,0.8,0.5456742640456227,0.0
pair_0372,0.9166666666666666,0.8,0.5405059968882208,0.0
pair_0373,1.0,0.8,0.6328488171589979,0.0
pair_0374,0.9166666666666666,0.8,0.5796982446706325,0.0
pair_0375,0.9166666666666666,0.8,0.5197680040479127,0.0
pair_0376,1.0,0.8,0.5659030161908515,0.0
pair_0377,0.0,0.5,0.5134395454398893,0.0
pair_0378,1.0,0.8,0.6106568961764218,0.0
pair_0379,0.9166666666666666,0.8,0.606950774560281,0.0
pair_0380,1.0,0.8,0.6482515775229469,0.0
pair_0381,1.0,0.8,0.6745231227270473,0.0
pair_0382,1.0,0.8,0.6940874439446894,0.0
pair_0383,0.9166666666666666,0.8,0.5111949599484098,0.0
pair_0384,0.9166666666666666,0.8,0.6133404322310518,0.0
pair_0385,1.0,0.8,0.5495943892668071,0.0
pair_0386,1.0,0.8,0.5512144145328847,0.0
pair_0387,0.9166666666666666,0.8,0.647887155685849,0.0
pair_0388,1.0,0.8,0.6379398076777658,0.0
pair_0389,1.0,0.8,0.6301614431403915,0.0
pair_0390,1.0,0.8,0.5490174103205501,0.0
pair_0391,0.9166666666666666,0.8,0.6379274900516574,0.0
pair_0392,0.9166666666666666,0.8,0.5912132101914743,0.0
pair_0393,1.0,0.8,0.5080465584686062,0.0
pair_0394,1.0,0.8,0.6218275416877319,0.0
pair_0395,0.9166666666666666,0.8,0.6103951309285708,0.0
pair_0396,0.9166666666666666,0.8,0.5182718392358876,0.0
pair_0397,0.9166666666666666,0.8,0.5380028333266634,0.0
pair_0398,1.0,0.8,0.6661384760103626,0.0
pair_0399,0.9166666666666666,0.8,0.5127337871583416,0.0
pair_0400,0.9166666666666666,0.8,0.6806267174073293,0.0
pair_0401,0.9166666666666666,0.8,0.6045115400891913,0.0
pair_0402,1.0,0.8,0.5121730226393522,0.0
pair_0403,1.0,0.8,0.5455172497688838,0.0
pair_0404,0.9166666666666666,0.8,0.6171354782010324,0.0
pair_0405,0.9166666666666666,0.8,0.616254087503675,0.0
pair_0406,1.0,0.8,0.5928542585645172,0.0
pair_0407,1.0,0.8,0.607386728944839,0.0
pair_0408,1.0,0.8,0.6562825173900765,0.0
pair_0409,0.9166666666666666,0.8,0.5637716677636148,0.0
pair_0410,1.0,0.8,0.6267811403767087,0.0
pair_0411,0.9166666666666666,0.8,0.5392851657842085,0.0
pair_0412,0.9166666666666666,0.8,0.5232812783746392,0.0
pair_0413,0.9166666666666666,0.8,0.5166772417367038,0.0
pair_0414,0.9166666666666666,0.8,0.5394792483745156,0.0
pair_0415,0.9166666666666666,0.8,0.6084737667283056,0.0
pair_0416,1.0,0.8,0.5429987886522617,0.0
pair_0417,1.0,0.8,0.5974461336433305,0.0
pair_0418,0.9166666666666666,0.8,0.613865853860382,0.0
pair_0419,1.0,0.8,0.6163427091088229,0.0
pair_0420,1.0,0.8,0.6722278206124735,0.0
pair_0421,1.0,0.8,0.5223047803640088,0.0
pair_0422,0.9166666666666666,0.8,0.6773034966627386,0.0
pair_0423,1.0,0.8,0.6554791728297283,0.0
pair_0424,0.9166666666666666,0.8,0.5389597529008053,0.0
pair_0425,0.9166666666666666,0.8,0.6611531729026624,0.0
pair_0426,0.9166666666666666,0.8,0.6228826563887939,0.0
pair_0427,0.9166666666666666,0.8,0.5912508875015939,0.0
pair_0428,1.0,0.8,0.5000990245517309,0.0
pair_0429,1.0,0.8,0.6509120500194563,0.0
pair_0430,1.0,0.8,0.6202708293061602,0.0
pair_0431,1.0,0.8,0.5985210279094103,0.0
pair_0432,0.9166666666666666,0.8,0.5353063752183904,0.0
pair_0433,1.0,0.8,0.6014585964132542,0.0
pair_0434,1.0,0.8,0.6028400470074351,0.0
pair_0435,1.0,0.8,0.6902871394832129,0.0
pair_0436,0.9166666666666666,0.8,0.5599274534943698,0.0
pair_0437,1.0,0.8,0.673452193337962,0.0
pair_0438,1.0,0.8,0.5498044004159306,0.0
pair_0439,0.9166666666666666,0.8,0.5550576696959771,0.0
pair_0440,1.0,0.8,0.6122528635011051,0.0
pair_0441,0.9166666666666666,0.8,0.5617608034997011,0.0
pair_0442,1.0,0.8,0.588008760081932,0.0
pair_0443,1.0,0.8,0.6954457994648996,0.0
pair_0444,1.0,0.8,0.6891394036742751,0.0
pair_0445,1.0,0.8,0.597516088197406,0.0
pair_0446,0.9166666666666666,0.8,0.5638415096601355,0.0
pair_0447,1.0,0.8,0.6948708780252157,0.0
pair_0448,0.9166666666666666,0.8,0.5941012658116042,0.0
pair_0449,0.9166666666666666,0.8,0.5326261746567416,0.0
pair_0450,1.0,0.8,0.5131118949658242,0.0
pair_0451,0.9166666666666666,0.8,0.586402983476186,0.0
pair_0452,1.0,0.8,0.5609281958558678,0.0
pair_0453,0.9166666666666666,0.8,0.6850590674013345,0.0
pair_0454,1.0,0.8,0.5886396666503425,0.0
pair_0455,1.0,0.8,0.6275765950783475,0.0
pair_0456,0.9166666666666666,0.8,0.6077180189230407,0.0
pair_0457,0.9166666666666666,0.8,0.5365311342382364,0.0
pair_0458,1.0,0.8,0.6557583587001439,0.0
pair_0459,1.0,0.8,0.6525705296275062,0.0
pair_0460,0.9166666666666666,0.8,0.5426432897257809,0.0
pair_0461,0.9166666666666666,0.8,0.600355934061682,0.0
pair_0462,0.9166666666666666,0.8,0.5640031721687623,0.0
pair_0463,0.9166666666666666,0.8,0.6060799039481217,0.0
pair_0464,1.0,0.8,0.5205834235023652,0.0
pair_0465,1.0,0.8,0.560012283813285,0.0
pair_0466,1.0,0.8,0.6219053375874339,0.0
pair_0467,0.9166666666666666,0.8,0.6142016852973211,0.0
pair_0468,0.0,0.5,0.5309195299800715,0.0
pair_0469,0.9166666666666666,0.8,0.5312775450824261,0.0
pair_0470,1.0,0.8,0.6532794764581918,0.0
pair_0471,1.0,0.8,0.6571622255023976,0.0
pair_0472,1.0,0.8,0.6704714568822729,0.0
pair_0473,1.0,0.8,0.6220246458986264,0.0
