pair_id,quantum_compatibility,decoherence_accuracy,queue_ordering_accuracy,entanglement_sync_accuracy,timezone_matching_accuracy
pair_0051,0.87097429,0.535507444,0.0,0.8234208241851233,0.0
pair_0052,0.4909903383333333,0.0,0.0,0.9278331869830612,0.0
pair_0053,0.4242397002777778,0.0,0.0,0.8872775277037865,0.0
pair_0054,0.7081942005555555,0.0,1.0,0.8004653609181978,0.0
pair_0055,0.5081291263888889,0.0,1.0,0.8174923489615266,0.0
pair_0056,0.5227906930555556,0.0,1.0,0.8092288907868173,0.0
pair_0057,0.05141013777777781,0.0,1.0,0.9138338685386335,0.0
pair_0058,0.36872734055555556,0.0,0.0,0.8585496995854907,0.0
pair_0059,0.8743208055555556,0.5475549,1.0,0.7857456360656614,0.0
pair_0060,0.8854420080555555,0.587591229,0.0,0.8213770723597112,0.0
pair_0061,0.16237493111111112,0.0,0.0,0.7535037986140998,0.0
pair_0062,0.9080626527777778,0.66902555,0.0,0.8149265100027372,0.0
pair_0063,0.4147428675,0.0,1.0,0.8771965399915205,0.0
pair_0064,0.8039266758333333,0.294136033,1.0,0.8691557811374713,0.0
pair_0065,0.655436831388889,0.0,1.0,0.8214488964258199,0.0
pair_0066,0.94002079,0.784074844,0.0,0.7573224701453276,0.0
pair_0067,0.6290343144444444,0.0,0.0,0.8977360612097599,0.0
pair_0068,0.7235587180555556,0.004811385000000001,0.0,0.7997253435481095,0.0
pair_0069,0.7399554461111111,0.06383960599999994,1.0,0.7668093719109672,0.0
pair_0070,0.7045806222222222,0.0,1.0,0.7689145149678805,0.0
pair_0071,0.1562637,0.0,1.0,0.8953574808607165,0.0
pair_0072,0.5971116997222222,0.0,0.0,0.876584004601017,0.0
pair_0073,0.6435547005555555,0.0,0.0,0.8362201093028734,0.0
pair_0074,0.6726223411111112,0.0,1.0,0.804939246692339,0.0
pair_0075,0.17911664444444442,0.0,1.0,0.9443705550700886,0.0
pair_0076,0.29531732694444446,0.0,1.0,0.8877983922023194,0.0
pair_0077,0.15814180249999998,0.0,1.0,0.7988201408367979,0.0
pair_0078,0.09198193749999994,0.0,0.0,0.9151142819279141,0.0
pair_0079,0.2583208027777778,0.0,1.0,0.9169835804883634,0.0
pair_0080,0.6447782286111111,0.0,1.0,0.8965375554866875,0.0
pair_0081,0.7693864977777778,0.16979139199999993,0.0,0.8547117495075885,0.0
pair_0082,0.2698652047222222,0.0,1.0,0.8416839138278975,0.0
pair_0083,0.7582176736111111,0.12958362499999998,1.0,0.7653072287538476,0.0
pair_0084,0.18026675138888892,0.0,0.0,0.82455906575663,0.0
pair_0085,0.5139401691666666,0.0,0.0,0.7793500894447467,0.0
pair_0086,0.5515665758333332,0.0,1.0,0.9453686665353331,0.0
pair_0087,0.3551653975000001,0.0,1.0,0.8775628966278977,0.0
pair_0088,0.9285350725,0.742726261,0.0,0.9264073775725405,0.0
pair_0089,0.7420230311111111,0.07128291200000003,0.0,0.8263825990447883,0.0
pair_0090,0.55948028,0.0,0.0,0.9460532974085197,0.0
pair_0091,0.5517628816666666,0.0,0.0,0.7657529731657694,0.0
pair_0092,0.25184777083333343,0.0,0.0,0.9354881102394179,0.0
pair_0093,0.03194373638888892,0.0,1.0,0.8998533998459368,0.0
pair_0094,0.5307350166666667,0.0,0.0,0.8345059818040425,0.0
pair_0095,0.08673007388888887,0.0,0.0,0.7544766950367843,0.0
pair_0096,0.18059834194444446,0.0,1.0,0.9400717761319384,0.0
pair_0097,0.7891464169444444,0.24092710100000003,1.0,0.8013716008090882,0.0
pair_0098,0.6250471424999999,0.0,0.0,0.8805790867547465,0.0
pair_0099,0.8270698347222223,0.37745140499999996,1.0,0.9265850723971177,0.0
pair_0100,0.7991798175,0.2770473429999999,1.0,0.9173706634526649,0.0
pair_0101,0.8517999913888888,0.466479969,1.0,0.8366870566683412,0.0
pair_0102,0.702046841388889,0.0,0.0,0.7732850861454676,0.0
pair_0103,0.6817919633333334,0.0,0.0,0.7883287274403797,0.0
pair_0104,0.97132341,0.896764276,0.0,0.8021951496525382,0.0
pair_0105,0.7905267922222222,0.245896452,0.0,0.8106402838462314,0.0
pair_0106,0.35138960388888896,0.0,0.0,0.8528079145240152,0.0
pair_0107,0.8532006380555556,0.4715222969999999,1.0,0.9208487298991136,0.0
pair_0108,0.3110312802777778,0.0,1.0,0.798750480553891,0.0
pair_0109,0.38780741277777775,0.0,0.0,0.9097908199561107,0.0
pair_0110,0.4543038216666667,0.0,1.0,0.8248472773631453,0.0
pair_0111,0.1365725172222223,0.0,0.0,0.8445836800563473,0.0
pair_0112,0.15346200222222228,0.0,0.0,0.9021438091031883,0.0
pair_0113,0.9512580558333333,0.8245290009999999,0.0,0.8373891268294852,0.0
pair_0114,0.8755165486111112,0.5518595749999999,0.0,0.8993739585412491,0.0
pair_0115,0.7053892861111111,0.0,1.0,0.905661794820001,0.0
pair_0116,0.6727757880555556,0.0,1.0,0.8053707622014926,0.0
pair_0117,0.6597672,0.0,1.0,0.8842879281129571,0.0
pair_0118,0.46768758472222227,0.0,1.0,0.8709245136360386,0.0
pair_0119,0.24721445499999994,0.0,1.0,0.931949281962604,0.0
pair_0120,0.7285988283333333,0.022955781999999925,0.0,0.8856416497899777,0.0
pair_0121,0.3880323524999999,0.0,0.0,0.8045358806923792,0.0
pair_0122,0.2767970691666667,0.0,0.0,0.8314365583764558,0.0
pair_0123,0.18938758194444438,0.0,1.0,0.7537437897653141,0.0
pair_0124,0.010949297500000066,0.0,1.0,0.8328649679678869,0.0
pair_0125,0.27758538388888887,0.0,0.0,0.7759533886235485,0.0
pair_0126,0.5762031561111111,0.0,0.0,0.8034106559491772,0.0
pair_0127,0.8499050850000001,0.459658306,1.0,0.8698158901784692,0.0
pair_0128,0.9478811094444445,0.812371994,1.0,0.9451795244736323,0.0
pair_0129,0.13511911555555556,0.0,0.0,0.8136318789380009,0.0
pair_0130,0.6306348672222222,0.0,1.0,0.7942647371065985,0.0
pair_0131,0.2284192286111112,0.0,1.0,0.7536145846679934,0.0
pair_0132,0.09560806833333335,0.0,0.0,0.8149217668489481,0.0
pair_0133,0.995046785,0.982168426,0.0,0.7627444917133246,0.0
pair_0134,0.6558398105555556,0.0,0.0,0.8075662623765527,0.0
pair_0135,0.03994544166666669,0.0,1.0,0.8924067208309712,0.0
pair_0136,0.1344667261111111,0.0,0.0,0.9153949953029217,0.0
pair_0137,0.8521564433333333,0.46776319599999994,1.0,0.8675828329038094,0.0
pair_0138,0.5205795424999999,0.0,0.0,0.8769545325565796,0.0
pair_0139,0.8902223855555556,0.604800588,0.0,0.815750403018978,0.0
pair_0140,0.14535108666666663,0.0,1.0,0.8278079025083823,0.0
pair_0141,0.033976084722222244,0.0,1.0,0.9359745391572373,0.0
pair_0142,0.6340553408333334,0.0,0.0,0.752513444934712,0.0
pair_0143,0.17857545805555564,0.0,1.0,0.8181191955799502,0.0
pair_0144,0.5012106177777778,0.0,0.0,0.8192732629517148,0.0
pair_0145,0.7510416252777778,0.103749851,1.0,0.8388766127106229,0.0
pair_0146,0.8331735675,0.39942484300000003,0.0,0.8423895103549301,0.0
pair_0147,0.11982606583333333,0.0,0.0,0.8985142312928656,0.0
pair_0148,0.2615323030555555,0.0,0.0,0.7921274789158111,0.0
pair_0149,0.8362694866666667,0.410570152,0.0,0.8895450728684864,0.0
pair_0150,0.6170809641666667,0.0,0.0,0.8845971903056818,0.0
pair_0151,0.016354811666666635,0.0,0.0,0.8011385193510923,0.0
pair_0152,0.5772033941666667,0.0,0.0,0.7564533019970334,0.0
pair_0153,0.6781706000000001,0.0,0.0,0.920458335535695,0.0
pair_0154,0.29788132916666665,0.0,0.0,0.9435447217205294,0.0
pair_0155,0.5995811294444444,0.0,0.0,0.8762768126823581,0.0
pair_0156,0.5310608738888889,0.0,0.0,0.8622651472463416,0.0
pair_0157,0.6385462097222222,0.0,1.0,0.8190598384784042,0.0
pair_0158,0.5283254575,0.0,1.0,0.7915102403581304,0.0
pair_0159,0.6846540352777778,0.0,0.0,0.9469737209820625,0.0
pair_0160,0.5901981263888889,0.0,1.0,0.8238382910252104,0.0
pair_0161,0.7890649113888889,0.24063368100000004,0.0,0.8083646085126065,0.0
pair_0162,0.4279736161111112,0.0,0.0,0.8130676171950983,0.0
pair_0163,0.10498221388888884,0.0,0.0,0.8849002740791143,0.0
pair_0164,0.3989119494444444,0.0,0.0,0.7559129136143632,0.0
pair_0165,0.3501295508333333,0.0,0.0,0.8749725395216598,0.0
pair_0166,0.018534336944444507,0.0,0.0,0.7833468610409873,0.0
pair_0167,0.3823722433333334,0.0,1.0,0.8203252756072468,0.0
pair_0168,0.2877069913888889,0.0,1.0,0.8363061583271518,0.0
pair_0169,0.7671487813888889,0.16173561299999994,0.0,0.9491651680543127,0.0
pair_0170,0.9307899819444444,0.750843935,0.0,0.7546816688051646,0.0
pair_0171,0.9099573455555555,0.675846444,0.0,0.9446714137254472,0.0
pair_0172,0.9436537516666667,0.797153506,1.0,0.8612878974438488,0.0
pair_0173,0.8836811052777778,0.5812519789999999,0.0,0.8481513753379587,0.0
pair_0174,0.8824056019444444,0.576660167,1.0,0.7969437127937142,0.0
pair_0175,0.9176729916666667,0.70362277,1.0,0.9342352562212836,0.0
pair_0176,0.21733278972222225,0.0,1.0,0.7763394778645468,0.0
pair_0177,0.014306447777777787,0.0,1.0,0.8714243485760973,0.0
pair_0178,0.353279125,0.0,1.0,0.9199336381606669,0.0
pair_0179,0.13458180583333335,0.0,0.0,0.7693959644373501,0.0
pair_0180,0.013033117499999913,0.0,1.0,0.7936610761453288,0.0
pair_0181,0.5503078411111111,0.0,0.0,0.9484261812428127,0.0
pair_0182,0.6374689147222222,0.0,0.0,0.8641490031620099,0.0
pair_0183,0.17051765222222215,0.0,1.0,0.7857244876994092,0.0
pair_0184,0.5508305752777778,0.0,1.0,0.781823503623716,0.0
pair_0185,0.18593434499999995,0.0,1.0,0.9055049359565716,0.0
pair_0186,0.5924628347222223,0.0,1.0,0.8968921422643907,0.0
pair_0187,0.39436675638888885,0.0,1.0,0.8302233018727159,0.0
pair_0188,0.8933768730555556,0.616156743,1.0,0.8317032372236618,0.0
pair_0189,0.35681612055555556,0.0,1.0,0.9002561840679535,0.0
pair_0190,0.9157262894444445,0.696614642,1.0,0.8336359991140051,0.0
pair_0191,0.4628667841666666,0.0,0.0,0.8698497076017853,0.0
pair_0192,0.93557503,0.768070108,1.0,0.8138806995309884,0.0
pair_0193,0.19262778055555552,0.0,0.0,0.8226349363182122,0.0
pair_0194,0.4517145052777778,0.0,0.0,0.771127755439631,0.0
pair_0195,0.3093404108333333,0.0,1.0,0.9269515733224807,0.0
pair_0196,0.1516814666666667,0.0,1.0,0.942047880043272,0.0
pair_0197,0.5985537791666666,0.0,0.0,0.9023506263438053,0.0
pair_0198,0.051353345277777684,0.0,1.0,0.813555019352294,0.0
pair_0199,0.4329037222222223,0.0,1.0,0.8571254097409671,0.0
pair_0200,0.1640760194444445,0.0,0.0,0.8284346732871223,0.0
pair_0201,0.2044628280555556,0.0,0.0,0.9218113175093621,0.0
pair_0202,0.8276201394444445,0.379432502,0.0,0.8489666428518715,0.0
pair_0203,0.3344148016666667,0.0,0.0,0.8427827884052447,0.0
pair_0204,0.6093159913888889,0.0,0.0,0.9152276872464274,0.0
pair_0205,0.7935774633333333,0.25687886800000004,1.0,0.8398911851003286,0.0
pair_0206,0.5606002930555556,0.0,0.0,0.9347821114560095,0.0
pair_0207,0.41929679277777776,0.0,0.0,0.7855253255368089,0.0
pair_0208,0.3082864688888889,0.0,0.0,0.8076815620114466,0.0
pair_0209,0.4185581658333334,0.0,1.0,0.8565331411806737,0.0
pair_0210,0.6631934041666667,0.0,0.0,0.8168109696551187,0.0
pair_0211,0.9261264172222222,0.7340551019999999,0.0,0.8428042972925165,0.0
pair_0212,0.5396985538888889,0.0,1.0,0.7844541336347934,0.0
pair_0213,0.3796281261111112,0.0,1.0,0.9314561770831392,0.0
pair_0214,0.8527387675,0.469859563,0.0,0.8266706847848859,0.0
pair_0215,0.7776715608333333,0.19961761899999997,0.0,0.8806208482654391,0.0
pair_0216,0.27472690499999997,0.0,1.0,0.9448494783316099,0.0
pair_0217,0.8196632699999999,0.350787772,1.0,0.8320587608052417,0.0
pair_0218,0.8460775641666667,0.44587923100000004,0.0,0.8772833750084653,0.0
pair_0219,0.09631609916666661,0.0,1.0,0.8737751934292802,0.0
pair_0220,0.1653412513888889,0.0,0.0,0.777714408352533,0.0
pair_0221,0.22642199055555556,0.0,0.0,0.8739840589513796,0.0
pair_0222,0.3398585669444444,0.0,1.0,0.9497819767601874,0.0
pair_0223,0.5247740358333334,0.0,1.0,0.8699136340179812,0.0
pair_0224,0.8062846283333334,0.30262466199999993,1.0,0.896429598940574,0.0
pair_0225,0.4998117269444444,0.0,1.0,0.9390978038651252,0.0
pair_0226,0.6475308927777778,0.0,1.0,0.8150040620711632,0.0
pair_0227,0.5564513758333334,0.0,0.0,0.7999881508446617,0.0
pair_0228,0.6054220444444445,0.0,1.0,0.8638612294576989,0.0
pair_0229,0.26118850055555554,0.0,0.0,0.8443827087944196,0.0
pair_0230,0.0013518630555555688,0.0,0.0,0.7681932880756945,0.0
pair_0231,0.7436875355555556,0.07727512800000003,0.0,0.8240591824393265,0.0
pair_0232,0.9536134166666667,0.8330082999999999,0.0,0.8985930749793984,0.0
pair_0233,0.4578937347222223,0.0,0.0,0.9267024960963128,0.0
pair_0234,0.6457258441666667,0.0,1.0,0.8808232089718273,0.0
pair_0235,0.1733760669444444,0.0,0.0,0.8604114718904129,0.0
pair_0236,0.7999842655555556,0.279943356,1.0,0.9226876544848555,0.0
pair_0237,0.10913826194444443,0.0,0.0,0.9200618027347427,0.0
pair_0238,0.13215119666666664,0.0,1.0,0.7822758547332419,0.0
pair_0239,0.027586851388888833,0.0,0.0,0.8238128643081487,0.0
pair_0240,0.9246892838888889,0.728881422,1.0,0.9249300394048025,0.0
pair_0241,0.8749720861111111,0.54989951,0.0,0.7850421987059248,0.0
pair_0242,0.5841987855555555,0.0,1.0,0.9374281774651892,0.0
pair_0243,0.2361134405555555,0.0,0.0,0.9342771369215627,0.0
pair_0244,0.11087822166666672,0.0,0.0,0.814544840354696,0.0
pair_0245,0.27414301027777777,0.0,1.0,0.8085963831317615,0.0
pair_0246,0.4965263669444444,0.0,0.0,0.9288891315920498,0.0
pair_0247,0.1378528755555556,0.0,0.0,0.7914014541769061,0.0
pair_0248,0.4851679872222222,0.0,0.0,0.8422359175372018,0.0
pair_0249,0.6928473955555556,0.0,0.0,0.799009394174324,0.0
pair_0250,0.07762987805555555,0.0,1.0,0.8706497973854141,0.0
pair_0251,0.5042012025,0.0,1.0,0.9479426655797416,0.0
pair_0252,0.1479160963888888,0.0,1.0,0.9093507113708226,0.0
pair_0253,0.3287499613888888,0.0,0.0,0.9445610574802848,0.0
pair_0254,0.6084299658333333,0.0,0.0,0.8500429878255416,0.0
pair_0255,0.5203335852777777,0.0,0.0,0.7722314593250855,0.0
pair_0256,0.12333836916666663,0.0,0.0,0.8708013591734699,0.0
pair_0257,0.14997436138888887,0.0,0.0,0.816251846957334,0.0
pair_0258,0.15173654888888888,0.0,1.0,0.9340311630202511,0.0
pair_0259,0.29726281805555566,0.0,0.0,0.7818533170891753,0.0
pair_0260,0.23069496749999996,0.0,1.0,0.8424424465329144,0.0
pair_0261,0.35963174749999993,0.0,0.0,0.9424948052612576,0.0
pair_0262,0.6862711572222222,0.0,1.0,0.7513766627738008,0.0
pair_0263,0.8149609816666668,0.333859534,1.0,0.7564645136624926,0.0
pair_0264,0.3511135352777778,0.0,0.0,0.8853744751309554,0.0
pair_0265,0.16243842527777774,0.0,1.0,0.9234125428196304,0.0
pair_0266,0.74718156,0.08985361599999997,0.0,0.9491069100353259,0.0
pair_0267,0.3484053419444444,0.0,0.0,0.9224337941189342,0.0
pair_0268,0.003595813333333253,0.0,0.0,0.7640731227145235,0.0
pair_0269,0.2812867363888889,0.0,0.0,0.8334179221951586,0.0
pair_0270,0.5304248811111111,0.0,0.0,0.8020058496048406,0.0
pair_0271,0.9861639866666667,0.950190352,0.0,0.893195315506073,0.0
pair_0272,0.3084750319444445,0.0,1.0,0.7741963948544783,0.0
pair_0273,0.029447799722222223,0.0,1.0,0.9053193056687369,0.0
pair_0274,0.8185597313888888,0.34681503299999994,0.0,0.8794178679424656,0.0
pair_0275,0.7216578425,0.0,0.0,0.8568341623466673,0.0
pair_0276,0.7949346972222222,0.26176491,0.0,0.7547440252282039,0.0
pair_0277,0.9301159122222222,0.7484172840000001,0.0,0.8461615127738622,0.0
pair_0278,0.8205471155555555,0.353969616,1.0,0.895206350177208,0.0
pair_0279,0.1944455975,0.0,1.0,0.8085926142508721,0.0
pair_0280,0.8467497986111111,0.448299275,0.0,0.8296793473188694,0.0
pair_0281,0.8958916169444444,0.6252098209999999,1.0,0.9144631515818097,0.0
pair_0282,0.8346458263888888,0.40472497499999993,1.0,0.9037523031829393,0.0
pair_0283,0.6904246586111111,0.0,1.0,0.8226746535292706,0.0
pair_0284,0.09858195111111112,0.0,0.0,0.8933249248972384,0.0
pair_0285,0.4559148272222222,0.0,0.0,0.852311939938766,0.0
pair_0286,0.4810134097222222,0.0,1.0,0.8799259609580723,0.0
pair_0287,0.24963888777777776,0.0,1.0,0.8357177075556271,0.0
pair_0288,0.24774571777777776,0.0,0.0,0.7748113693350895,0.0
pair_0289,0.622298925,0.0,1.0,0.7791967479095911,0.0
pair_0290,0.8190143927777778,0.348451814,0.0,0.802499819931299,0.0
pair_0291,0.5812636072222221,0.0,1.0,0.9150457182225763,0.0
pair_0292,0.001141240277777733,0.0,1.0,0.9007155713314094,0.0
pair_0293,0.5778124488888889,0.0,1.0,0.7723567466765555,0.0
pair_0294,0.6384884991666666,0.0,1.0,0.7837906932331092,0.0
pair_0295,0.5732614216666667,0.0,1.0,0.8325786108621016,0.0
pair_0296,0.9415617455555556,0.789622284,0.0,0.8179669248192758,0.0
pair_0297,0.22631290055555564,0.0,1.0,0.9325949180767963,0.0
pair_0298,0.38908761000000003,0.0,0.0,0.909110619846867,0.0
pair_0299,0.2752121133333334,0.0,1.0,0.7920169968374188,0.0
pair_0300,0.3168702347222222,0.0,0.0,0.7694251408130313,0.0
pair_0301,0.5386818591666667,0.0,1.0,0.8784071142877877,0.0
pair_0302,0.7671009525,0.16156342899999998,0.0,0.7648139111075432,0.0
pair_0303,0.1972324477777777,0.0,1.0,0.9298390622572346,0.0
pair_0304,0.5777798199999999,0.0,1.0,0.8483153861053324,0.0
pair_0305,0.2315796527777777,0.0,0.0,0.7989456888392278,0.0
pair_0306,0.5399542991666667,0.0,0.0,0.80199991068608,0.0
pair_0307,0.33700235888888896,0.0,1.0,0.809058413936487,0.0
pair_0308,0.02549880250000003,0.0,0.0,0.8389344130913335,0.0
pair_0309,0.9135024694444445,0.68860889,0.0,0.9074747896945121,0.0
pair_0310,0.23180210722222228,0.0,0.0,0.8899123344688442,0.0
pair_0311,0.18590263083333336,0.0,0.0,0.8636462379623934,0.0
pair_0312,0.40618088583333334,0.0,1.0,0.8688856259521017,0.0
pair_0313,0.7595015580555555,0.134205609,0.0,0.90226454755667,0.0
pair_0314,0.2633354563888889,0.0,1.0,0.7796047948625375,0.0
pair_0315,0.5466960630555555,0.0,1.0,0.8076860860376663,0.0
pair_0316,0.9385778733333333,0.7788803440000001,0.0,0.7942043079140344,0.0
pair_0317,0.47,0.0,0.0,0.8241702237181953,0.0
pair_0318,0.8246770955555556,0.368837544,0.0,0.8225448470023321,0.0
pair_0319,0.7266849550000001,0.016065837999999943,0.0,0.8082436595956426,0.0
pair_0320,0.4813600977777778,0.0,1.0,0.93895838218307,0.0
pair_0321,0.7782964677777777,0.20186728399999998,1.0,0.7816604890937208,0.0
pair_0322,0.325067525,0.0,1.0,0.8767789159785827,0.0
pair_0323,0.8656207597222222,0.5162347350000001,0.0,0.8450569684998376,0.0
pair_0324,0.7693252775,0.16957099900000006,0.0,0.8379724706311207,0.0
pair_0325,0.22712628916666666,0.0,1.0,0.8089759232915062,0.0
pair_0326,0.1576164711111111,0.0,1.0,0.8987466332393864,0.0
pair_0327,0.11465269833333336,0.0,1.0,0.8890165032871858,0.0
pair_0328,0.39980483444444437,0.0,0.0,0.7793052280060193,0.0
pair_0329,0.9051890088888889,0.6586804319999999,0.0,0.8084665758299047,0.0
pair_0330,0.09395976250000004,0.0,0.0,0.8268453348536875,0.0
pair_0331,0.1770272458333333,0.0,1.0,0.8773524660288066,0.0
pair_0332,0.5298410277777778,0.0,1.0,0.7556009409590351,0.0
pair_0333,0.1427435230555556,0.0,1.0,0.7923324087012267,0.0
pair_0334,0.9587874252777777,0.851634731,1.0,0.8105913134639909,0.0
pair_0335,0.7634387980555556,0.148379673,1.0,0.8668469548405211,0.0
pair_0336,0.6348972783333333,0.0,1.0,0.801884234494212,0.0
pair_0337,0.9825288138888889,0.93710373,1.0,0.8942278735467666,0.0
pair_0338,0.42156295,0.0,0.0,0.8990914476964362,0.0
pair_0339,0.12049777694444441,0.0,1.0,0.9492235042405396,0.0
pair_0340,0.45529127,0.0,0.0,0.8311689264729236,0.0
pair_0341,0.8287839733333333,0.38362230399999997,1.0,0.8736919982731401,0.0
pair_0342,0.67855367,0.0,1.0,0.7840820252484132,0.0
pair_0343,0.17166216722222227,0.0,1.0,0.818842708533781,0.0
pair_0344,0.10604122166666674,0.0,1.0,0.7811753713892928,0.0
pair_0345,0.3627159697222222,0.0,0.0,0.9205220945195783,0.0
pair_0346,0.7142767180555556,0.0,0.0,0.8128592469145914,0.0
pair_0347,0.3047899241666667,0.0,0.0,0.8248725166588704,0.0
pair_0348,0.268611665,0.0,0.0,0.9230817376465832,0.0
pair_0349,0.28257268916666667,0.0,1.0,0.8470491567974933,0.0
pair_0350,0.8421984255555556,0.43191433199999996,1.0,0.7838241754036877,0.0
pair_0351,0.2171249125,0.0,1.0,0.8550473741919584,0.0
pair_0352,0.2807413852777778,0.0,0.0,0.7850774712622142,0.0
pair_0353,0.4680373377777778,0.0,0.0,0.9294267213044649,0.0
pair_0354,0.9572541916666667,0.8461150900000001,1.0,0.75284651915542,0.0
pair_0355,0.7526575622222222,0.10956722399999996,0.0,0.9393896506201515,0.0
pair_0356,0.45998153194444447,0.0,0.0,0.8184733990204709,0.0
pair_0357,0.9630332988888889,0.866919876,0.0,0.8118616569138009,0.0
pair_0358,0.07838173027777784,0.0,0.0,0.794861997887624,0.0
pair_0359,0.4331868358333333,0.0,0.0,0.8056631097326297,0.0
pair_0360,0.9783901830555556,0.922204659,1.0,0.9056028719674971,0.0
pair_0361,0.7889779641666667,0.24032067099999999,1.0,0.907854849278318,0.0
pair_0362,0.45025915361111113,0.0,1.0,0.879999332423422,0.0
pair_0363,0.3907579222222223,0.0,1.0,0.821300292758331,0.0
pair_0364,0.01093890833333333,0.0,0.0,0.8418643423459052,0.0
pair_0365,0.6968481305555556,0.0,1.0,0.9325405011156747,0.0
pair_0366,0.8818123405555556,0.574524426,1.0,0.9312604054990422,0.0
pair_0367,0.6013771155555555,0.0,1.0,0.9179954271707782,0.0
pair_0368,0.01058126694444439,0.0,0.0,0.9191491869373567,0.0
pair_0369,0.9579889136111112,0.848760089,1.0,0.9066174876506409,0.0
pair_0370,0.43208110916666664,0.0,1.0,0.8548236666591982,0.0
pair_0371,0.7062553266666667,0.0,0.0,0.7956742640456227,0.0
pair_0372,0.3689702411111111,0.0,1.0,0.7905059968882208,0.0
pair_0373,0.6799317886111111,0.0,0.0,0.8828488171589979,0.0
pair_0374,0.48505343,0.0,1.0,0.8296982446706325,0.0
pair_0375,0.4598602772222222,0.0,0.0,0.7697680040479127,0.0
pair_0376,0.13720752055555563,0.0,1.0,0.8159030161908515,0.0
pair_0377,0.2545150033333333,0.0,1.0,0.7634395454398893,0.0
pair_0378,0.47151157472222227,0.0,1.0,0.8606568961764218,0.0
pair_0379,0.031210634722222186,0.0,1.0,0.856950774560281,0.0
