user_id,expertise_score,platform_phase,threshold,meets_threshold
user_0245,1.1501500000000002,Early,0.6,True
user_0246,1.1003000000000003,Mature,0.8,True
user_0247,1.0664,Early,0.6,True
user_0248,1.1809000000000003,Mature,0.8,True
user_0249,1.0314659991327964,Growth,0.7,True
user_0250,1.0116500000000002,Early,0.6,True
user_0251,1.1041500000000002,Mature,0.8,True
user_0252,1.064,Growth,0.7,True
user_0253,1.1300500000000002,Mature,0.8,True
user_0254,1.0873500000000003,Growth,0.7,True
user_0255,1.096899754921567,Growth,0.7,True
user_0256,1.1239256105317683,Early,0.6,True
user_0257,1.135,Growth,0.7,True
user_0258,0.8972,Mature,0.8,True
user_0259,1.0053361402173846,Growth,0.7,True
user_0260,1.247,Growth,0.7,True
user_0261,0.9890196045257288,Early,0.6,True
user_0262,1.0648,Mature,0.8,True
user_0263,1.1801,Early,0.6,True
user_0264,0.9634817033128414,Early,0.6,True
user_0265,1.0524,Early,0.6,True
user_0266,1.10055,Growth,0.7,True
user_0267,1.0608000000000002,Early,0.6,True
user_0268,0.9922000000000001,Growth,0.7,True
user_0269,1.18325,Mature,0.8,True
user_0270,1.0371258533202605,Mature,0.8,True
user_0271,1.0152500000000002,Early,0.6,True
user_0272,0.9138900199392089,Growth,0.7,True
user_0273,1.02995,Early,0.6,True
user_0274,1.2889000000000002,Early,0.6,True
user_0275,1.1937500000000003,Mature,0.8,True
user_0276,0.9507567397014395,Mature,0.8,True
user_0277,0.885503453272054,Early,0.6,True
user_0278,1.1530509484673575,Early,0.6,True
user_0279,1.14131092000956,Growth,0.7,True
user_0280,1.0889952096310944,Early,0.6,True
user_0281,1.13755,Growth,0.7,True
user_0282,0.9919,Early,0.6,True
user_0283,1.1869500000000002,Mature,0.8,True
user_0284,0.9092222728165835,Mature,0.8,True
user_0285,1.036,Growth,0.7,True
user_0286,1.0603,Mature,0.8,True
user_0287,1.1062,Mature,0.8,True
user_0288,1.0016,Mature,0.8,True
user_0289,1.10145,Early,0.6,True
user_0290,1.0257576955855043,Early,0.6,True
user_0291,1.2302000000000002,Mature,0.8,True
user_0292,1.177,Growth,0.7,True
user_0293,1.1077000000000001,Growth,0.7,True
user_0294,1.0571000000000002,Mature,0.8,True
user_0295,1.086456755355169,Early,0.6,True
user_0296,1.0995061802644424,Early,0.6,True
user_0297,0.9260000000000002,Early,0.6,True
user_0298,1.052917134962647,Growth,0.7,True
user_0299,1.1522000000000001,Growth,0.7,True
user_0300,1.18045,Early,0.6,True
user_0301,1.076,Mature,0.8,True
user_0302,1.1001913948306061,Growth,0.7,True
user_0303,1.1214000000000002,Early,0.6,True
user_0304,1.07915,Growth,0.7,True
user_0305,0.9584000000000001,Early,0.6,True
user_0306,1.0434048104045637,Growth,0.7,True
user_0307,1.00665,Mature,0.8,True
user_0308,1.06285,Early,0.6,True
user_0309,1.1121764947029193,Growth,0.7,True
user_0310,1.1184,Growth,0.7,True
user_0311,1.10745,Growth,0.7,True
user_0312,1.1859000000000002,Mature,0.8,True
user_0313,1.06385,Early,0.6,True
user_0314,1.15825,Mature,0.8,True
user_0315,1.00425,Growth,0.7,True
user_0316,1.07195,Growth,0.7,True
user_0317,1.1178,Growth,0.7,True
user_0318,1.1920500000000003,Early,0.6,True
user_0319,1.1238500000000002,Mature,0.8,True
user_0320,1.1351,Mature,0.8,True
user_0321,1.1186,Growth,0.7,True
user_0322,1.14645,Early,0.6,True
user_0323,1.0881977515270236,Early,0.6,True
user_0324,1.0921500000000002,Early,0.6,True
user_0325,1.1839000000000002,Early,0.6,True
user_0326,1.0537142595418856,Mature,0.8,True
user_0327,1.0994000000000002,Early,0.6,True
user_0328,1.0374130400433288,Early,0.6,True
user_0329,1.0480500000000001,Growth,0.7,True
user_0330,1.153,Early,0.6,True
user_0331,1.0007775308131814,Growth,0.7,True
user_0332,1.1592,Mature,0.8,True
user_0333,0.981469321859634,Early,0.6,True
user_0334,1.0059167211038846,Early,0.6,True
user_0335,0.9374500000000002,Growth,0.7,True
user_0336,0.99107603009077,Growth,0.7,True
user_0337,1.0567000000000002,Growth,0.7,True
user_0338,1.1611920347427611,Early,0.6,True
user_0339,1.018357718949625,Mature,0.8,True
user_0340,0.9954000000000002,Growth,0.7,True
user_0341,0.9708500000000002,Mature,0.8,True
user_0342,1.0085000000000002,Growth,0.7,True
user_0343,1.1049,Early,0.6,True
user_0344,1.1596086726235006,Early,0.6,True
user_0345,1.085,Early,0.6,True
user_0346,1.0337,Mature,0.8,True
user_0347,1.0210000000000001,Mature,0.8,True
user_0348,1.1561000000000001,Early,0.6,True
user_0349,1.10605,Growth,0.7,True
user_0350,0.9988702698510814,Early,0.6,True
user_0351,1.1252331562465694,Early,0.6,True
user_0352,1.03315,Mature,0.8,True
user_0353,1.1093127498735245,Mature,0.8,True
user_0354,1.0204552097015012,Mature,0.8,True
user_0355,1.0702500000000001,Mature,0.8,True
user_0356,1.0995000000000001,Growth,0.7,True
user_0357,1.1209,Growth,0.7,True
user_0358,1.1055000000000001,Mature,0.8,True
user_0359,1.0970082628779412,Mature,0.8,True
user_0360,1.175087218631009,Growth,0.7,True
user_0361,0.9328000000000001,Growth,0.7,True
user_0362,1.1399000000000001,Early,0.6,True
user_0363,1.1300725348069025,Early,0.6,True
user_0364,1.1007707941349274,Early,0.6,True
user_0365,0.92605,Mature,0.8,True
user_0366,1.0827000000000002,Growth,0.7,True
user_0367,1.095460901133509,Early,0.6,True
user_0368,1.0701,Early,0.6,True
user_0369,1.02645,Growth,0.7,True
user_0370,1.1045000000000003,Early,0.6,True
user_0371,1.2243000000000002,Mature,0.8,True
user_0372,1.012,Early,0.6,True
user_0373,1.1893,Mature,0.8,True
user_0374,1.0521500000000001,Growth,0.7,True
user_0375,1.0931499999999998,Mature,0.8,True
user_0376,0.9875,Early,0.6,True
user_0377,1.0112141085718638,Mature,0.8,True
user_0378,1.1445,Growth,0.7,True
user_0379,1.1420000000000001,Early,0.6,True
user_0380,1.14535,Mature,0.8,True
user_0381,1.17975,Early,0.6,True
user_0382,1.1322,Early,0.6,True
user_0383,0.971940517733018,Early,0.6,True
user_0384,1.1299730857697479,Mature,0.8,True
user_0385,1.0136,Early,0.6,True
user_0386,1.13465,Mature,0.8,True
user_0387,1.0659,Early,0.6,True
user_0388,1.1285500000000002,Mature,0.8,True
user_0389,1.1432,Early,0.6,True
user_0390,1.0856000000000001,Growth,0.7,True
user_0391,0.8945000000000001,Mature,0.8,True
user_0392,0.979243445755919,Early,0.6,True
user_0393,1.0408000000000002,Early,0.6,True
user_0394,1.0694,Growth,0.7,True
user_0395,1.0748,Growth,0.7,True
user_0396,0.926347379831678,Early,0.6,True
user_0397,1.0326238641980419,Growth,0.7,True
user_0398,1.0135545398265278,Early,0.6,True
user_0399,0.98145,Mature,0.8,True
user_0400,0.8279500000000001,Early,0.6,True
user_0401,1.1374290135666478,Growth,0.7,True
user_0402,1.13615,Early,0.6,True
user_0403,1.0845000000000002,Mature,0.8,True
user_0404,1.0503,Mature,0.8,True
user_0405,1.1835000000000002,Mature,0.8,True
user_0406,1.1859999999999997,Growth,0.7,True
user_0407,0.8868825511583793,Growth,0.7,True
user_0408,1.07785,Mature,0.8,True
user_0409,1.2172500000000002,Growth,0.7,True
user_0410,1.038537488222452,Mature,0.8,True
user_0411,1.12705,Early,0.6,True
user_0412,1.056,Growth,0.7,True
user_0413,1.1138,Growth,0.7,True
user_0414,1.0227000000000002,Early,0.6,True
user_0415,1.0104711877743475,Early,0.6,True
user_0416,1.0358,Early,0.6,True
user_0417,1.0967500000000001,Early,0.6,True
user_0418,1.03295,Early,0.6,True
user_0419,0.88375,Early,0.6,True
user_0420,1.2328,Mature,0.8,True
user_0421,1.0836999999999999,Early,0.6,True
user_0422,1.17865,Early,0.6,True
user_0423,1.11075,Early,0.6,True
user_0424,0.9699836513267307,Early,0.6,True
user_0425,1.17205,Early,0.6,True
user_0426,1.1406000000000003,Growth,0.7,True
user_0427,1.05125,Mature,0.8,True
user_0428,1.0573500000000002,Early,0.6,True
user_0429,0.8715881298479288,Growth,0.7,True
user_0430,0.9806,Growth,0.7,True
user_0431,1.13175,Early,0.6,True
user_0432,1.0671845285746213,Growth,0.7,True
user_0433,1.02665,Growth,0.7,True
user_0434,1.0883,Mature,0.8,True
user_0435,1.1162572775277004,Mature,0.8,True
user_0436,0.87325,Early,0.6,True
user_0437,1.1930500000000002,Early,0.6,True
user_0438,1.2433500000000002,Mature,0.8,True
user_0439,1.05445,Growth,0.7,True
user_0440,1.0776000000000001,Mature,0.8,True
user_0441,1.094781208869797,Early,0.6,True
user_0442,1.0717500000000002,Mature,0.8,True
user_0443,1.0226104799551359,Mature,0.8,True
user_0444,1.0703500000000001,Early,0.6,True
user_0445,1.0955674173005054,Growth,0.7,True
user_0446,1.06755,Early,0.6,True
user_0447,0.9560000000000002,Mature,0.8,True
user_0448,1.0481,Early,0.6,True
user_0449,1.0301500000000001,Early,0.6,True
user_0450,1.06395,Early,0.6,True
user_0451,1.155526663226165,Mature,0.8,True
user_0452,0.9487500000000001,Early,0.6,True
user_0453,1.1309500000000001,Growth,0.7,True
user_0454,0.9590698722987835,Mature,0.8,True
user_0455,1.2244000000000002,Early,0.6,True
user_0456,1.1247,Mature,0.8,True
user_0457,1.1746,Early,0.6,True
user_0458,1.1066500000000001,Early,0.6,True
user_0459,0.8764313440984619,Early,0.6,True
user_0460,1.08075,Early,0.6,True
user_0461,1.1461000000000001,Growth,0.7,True
user_0462,1.2245000000000001,Early,0.6,True
user_0463,1.0583,Early,0.6,True
user_0464,0.9812482966125785,Growth,0.7,True
user_0465,1.01825,Mature,0.8,True
user_0466,1.2328000000000001,Growth,0.7,True
user_0467,1.0236432835216125,Early,0.6,True
user_0468,1.07755,Mature,0.8,True
user_0469,1.0548755760095785,Mature,0.8,True
user_0470,1.1748999999999998,Growth,0.7,True
user_0471,0.901816868931902,Growth,0.7,True
user_0472,1.1426,Growth,0.7,True
user_0473,1.09735,Mature,0.8,True
user_0474,0.9552039852634976,Mature,0.8,True
user_0475,1.20045,Early,0.6,True
user_0476,1.1274499999999998,Early,0.6,True
user_0477,1.1039,Growth,0.7,True
user_0478,1.08635,Growth,0.7,True
user_0479,0.9907,Growth,0.7,True
user_0480,1.1046,Growth,0.7,True
user_0481,0.9151389682545648,Early,0.6,True
user_0482,0.9719500000000001,Growth,0.7,True
user_0483,1.0956962057853377,Growth,0.7,True
user_0484,1.0221,Early,0.6,True
user_0485,1.0932,Mature,0.8,True
user_0486,1.16095,Mature,0.8,True
user_0487,0.8582389474940163,Early,0.6,True
user_0488,1.18725,Mature,0.8,True
user_0489,1.0065,Growth,0.7,True
user_0490,1.1566,Growth,0.7,True
user_0491,1.128574610553327,Growth,0.7,True
user_0492,1.17445,Growth,0.7,True
user_0493,1.1672,Mature,0.8,True
user_0494,1.1572,Mature,0.8,True
user_0495,0.8488242843145736,Early,0.6,True
user_0496,1.03905,Mature,0.8,True
user_0497,1.1463500000000002,Mature,0.8,True
user_0498,0.9954500000000002,Early,0.6,True
user_0499,1.02715,Growth,0.7,True
user_0500,1.0200500000000001,Early,0.6,True
user_0501,1.0603,Mature,0.8,True
user_0502,1.05105,Early,0.6,True
user_0503,1.0205832801961467,Early,0.6,True
user_0504,1.1753611273019706,Growth,0.7,True
user_0505,1.0908799550875294,Growth,0.7,True
user_0506,1.07555,Early,0.6,True
user_0507,1.1966,Mature,0.8,True
user_0508,1.1159000000000001,Early,0.6,True
user_0509,1.0591770308386128,Growth,0.7,True
user_0510,1.0624655846368665,Growth,0.7,True
user_0511,1.1698000000000002,Mature,0.8,True
user_0512,0.9268235616519785,Early,0.6,True
user_0513,1.1032000000000002,Early,0.6,True
user_0514,1.0602500000000001,Growth,0.7,True
user_0515,1.0732,Early,0.6,True
user_0516,1.0687000000000002,Growth,0.7,True
user_0517,0.7486821254719662,Growth,0.7,True
user_0518,1.0856711504552083,Early,0.6,True
user_0519,1.0722414077002798,Early,0.6,True
user_0520,1.08095,Early,0.6,True
user_0521,1.09375,Early,0.6,True
user_0522,1.0590000000000002,Mature,0.8,True
user_0523,1.1734475395664103,Mature,0.8,True
user_0524,1.1313976667095786,Growth,0.7,True
user_0525,1.06145,Mature,0.8,True
user_0526,1.0319500000000001,Early,0.6,True
user_0527,1.0216647241744177,Mature,0.8,True
user_0528,1.0354248961162202,Mature,0.8,True
user_0529,0.9124,Early,0.6,True
user_0530,0.9600647893582205,Early,0.6,True
user_0531,1.1198000000000001,Growth,0.7,True
user_0532,1.10205,Mature,0.8,True
user_0533,1.23035,Early,0.6,True
user_0534,0.936,Mature,0.8,True
user_0535,0.9321999999999999,Growth,0.7,True
user_0536,1.03495,Early,0.6,True
user_0537,1.041,Growth,0.7,True
user_0538,1.0256500000000002,Growth,0.7,True
user_0539,1.059170807799682,Growth,0.7,True
user_0540,1.065391591579201,Mature,0.8,True
user_0541,1.0159,Mature,0.8,True
user_0542,1.13575,Early,0.6,True
user_0543,1.0279500000000001,Mature,0.8,True
user_0544,1.11545,Mature,0.8,True
user_0545,1.0602,Early,0.6,True
user_0546,1.0755,Mature,0.8,True
user_0547,1.0608101487775918,Early,0.6,True
user_0548,1.0741,Growth,0.7,True
user_0549,1.1369500000000001,Mature,0.8,True
user_0550,1.1052206743169681,Early,0.6,True
user_0551,0.9948500000000001,Growth,0.7,True
user_0552,1.07345,Growth,0.7,True
user_0553,0.9256410897895129,Early,0.6,True
user_0554,1.11095,Mature,0.8,True
user_0555,1.023287009021698,Early,0.6,True
user_0556,1.1121500000000002,Early,0.6,True
user_0557,1.04575,Early,0.6,True
user_0558,1.1102511998462063,Growth,0.7,True
user_0559,0.9312000000000001,Early,0.6,True
user_0560,1.083380730509546,Early,0.6,True
user_0561,1.0366,Early,0.6,True
user_0562,1.20595,Early,0.6,True
user_0563,1.0969000000000002,Growth,0.7,True
user_0564,1.1125214185592744,Growth,0.7,True
user_0565,0.9598409834660699,Mature,0.8,True
user_0566,1.1999,Early,0.6,True
user_0567,1.0258500000000002,Early,0.6,True
user_0568,1.0280755630682288,Growth,0.7,True
user_0569,0.9276500000000001,Early,0.6,True
user_0570,1.0033844297286925,Mature,0.8,True
user_0571,1.16425,Early,0.6,True
user_0572,0.9961500000000001,Early,0.6,True
user_0573,1.06265,Early,0.6,True
user_0574,1.0259,Early,0.6,True
user_0575,1.0106626114880706,Mature,0.8,True
user_0576,0.9857435693992539,Mature,0.8,True
user_0577,1.16755,Mature,0.8,True
user_0578,1.0556071131029525,Early,0.6,True
user_0579,1.02775,Early,0.6,True
user_0580,1.0765000000000002,Mature,0.8,True
user_0581,1.0638,Early,0.6,True
user_0582,1.0837,Mature,0.8,True
user_0583,1.1154360283578204,Early,0.6,True
user_0584,0.9215462242301065,Mature,0.8,True
user_0585,1.084687992209375,Growth,0.7,True
user_0586,1.0973807460290186,Early,0.6,True
user_0587,1.1065500000000001,Early,0.6,True
user_0588,1.0756000000000001,Early,0.6,True
user_0589,1.1793,Mature,0.8,True
user_0590,1.0629000000000002,Early,0.6,True
user_0591,1.1283500000000002,Mature,0.8,True
user_0592,1.0866877400842339,Early,0.6,True
user_0593,1.1187239287434592,Mature,0.8,True
user_0594,1.104212718458963,Early,0.6,True
user_0595,1.2229500000000002,Mature,0.8,True
user_0596,0.9671020298569899,Mature,0.8,True
user_0597,1.0268,Mature,0.8,True
user_0598,1.0366756319815609,Early,0.6,True
user_0599,1.1528500000000002,Growth,0.7,True
user_0600,1.0533767752608265,Mature,0.8,True
user_0601,1.0378247997853272,Growth,0.7,True
user_0602,1.084722544789935,Early,0.6,True
user_0603,1.06435,Mature,0.8,True
user_0604,1.1189500000000001,Growth,0.7,True
user_0605,1.0678941972106952,Early,0.6,True
user_0606,0.9751801372162978,Early,0.6,True
user_0607,1.1269500000000001,Growth,0.7,True
user_0608,1.1205863845243758,Early,0.6,True
user_0609,0.877,Early,0.6,True
user_0610,1.1832500000000001,Mature,0.8,True
user_0611,1.0302000000000002,Early,0.6,True
user_0612,0.8867,Mature,0.8,True
user_0613,1.0844,Mature,0.8,True
user_0614,1.0065859525861027,Growth,0.7,True
user_0615,1.08095,Growth,0.7,True
user_0616,1.0575,Mature,0.8,True
user_0617,0.97835,Growth,0.7,True
user_0618,1.13985,Mature,0.8,True
user_0619,1.1143000000000003,Growth,0.7,True
user_0620,1.073077009021698,Early,0.6,True
user_0621,1.0113334546956914,Early,0.6,True
user_0622,1.11515,Growth,0.7,True
user_0623,1.1114,Early,0.6,True
user_0624,1.0070500000000002,Early,0.6,True
user_0625,1.051,Early,0.6,True
user_0626,1.13545,Mature,0.8,True
user_0627,1.0966,Early,0.6,True
user_0628,1.0433135647827882,Growth,0.7,True
user_0629,0.9894719363660489,Mature,0.8,True
user_0630,1.1164500000000002,Growth,0.7,True
user_0631,1.17605,Early,0.6,True
user_0632,1.0198,Mature,0.8,True
user_0633,1.0524324366953337,Early,0.6,True
