user_id,state_norm,is_normalized,state_dimension,personality_dim,physiological_dim,expected_dim,dimension_correct
user_0148,1.0,True,17,12,5,17,True
user_0149,1.0,True,17,12,5,17,True
user_0150,0.9999999999999999,True,17,12,5,17,True
user_0151,1.0,True,17,12,5,17,True
user_0152,1.0,True,17,12,5,17,True
user_0153,1.0,True,17,12,5,17,True
user_0154,1.0,True,17,12,5,17,True
user_0155,1.0,True,17,12,5,17,True
user_0156,0.9999999999999999,True,17,12,5,17,True
user_0157,1.0,True,17,12,5,17,True
user_0158,0.9999999999999999,True,17,12,5,17,True
user_0159,1.0,True,17,12,5,17,True
user_0160,0.9999999999999999,True,17,12,5,17,True
user_0161,1.0,True,17,12,5,17,True
user_0162,1.0,True,17,12,5,17,True
user_0163,1.0,True,17,12,5,17,True
user_0164,1.0,True,17,12,5,17,True
user_0165,1.0,True,17,12,5,17,True
user_0166,1.0,True,17,12,5,17,True
user_0167,1.0,True,17,12,5,17,True
user_0168,1.0,True,17,12,5,17,True
user_0169,1.0,True,17,12,5,17,True
user_0170,0.9999999999999999,True,17,12,5,17,True
user_0171,1.0,True,17,12,5,17,True
user_0172,1.0,True,17,12,5,17,True
user_0173,0.9999999999999999,True,17,12,5,17,True
user_0174,1.0,True,17,12,5,17,True
user_0175,1.0,True,17,12,5,17,True
user_0176,1.0,True,17,12,5,17,True
user_0177,1.0,True,17,12,5,17,True
user_0178,1.0,True,17,12,5,17,True
user_0179,0.9999999999999999,True,17,12,5,17,True
user_0180,1.0,True,17,12,5,17,True
user_0181,1.0,True,17,12,5,17,True
user_0182,1.0,True,17,12,5,17,True
user_0183,1.0,True,17,12,5,17,True
user_0184,0.9999999999999999,True,17,12,5,17,True
user_0185,1.0,True,17,12,5,17,True
user_0186,0.9999999999999999,True,17,12,5,17,True
user_0187,0.9999999999999999,True,17,12,5,17,True
user_0188,1.0,True,17,12,5,17,True
user_0189,1.0,True,17,12,5,17,True
user_0190,1.0,True,17,12,5,17,True
user_0191,1.0,True,17,12,5,17,True
user_0192,1.0,True,17,12,5,17,True
user_0193,1.0,True,17,12,5,17,True
user_0194,1.0,True,17,12,5,17,True
user_0195,1.0,True,17,12,5,17,True
user_0196,1.0,True,17,12,5,17,True
user_0197,0.9999999999999999,True,17,12,5,17,True
user_0198,0.9999999999999999,True,17,12,5,17,True
user_0199,1.0,True,17,12,5,17,True
user_0200,1.0,True,17,12,5,17,True
user_0201,1.0,True,17,12,5,17,True
user_0202,1.0,True,17,12,5,17,True
user_0203,1.0,True,17,12,5,17,True
user_0204,0.9999999999999999,True,17,12,5,17,True
user_0205,1.0,True,17,12,5,17,True
user_0206,1.0,True,17,12,5,17,True
user_0207,1.0,True,17,12,5,17,True
user_0208,1.0,True,17,12,5,17,True
user_0209,0.9999999999999999,True,17,12,5,17,True
user_0210,1.0,True,17,12,5,17,True
user_0211,1.0,True,17,12,5,17,True
user_0212,1.0,True,17,12,5,17,True
user_0213,0.9999999999999999,True,17,12,5,17,True
user_0214,1.0,True,17,12,5,17,True
user_0215,1.0,True,17,12,5,17,True
user_0216,0.9999999999999999,True,17,12,5,17,True
user_0217,1.0,True,17,12,5,17,True
user_0218,1.0,True,17,12,5,17,True
user_0219,0.9999999999999999,True,17,12,5,17,True
user_0220,1.0,True,17,12,5,17,True
user_0221,1.0,True,17,12,5,17,True
user_0222,1.0,True,17,12,5,17,True
user_0223,1.0,True,17,12,5,17,True
user_0224,0.9999999999999999,True,17,12,5,17,True
user_0225,0.9999999999999999,True,17,12,5,17,True
user_0226,0.9999999999999999,True,17,12,5,17,True
user_0227,1.0,True,17,12,5,17,True
user_0228,1.0,True,17,12,5,17,True
user_0229,1.0,True,17,12,5,17,True
user_0230,1.0,True,17,12,5,17,True
user_0231,1.0,True,17,12,5,17,True
user_0232,1.0,True,17,12,5,17,True
user_0233,1.0,True,17,12,5,17,True
user_0234,1.0,True,17,12,5,17,True
user_0235,0.9999999999999999,True,17,12,5,17,True
user_0236,1.0,True,17,12,5,17,True
user_0237,0.9999999999999999,True,17,12,5,17,True
user_0238,0.9999999999999999,True,17,12,5,17,True
user_0239,1.0,True,17,12,5,17,True
user_0240,1.0,True,17,12,5,17,True
user_0241,1.0,True,17,12,5,17,True
user_0242,1.0,True,17,12,5,17,True
user_0243,0.9999999999999999,True,17,12,5,17,True
user_0244,1.0,True,17,12,5,17,True
user_0245,1.0,True,17,12,5,17,True
user_0246,1.0,True,17,12,5,17,True
user_0247,1.0000000000000002,True,17,12,5,17,True
user_0248,1.0,True,17,12,5,17,True
user_0249,1.0,True,17,12,5,17,True
user_0250,1.0,True,17,12,5,17,True
user_0251,1.0,True,17,12,5,17,True
user_0252,1.0,True,17,12,5,17,True
user_0253,1.0,True,17,12,5,17,True
user_0254,0.9999999999999999,True,17,12,5,17,True
user_0255,1.0,True,17,12,5,17,True
user_0256,0.9999999999999999,True,17,12,5,17,True
user_0257,1.0,True,17,12,5,17,True
user_0258,0.9999999999999999,True,17,12,5,17,True
user_0259,1.0,True,17,12,5,17,True
user_0260,1.0,True,17,12,5,17,True
user_0261,1.0,True,17,12,5,17,True
user_0262,1.0,True,17,12,5,17,True
user_0263,1.0,True,17,12,5,17,True
user_0264,1.0,True,17,12,5,17,True
user_0265,0.9999999999999999,True,17,12,5,17,True
user_0266,0.9999999999999999,True,17,12,5,17,True
user_0267,1.0,True,17,12,5,17,True
user_0268,1.0,True,17,12,5,17,True
user_0269,0.9999999999999999,True,17,12,5,17,True
user_0270,0.9999999999999999,True,17,12,5,17,True
user_0271,1.0,True,17,12,5,17,True
user_0272,1.0,True,17,12,5,17,True
user_0273,0.9999999999999999,True,17,12,5,17,True
user_0274,0.9999999999999999,True,17,12,5,17,True
user_0275,1.0,True,17,12,5,17,True
user_0276,1.0,True,17,12,5,17,True
user_0277,1.0,True,17,12,5,17,True
user_0278,0.9999999999999999,True,17,12,5,17,True
user_0279,1.0,True,17,12,5,17,True
user_0280,1.0,True,17,12,5,17,True
user_0281,0.9999999999999999,True,17,12,5,17,True
user_0282,1.0,True,17,12,5,17,True
user_0283,1.0,True,17,12,5,17,True
user_0284,1.0,True,17,12,5,17,True
user_0285,1.0,True,17,12,5,17,True
user_0286,0.9999999999999999,True,17,12,5,17,True
user_0287,0.9999999999999999,True,17,12,5,17,True
user_0288,1.0,True,17,12,5,17,True
user_0289,0.9999999999999999,True,17,12,5,17,True
user_0290,0.9999999999999999,True,17,12,5,17,True
user_0291,1.0,True,17,12,5,17,True
user_0292,0.9999999999999999,True,17,12,5,17,True
user_0293,1.0,True,17,12,5,17,True
user_0294,0.9999999999999998,True,17,12,5,17,True
user_0295,1.0,True,17,12,5,17,True
user_0296,1.0,True,17,12,5,17,True
user_0297,1.0,True,17,12,5,17,True
user_0298,1.0,True,17,12,5,17,True
user_0299,0.9999999999999999,True,17,12,5,17,True
user_0300,1.0,True,17,12,5,17,True
user_0301,1.0,True,17,12,5,17,True
user_0302,1.0,True,17,12,5,17,True
user_0303,1.0,True,17,12,5,17,True
user_0304,1.0,True,17,12,5,17,True
user_0305,0.9999999999999999,True,17,12,5,17,True
user_0306,0.9999999999999999,True,17,12,5,17,True
user_0307,0.9999999999999999,True,17,12,5,17,True
user_0308,1.0,True,17,12,5,17,True
user_0309,1.0,True,17,12,5,17,True
user_0310,0.9999999999999999,True,17,12,5,17,True
user_0311,1.0,True,17,12,5,17,True
user_0312,1.0,True,17,12,5,17,True
user_0313,1.0,True,17,12,5,17,True
user_0314,1.0,True,17,12,5,17,True
user_0315,1.0,True,17,12,5,17,True
user_0316,1.0,True,17,12,5,17,True
user_0317,1.0,True,17,12,5,17,True
user_0318,0.9999999999999999,True,17,12,5,17,True
user_0319,1.0,True,17,12,5,17,True
user_0320,1.0,True,17,12,5,17,True
user_0321,0.9999999999999999,True,17,12,5,17,True
user_0322,0.9999999999999999,True,17,12,5,17,True
user_0323,1.0,True,17,12,5,17,True
user_0324,1.0,True,17,12,5,17,True
user_0325,1.0,True,17,12,5,17,True
user_0326,0.9999999999999999,True,17,12,5,17,True
user_0327,0.9999999999999999,True,17,12,5,17,True
user_0328,1.0,True,17,12,5,17,True
user_0329,0.9999999999999999,True,17,12,5,17,True
user_0330,0.9999999999999999,True,17,12,5,17,True
user_0331,0.9999999999999999,True,17,12,5,17,True
user_0332,1.0,True,17,12,5,17,True
user_0333,1.0,True,17,12,5,17,True
user_0334,1.0,True,17,12,5,17,True
user_0335,1.0,True,17,12,5,17,True
user_0336,0.9999999999999999,True,17,12,5,17,True
user_0337,1.0,True,17,12,5,17,True
user_0338,1.0,True,17,12,5,17,True
user_0339,1.0,True,17,12,5,17,True
user_0340,1.0,True,17,12,5,17,True
user_0341,1.0,True,17,12,5,17,True
user_0342,1.0,True,17,12,5,17,True
user_0343,0.9999999999999999,True,17,12,5,17,True
user_0344,1.0,True,17,12,5,17,True
user_0345,1.0,True,17,12,5,17,True
user_0346,1.0,True,17,12,5,17,True
user_0347,1.0,True,17,12,5,17,True
user_0348,0.9999999999999999,True,17,12,5,17,True
user_0349,1.0,True,17,12,5,17,True
user_0350,0.9999999999999999,True,17,12,5,17,True
user_0351,0.9999999999999999,True,17,12,5,17,True
user_0352,0.9999999999999999,True,17,12,5,17,True
user_0353,1.0,True,17,12,5,17,True
user_0354,1.0,True,17,12,5,17,True
user_0355,1.0,True,17,12,5,17,True
user_0356,1.0,True,17,12,5,17,True
user_0357,1.0,True,17,12,5,17,True
user_0358,1.0,True,17,12,5,17,True
user_0359,1.0,True,17,12,5,17,True
user_0360,1.0,True,17,12,5,17,True
user_0361,1.0,True,17,12,5,17,True
user_0362,1.0,True,17,12,5,17,True
user_0363,1.0,True,17,12,5,17,True
user_0364,1.0,True,17,12,5,17,True
user_0365,1.0,True,17,12,5,17,True
user_0366,1.0,True,17,12,5,17,True
user_0367,1.0,True,17,12,5,17,True
user_0368,0.9999999999999999,True,17,12,5,17,True
user_0369,1.0,True,17,12,5,17,True
user_0370,1.0,True,17,12,5,17,True
user_0371,1.0,True,17,12,5,17,True
user_0372,0.9999999999999999,True,17,12,5,17,True
user_0373,0.9999999999999999,True,17,12,5,17,True
user_0374,1.0,True,17,12,5,17,True
user_0375,1.0,True,17,12,5,17,True
user_0376,1.0,True,17,12,5,17,True
user_0377,1.0,True,17,12,5,17,True
user_0378,0.9999999999999999,True,17,12,5,17,True
user_0379,1.0,True,17,12,5,17,True
user_0380,1.0,True,17,12,5,17,True
user_0381,0.9999999999999999,True,17,12,5,17,True
user_0382,0.9999999999999999,True,17,12,5,17,True
user_0383,1.0,True,17,12,5,17,True
user_0384,1.0,True,17,12,5,17,True
user_0385,1.0,True,17,12,5,17,True
user_0386,1.0,True,17,12,5,17,True
user_0387,1.0,True,17,12,5,17,True
user_0388,1.0,True,17,12,5,17,True
user_0389,1.0,True,17,12,5,17,True
user_0390,1.0,True,17,12,5,17,True
user_0391,0.9999999999999999,True,17,12,5,17,True
user_0392,0.9999999999999999,True,17,12,5,17,True
user_0393,1.0,True,17,12,5,17,True
user_0394,1.0,True,17,12,5,17,True
user_0395,1.0,True,17,12,5,17,True
user_0396,1.0,True,17,12,5,17,True
user_0397,1.0,True,17,12,5,17,True
user_0398,1.0,True,17,12,5,17,True
user_0399,1.0,True,17,12,5,17,True
user_0400,1.0,True,17,12,5,17,True
user_0401,1.0,True,17,12,5,17,True
user_0402,0.9999999999999999,True,17,12,5,17,True
user_0403,0.9999999999999999,True,17,12,5,17,True
user_0404,1.0,True,17,12,5,17,True
user_0405,1.0,True,17,12,5,17,True
user_0406,1.0,True,17,12,5,17,True
user_0407,1.0,True,17,12,5,17,True
user_0408,1.0,True,17,12,5,17,True
user_0409,1.0,True,17,12,5,17,True
user_0410,1.0,True,17,12,5,17,True
user_0411,1.0,True,17,12,5,17,True
user_0412,0.9999999999999999,True,17,12,5,17,True
user_0413,1.0,True,17,12,5,17,True
user_0414,0.9999999999999999,True,17,12,5,17,True
user_0415,1.0,True,17,12,5,17,True
user_0416,0.9999999999999999,True,17,12,5,17,True
user_0417,1.0,True,17,12,5,17,True
user_0418,1.0,True,17,12,5,17,True
user_0419,1.0,True,17,12,5,17,True
user_0420,1.0,True,17,12,5,17,True
user_0421,1.0,True,17,12,5,17,True
user_0422,1.0,True,17,12,5,17,True
user_0423,1.0,True,17,12,5,17,True
user_0424,1.0,True,17,12,5,17,True
user_0425,1.0,True,17,12,5,17,True
user_0426,1.0,True,17,12,5,17,True
user_0427,1.0,True,17,12,5,17,True
user_0428,1.0,True,17,12,5,17,True
user_0429,0.9999999999999999,True,17,12,5,17,True
user_0430,1.0,True,17,12,5,17,True
user_0431,0.9999999999999999,True,17,12,5,17,True
user_0432,1.0,True,17,12,5,17,True
user_0433,1.0,True,17,12,5,17,True
user_0434,1.0,True,17,12,5,17,True
user_0435,1.0,True,17,12,5,17,True
user_0436,1.0000000000000002,True,17,12,5,17,True
user_0437,1.0,True,17,12,5,17,True
user_0438,0.9999999999999999,True,17,12,5,17,True
user_0439,0.9999999999999999,True,17,12,5,17,True
user_0440,1.0,True,17,12,5,17,True
user_0441,1.0,True,17,12,5,17,True
user_0442,0.9999999999999999,True,17,12,5,17,True
user_0443,1.0,True,17,12,5,17,True
user_0444,1.0,True,17,12,5,17,True
user_0445,0.9999999999999999,True,17,12,5,17,True
user_0446,0.9999999999999999,True,17,12,5,17,True
user_0447,0.9999999999999999,True,17,12,5,17,True
user_0448,0.9999999999999999,True,17,12,5,17,True
user_0449,0.9999999999999999,True,17,12,5,17,True
user_0450,0.9999999999999999,True,17,12,5,17,True
user_0451,0.9999999999999999,True,17,12,5,17,True
user_0452,1.0,True,17,12,5,17,True
user_0453,1.0,True,17,12,5,17,True
user_0454,0.9999999999999999,True,17,12,5,17,True
user_0455,1.0,True,17,12,5,17,True
user_0456,0.9999999999999999,True,17,12,5,17,True
user_0457,1.0,True,17,12,5,17,True
user_0458,0.9999999999999999,True,17,12,5,17,True
user_0459,1.0,True,17,12,5,17,True
user_0460,1.0,True,17,12,5,17,True
user_0461,1.0,True,17,12,5,17,True
user_0462,0.9999999999999999,True,17,12,5,17,True
user_0463,1.0,True,17,12,5,17,True
user_0464,1.0,True,17,12,5,17,True
user_0465,1.0,True,17,12,5,17,True
user_0466,0.9999999999999998,True,17,12,5,17,True
user_0467,1.0,True,17,12,5,17,True
user_0468,1.0,True,17,12,5,17,True
user_0469,0.9999999999999999,True,17,12,5,17,True
user_0470,0.9999999999999999,True,17,12,5,17,True
user_0471,1.0,True,17,12,5,17,True
user_0472,1.0,True,17,12,5,17,True
user_0473,1.0,True,17,12,5,17,True
user_0474,1.0,True,17,12,5,17,True
user_0475,0.9999999999999999,True,17,12,5,17,True
user_0476,1.0,True,17,12,5,17,True
user_0477,1.0,True,17,12,5,17,True
user_0478,1.0,True,17,12,5,17,True
user_0479,1.0,True,17,12,5,17,True
user_0480,1.0,True,17,12,5,17,True
user_0481,1.0,True,17,12,5,17,True
user_0482,0.9999999999999999,True,17,12,5,17,True
user_0483,1.0,True,17,12,5,17,True
user_0484,1.0,True,17,12,5,17,True
user_0485,1.0,True,17,12,5,17,True
user_0486,0.9999999999999999,True,17,12,5,17,True
user_0487,1.0,True,17,12,5,17,True
user_0488,1.0,True,17,12,5,17,True
user_0489,1.0,True,17,12,5,17,True
user_0490,1.0,True,17,12,5,17,True
user_0491,0.9999999999999999,True,17,12,5,17,True
user_0492,1.0,True,17,12,5,17,True
user_0493,1.0,True,17,12,5,17,True
user_0494,0.9999999999999999,True,17,12,5,17,True
user_0495,0.9999999999999999,True,17,12,5,17,True
user_0496,1.0,True,17,12,5,17,True
user_0497,1.0,True,17,12,5,17,True
user_0498,1.0,True,17,12,5,17,True
user_0499,1.0,True,17,12,5,17,True
