user_id,original_lat,original_lng,rounded_lat,rounded_lng,distance_km,expected_distance_km,rounding_error
user_0043,59.6997952850123,-69.29491485504188,59.7,-69.29,0.27666672891286115,0.27618256599815794,0.00048416291470321227
user_0044,68.0417278567273,160.90180030727788,68.04,160.9,0.20619716465194954,0.20583468291482948,0.00036248173712005727
user_0045,-2.521716603009523,-155.0834933513819,-2.52,-155.08,0.43246996300924895,0.43171160634515543,0.000758356664093518
user_0046,47.850197275257784,-133.7790727800854,47.85,-133.78,0.07258312348040631,0.07245575877989638,0.00012736470050993265
user_0047,8.9646468290899,-84.57961358157873,8.96,-84.58,0.5184440764656112,0.5175352127784216,0.000908863687189565
user_0048,-13.835170763840352,-103.75264604085046,-13.84,-103.75,0.6082530076275483,0.6071881199001068,0.0010648877274415103
user_0049,41.38759243619572,-107.58561717970947,41.39,-107.59,0.4531574169248046,0.45236847670689356,0.0007889402179110383
user_0050,89.12688419896105,53.95610075020326,89.13,53.96,0.3465240333754465,0.34591679505997824,0.0006072383154682726
user_0051,3.1636513864063147,-136.43848948742433,3.16,-136.44,0.43928793404185057,0.4385177421169044,0.0007701919249461509
user_0052,-29.14459881345804,31.79113864460399,-29.14,31.79,0.5231851783765922,0.5222675035393648,0.000917674837227378
user_0053,-50.3608707987193,-154.4424890367483,-50.36,-154.44,0.20137346304027737,0.20101903425438958,0.00035442878588778925
user_0054,-48.79047891399221,145.95120468220608,-48.79,145.95000000000002,0.10307380624575259,0.10289275609737701,0.00018105014837557776
user_0055,-77.24567702004238,-94.31833162716173,-77.25,-94.32000000000001,0.482434490495373,0.4815893528940697,0.0008451376013033363
user_0056,-51.43737467332105,-132.367734458991,-51.44,-132.37,0.33147897356539047,0.3309000193860334,0.0005789541793570496
user_0057,12.7877567985512,-9.838430527754099,12.790000000000001,-9.84,0.3019612262494513,0.3014323084147545,0.0005289178346968293
user_0058,55.3494595979958,-111.45243082972402,55.35,-111.45,0.1650110740497071,0.16472278166517912,0.00028829238452798833
user_0059,-12.410787166852046,-27.511695712828526,-12.41,-27.51,0.20389234057685618,0.20353466277944596,0.0003576777974102219
user_0060,41.233652902773116,62.41123702558855,41.230000000000004,62.410000000000004,0.41914976963727363,0.4184142807898902,0.0007354888473834476
user_0061,-72.28478319264741,-35.05633844318325,-72.28,-35.06,0.5461087305136694,0.5451477262713073,0.0009610042423621179
user_0062,65.10105654350238,-90.48371978869717,65.1,-90.48,0.21006888381893524,0.20969776687469305,0.0003711169442421891
user_0063,-9.249561390036263,-28.122609659614483,-9.25,-28.12,0.29053053262139644,0.2900214032227036,0.0005091293986928536
user_0064,-45.034839381221914,152.3756157393646,-45.03,152.38,0.638955936547284,0.6378279954764717,0.0011279410708122661
user_0065,65.04283885712951,18.1171124819453,65.04,18.12,0.3435126246739403,0.342907601949873,0.0006050227240672612
user_0066,89.87084431429079,120.96993062878266,89.87,120.97,0.09388346724987998,0.09371888788487451,0.00016457936500546833
user_0067,76.74605694146297,125.53046438914998,76.75,125.53,0.4386078634312054,0.4378390228026556,0.0007688406285498162
user_0068,-2.584597418870672,-103.0509722882946,-2.58,-103.05,0.5224941323439894,0.5215781506859888,0.0009159816580006641
user_0069,-79.44562800500779,-43.56967716831019,-79.45,-43.57,0.4861881083362858,0.4853358302851454,0.0008522780511404093
user_0070,-42.26344952901265,102.26541670148498,-42.26,102.27,0.5379465514970582,0.5369963006175339,0.0009502508795242726
user_0071,-13.85865252177068,164.63435070948236,-13.86,164.63,0.4930120804431326,0.49214911759861824,0.00086296284451437
user_0072,10.038298213011274,78.62697910667737,10.040000000000001,78.63,0.381068798884964,0.3804015321082797,0.0006672667766842721
user_0073,-36.59259141097844,168.7353713888972,-36.59,168.74,0.5037837230400078,0.5028949002851859,0.0008888227548219385
user_0074,7.595136247369368,89.27120173646307,7.6000000000000005,89.27,0.5568081390988974,0.555832222777056,0.0009759163218413525
user_0075,15.151967002614825,1.0261378510248846,15.15,1.03,0.4686883374712181,0.4678650175795103,0.0008233198917077522
user_0076,-61.662108970893016,165.8804051788021,-61.660000000000004,165.88,0.23548004007053736,0.23506717329240437,0.00041286677813298645
user_0077,-56.551507023469824,34.21263832200995,-56.550000000000004,34.21,0.23287117141574093,0.23246071279415342,0.0004104586215875061
user_0078,-47.663298899832384,-136.8408189790353,-47.660000000000004,-136.84,0.3719132031998635,0.37126091385684734,0.0006522893430161436
user_0079,-45.68123739804753,34.02689527203884,-45.68,34.03,0.2776830659454697,0.27719397006182805,0.0004890958836416548
user_0080,-14.53951523954295,30.122024144840907,-14.540000000000001,30.12,0.22443541902367392,0.22404221145507616,0.00039320756859775874
user_0081,78.24712639255691,-106.46668820752689,78.25,-106.47,0.32821477700875895,0.32764147341389466,0.0005733035948642939
user_0082,-47.036528529147716,-37.51709515514838,-47.04,-37.52,0.4443659176380295,0.4435904776589952,0.0007754399790343425
user_0083,-36.0005256362228,-66.17620934213255,-36.0,-66.18,0.34597386703331373,0.34536625067429455,0.0006076163590191808
user_0084,-76.94223939123168,-15.017211857309007,-76.94,-15.02,0.2586747932782618,0.2582197364795124,0.0004550567987494092
user_0085,89.297360613917,-153.62614040413212,89.3,-153.63,0.2935333491008253,0.29301895693284724,0.0005143921679780505
user_0086,-42.263925344927756,155.97337607773528,-42.26,155.97,0.5173986634426937,0.5164870189337175,0.0009116445089761838
user_0087,68.26864364721769,-46.970248054001786,68.27,-46.97,0.15116489408211922,0.15089991984086462,0.0002649742412546008
user_0088,60.07409183516526,73.27437303145354,60.07,73.27,0.5156275079966209,0.5147165367687354,0.0009109712278855264
user_0089,87.70195145367077,55.43147437586373,87.7,55.43,0.21709138511448878,0.21671073580712122,0.00038064930736755875
user_0090,57.0787443207831,-72.22364920800796,57.08,-72.22,0.26101333019500933,0.26055891729979686,0.00045441289521247485
user_0091,79.00740070687871,-131.65519881838762,79.01,-131.66,0.3064276572704501,0.3058944265132512,0.0005332307571989103
user_0092,-70.73352401230483,19.160510718533715,-70.73,19.16,0.3923001445512098,0.3916123569517442,0.0006877875994656391
user_0093,18.869368865440308,78.34038736996723,18.87,78.34,0.0811563586974021,0.08101412865199079,0.00014223004541132067
user_0094,24.162832599314356,-84.96579541305262,24.16,-84.97,0.5302543011210736,0.5293209573403885,0.000933343780685103
user_0095,72.96056839427817,124.59733678614793,72.96000000000001,124.60000000000001,0.10735450781498845,0.10716518027467975,0.00018932754030870358
user_0096,-13.756360938529255,-80.3951193699894,-13.76,-80.4,0.6645328738568935,0.6633711816210134,0.0011616922358801407
user_0097,48.801460143532864,49.36081582849667,48.800000000000004,49.36,0.17300677987976454,0.17270319611970367,0.0003035837600608715
user_0098,43.42156350262755,18.604951605500844,43.42,18.6,0.43606542612416577,0.4352962686958893,0.0007691574282764901
user_0099,-88.2594540704988,-152.91221037344386,-88.26,-152.91,0.061161756261023215,0.06105468124249453,0.00010707501852868367
user_0100,72.70714288078076,16.412504113988035,72.71000000000001,16.41,0.32830039958273893,0.3277265515203237,0.0005738480624152276
user_0101,14.85172196816292,-126.68623719570624,14.85,-126.69,0.44746476880505154,0.44667890131058996,0.0007858674944615784
user_0102,-34.51349701257594,143.6333359473324,-34.51,143.63,0.49460242825171036,0.4937314249677741,0.0008710032839362447
user_0103,64.9264647601625,143.61286914953087,64.93,143.61,0.41569829577898715,0.4149724638471076,0.0007258319318795281
user_0104,-45.0846469398736,-142.99429619815717,-45.08,-142.99,0.6170686262493933,0.6159794087868947,0.0010892174624985707
user_0105,69.14424626118159,-33.70413966043796,69.14,-33.7,0.4997986888363769,0.4989173158695786,0.0008813729667982995
user_0106,-62.18039910020316,154.75716564972282,-62.18,154.76,0.153634214055647,0.1533639628335545,0.0002702512220925102
user_0107,85.71708592757332,111.8778191785429,85.72,111.88,0.32453541207612663,0.32396683839829815,0.0005685736778284767
user_0108,-85.53845485832603,85.16320983182953,-85.54,85.16,0.17404005000122014,0.17373571884968902,0.000304331151531112
user_0109,77.5468594886986,108.80465001737002,77.55,108.8,0.3665730725127855,0.3659346649466891,0.0006384075660963995
user_0110,55.93487698339001,-83.94994454599006,55.93,-83.95,0.542306810612097,0.5413561359384311,0.00095067467366583
user_0111,-70.54278724746771,133.9800418461923,-70.54,133.98,0.30993165390195787,0.3093883377777559,0.0005433161242019979
user_0112,-49.9619308417804,113.9711780148944,-49.96,113.97,0.2306444735817919,0.23023953351724288,0.0004049400645490253
user_0113,-35.0656438790519,106.32437969503025,-35.07,106.32000000000001,0.6272968648454204,0.626203949360593,0.0010929154848273726
user_0114,-85.74040175373872,-110.47327620202488,-85.74,-110.47,0.05222929121742671,0.052137073658330146,9.221755909656626e-05
user_0115,65.58352956545153,168.08007745741003,65.58,168.08,0.3924859217330011,0.3917978848837315,0.0006880368492696021
user_0116,25.46671294937299,-36.11578163037808,25.47,-36.12,0.5593991502704702,0.5584228861072413,0.0009762641632288238
user_0117,6.518831846169945,158.12537051689765,6.5200000000000005,158.13,0.5276830097220087,0.5267585486653391,0.0009244610566695455
user_0118,84.67210998400103,-115.71558617791308,84.67,-115.72,0.23900632555593804,0.23858563060081006,0.00042069495512797594
user_0119,-42.21605474586565,-140.975083002704,-42.22,-140.98,0.5969988682310308,0.5959608829274481,0.001037985303582678
user_0120,41.138110917486785,-67.07616688980316,41.14,-67.08,0.3836159300378303,0.382947305892898,0.0006686241449322949
user_0121,2.0561507405060553,-41.32964399589821,2.06,-41.33,0.4298424543892807,0.4290889374604396,0.0007535169288411248
user_0122,-44.14994889505525,75.16270218030141,-44.15,75.16,0.2156669197047785,0.21528894498636664,0.0003779747184118609
user_0123,76.60352978983488,13.842718953405097,76.60000000000001,13.84,0.3986978474546871,0.39799733432134216,0.0007005131333449599
user_0124,43.551014011105764,61.42626159587982,43.550000000000004,61.43,0.3216871859251556,0.3211208932419124,0.000566292683243208
user_0125,-77.40471399726417,59.12556656805805,-77.4,59.13,0.5350862690579692,0.5341442843109292,0.0009419847470399922
user_0126,-33.49518388949526,125.28550062228078,-33.5,125.29,0.6788626678059658,0.677679729342307,0.0011829384636588003
user_0127,-35.94199172197245,-68.65752160488483,-35.94,-68.66,0.3143740577276868,0.31382096265231335,0.0005530950753734332
user_0128,-17.567930329609567,-73.56412709065907,-17.57,-73.56,0.4943418388473999,0.4934774593448973,0.0008643795025026213
user_0129,-14.319659920876504,158.53092146286588,-14.32,158.53,0.10623654949306517,0.10605038513060808,0.00018616436245709467
user_0130,72.50499823186487,41.585369742496994,72.5,41.59,0.5769335753757081,0.5759164647946093,0.001017110581098768
user_0131,8.628698364425674,-179.8538617089765,8.63,-179.85,0.44853511771150995,0.4477495192902361,0.0007855984212738476
user_0132,-12.620133001829771,28.794521230445525,-12.620000000000001,28.79,0.49081475454002654,0.48995422051975274,0.0008605340202738065
user_0133,-6.302125755537446,-20.82247225026933,-6.3,-20.82,0.3612934261406169,0.3606596498951104,0.0006337762455064788
user_0134,-4.826486536321269,144.42509729817152,-4.83,144.43,0.6691184391226143,0.6679466028648795,0.0011718362577347596
user_0135,-59.45554868435015,-149.47360677895617,-59.46,-149.47,0.5352810808268196,0.534347823740743,0.000933257086076611
user_0136,23.929354037843225,-59.33222805247168,23.93,-59.33,0.23757112819385343,0.2371552008807854,0.00041592731306802633
user_0137,45.20486475733179,62.20644140058013,45.2,62.21,0.6085617894890294,0.6074895185416331,0.0010722709473962588
user_0138,-54.156612109216205,-171.20686041834253,-54.160000000000004,-171.21,0.4286045373988124,0.4278571697608743,0.00074736763793809
user_0139,-4.475458040615081,125.90557006490349,-4.48,125.91,0.7044363713272783,0.7032025426734098,0.0012338286538685628
user_0140,-15.40061802041052,46.71553706557694,-15.4,46.72,0.4833472810475883,0.4824992625412039,0.0008480185063843848
user_0141,35.34376508829088,-2.024219156242708,35.34,-2.02,0.5672107510260654,0.5662104152916078,0.0010003357344576802
user_0142,28.09044200012113,-178.00386547030857,28.09,-178.0,0.3823627850821683,0.38169172366411896,0.0006710614180493457
user_0143,48.608313943324504,-141.62857323712598,48.61,-141.63,0.21483144877496035,0.21445569909686016,0.00037574967810019566
user_0144,-58.340397292824306,164.86777522063431,-58.34,164.87,0.13715502414418682,0.13691389907356283,0.00024112507062398758
user_0145,-80.96069067468463,-90.2886193224102,-80.96000000000001,-90.29,0.0804985108556434,0.08035712222003931,0.00014138863560408943
user_0146,-7.836871415368947,108.50997662001521,-7.84,108.51,0.3478922716879506,0.3472824105433776,0.0006098611445730096
user_0147,87.82064155196065,34.36283464899108,87.82000000000001,34.36,0.07233759480734447,0.07221049406104536,0.00012710074629911083
user_0148,70.45666664587867,40.55483619423461,70.46000000000001,40.550000000000004,0.41199340523437483,0.41127759911143313,0.0007158061229416979
user_0149,0.8600696683923559,119.0049010997094,0.86,119.0,0.5449710915046201,0.5440157427182097,0.0009553487864103483
user_0150,71.49745858198719,87.71595917745054,71.5,87.72,0.3165246742912937,0.3159740506198044,0.0005506236714893364
user_0151,-43.345521276296516,-90.99369449652256,-43.35,-90.99,0.5807421083856484,0.5797297170415489,0.0010123913440995835
user_0152,47.84646317348978,7.667932618073564,47.85,7.67,0.4224537660254183,0.4217151148254563,0.0007386511999619705
user_0153,-40.57245955484311,-152.10599260869512,-40.57,-152.11,0.43515996126456763,0.43439228832443433,0.0007676729401333016
user_0154,-41.09128072520677,-64.90455536924557,-41.09,-64.9,0.40745701355238795,0.40673925426150637,0.0007177592908815811
user_0155,-65.09266892709198,-96.74586729785275,-65.09,-96.75,0.3543054838588844,0.3536790869220925,0.0006263969367918953
user_0156,37.1554455050194,-156.8776137430039,37.160000000000004,-156.88,0.5488145704423446,0.5478549391223028,0.0009596313200418427
user_0157,7.670005290704765,-30.321275722863845,7.67,-30.32,0.1405860044140838,0.14033955382536165,0.0002464505887221635
user_0158,-14.374166800783385,145.7418522024637,-14.370000000000001,145.74,0.504456380433524,0.5035713256796618,0.0008850547538622466
user_0159,35.19413756963425,128.42353162941635,35.19,128.42000000000002,0.5609478906404062,0.5599598722923684,0.0009880183480377447
user_0160,-21.531414793011905,-177.8774099097625,-21.53,-177.88,0.3106826310049289,0.3101368755871578,0.0005457554177710766
user_0161,45.62552251068945,127.24126220487767,45.63,127.24000000000001,0.507456380216385,0.5065675572188298,0.0008888229975551054
user_0162,-14.576169126632067,89.10564083209829,-14.58,89.11,0.6336558756650456,0.6325480799980395,0.0011077956670060285
user_0163,18.585466009423442,-100.60607004342519,18.59,-100.61,0.6524818910431213,0.6513415713122723,0.0011403197308489377
user_0164,-11.54952431160541,-169.5510648191825,-11.55,-169.55,0.12749488262901407,0.12727147126059532,0.00022341136841874665
user_0165,32.24553930510295,-34.44599911045066,32.25,-34.45,0.6225678798035414,0.621482082231772,0.001085797571769409
user_0166,-5.869773138184172,-134.05399297878216,-5.87,-134.05,0.44239076246819276,0.4416153333428701,0.0007754291253226353
user_0167,-85.14603865707522,-38.152707717706306,-85.15,-38.15,0.44121678432376366,0.440443921397906,0.0007728629258576536
user_0168,-85.12163165874377,51.389873283360885,-85.12,51.39,0.1814361324261996,0.1811180704056978,0.00031806202050180254
user_0169,-6.894280070727888,-161.89753194409408,-6.890000000000001,-161.9,0.5483904456875223,0.5474284975746331,0.0009619481128891882
user_0170,-51.90114884193333,-62.33551024272893,-51.9,-62.34,0.3334815839898628,0.3328933530996824,0.0005882308901803968
user_0171,-21.757281198455473,90.72353647972255,-21.76,90.72,0.4741123163087435,0.4732838487121328,0.0008284675966107047
user_0172,-44.591124279171495,-150.51375620580868,-44.59,-150.51,0.32264478465439533,0.32207653529421154,0.0005682493601837924
user_0173,7.095428626056062,179.9668182633153,7.1000000000000005,179.97,0.6177711120276145,0.6166891377415894,0.001081974286025078
user_0174,27.025936784977503,101.24389785992219,27.03,101.24000000000001,0.5943009694334809,0.593263678488819,0.0010372909446618728
user_0175,45.76197673071471,161.860223777756,45.76,161.86,0.22048688143457595,0.22010033991891342,0.0003865415156625307
user_0176,-86.33159688234018,-125.14235551747547,-86.33,-125.14,0.17835460992540605,0.1780416095338266,0.00031300039157944326
user_0177,30.502592031583916,23.029049494806884,30.5,23.03,0.3022650164561178,0.301734775677645,0.0005302407784728014
user_0178,35.90369482430715,96.08331540824668,35.9,96.08,0.5079057317785584,0.5070112731989647,0.0008944585795936932
user_0179,19.304548900367706,89.25323470390288,19.3,89.25,0.6091669243380251,0.6080964185575887,0.001070505780436437
user_0180,57.47421137599531,167.29947829227154,57.47,167.3,0.4693214146215046,0.4684985667441145,0.0008228478773901204
user_0181,-85.37788341045612,-67.69539201790974,-85.38,-67.7,0.23894682156547883,0.23852957083442972,0.00041725073104911803
user_0182,82.47111087706128,-37.20440105401417,82.47,-37.2,0.13917701358333723,0.13893087080447897,0.0002461427788582604
user_0183,-76.3206339882492,68.62118973587292,-76.32000000000001,68.62,0.07712691504436145,0.07699142224996894,0.00013549279439251105
user_0184,-71.65776501972422,98.09311858244064,-71.66,98.09,0.2714194369566025,0.2709462105352331,0.0004732264213693771
user_0185,18.07409066703194,-136.42017657576656,18.07,-136.42000000000002,0.4552442429484096,0.45444618295601136,0.0007980599923982368
user_0186,50.874362344983524,-55.00664448895836,50.870000000000005,-55.01,0.5391965220509506,0.5382464981488374,0.000950023902113184
user_0187,-23.297242280749884,2.145884283748046,-23.3,2.15,0.5202948422734954,0.5193862693089061,0.0009085729645893492
user_0188,62.923612859923935,116.03913051242091,62.92,116.04,0.40413522373281446,0.4034264726098171,0.000708751122997342
user_0189,82.94176209862414,48.81063819652053,82.94,48.81,0.19613041569634335,0.1957865475950381,0.00034386810130523915
user_0190,37.31555586709385,-23.224627797236252,37.32,-23.22,0.6416227273284076,0.6405056548560684,0.0011170724723392755
user_0191,83.78527162285397,-82.7703373005357,83.79,-82.77,0.5257872151174681,0.5248655128246731,0.0009217022927949792
user_0192,6.8711231606860395,-5.940898602049401,6.87,-5.94,0.1594947716758037,0.1592151018173554,0.00027966985844829484
user_0193,41.58471857492202,-83.37760630227888,41.58,-83.38,0.5611853855177642,0.5601990416590275,0.000986343858736749
user_0194,59.53158340030862,-148.8013566999572,59.53,-148.8,0.1919660626632661,0.19162882813066373,0.0003372345326023707
user_0195,-46.10458094562792,-12.70495202283658,-46.1,-12.700000000000001,0.6365816340542662,0.6354561989506375,0.0011254351036286137
user_0196,-21.781925256912473,-169.66800080276775,-21.78,-169.67000000000002,0.29739406336453417,0.2968717660971058,0.0005222972674283621
user_0197,-57.26882571161548,-103.63685393529396,-57.27,-103.64,0.22984032261854906,0.22943988597108012,0.0004004366474689436
user_0198,-28.739008230428944,136.91519271296113,-28.740000000000002,136.92000000000002,0.4814968945413936,0.4806549836935777,0.0008419108478159298
user_0199,-40.27165636388672,-176.34559880207624,-40.27,-176.35,0.41635630839524074,0.4156223348975207,0.0007339734977200307
user_0200,-74.58966684755617,79.22687907750992,-74.59,79.23,0.09937817022020319,0.09920485953589671,0.00017331068430648244
user_0201,46.46963762684396,68.6193622007483,46.47,68.62,0.06332035324579198,0.06320947677173792,0.00011087647405405576
user_0202,-1.6521596858544854,105.4558325276343,-1.6500000000000001,105.46000000000001,0.5217596136245373,0.5208447368682193,0.0009148767563179616
user_0203,-50.112647914944574,69.04337590627267,-50.11,69.04,0.3803210090661373,0.37965009435805586,0.0006709147080814493
user_0204,14.680005359826097,-9.626224046571082,14.68,-9.63,0.40616127713393774,0.40544926437227674,0.0007120127616609961
user_0205,-13.409313713061337,88.53675721689945,-13.41,88.54,0.35895589417971935,0.35832712674996314,0.0006287674297562051
user_0206,36.51388959343841,-82.47008628856932,36.51,-82.47,0.43257180286801505,0.4318134935093101,0.0007583093587049672
user_0207,-68.28194074458494,-110.66965435745374,-68.28,-110.67,0.21626912164495657,0.21588995840852193,0.00037916323643463756
user_0208,6.455513769074969,94.38825941427706,6.46,94.39,0.5346335181412535,0.5336966022488033,0.0009369158924501519
user_0209,-51.050764821850976,-5.688508603424879,-51.050000000000004,-5.69,0.13453880042190247,0.13430228573017464,0.0002365146917278349
user_0210,85.78926411895023,8.869272879098816,85.79,8.870000000000001,0.08204127145366077,0.08189748907849112,0.0001437823751696543
user_0211,-71.90530054365766,-110.11767188721356,-71.91,-110.12,0.5287036458069463,0.5277783511045627,0.0009252947023835612
user_0212,-57.7005221366274,-174.90658778781702,-57.7,-174.91,0.21089218386542818,0.21052108382793597,0.00037110003749221687
user_0213,-40.623961179011886,170.74617519698563,-40.62,170.75,0.5460902243058493,0.5451272704722383,0.0009629538336110022
user_0214,35.535130723834996,-134.5393825349728,35.54,-134.54,0.5443137499884738,0.5433597322514837,0.0009540177369901093
user_0215,-1.641834985719811,134.17910459947245,-1.6400000000000001,134.18,0.2270190129432784,0.2266210246732724,0.00039798827000600556
user_0216,-5.508549912508158,-21.431232671036298,-5.51,-21.43,0.2112184467253514,0.21084828447720017,0.000370162248151229
user_0217,-80.75219090695599,158.7828948365172,-80.75,158.78,0.2490505323683838,0.2486126829769568,0.0004378493914269921
user_0218,57.98081615389748,-35.74532078930167,57.980000000000004,-35.75,0.29041409127045764,0.28990201096599666,0.0005120803044609823
user_0219,23.3002272513597,-160.70073325468806,23.3,-160.70000000000002,0.07903325179411046,0.07889464463198717,0.00013860716212328594
user_0220,11.311127475221554,-70.61921573679804,11.31,-70.62,0.15175602533275648,0.15148989971531315,0.00026612561744332464
user_0221,-68.67871880193692,95.19964031742995,-68.68,95.2,0.14320295516191786,0.14295196011237188,0.0002509950495459823
user_0222,52.3333493718155,-98.75263065658754,52.33,-98.75,0.4131091655441539,0.4123820547705115,0.0007271107736424032
user_0223,-8.907396320024233,-20.620438553041794,-8.91,-20.62,0.2934970196070834,0.29298254233068755,0.0005144772763958638
user_0224,88.20562688402362,-70.06311204503025,88.21000000000001,-70.06,0.4863887252706798,0.48553637089312884,0.0008523543775509346
user_0225,19.733564204123454,86.43214997443619,19.73,86.43,0.45575076362865724,0.4549505871953682,0.0008001764332890571
user_0226,-52.59817695176076,-104.03092969005853,-52.6,-104.03,0.21221550458062044,0.21184387299634394,0.00037163158427649945
user_0227,-61.72972319144212,-117.42712260248359,-61.730000000000004,-117.43,0.15463294205456807,0.15436253372834036,0.00027040832622771127
user_0228,-89.51836993148056,-17.81866633762715,-89.52,-17.82,0.18125962148246572,0.18094188468841021,0.0003177367940555009
user_0229,-37.57332797441503,-96.6685555598307,-37.57,-96.67,0.3913381687880911,0.39065122256178547,0.000686946226305607
user_0230,36.537760456869094,-16.548722493464425,36.54,-16.55,0.27393438956273797,0.2734548652555903,0.0004795243071476496
user_0231,76.30398800685876,103.61808959282331,76.3,103.62,0.44629019689494215,0.44550703434138844,0.0007831625535537068
