user_id,total_distance_km,rounding_distance_km,noise_distance_km,expected_noise_km
user_0173,0.6888248425370543,0.6177711120276145,0.07105373050943986,0.5
user_0174,0.1494854141311253,0.5943009694334809,0.4448155553023556,0.5
user_0175,0.29757491210796483,0.22048688143457595,0.07708803067338887,0.5
user_0176,0.28161438211892564,0.17835460992540605,0.10325977219351959,0.5
user_0177,0.13979733756794332,0.3022650164561178,0.16246767888817448,0.5
user_0178,0.4175363400259551,0.5079057317785584,0.09036939175260328,0.5
user_0179,1.212021815777363,0.6091669243380251,0.6028548914393379,0.5
user_0180,0.6622805202500178,0.4693214146215046,0.1929591056285132,0.5
user_0181,0.43319470905706026,0.23894682156547883,0.19424788749158142,0.5
user_0182,0.4761501632006683,0.13917701358333723,0.33697314961733105,0.5
user_0183,0.23270372686797888,0.07712691504436145,0.15557681182361743,0.5
user_0184,0.1669506854868877,0.2714194369566025,0.10446875146971477,0.5
user_0185,0.8737352150427483,0.4552442429484096,0.4184909720943387,0.5
user_0186,0.6077983934415652,0.5391965220509506,0.06860187139061458,0.5
user_0187,0.2208074560436291,0.5202948422734954,0.2994873862298663,0.5
user_0188,0.6540266562936775,0.40413522373281446,0.24989143256086305,0.5
user_0189,0.09399488185374638,0.19613041569634335,0.10213553384259696,0.5
user_0190,1.2548832158929288,0.6416227273284076,0.6132604885645212,0.5
user_0191,0.3547839013361669,0.5257872151174681,0.17100331378130118,0.5
user_0192,0.37295192431968927,0.1594947716758037,0.21345715264388557,0.5
user_0193,0.1510704889275191,0.5611853855177642,0.41011489659024514,0.5
user_0194,0.2936650078528197,0.1919660626632661,0.10169894518955358,0.5
user_0195,0.7681858613783551,0.6365816340542662,0.13160422732408894,0.5
user_0196,0.48782368960414124,0.29739406336453417,0.19042962623960707,0.5
user_0197,0.5667403735277821,0.22984032261854906,0.33690005090923303,0.5
user_0198,0.05977545837465817,0.4814968945413936,0.4217214361667354,0.5
user_0199,0.8370015013771569,0.41635630839524074,0.42064519298191616,0.5
user_0200,0.04119647634889713,0.09937817022020319,0.05818169387130606,0.5
user_0201,0.6151461259171633,0.06332035324579198,0.5518257726713713,0.5
user_0203,0.7460156305177932,0.3803210090661373,0.3656946214516559,0.5
user_0204,0.5384833657107381,0.40616127713393774,0.13232208857680033,0.5
user_0205,0.4532017394128174,0.35895589417971935,0.09424584523309804,0.5
user_0206,0.5512503692938858,0.43257180286801505,0.11867856642587077,0.5
user_0207,0.43463408969732165,0.21626912164495657,0.21836496805236508,0.5
user_0208,0.46337017842189754,0.5346335181412535,0.07126333971935594,0.5
user_0209,0.37530499838854003,0.13453880042190247,0.24076619796663756,0.5
user_0210,0.20068846304984472,0.08204127145366077,0.11864719159618395,0.5
user_0211,0.2664773114806046,0.5287036458069463,0.2622263343263417,0.5
user_0212,0.5249696673226705,0.21089218386542818,0.3140774834572423,0.5
user_0213,0.01473548637750343,0.5460902243058493,0.5313547379283459,0.5
user_0214,0.38713134809031347,0.5443137499884738,0.15718240189816035,0.5
user_0215,0.13866322645759388,0.2270190129432784,0.08835578648568451,0.5
user_0216,0.6113673426651668,0.2112184467253514,0.4001488959398154,0.5
user_0217,0.13499522387150614,0.2490505323683838,0.11405530849687764,0.5
user_0219,0.22555132658957644,0.07903325179411046,0.14651807479546597,0.5
user_0220,0.44712818466204834,0.15175602533275648,0.29537215932929184,0.5
user_0221,0.7004384933187452,0.14320295516191786,0.5572355381568274,0.5
user_0222,0.4143212197045064,0.4131091655441539,0.001212054160352527,0.5
user_0223,0.35221490474432016,0.2934970196070834,0.05871788513723675,0.5
user_0224,0.0324694095053318,0.4863887252706798,0.453919315765348,0.5
user_0225,0.6591068489635058,0.45575076362865724,0.20335608533484856,0.5
user_0226,0.488800147271365,0.21221550458062044,0.27658464269074456,0.5
user_0228,0.3621301944303756,0.18125962148246572,0.18087057294790987,0.5
user_0229,0.5826806807613828,0.3913381687880911,0.19134251197329172,0.5
user_0230,0.5375477330442376,0.27393438956273797,0.2636133434814997,0.5
user_0231,0.6886542084861238,0.44629019689494215,0.24236401159118165,0.5
user_0232,0.5621129162958027,0.3337186876767378,0.22839422861906494,0.5
user_0233,0.7392131898662475,0.21427301921604563,0.5249401706502019,0.5
user_0234,0.969489957197268,0.4255445130177217,0.5439454441795464,0.5
user_0235,0.7575897384001774,0.43756919231321534,0.32002054608696207,0.5
user_0236,0.23331150266361006,0.23516935684196713,0.0018578541783570712,0.5
user_0237,0.09878903761757117,0.3858654376204069,0.28707640000283574,0.5
user_0239,0.8064986923158685,0.707810883925749,0.09868780839011948,0.5
user_0240,0.22585329507138813,0.1436064980629253,0.08224679700846282,0.5
user_0241,1.1346147379661427,0.568716006142446,0.5658987318236967,0.5
user_0243,0.25280454551167786,0.18053277264087994,0.07227177287079792,0.5
user_0244,0.15677705415249127,0.36301968924956873,0.20624263509707746,0.5
user_0246,0.48300713346174545,0.34745864119433706,0.1355484922674084,0.5
user_0247,0.17938039466504208,0.2200560391819911,0.04067564451694902,0.5
user_0248,0.6400898183525323,0.09307383594849256,0.5470159824040397,0.5
user_0249,0.4397415520341463,0.4128157953075936,0.026925756726552674,0.5
user_0250,0.6497682073477278,0.34008676311022373,0.30968144423750404,0.5
user_0251,0.46115989444155114,0.439835255370532,0.02132463907101917,0.5
user_0252,0.4649896703577266,0.3636033634499365,0.1013863069077901,0.5
user_0253,0.425341119088997,0.05654836151245635,0.3687927575765407,0.5
user_0254,0.7988986693754005,0.20318762480159924,0.5957110445738013,0.5
user_0255,0.37348522528935485,0.12999284331770505,0.2434923819716498,0.5
user_0256,0.4074039597590684,0.3860214724377737,0.02138248732129472,0.5
user_0257,0.6763921486348717,0.4911098427166239,0.18528230591824785,0.5
user_0258,1.0361687076845318,0.7368622635014732,0.29930644418305863,0.5
user_0259,0.589190354082076,0.2939155877989524,0.2952747662831236,0.5
user_0260,0.7633307140723139,0.5420190362941734,0.22131167777814054,0.5
user_0261,0.73241485089393,0.47171514103351464,0.26069970986041535,0.5
user_0262,0.4229268329772092,0.44906418511172475,0.026137352134515568,0.5
user_0263,0.10860889456850172,0.5670812645376246,0.45847236996912294,0.5
user_0264,0.1470225482903802,0.14222035991377915,0.004802188376601041,0.5
user_0265,0.0778516557456945,0.13329765795851484,0.05544600221282034,0.5
user_0266,0.3156058072771059,0.39359402849371755,0.07798822121661164,0.5
user_0267,0.5666730085950943,0.21705356854208072,0.3496194400530136,0.5
user_0268,1.103992191695801,0.7150513086753953,0.38894088302040575,0.5
user_0269,0.34516824192713164,0.2581742606465939,0.08699398128053776,0.5
user_0270,0.4875705257860449,0.22647582572667632,0.2610947000593685,0.5
user_0271,0.03218880296528842,0.25965096305913515,0.22746216009384673,0.5
user_0272,0.9210743639191382,0.3111218110254478,0.6099525528936904,0.5
user_0273,0.5647657675062936,0.27301102044293823,0.29175474706335536,0.5
user_0274,0.5771282591672635,0.4517236068642478,0.12540465230301573,0.5
user_0275,0.6635769788441735,0.3400458238537404,0.32353115499043317,0.5
user_0276,0.36751968628346016,0.3560339308254682,0.011485755457991964,0.5
user_0277,0.8328672738940467,0.6024641005065087,0.23040317338753802,0.5
user_0278,0.06617233095858832,0.19645294925237852,0.1302806182937902,0.5
user_0279,0.17154259868258726,0.5809324262882917,0.4093898276057044,0.5
user_0280,0.8426197630852112,0.37303928922986956,0.4695804738553417,0.5
user_0281,0.22463516298319752,0.28834449357175856,0.06370933058856104,0.5
user_0282,0.05578627359077156,0.2783480225766065,0.22256174898583495,0.5
user_0284,0.48404242522355,0.476750498251788,0.007291926971762008,0.5
user_0285,0.5614328152617145,0.3707274649177647,0.1907053503439498,0.5
user_0286,0.1767550923520943,0.03735977793273702,0.13939531441935726,0.5
user_0287,0.5542982478217842,0.2422519004879547,0.31204634733382947,0.5
user_0288,0.24775214462832648,0.1826772805111054,0.06507486411722108,0.5
user_0289,0.6873778759877307,0.5240787779482251,0.1632990980395056,0.5
user_0290,0.5758249164478232,0.46188439685675275,0.11394051959107043,0.5
user_0291,0.2346721476889879,0.482430678090061,0.24775853040107312,0.5
user_0292,0.38516385091367267,0.13819701047679772,0.24696684043687495,0.5
user_0293,0.9554461290640343,0.3921446103532092,0.563301518710825,0.5
user_0294,0.14715406391661354,0.17111793944285303,0.023963875526239492,0.5
user_0295,0.6613726780047529,0.11554232515269282,0.54583035285206,0.5
user_0296,0.8673455114053621,0.458430344746048,0.4089151666593141,0.5
user_0297,0.7386108604523683,0.6998220008134348,0.038788859638933526,0.5
user_0298,0.2875641472007221,0.10823453555267679,0.1793296116480453,0.5
user_0299,0.8451275636936574,0.3689026746243469,0.4762248890693105,0.5
user_0300,0.5556851105169515,0.5079827785472308,0.047702331969720624,0.5
user_0301,0.6762883844872767,0.3247986874292732,0.3514896970580035,0.5
user_0303,0.5158223468707657,0.401028884612358,0.11479346225840764,0.5
user_0304,0.20572359856900077,0.5509872348662087,0.3452636362972079,0.5
user_0305,0.6227669237076086,0.3464935477825642,0.27627337592504436,0.5
user_0306,0.44398242575949187,0.4786415232152107,0.034659097455718824,0.5
user_0307,0.4833597961040422,0.08424881006580648,0.39911098603823575,0.5
user_0308,0.11724322250618562,0.43954316766455986,0.32229994515837423,0.5
user_0310,0.49784939534140726,0.2770533332658992,0.22079606207550806,0.5
user_0311,0.1892624646063609,0.1989712664207928,0.0097088018144319,0.5
user_0312,0.18373608463749602,0.6438640142995409,0.46012792966204485,0.5
user_0313,0.5321283139494021,0.530380858935834,0.0017474550135681,0.5
user_0314,0.24189982952417027,0.24610207437267628,0.004202244848506009,0.5
user_0315,0.1018775462158746,0.0871672486905295,0.014710297525345098,0.5
user_0316,0.020658219661201467,0.008316436553605016,0.012341783107596451,0.5
user_0317,0.5793509597710679,0.04849314720363289,0.530857812567435,0.5
user_0319,0.5797986857196421,0.4691068458820105,0.11069183983763159,0.5
user_0320,0.46873795653760536,0.2157154117820712,0.25302254475553415,0.5
user_0321,0.3762196362556071,0.29814400609312214,0.07807563016248498,0.5
user_0322,0.5908048277934724,0.4949567111965976,0.09584811659687481,0.5
user_0324,0.18805480086800952,0.4414779412083993,0.25342314034038976,0.5
user_0325,0.43625718530249025,0.3630232082366493,0.07323397706584095,0.5
user_0327,0.6387998921150796,0.371445902470288,0.26735398964479157,0.5
user_0328,0.535745897130298,0.279075594332655,0.25667030279764297,0.5
user_0329,0.20894129777810552,0.4618390284130227,0.25289773063491716,0.5
user_0330,0.43044898385365465,0.25272450794562606,0.1777244759080286,0.5
user_0332,1.1098463968243948,0.5549672476636403,0.5548791491607545,0.5
user_0333,0.4112120092176965,0.1619075893265365,0.24930441989116,0.5
user_0334,0.5991066203760934,0.5627083077782659,0.03639831259782755,0.5
user_0335,0.29297661184794926,0.5528201532182921,0.2598435413703429,0.5
user_0336,0.4439191187856731,0.4564927976249344,0.012573678839261304,0.5
user_0338,0.4167189494215146,0.47241992823421286,0.055700978812698254,0.5
user_0339,0.4444987063387955,0.4503156037748822,0.00581689743608671,0.5
user_0340,0.08435402812727352,0.25036633786862783,0.1660123097413543,0.5
user_0341,0.27170043540368394,0.09293721126484146,0.1787632241388425,0.5
user_0342,0.5722697447754059,0.044555088561202875,0.5277146562142031,0.5
user_0343,0.3529760773509236,0.25318414638681175,0.09979193096411187,0.5
user_0345,0.5911250296869387,0.4398166526881889,0.15130837699874977,0.5
user_0346,0.8004283199827495,0.5242881295402514,0.27614019044249816,0.5
user_0347,0.9285871316802311,0.5150772535497352,0.4135098781304959,0.5
user_0348,0.751242135144352,0.4606070732740941,0.2906350618702579,0.5
user_0350,0.6155994801124317,0.23884096245736505,0.3767585176550666,0.5
user_0352,0.18152351279450385,0.4373746745233225,0.25585116172881867,0.5
user_0355,0.5125242129742184,0.37818171837299935,0.134342494601219,0.5
user_0356,0.45092942023171123,0.5345319697393908,0.08360254950767954,0.5
user_0358,0.7428402494725079,0.4147310489408037,0.3281092005317042,0.5
user_0359,0.3333653054849923,0.40564384757020844,0.07227854208521611,0.5
user_0360,0.7490159004074669,0.25456814766953256,0.49444775273793434,0.5
user_0362,0.6390431560431606,0.3033191834398759,0.33572397260328474,0.5
user_0365,0.19052884962985414,0.4414194244789394,0.2508905748490853,0.5
user_0366,0.7323608217482531,0.429820814488353,0.3025400072599001,0.5
user_0367,0.5196170258472707,0.26663685143614513,0.2529801744111255,0.5
user_0368,0.18746579885021183,0.28095780123870184,0.09349200238849001,0.5
user_0369,0.18628808155066315,0.19661443353253366,0.010326351981870513,0.5
user_0370,0.9539568859553916,0.6769604537603818,0.2769964321950098,0.5
user_0371,0.21561891717345782,0.4640836829761964,0.24846476580273857,0.5
user_0372,0.4815098532481709,0.2287892855738076,0.25272056767436335,0.5
user_0373,0.5493683821049309,0.2627410462404999,0.286627335864431,0.5
user_0374,0.3270473727024601,0.4136351822002363,0.08658780949777622,0.5
user_0375,0.13531855341839583,0.47929817229128924,0.3439796188728934,0.5
user_0376,0.09786492526609218,0.0680153417717104,0.029849583494381784,0.5
user_0378,0.495900503218597,0.5590571658475734,0.06315666262897635,0.5
user_0380,0.4870444410737122,0.17264159885659192,0.3144028422171203,0.5
user_0381,0.4218038907471776,0.16625932577679828,0.25554456497037936,0.5
user_0383,0.2795095497513233,0.06386603066321384,0.21564351908810947,0.5
user_0384,0.8782170732266275,0.5619972302030392,0.3162198430235883,0.5
user_0385,1.016952779109271,0.46535613413278704,0.551596644976484,0.5
user_0386,0.25893769301097186,0.3340451989487645,0.07510750593779264,0.5
user_0387,0.6972990842988348,0.6467549908140727,0.050544093484762076,0.5
user_0388,0.6377722230181843,0.4299523973549316,0.20781982566325263,0.5
user_0389,0.03837720514106139,0.3266455866209303,0.2882683814798689,0.5
user_0390,0.8435678706022527,0.3894002376042075,0.4541676329980452,0.5
user_0391,0.4079984209772648,0.34679295370916097,0.06120546726810383,0.5
user_0392,0.7804347912014988,0.612934099742971,0.16750069145852786,0.5
user_0393,0.042195744357423653,0.4145793297068144,0.37238358534939076,0.5
user_0395,0.5735163076251574,0.38670704729749183,0.18680926032766554,0.5
user_0396,0.1584235757745387,0.5613372496910343,0.4029136739164956,0.5
user_0398,0.8815056637757571,0.42704062604425813,0.454465037731499,0.5
user_0400,0.67453122963334,0.37427212447170904,0.30025910516163096,0.5
user_0401,1.1052995786867075,0.5717202561549652,0.5335793225317422,0.5
user_0402,0.33249001442428106,0.5295355388106106,0.1970455243863295,0.5
user_0403,0.49493994522807383,0.3376448024890395,0.15729514273903433,0.5
user_0404,0.9696581511505169,0.46269786118441747,0.5069602899660994,0.5
user_0405,0.2867322548056398,0.21566105034484162,0.07107120446079818,0.5
user_0406,0.5018132932428504,0.10629391541958105,0.39551937782326935,0.5
user_0407,0.45088980066400836,0.28301299581703315,0.1678768048469752,0.5
user_0408,0.18048903385328982,0.33352697259029634,0.15303793873700652,0.5
user_0409,0.5517730905161898,0.39119880800007434,0.1605742825161155,0.5
user_0410,0.23707477131500676,0.32796495992500213,0.09089018860999537,0.5
user_0411,0.07976691175234427,0.4998265899409536,0.42005967818860934,0.5
user_0412,0.15461337544357018,0.2056242108923177,0.051010835448747516,0.5
user_0413,0.5552326423122529,0.2171218354510767,0.3381108068611762,0.5
user_0415,0.7163288942153467,0.5420034940849809,0.1743254001303658,0.5
user_0416,0.7978762844517785,0.3451888264916617,0.4526874579601168,0.5
user_0417,0.5163394416672289,0.47915869694224794,0.03718074472498095,0.5
user_0418,0.3297029815101711,0.2840499267800293,0.04565305473014175,0.5
user_0419,0.23981190494943055,0.09003859817460352,0.14977330677482703,0.5
user_0420,0.09392996234124465,0.601025958205635,0.5070959958643904,0.5
user_0421,0.2802065174437571,0.32550493537275876,0.04529841792900169,0.5
user_0422,0.658986593936753,0.18775192971089036,0.4712346642258626,0.5
user_0423,0.5168360830870871,0.4391871292863212,0.07764895380076586,0.5
user_0424,0.940795526458182,0.5109015186735334,0.4298940077846486,0.5
user_0425,0.5232102365349146,0.2860887027892299,0.23712153374568473,0.5
user_0427,0.04254893462224098,0.16328675019597355,0.12073781557373257,0.5
user_0428,0.6112513056799377,0.34677366310101165,0.26447764257892603,0.5
user_0429,0.11547566548156102,0.04035329415602641,0.0751223713255346,0.5
user_0430,0.3684132805432445,0.38727078763718287,0.018857507093938353,0.5
user_0431,0.5394081509242051,0.5953446661330907,0.05593651520888554,0.5
user_0432,0.10983136868917898,0.04542744531554351,0.06440392337363546,0.5
user_0433,0.4169211588438196,0.25358492400065913,0.16333623484316045,0.5
user_0434,0.8253819162292112,0.29766978227870694,0.5277121339505042,0.5
