group_id,snapshot_pair,time_point,avrai_stability_error,baseline_stability_error,avrai_density_error,baseline_density_error,stability_improvement,density_improvement
group_4,3-4,2025-12-27T11:30:40.729256,0.004997784836030084,0.009995569672060056,0.0,0.0,0.004997784836029973,0.0
group_4,4-5,2025-12-30T11:30:40.729256,0.011514498302752418,0.023028996605504837,0.0,0.0,0.011514498302752418,0.0
group_4,5-6,2026-01-02T11:30:40.729256,0.004644150056162033,0.009288300112324066,0.0,0.0,0.004644150056162033,0.0
group_4,6-7,2026-01-05T11:30:40.729256,0.0013745742986356335,0.002749148597271267,0.0,0.0,0.0013745742986356335,0.0
group_4,7-8,2026-01-08T11:30:40.729256,0.014773375592187166,0.029546751184374442,0.0,0.0,0.014773375592187277,0.0
group_5,0-1,2025-12-18T11:30:40.729286,0.008016021336430534,0.016032042672860958,0.0,0.0,0.008016021336430423,0.0
group_5,1-2,2025-12-21T11:30:40.729286,0.0041885748104458775,0.008377149620891755,0.0,0.0,0.0041885748104458775,0.0
group_5,2-3,2025-12-24T11:30:40.729286,0.025151836643577452,0.05030367328715479,0.0,0.0,0.02515183664357734,0.0
group_5,3-4,2025-12-27T11:30:40.729286,0.011553775160676794,0.023107550321353698,0.0,0.0,0.011553775160676905,0.0
group_5,4-5,2025-12-30T11:30:40.729286,0.0011412927945044782,0.0022825855890088453,0.0,0.0,0.0011412927945043672,0.0
group_5,5-6,2026-01-02T11:30:40.729286,0.013691939785516083,0.027383879571032055,0.0,0.0,0.013691939785515972,0.0
group_5,6-7,2026-01-05T11:30:40.729286,0.0034606980690099487,0.006921396138019897,0.0,0.0,0.0034606980690099487,0.0
group_5,7-8,2026-01-08T11:30:40.729286,0.00019036078049627925,0.0003807215609925585,0.0,0.0,0.00019036078049627925,0.0
group_6,0-1,2025-12-18T11:30:40.729316,0.012610251844943465,0.02522050368988693,0.0,0.0,0.012610251844943465,0.0
group_6,1-2,2025-12-21T11:30:40.729316,0.008630407734094514,0.017260815468189028,0.0,0.0,0.008630407734094514,0.0
group_6,2-3,2025-12-24T11:30:40.729316,0.0009452107545652177,0.0018904215091304355,0.0,0.0,0.0009452107545652177,0.0
group_6,3-4,2025-12-27T11:30:40.729316,0.009902215920152835,0.01980443184030578,0.0,0.0,0.009902215920152946,0.0
group_6,4-5,2025-12-30T11:30:40.729316,0.015649332891581436,0.03129866578316276,0.0,0.0,0.015649332891581325,0.0
group_6,5-6,2026-01-02T11:30:40.729316,0.010054822847113454,0.020109645694226908,0.0,0.0,0.010054822847113454,0.0
group_6,6-7,2026-01-05T11:30:40.729316,0.001151744381886699,0.002303488763773398,0.0,0.0,0.001151744381886699,0.0
group_6,7-8,2026-01-08T11:30:40.729316,0.0043046089110688746,0.00860921782213786,0.0,0.0,0.004304608911068986,0.0
group_7,0-1,2025-12-18T11:30:40.729347,0.002063884003022265,0.00412776800604453,0.0,0.0,0.002063884003022265,0.0
group_7,1-2,2025-12-21T11:30:40.729347,0.009001408417858237,0.018002816835716473,0.0,0.0,0.009001408417858237,0.0
group_7,2-3,2025-12-24T11:30:40.729347,0.002942566781620637,0.005885133563241385,0.06000000000000005,0.12,0.002942566781620748,0.05999999999999994
group_7,3-4,2025-12-27T11:30:40.729347,0.009668244164047657,0.019336488328095425,0.0,0.0,0.009668244164047768,0.0
group_7,4-5,2025-12-30T11:30:40.729347,0.006401979797095891,0.012803959594191672,0.0,0.0,0.00640197979709578,0.0
group_7,5-6,2026-01-02T11:30:40.729347,0.00763761161901777,0.015275223238035651,0.0,0.0,0.007637611619017881,0.0
group_7,6-7,2026-01-05T11:30:40.729347,0.0028118619480238527,0.005623723896047816,0.0,0.0,0.0028118619480239637,0.0
group_7,7-8,2026-01-08T11:30:40.729347,0.0023138128958417603,0.00462762579168341,0.0,0.0,0.0023138128958416493,0.0
group_8,0-1,2025-12-18T11:30:40.729376,0.002616903369259682,0.005233806738519253,0.0,0.0,0.002616903369259571,0.0
group_8,1-2,2025-12-21T11:30:40.729376,0.005455469567868132,0.010910939135736153,0.0,0.0,0.005455469567868021,0.0
group_8,2-3,2025-12-24T11:30:40.729376,0.011454245039945521,0.022908490079891042,0.0,0.0,0.011454245039945521,0.0
group_8,3-4,2025-12-27T11:30:40.729376,0.008235092195836402,0.016470184391672693,0.0,0.0,0.008235092195836291,0.0
group_8,4-5,2025-12-30T11:30:40.729376,0.005808795728911242,0.011617591457822485,0.0,0.0,0.005808795728911242,0.0
group_8,5-6,2026-01-02T11:30:40.729376,0.009142951060044258,0.018285902120088404,0.0,0.0,0.009142951060044147,0.0
group_8,6-7,2026-01-05T11:30:40.729376,0.0036291074295821124,0.007258214859164336,0.0,0.0,0.0036291074295822234,0.0
group_8,7-8,2026-01-08T11:30:40.729376,0.00678652119032197,0.01357304238064394,0.0,0.0,0.00678652119032197,0.0
group_9,0-1,2025-12-18T11:30:40.729406,0.004783079444737104,0.009566158889474319,0.06,0.12,0.004783079444737215,0.06
group_9,1-2,2025-12-21T11:30:40.729406,0.014463779873578164,0.02892755974715633,0.0,0.0,0.014463779873578164,0.0
group_9,2-3,2025-12-24T11:30:40.729406,0.0034809024927342502,0.0069618049854683894,0.0,0.0,0.003480902492734139,0.0
group_9,3-4,2025-12-27T11:30:40.729406,0.00489798528575125,0.00979597057150261,0.0,0.0,0.004897985285751361,0.0
group_9,4-5,2025-12-30T11:30:40.729406,0.009071069687541566,0.018142139375083244,0.0,0.0,0.009071069687541677,0.0
group_9,5-6,2026-01-02T11:30:40.729406,0.003798811169248739,0.007597622338497589,0.0,0.0,0.00379881116924885,0.0
group_9,6-7,2026-01-05T11:30:40.729406,0.0129999309469504,0.02599986189390069,0.0,0.0,0.012999930946950289,0.0
group_9,7-8,2026-01-08T11:30:40.729406,0.007702283190272885,0.01540456638054577,0.0,0.0,0.007702283190272885,0.0
group_10,0-1,2025-12-18T11:30:40.729435,0.005639434462280657,0.011278868924561314,0.0,0.0,0.005639434462280657,0.0
group_10,1-2,2025-12-21T11:30:40.729435,0.0018850393131155663,0.0037700786262311325,0.0,0.0,0.0018850393131155663,0.0
group_10,2-3,2025-12-24T11:30:40.729435,0.013856622616562286,0.027713245233124573,0.0,0.0,0.013856622616562286,0.0
group_10,3-4,2025-12-27T11:30:40.729435,0.005775807916025166,0.011551615832050333,0.0,0.0,0.005775807916025166,0.0
group_10,4-5,2025-12-30T11:30:40.729435,0.004259706476587577,0.008519412953175265,0.06000000000000005,0.12,0.004259706476587688,0.05999999999999994
group_10,5-6,2026-01-02T11:30:40.729435,0.007099492585587175,0.014198985171174239,0.0,0.0,0.007099492585587064,0.0
group_10,6-7,2026-01-05T11:30:40.729435,0.006022893749291547,0.012045787498582983,0.0,0.0,0.006022893749291436,0.0
group_10,7-8,2026-01-08T11:30:40.729435,0.010499502194404764,0.020999004388809528,0.0,0.0,0.010499502194404764,0.0
group_11,0-1,2025-12-18T11:30:40.729466,0.0022614271960087473,0.004522854392017495,0.0,0.0,0.0022614271960087473,0.0
group_11,1-2,2025-12-21T11:30:40.729466,0.01787632196445532,0.03575264392891064,0.0,0.0,0.01787632196445532,0.0
group_11,2-3,2025-12-24T11:30:40.729466,0.011790431825585923,0.023580863651171735,0.0,0.0,0.011790431825585812,0.0
group_11,3-4,2025-12-27T11:30:40.729466,0.020325062739303124,0.04065012547860636,0.0,0.0,0.020325062739303235,0.0
group_11,4-5,2025-12-30T11:30:40.729466,0.022024818017065906,0.0440496360341317,0.0,0.0,0.022024818017065795,0.0
group_11,5-6,2026-01-02T11:30:40.729466,0.0048151392934356885,0.009630278586871377,0.06000000000000005,0.12,0.0048151392934356885,0.05999999999999994
group_11,6-7,2026-01-05T11:30:40.729466,0.021803763919203245,0.04360752783840649,0.0,0.0,0.021803763919203245,0.0
group_11,7-8,2026-01-08T11:30:40.729466,0.005545357633594095,0.0110907152671883,0.0,0.0,0.005545357633594206,0.0
group_12,0-1,2025-12-18T11:30:40.729495,0.0007506076755043889,0.0015012153510087778,0.0,0.0,0.0007506076755043889,0.0
group_12,1-2,2025-12-21T11:30:40.729495,0.012233451687434616,0.024466903374869342,0.0,0.0,0.012233451687434727,0.0
group_12,2-3,2025-12-24T11:30:40.729495,0.0016278188602096844,0.0032556377204192577,0.0,0.0,0.0016278188602095733,0.0
group_12,3-4,2025-12-27T11:30:40.729495,0.006318101612154181,0.012636203224308473,0.0,0.0,0.006318101612154292,0.0
group_12,4-5,2025-12-30T11:30:40.729495,0.0038514760043728558,0.0077029520087458225,0.0,0.0,0.0038514760043729668,0.0
group_12,5-6,2026-01-02T11:30:40.729495,0.00267785494045103,0.00535570988090206,0.0,0.0,0.00267785494045103,0.0
group_12,6-7,2026-01-05T11:30:40.729495,0.011755843874146632,0.023511687748293375,0.0,0.0,0.011755843874146743,0.0
group_12,7-8,2026-01-08T11:30:40.729495,0.0021047979068364864,0.004209595813672973,0.0,0.0,0.0021047979068364864,0.0
group_13,0-1,2025-12-18T11:30:40.729525,0.0012646609177758839,0.0025293218355517677,0.0,0.0,0.0012646609177758839,0.0
group_13,1-2,2025-12-21T11:30:40.729525,0.0009821125421227705,0.001964225084245652,0.0,0.0,0.0009821125421228816,0.0
group_13,2-3,2025-12-24T11:30:40.729525,0.010854749912240669,0.021709499824481338,0.0,0.0,0.010854749912240669,0.0
group_13,3-4,2025-12-27T11:30:40.729525,0.0027064122564638415,0.005412824512927572,0.0,0.0,0.0027064122564637305,0.0
group_13,4-5,2025-12-30T11:30:40.729525,0.0038545632555664344,0.007709126511132869,0.06000000000000005,0.12,0.0038545632555664344,0.05999999999999994
group_13,5-6,2026-01-02T11:30:40.729525,0.003192257612741667,0.006384515225483223,0.0,0.0,0.003192257612741556,0.0
group_13,6-7,2026-01-05T11:30:40.729525,0.004691953025095619,0.009383906050191237,0.0,0.0,0.004691953025095619,0.0
group_13,7-8,2026-01-08T11:30:40.729525,0.006283486757368784,0.012566973514737567,0.0,0.0,0.006283486757368784,0.0
group_14,0-1,2025-12-18T11:30:40.729555,0.002117708696547038,0.004235417393094076,0.0,0.0,0.002117708696547038,0.0
group_14,1-2,2025-12-21T11:30:40.729555,0.0020953617072644315,0.004190723414528863,0.0,0.0,0.0020953617072644315,0.0
group_14,2-3,2025-12-24T11:30:40.729555,0.001177501780872836,0.002355003561745672,0.0,0.0,0.001177501780872836,0.0
group_14,3-4,2025-12-27T11:30:40.729555,0.015087420453965716,0.030174840907931322,0.0,0.0,0.015087420453965605,0.0
group_14,4-5,2025-12-30T11:30:40.729555,0.006282989944731976,0.012565979889463952,0.0,0.0,0.006282989944731976,0.0
group_14,5-6,2026-01-02T11:30:40.729555,0.012693610487280238,0.025387220974560587,0.0,0.0,0.012693610487280349,0.0
group_14,6-7,2026-01-05T11:30:40.729555,0.003514137709169418,0.007028275418338836,0.0,0.0,0.003514137709169418,0.0
group_14,7-8,2026-01-08T11:30:40.729555,0.0187506288491871,0.0375012576983742,0.0,0.0,0.0187506288491871,0.0
group_15,0-1,2025-12-18T11:30:40.729584,0.010937160585353656,0.0218743211707072,0.0,0.0,0.010937160585353545,0.0
group_15,1-2,2025-12-21T11:30:40.729584,0.00608266822828929,0.01216533645657858,0.0,0.0,0.00608266822828929,0.0
group_15,2-3,2025-12-24T11:30:40.729584,0.004196935429305437,0.008393870858610875,0.0,0.0,0.004196935429305437,0.0
group_15,3-4,2025-12-27T11:30:40.729584,0.011588512497972991,0.023177024995945983,0.0,0.0,0.011588512497972991,0.0
group_15,4-5,2025-12-30T11:30:40.729584,0.0010173222782067226,0.002034644556413445,0.0,0.0,0.0010173222782067226,0.0
group_15,5-6,2026-01-02T11:30:40.729584,0.002844929768158866,0.005689859536317843,0.0,0.0,0.002844929768158977,0.0
group_15,6-7,2026-01-05T11:30:40.729584,0.020838068488176598,0.041676136976353306,0.0,0.0,0.02083806848817671,0.0
group_15,7-8,2026-01-08T11:30:40.729584,0.0074879190054956135,0.014975838010991116,0.0,0.0,0.0074879190054955025,0.0
group_16,0-1,2025-12-18T11:30:40.729613,0.008106069148995698,0.016212138297991507,0.0,0.0,0.00810606914899581,0.0
group_16,1-2,2025-12-21T11:30:40.729613,0.0016454354255321935,0.003290870851064276,0.0,0.0,0.0016454354255320824,0.0
group_16,2-3,2025-12-24T11:30:40.729613,0.015149226916583491,0.030298453833166872,0.0,0.0,0.01514922691658338,0.0
group_16,3-4,2025-12-27T11:30:40.729613,0.007373253037965322,0.014746506075930532,0.0,0.0,0.007373253037965211,0.0
group_16,4-5,2025-12-30T11:30:40.729613,0.009922879905292503,0.019845759810585006,0.0,0.0,0.009922879905292503,0.0
group_16,5-6,2026-01-02T11:30:40.729613,0.013332218654528716,0.026664437309057543,0.0,0.0,0.013332218654528827,0.0
group_16,6-7,2026-01-05T11:30:40.729613,0.010858758269479463,0.021717516538959036,0.0,0.0,0.010858758269479574,0.0
group_16,7-8,2026-01-08T11:30:40.729613,0.008332948863615575,0.01666589772723115,0.0,0.0,0.008332948863615575,0.0
group_17,0-1,2025-12-18T11:30:40.729641,0.02339210552846116,0.04678421105692232,0.0,0.0,0.02339210552846116,0.0
group_17,1-2,2025-12-21T11:30:40.729641,0.005921774999824048,0.011843549999648095,0.0,0.0,0.005921774999824048,0.0
group_17,2-3,2025-12-24T11:30:40.729641,0.0034224512883973546,0.006844902576794598,0.0,0.0,0.0034224512883972436,0.0
group_17,3-4,2025-12-27T11:30:40.729641,0.002886716842608661,0.005773433685217322,0.0,0.0,0.002886716842608661,0.0
group_17,4-5,2025-12-30T11:30:40.729641,0.014678426351396157,0.029356852702792313,0.0,0.0,0.014678426351396157,0.0
group_17,5-6,2026-01-02T11:30:40.729641,0.0006071728229275486,0.0012143456458550972,0.0,0.0,0.0006071728229275486,0.0
group_17,6-7,2026-01-05T11:30:40.729641,0.011019666143721296,0.02203933228744248,0.0,0.0,0.011019666143721185,0.0
group_17,7-8,2026-01-08T11:30:40.729641,0.01358010888632788,0.027160217772655648,0.0,0.0,0.013580108886327769,0.0
group_18,0-1,2025-12-18T11:30:40.729671,0.008298405766083539,0.016596811532166966,0.0,0.0,0.008298405766083428,0.0
group_18,1-2,2025-12-21T11:30:40.729671,0.013795004722679471,0.027590009445359054,0.06000000000000005,0.12,0.013795004722679582,0.05999999999999994
group_18,2-3,2025-12-24T11:30:40.729671,0.006569136906964035,0.013138273813927959,0.0,0.0,0.006569136906963924,0.0
group_18,3-4,2025-12-27T11:30:40.729671,0.03547777312393596,0.07095554624787193,0.05999999999999994,0.12,0.03547777312393596,0.06000000000000005
group_18,4-5,2025-12-30T11:30:40.729671,0.009238354218993772,0.018476708437987543,0.0,0.0,0.009238354218993772,0.0
group_18,5-6,2026-01-02T11:30:40.729671,0.007176181801714754,0.014352363603429619,0.0,0.0,0.007176181801714865,0.0
group_18,6-7,2026-01-05T11:30:40.729671,0.006662688937203787,0.013325377874407573,0.0,0.0,0.006662688937203787,0.0
group_18,7-8,2026-01-08T11:30:40.729671,0.002153708083272532,0.004307416166544953,0.0,0.0,0.002153708083272421,0.0
group_19,0-1,2025-12-18T11:30:40.729701,0.012455507101450047,0.024911014202900206,0.0,0.0,0.012455507101450158,0.0
group_19,1-2,2025-12-21T11:30:40.729701,0.004213180488381485,0.008426360976763081,0.0,0.0,0.004213180488381596,0.0
group_19,2-3,2025-12-24T11:30:40.729701,0.011043182812748409,0.022086365625496707,0.0,0.0,0.011043182812748298,0.0
group_19,3-4,2025-12-27T11:30:40.729701,0.014881859232358075,0.02976371846471615,0.0,0.0,0.014881859232358075,0.0
group_19,4-5,2025-12-30T11:30:40.729701,0.011571144775405773,0.023142289550811546,0.0,0.0,0.011571144775405773,0.0
group_19,5-6,2026-01-02T11:30:40.729701,0.0016231300192185438,0.0032462600384371987,0.0,0.0,0.0016231300192186549,0.0
group_19,6-7,2026-01-05T11:30:40.729701,0.0011719880169864805,0.002343976033972961,0.0,0.0,0.0011719880169864805,0.0
group_19,7-8,2026-01-08T11:30:40.729701,0.0052281876073034805,0.010456375214606961,0.0,0.0,0.0052281876073034805,0.0
