user_id,snapshot_pair,evolution_rate,crossing_delta,time_delta,history_delta
user_14,7-8,0.3333333333333333,0,86400.0,259200.0
user_14,8-9,0.3333333333333333,0,86400.0,259200.0
user_15,0-1,0.3333333333333333,0,86400.0,259200.0
user_15,1-2,0.3333333333333333,0,86400.0,259200.0
user_15,2-3,0.3333333333333333,0,86400.0,259200.0
user_15,3-4,0.3333333333333333,0,86400.0,259200.0
user_15,4-5,0.3333333333333333,1,86400.0,259200.0
user_15,5-6,0.3333333333333333,-1,86400.0,259200.0
user_15,6-7,0.3333333333333333,0,86400.0,259200.0
user_15,7-8,0.3333333333333333,1,86400.0,259200.0
user_15,8-9,0.3333333333333333,-1,86400.0,259200.0
user_16,0-1,0.3333333333333333,0,86400.0,259200.0
user_16,1-2,0.3333333333333333,0,86400.0,259200.0
user_16,2-3,0.3333333333333333,0,86400.0,259200.0
user_16,3-4,0.3333333333333333,0,86400.0,259200.0
user_16,4-5,0.3333333333333333,0,86400.0,259200.0
user_16,5-6,0.3333333333333333,0,86400.0,259200.0
user_16,6-7,0.3333333333333333,0,86400.0,259200.0
user_16,7-8,0.3333333333333333,-1,86400.0,259200.0
user_16,8-9,0.3333333333333333,1,86400.0,259200.0
user_17,0-1,0.3333333333333333,0,86400.0,259200.0
user_17,1-2,0.3333333333333333,0,86400.0,259200.0
user_17,2-3,0.3333333333333333,1,86400.0,259200.0
user_17,3-4,0.3333333333333333,-1,86400.0,259200.0
user_17,4-5,0.3333333333333333,0,86400.0,259200.0
user_17,5-6,0.3333333333333333,0,86400.0,259200.0
user_17,6-7,0.3333333333333333,1,86400.0,259200.0
user_17,7-8,0.3333333333333333,-1,86400.0,259200.0
user_17,8-9,0.3333333333333333,1,86400.0,259200.0
user_18,0-1,0.3333333333333333,0,86400.0,259200.0
user_18,1-2,0.3333333333333333,0,86400.0,259200.0
user_18,2-3,0.3333333333333333,0,86400.0,259200.0
user_18,3-4,0.3333333333333333,0,86400.0,259200.0
user_18,4-5,0.3333333333333333,0,86400.0,259200.0
user_18,5-6,0.3333333333333333,0,86400.0,259200.0
user_18,6-7,0.3333333333333333,0,86400.0,259200.0
user_18,7-8,0.3333333333333333,1,86400.0,259200.0
user_18,8-9,0.3333333333333333,-1,86400.0,259200.0
user_19,0-1,0.3333333333333333,0,86400.0,259200.0
user_19,1-2,0.3333333333333333,0,86400.0,259200.0
user_19,2-3,0.3333333333333333,0,86400.0,259200.0
user_19,3-4,0.3333333333333333,0,86400.0,259200.0
user_19,4-5,0.3333333333333333,0,86400.0,259200.0
user_19,5-6,0.3333333333333333,-1,86400.0,259200.0
user_19,6-7,0.3333333333333333,0,86400.0,259200.0
user_19,7-8,0.3333333333333333,0,86400.0,259200.0
user_19,8-9,0.3333333333333333,0,86400.0,259200.0
user_20,0-1,0.3333333333333333,0,86400.0,259200.0
user_20,1-2,0.3333333333333333,1,86400.0,259200.0
user_20,2-3,0.3333333333333333,-1,86400.0,259200.0
user_20,3-4,0.3333333333333333,1,86400.0,259200.0
user_20,4-5,0.3333333333333333,0,86400.0,259200.0
user_20,5-6,0.3333333333333333,0,86400.0,259200.0
user_20,6-7,0.3333333333333333,0,86400.0,259200.0
user_20,7-8,0.3333333333333333,0,86400.0,259200.0
user_20,8-9,0.3333333333333333,0,86400.0,259200.0
user_21,0-1,0.3333333333333333,0,86400.0,259200.0
user_21,1-2,0.3333333333333333,0,86400.0,259200.0
user_21,2-3,0.3333333333333333,0,86400.0,259200.0
user_21,3-4,0.3333333333333333,0,86400.0,259200.0
user_21,4-5,0.3333333333333333,0,86400.0,259200.0
user_21,5-6,0.3333333333333333,0,86400.0,259200.0
user_21,6-7,0.3333333333333333,0,86400.0,259200.0
user_21,7-8,0.3333333333333333,0,86400.0,259200.0
user_21,8-9,0.3333333333333333,0,86400.0,259200.0
user_22,0-1,0.3333333333333333,1,86400.0,259200.0
user_22,1-2,0.3333333333333333,-1,86400.0,259200.0
user_22,2-3,0.3333333333333333,0,86400.0,259200.0
user_22,3-4,0.3333333333333333,0,86400.0,259200.0
user_22,4-5,0.3333333333333333,0,86400.0,259200.0
user_22,5-6,0.3333333333333333,1,86400.0,259200.0
user_22,6-7,0.3333333333333333,-1,86400.0,259200.0
user_22,7-8,0.3333333333333333,1,86400.0,259200.0
user_22,8-9,0.3333333333333333,0,86400.0,259200.0
user_23,0-1,0.3333333333333333,0,86400.0,259200.0
user_23,1-2,0.3333333333333333,1,86400.0,259200.0
user_23,2-3,0.3333333333333333,-1,86400.0,259200.0
user_23,3-4,0.3333333333333333,0,86400.0,259200.0
user_23,4-5,0.3333333333333333,1,86400.0,259200.0
user_23,5-6,0.3333333333333333,-1,86400.0,259200.0
user_23,6-7,0.3333333333333333,0,86400.0,259200.0
user_23,7-8,0.3333333333333333,0,86400.0,259200.0
user_23,8-9,0.3333333333333333,1,86400.0,259200.0
user_24,0-1,0.3333333333333333,0,86400.0,259200.0
user_24,1-2,0.3333333333333333,0,86400.0,259200.0
user_24,2-3,0.3333333333333333,0,86400.0,259200.0
user_24,3-4,0.3333333333333333,0,86400.0,259200.0
user_24,4-5,0.3333333333333333,0,86400.0,259200.0
user_24,5-6,0.3333333333333333,0,86400.0,259200.0
user_24,6-7,0.3333333333333333,0,86400.0,259200.0
user_24,7-8,0.3333333333333333,0,86400.0,259200.0
user_24,8-9,0.3333333333333333,0,86400.0,259200.0
user_25,0-1,0.3333333333333333,0,86400.0,259200.0
user_25,1-2,0.3333333333333333,0,86400.0,259200.0
user_25,2-3,0.3333333333333333,0,86400.0,259200.0
user_25,3-4,0.3333333333333333,0,86400.0,259200.0
user_25,4-5,0.3333333333333333,1,86400.0,259200.0
user_25,5-6,0.3333333333333333,-1,86400.0,259200.0
user_25,6-7,0.3333333333333333,0,86400.0,259200.0
user_25,7-8,0.3333333333333333,0,86400.0,259200.0
user_25,8-9,0.3333333333333333,0,86400.0,259200.0
user_26,0-1,0.3333333333333333,0,86400.0,259200.0
user_26,1-2,0.3333333333333333,0,86400.0,259200.0
user_26,2-3,0.3333333333333333,0,86400.0,259200.0
user_26,3-4,0.3333333333333333,0,86400.0,259200.0
user_26,4-5,0.3333333333333333,1,86400.0,259200.0
user_26,5-6,0.3333333333333333,-1,86400.0,259200.0
user_26,6-7,0.3333333333333333,0,86400.0,259200.0
user_26,7-8,0.3333333333333333,0,86400.0,259200.0
user_26,8-9,0.3333333333333333,0,86400.0,259200.0
user_27,0-1,0.3333333333333333,0,86400.0,259200.0
user_27,1-2,0.3333333333333333,0,86400.0,259200.0
user_27,2-3,0.3333333333333333,0,86400.0,259200.0
user_27,3-4,0.3333333333333333,0,86400.0,259200.0
user_27,4-5,0.3333333333333333,0,86400.0,259200.0
user_27,5-6,0.3333333333333333,1,86400.0,259200.0
user_27,6-7,0.3333333333333333,0,86400.0,259200.0
user_27,7-8,0.3333333333333333,-1,86400.0,259200.0
user_27,8-9,0.3333333333333333,1,86400.0,259200.0
user_28,0-1,0.3333333333333333,0,86400.0,259200.0
user_28,1-2,0.3333333333333333,0,86400.0,259200.0
user_28,2-3,0.3333333333333333,0,86400.0,259200.0
user_28,3-4,0.3333333333333333,0,86400.0,259200.0
user_28,4-5,0.3333333333333333,0,86400.0,259200.0
user_28,5-6,0.3333333333333333,0,86400.0,259200.0
user_28,6-7,0.3333333333333333,0,86400.0,259200.0
user_28,7-8,0.3333333333333333,1,86400.0,259200.0
user_28,8-9,0.3333333333333333,-1,86400.0,259200.0
user_29,0-1,0.3333333333333333,0,86400.0,259200.0
user_29,1-2,0.3333333333333333,0,86400.0,259200.0
user_29,2-3,0.3333333333333333,0,86400.0,259200.0
user_29,3-4,0.3333333333333333,0,86400.0,259200.0
user_29,4-5,0.3333333333333333,0,86400.0,259200.0
user_29,5-6,0.3333333333333333,0,86400.0,259200.0
user_29,6-7,0.3333333333333333,0,86400.0,259200.0
user_29,7-8,0.3333333333333333,0,86400.0,259200.0
user_29,8-9,0.3333333333333333,0,86400.0,259200.0
user_30,0-1,0.3333333333333333,0,86400.0,259200.0
user_30,1-2,0.3333333333333333,0,86400.0,259200.0
user_30,2-3,0.3333333333333333,0,86400.0,259200.0
user_30,3-4,0.3333333333333333,0,86400.0,259200.0
user_30,4-5,0.3333333333333333,0,86400.0,259200.0
user_30,5-6,0.3333333333333333,0,86400.0,259200.0
user_30,6-7,0.3333333333333333,0,86400.0,259200.0
user_30,7-8,0.3333333333333333,0,86400.0,259200.0
user_30,8-9,0.3333333333333333,0,86400.0,259200.0
user_31,0-1,0.3333333333333333,0,86400.0,259200.0
user_31,1-2,0.3333333333333333,0,86400.0,259200.0
user_31,2-3,0.3333333333333333,0,86400.0,259200.0
user_31,3-4,0.3333333333333333,0,86400.0,259200.0
user_31,4-5,0.3333333333333333,0,86400.0,259200.0
user_31,5-6,0.3333333333333333,0,86400.0,259200.0
user_31,6-7,0.3333333333333333,0,86400.0,259200.0
user_31,7-8,0.3333333333333333,0,86400.0,259200.0
user_31,8-9,0.3333333333333333,0,86400.0,259200.0
user_32,0-1,0.3333333333333333,0,86400.0,259200.0
user_32,1-2,0.3333333333333333,0,86400.0,259200.0
user_32,2-3,0.3333333333333333,0,86400.0,259200.0
user_32,3-4,0.3333333333333333,0,86400.0,259200.0
user_32,4-5,0.3333333333333333,0,86400.0,259200.0
user_32,5-6,0.3333333333333333,1,86400.0,259200.0
user_32,6-7,0.3333333333333333,-1,86400.0,259200.0
user_32,7-8,0.3333333333333333,0,86400.0,259200.0
user_32,8-9,0.3333333333333333,0,86400.0,259200.0
user_33,0-1,0.3333333333333333,0,86400.0,259200.0
user_33,1-2,0.3333333333333333,0,86400.0,259200.0
user_33,2-3,0.3333333333333333,0,86400.0,259200.0
user_33,3-4,0.3333333333333333,0,86400.0,259200.0
user_33,4-5,0.3333333333333333,0,86400.0,259200.0
user_33,5-6,0.3333333333333333,0,86400.0,259200.0
user_33,6-7,0.3333333333333333,-1,86400.0,259200.0
user_33,7-8,0.3333333333333333,1,86400.0,259200.0
user_33,8-9,0.3333333333333333,0,86400.0,259200.0
user_34,0-1,0.3333333333333333,0,86400.0,259200.0
user_34,1-2,0.3333333333333333,0,86400.0,259200.0
user_34,2-3,0.3333333333333333,0,86400.0,259200.0
user_34,3-4,0.3333333333333333,0,86400.0,259200.0
user_34,4-5,0.3333333333333333,0,86400.0,259200.0
user_34,5-6,0.3333333333333333,0,86400.0,259200.0
user_34,6-7,0.3333333333333333,0,86400.0,259200.0
user_34,7-8,0.3333333333333333,0,86400.0,259200.0
user_34,8-9,0.3333333333333333,0,86400.0,259200.0
user_35,0-1,0.3333333333333333,0,86400.0,259200.0
user_35,1-2,0.3333333333333333,0,86400.0,259200.0
user_35,2-3,0.3333333333333333,0,86400.0,259200.0
user_35,3-4,0.3333333333333333,0,86400.0,259200.0
user_35,4-5,0.3333333333333333,0,86400.0,259200.0
user_35,5-6,0.3333333333333333,0,86400.0,259200.0
user_35,6-7,0.3333333333333333,0,86400.0,259200.0
user_35,7-8,0.3333333333333333,0,86400.0,259200.0
user_35,8-9,0.3333333333333333,1,86400.0,259200.0
user_36,0-1,0.3333333333333333,0,86400.0,259200.0
user_36,1-2,0.3333333333333333,0,86400.0,259200.0
user_36,2-3,0.3333333333333333,0,86400.0,259200.0
user_36,3-4,0.3333333333333333,0,86400.0,259200.0
user_36,4-5,0.3333333333333333,0,86400.0,259200.0
user_36,5-6,0.3333333333333333,0,86400.0,259200.0
user_36,6-7,0.3333333333333333,0,86400.0,259200.0
user_36,7-8,0.3333333333333333,0,86400.0,259200.0
user_36,8-9,0.3333333333333333,0,86400.0,259200.0
user_37,0-1,0.3333333333333333,0,86400.0,259200.0
user_37,1-2,0.3333333333333333,0,86400.0,259200.0
user_37,2-3,0.3333333333333333,0,86400.0,259200.0
user_37,3-4,0.3333333333333333,0,86400.0,259200.0
user_37,4-5,0.3333333333333333,0,86400.0,259200.0
user_37,5-6,0.3333333333333333,1,86400.0,259200.0
user_37,6-7,0.3333333333333333,-1,86400.0,259200.0
user_37,7-8,0.3333333333333333,0,86400.0,259200.0
user_37,8-9,0.3333333333333333,1,86400.0,259200.0
user_38,0-1,0.3333333333333333,1,86400.0,259200.0
user_38,1-2,0.3333333333333333,0,86400.0,259200.0
user_38,2-3,0.3333333333333333,0,86400.0,259200.0
user_38,3-4,0.3333333333333333,-1,86400.0,259200.0
user_38,4-5,0.3333333333333333,1,86400.0,259200.0
user_38,5-6,0.3333333333333333,1,86400.0,259200.0
user_38,6-7,0.3333333333333333,-2,86400.0,259200.0
user_38,7-8,0.3333333333333333,1,86400.0,259200.0
user_38,8-9,0.3333333333333333,-1,86400.0,259200.0
user_39,0-1,0.3333333333333333,0,86400.0,259200.0
user_39,1-2,0.3333333333333333,0,86400.0,259200.0
user_39,2-3,0.3333333333333333,0,86400.0,259200.0
user_39,3-4,0.3333333333333333,0,86400.0,259200.0
user_39,4-5,0.3333333333333333,0,86400.0,259200.0
user_39,5-6,0.3333333333333333,1,86400.0,259200.0
user_39,6-7,0.3333333333333333,0,86400.0,259200.0
user_39,7-8,0.3333333333333333,-1,86400.0,259200.0
user_39,8-9,0.3333333333333333,1,86400.0,259200.0
user_40,0-1,0.3333333333333333,0,86400.0,259200.0
user_40,1-2,0.3333333333333333,0,86400.0,259200.0
user_40,2-3,0.3333333333333333,0,86400.0,259200.0
user_40,3-4,0.3333333333333333,0,86400.0,259200.0
user_40,4-5,0.3333333333333333,0,86400.0,259200.0
user_40,5-6,0.3333333333333333,0,86400.0,259200.0
user_40,6-7,0.3333333333333333,0,86400.0,259200.0
user_40,7-8,0.3333333333333333,0,86400.0,259200.0
user_40,8-9,0.3333333333333333,1,86400.0,259200.0
user_41,0-1,0.3333333333333333,0,86400.0,259200.0
user_41,1-2,0.3333333333333333,0,86400.0,259200.0
user_41,2-3,0.3333333333333333,-1,86400.0,259200.0
user_41,3-4,0.3333333333333333,1,86400.0,259200.0
user_41,4-5,0.3333333333333333,0,86400.0,259200.0
user_41,5-6,0.3333333333333333,0,86400.0,259200.0
user_41,6-7,0.3333333333333333,0,86400.0,259200.0
user_41,7-8,0.3333333333333333,0,86400.0,259200.0
user_41,8-9,0.3333333333333333,0,86400.0,259200.0
user_42,0-1,0.3333333333333333,0,86400.0,259200.0
user_42,1-2,0.3333333333333333,0,86400.0,259200.0
user_42,2-3,0.3333333333333333,0,86400.0,259200.0
user_42,3-4,0.3333333333333333,0,86400.0,259200.0
user_42,4-5,0.3333333333333333,0,86400.0,259200.0
user_42,5-6,0.3333333333333333,0,86400.0,259200.0
user_42,6-7,0.3333333333333333,0,86400.0,259200.0
user_42,7-8,0.3333333333333333,0,86400.0,259200.0
user_42,8-9,0.3333333333333333,0,86400.0,259200.0
user_43,0-1,0.3333333333333333,0,86400.0,259200.0
user_43,1-2,0.3333333333333333,0,86400.0,259200.0
user_43,2-3,0.3333333333333333,0,86400.0,259200.0
user_43,3-4,0.3333333333333333,0,86400.0,259200.0
user_43,4-5,0.3333333333333333,-1,86400.0,259200.0
user_43,5-6,0.3333333333333333,1,86400.0,259200.0
user_43,6-7,0.3333333333333333,0,86400.0,259200.0
user_43,7-8,0.3333333333333333,1,86400.0,259200.0
user_43,8-9,0.3333333333333333,0,86400.0,259200.0
user_44,0-1,0.3333333333333333,0,86400.0,259200.0
user_44,1-2,0.3333333333333333,0,86400.0,259200.0
user_44,2-3,0.3333333333333333,0,86400.0,259200.0
user_44,3-4,0.3333333333333333,-1,86400.0,259200.0
user_44,4-5,0.3333333333333333,0,86400.0,259200.0
user_44,5-6,0.3333333333333333,1,86400.0,259200.0
user_44,6-7,0.3333333333333333,0,86400.0,259200.0
user_44,7-8,0.3333333333333333,-1,86400.0,259200.0
user_44,8-9,0.3333333333333333,1,86400.0,259200.0
user_45,0-1,0.3333333333333333,1,86400.0,259200.0
user_45,1-2,0.3333333333333333,-1,86400.0,259200.0
user_45,2-3,0.3333333333333333,0,86400.0,259200.0
user_45,3-4,0.3333333333333333,1,86400.0,259200.0
user_45,4-5,0.3333333333333333,0,86400.0,259200.0
user_45,5-6,0.3333333333333333,0,86400.0,259200.0
user_45,6-7,0.3333333333333333,-1,86400.0,259200.0
user_45,7-8,0.3333333333333333,1,86400.0,259200.0
user_45,8-9,0.3333333333333333,0,86400.0,259200.0
user_46,0-1,0.3333333333333333,0,86400.0,259200.0
user_46,1-2,0.3333333333333333,0,86400.0,259200.0
user_46,2-3,0.3333333333333333,0,86400.0,259200.0
user_46,3-4,0.3333333333333333,0,86400.0,259200.0
user_46,4-5,0.3333333333333333,0,86400.0,259200.0
user_46,5-6,0.3333333333333333,0,86400.0,259200.0
user_46,6-7,0.3333333333333333,0,86400.0,259200.0
user_46,7-8,0.3333333333333333,0,86400.0,259200.0
user_46,8-9,0.3333333333333333,0,86400.0,259200.0
user_47,0-1,0.3333333333333333,0,86400.0,259200.0
user_47,1-2,0.3333333333333333,-1,86400.0,259200.0
user_47,2-3,0.3333333333333333,0,86400.0,259200.0
user_47,3-4,0.3333333333333333,1,86400.0,259200.0
user_47,4-5,0.3333333333333333,-1,86400.0,259200.0
user_47,5-6,0.3333333333333333,1,86400.0,259200.0
user_47,6-7,0.3333333333333333,0,86400.0,259200.0
user_47,7-8,0.3333333333333333,0,86400.0,259200.0
user_47,8-9,0.3333333333333333,-1,86400.0,259200.0
user_48,0-1,0.3333333333333333,0,86400.0,259200.0
user_48,1-2,0.3333333333333333,0,86400.0,259200.0
user_48,2-3,0.3333333333333333,0,86400.0,259200.0
user_48,3-4,0.3333333333333333,0,86400.0,259200.0
user_48,4-5,0.3333333333333333,0,86400.0,259200.0
user_48,5-6,0.3333333333333333,0,86400.0,259200.0
user_48,6-7,0.3333333333333333,0,86400.0,259200.0
user_48,7-8,0.3333333333333333,0,86400.0,259200.0
user_48,8-9,0.3333333333333333,-1,86400.0,259200.0
user_49,0-1,0.3333333333333333,0,86400.0,259200.0
user_49,1-2,0.3333333333333333,0,86400.0,259200.0
user_49,2-3,0.3333333333333333,0,86400.0,259200.0
user_49,3-4,0.3333333333333333,0,86400.0,259200.0
user_49,4-5,0.3333333333333333,0,86400.0,259200.0
user_49,5-6,0.3333333333333333,0,86400.0,259200.0
user_49,6-7,0.3333333333333333,0,86400.0,259200.0
user_49,7-8,0.3333333333333333,0,86400.0,259200.0
user_49,8-9,0.3333333333333333,0,86400.0,259200.0
user_50,0-1,0.3333333333333333,0,86400.0,259200.0
user_50,1-2,0.3333333333333333,0,86400.0,259200.0
user_50,2-3,0.3333333333333333,0,86400.0,259200.0
user_50,3-4,0.3333333333333333,0,86400.0,259200.0
user_50,4-5,0.3333333333333333,0,86400.0,259200.0
user_50,5-6,0.3333333333333333,-1,86400.0,259200.0
user_50,6-7,0.3333333333333333,0,86400.0,259200.0
user_50,7-8,0.3333333333333333,1,86400.0,259200.0
user_50,8-9,0.3333333333333333,0,86400.0,259200.0
