work_id,ai_id,initial_quality,improved_quality,quality_improvement
work_0171,ai_0086,0.6415712060227046,0.7070522110684881,0.06548100504578358
work_0172,ai_0013,0.6354110172253125,0.713362866489862,0.07795184926454957
work_0173,ai_0165,0.796508950788348,0.8416422475670935,0.045133296778745446
work_0174,ai_0084,0.858116664451241,0.8902279814938463,0.03211131704260528
work_0175,ai_0173,0.8190361456789668,0.8679390195285147,0.048902873849547945
work_0176,ai_0064,0.7718741280164524,0.806396876654709,0.03452274863825666
work_0177,ai_0168,0.9193867140977555,0.9351472348678704,0.015760520770114916
work_0178,ai_0154,0.8382398396065185,0.8810701111580039,0.042830271551485444
work_0179,ai_0085,0.6988381983907912,0.7510531554506915,0.05221495705990031
work_0180,ai_0169,0.8889153662850423,0.9129949946478232,0.02407962836278088
work_0181,ai_0089,0.9454504786578601,0.9553302273197024,0.00987974866184227
work_0182,ai_0167,0.8057600461463287,0.8565503948640778,0.05079034871774912
work_0183,ai_0100,0.5974225658122554,0.6735571812593288,0.07613461544707345
work_0184,ai_0181,0.8484477452466412,0.8850239178397127,0.03657617259307144
work_0185,ai_0079,0.9189544497896355,0.9388923625067004,0.01993791271706491
work_0186,ai_0164,0.9394578637910487,0.9566879559178936,0.017230092126844898
work_0187,ai_0032,0.7040499323272996,0.7513095385285299,0.047259606201230264
work_0188,ai_0189,0.6805814086355266,0.728834466416883,0.04825305778135636
work_0189,ai_0134,0.8759676836016088,0.9122968936132536,0.0363292100116448
work_0190,ai_0171,0.8108755934969193,0.8620225940922409,0.05114700059532162
work_0191,ai_0092,0.8148706668376245,0.8776930898398237,0.0628224230021992
work_0192,ai_0079,0.9189544497896355,0.9388923625067004,0.01993791271706491
work_0193,ai_0054,0.7462245284298636,0.7901288085887584,0.043904280158894804
work_0194,ai_0196,0.6749632777601522,0.7323387884933502,0.05737551073319802
work_0195,ai_0057,0.7039738144461991,0.7538616166863337,0.04988780224013456
work_0196,ai_0039,0.7789879577392065,0.823197783251043,0.0442098255118365
work_0197,ai_0025,0.736131737734594,0.7789278586888306,0.04279612095423668
work_0198,ai_0138,0.9494839395223006,0.9620054820901044,0.0125215425678038
work_0199,ai_0134,0.8759676836016088,0.9122968936132536,0.0363292100116448
work_0200,ai_0086,0.6415712060227046,0.7070522110684881,0.06548100504578358
work_0201,ai_0158,0.8605135539682416,0.8850652697429539,0.02455171577471227
work_0202,ai_0096,0.7100628985679647,0.7646213203444989,0.05455842177653425
work_0203,ai_0046,0.6641841764253686,0.7338881897153685,0.06970401328999987
work_0204,ai_0197,0.7861371964504754,0.8253859601445129,0.039248763694037514
work_0205,ai_0042,0.8504073115868344,0.8894647686879973,0.03905745710116293
work_0206,ai_0011,0.7912823089111498,0.8457305844687166,0.054448275557566816
work_0207,ai_0173,0.8190361456789668,0.8679390195285147,0.048902873849547945
work_0208,ai_0113,0.8520557789149217,0.8845414532412919,0.03248567432637017
work_0209,ai_0192,0.791511914786711,0.8282584611867008,0.036746546399989755
work_0210,ai_0114,0.8377314818236897,0.8760899727294529,0.038358490905763154
work_0211,ai_0061,0.7822306993655772,0.8210114952762011,0.03878079591062389
work_0212,ai_0120,0.8104801802654517,0.8474394958590912,0.03695931559363952
work_0213,ai_0049,0.8334351729388992,0.8722137273127797,0.03877855437388045
work_0214,ai_0146,0.8666977540860369,0.8986305721043514,0.03193281801831449
work_0215,ai_0118,0.7114897045513401,0.7636112866947238,0.05212158214338369
work_0216,ai_0199,0.7010742777608836,0.7532814825114227,0.05220720475053908
work_0217,ai_0135,0.776510659669795,0.8235824667074887,0.04707180703769365
work_0218,ai_0041,0.6474859861613309,0.7268211995542834,0.07933521339295246
work_0219,ai_0154,0.8382398396065185,0.8810701111580039,0.042830271551485444
work_0220,ai_0064,0.7718741280164524,0.806396876654709,0.03452274863825666
work_0221,ai_0123,0.8290980676960634,0.8646997767497095,0.035601709053646124
work_0222,ai_0141,0.7518798651237839,0.8075501924339555,0.05567032731017163
work_0223,ai_0182,0.864499615053062,0.8898842742008678,0.025384659147805744
work_0224,ai_0031,0.8385187500388348,0.8915958018178487,0.053077051779013895
work_0225,ai_0195,0.7629574738596308,0.8225011330657197,0.05954365920608895
work_0226,ai_0115,0.9602969068452623,0.9715002613975252,0.011203354552262956
work_0227,ai_0037,0.7532332570554316,0.8091369376886018,0.055903680633170194
work_0228,ai_0023,0.7862633828844705,0.8287383053298684,0.042474922445397856
work_0229,ai_0056,0.8663020822731317,0.9036690681424658,0.03736698586933418
work_0230,ai_0089,0.9454504786578601,0.9553302273197024,0.00987974866184227
work_0231,ai_0106,0.8034963678494088,0.8509656004270465,0.04746923257763769
work_0232,ai_0128,0.8623208729078995,0.898933031358679,0.036612158450779475
work_0233,ai_0098,0.8057709340260558,0.8838669081282484,0.0780959741021926
work_0234,ai_0095,0.9743710929770907,0.9791578382358024,0.0047867452587117
work_0235,ai_0081,0.7237685534586975,0.7907551779274137,0.06698662446871617
work_0236,ai_0182,0.864499615053062,0.8898842742008678,0.025384659147805744
work_0237,ai_0037,0.7532332570554316,0.8091369376886018,0.055903680633170194
work_0238,ai_0073,0.7445462469284502,0.7973345823225731,0.052788335394122976
work_0239,ai_0120,0.8104801802654517,0.8474394958590912,0.03695931559363952
work_0240,ai_0035,0.8301084425931279,0.8857655042177057,0.05565706162457784
work_0241,ai_0120,0.8104801802654517,0.8474394958590912,0.03695931559363952
work_0242,ai_0001,0.5864052877878356,0.6466629339244365,0.060257646136600895
work_0243,ai_0004,0.8296463378950893,0.8703445271660262,0.040698189270936824
work_0244,ai_0038,0.7539707408493861,0.8028242822721985,0.0488535414228124
work_0245,ai_0186,0.7350224758932515,0.798678698696739,0.06365622280348748
work_0246,ai_0108,0.5845645978029043,0.6466590664159967,0.062094468613092424
work_0247,ai_0073,0.7445462469284502,0.7973345823225731,0.052788335394122976
work_0248,ai_0031,0.8385187500388348,0.8915958018178487,0.053077051779013895
work_0249,ai_0107,0.7194560685166905,0.7703997399903133,0.050943671473622776
work_0250,ai_0159,0.9453361961740027,0.9616447246796679,0.01630852850566522
work_0251,ai_0028,0.8345949550827588,0.8683475116563775,0.03375255657361864
work_0252,ai_0127,0.6477894927992545,0.7427674662907472,0.09497797349149273
work_0253,ai_0004,0.8296463378950893,0.8703445271660262,0.040698189270936824
work_0254,ai_0147,0.8074337563433792,0.8591520006226893,0.051718244279310044
work_0255,ai_0036,0.8033477828830573,0.8525718964331513,0.04922411355009404
work_0256,ai_0000,0.7088674722691695,0.7766242752474389,0.06775680297826947
work_0257,ai_0061,0.7822306993655772,0.8210114952762011,0.03878079591062389
work_0258,ai_0047,0.7416526308386427,0.7899297357484248,0.0482771049097821
work_0259,ai_0021,0.8101579734582726,0.8600846868034319,0.0499267133451593
work_0260,ai_0092,0.8148706668376245,0.8776930898398237,0.0628224230021992
work_0261,ai_0134,0.8759676836016088,0.9122968936132536,0.0363292100116448
work_0262,ai_0129,0.9168782040782666,0.9353141708278929,0.01843596674962633
work_0263,ai_0099,0.7418489371637311,0.8030779626148099,0.06122902545107878
work_0264,ai_0011,0.7912823089111498,0.8457305844687166,0.054448275557566816
work_0265,ai_0095,0.9743710929770907,0.9791578382358024,0.0047867452587117
work_0266,ai_0004,0.8296463378950893,0.8703445271660262,0.040698189270936824
work_0267,ai_0017,0.5152377921849091,0.5922363116320136,0.07699851944710456
work_0268,ai_0187,0.8538385198864632,0.8825203061075643,0.02868178622110107
work_0269,ai_0026,0.5549920190490963,0.6104335971520876,0.05544157810299122
work_0270,ai_0188,0.9008456564144198,0.9202922181179144,0.01944656170349457
work_0271,ai_0034,0.9471628749611164,0.9606244477285929,0.013461572767476504
work_0272,ai_0139,0.9418475309775546,0.9600154950441168,0.01816796406656218
work_0273,ai_0164,0.9394578637910487,0.9566879559178936,0.017230092126844898
work_0274,ai_0199,0.7010742777608836,0.7532814825114227,0.05220720475053908
work_0275,ai_0178,0.7521781961924217,0.7999106316704783,0.04773243547805661
work_0276,ai_0046,0.6641841764253686,0.7338881897153685,0.06970401328999987
work_0277,ai_0016,0.8420683443801797,0.8743351542408192,0.032266809860639456
work_0278,ai_0117,0.7252876374204619,0.7916660106211557,0.06637837320069384
work_0279,ai_0051,0.6563177296911056,0.719705498113541,0.06338776842243543
work_0280,ai_0051,0.6563177296911056,0.719705498113541,0.06338776842243543
work_0281,ai_0080,0.8302375756939347,0.8646079906571361,0.03437041496320137
work_0282,ai_0131,0.6047282083748963,0.6996317187016581,0.09490351032676181
work_0283,ai_0139,0.9418475309775546,0.9600154950441168,0.01816796406656218
work_0284,ai_0009,0.7438842189967517,0.8121118573479346,0.06822763835118284
work_0285,ai_0048,0.7886911097443132,0.8310454779613404,0.042354368217027205
work_0286,ai_0199,0.7010742777608836,0.7532814825114227,0.05220720475053908
work_0287,ai_0167,0.8057600461463287,0.8565503948640778,0.05079034871774912
work_0288,ai_0031,0.8385187500388348,0.8915958018178487,0.053077051779013895
work_0289,ai_0111,0.76539804433183,0.8160854831727691,0.05068743884093907
work_0290,ai_0190,0.9003626115276813,0.9246841574135161,0.024321545885834794
work_0291,ai_0098,0.8057709340260558,0.8838669081282484,0.0780959741021926
work_0292,ai_0047,0.7416526308386427,0.7899297357484248,0.0482771049097821
work_0293,ai_0127,0.6477894927992545,0.7427674662907472,0.09497797349149273
work_0294,ai_0132,0.7935968583387231,0.8508643555707465,0.0572674972320234
work_0295,ai_0021,0.8101579734582726,0.8600846868034319,0.0499267133451593
work_0296,ai_0020,0.7057656647363536,0.7611723299479647,0.055406665211611084
work_0297,ai_0046,0.6641841764253686,0.7338881897153685,0.06970401328999987
work_0298,ai_0082,0.799657721212854,0.8403201768923213,0.04066245567946736
work_0299,ai_0083,0.5024814940823243,0.5713106584911913,0.068829164408867
work_0300,ai_0078,0.6794711329140003,0.733107928312032,0.05363679539803168
work_0301,ai_0183,0.9501303558681171,0.9612690328811359,0.011138677013018738
work_0302,ai_0176,0.6182871678382605,0.6771101607365324,0.058822992898271864
work_0303,ai_0114,0.8377314818236897,0.8760899727294529,0.038358490905763154
work_0304,ai_0090,0.8017875393221099,0.8426817436960713,0.04089420437396141
work_0305,ai_0111,0.76539804433183,0.8160854831727691,0.05068743884093907
work_0306,ai_0014,0.8132482113553748,0.8525628169600259,0.039314605604651054
work_0307,ai_0163,0.7117716754098311,0.761596932606765,0.04982525719693387
work_0308,ai_0131,0.6047282083748963,0.6996317187016581,0.09490351032676181
work_0309,ai_0173,0.8190361456789668,0.8679390195285147,0.048902873849547945
work_0310,ai_0007,0.942827445406725,0.952653189461971,0.009825744055245944
work_0311,ai_0155,0.6231875506025693,0.6812274480187146,0.05803989741614535
work_0312,ai_0112,0.9094349716295078,0.9363336122829711,0.026898640653463257
work_0313,ai_0017,0.5152377921849091,0.5922363116320136,0.07699851944710456
work_0314,ai_0165,0.796508950788348,0.8416422475670935,0.045133296778745446
work_0315,ai_0098,0.8057709340260558,0.8838669081282484,0.0780959741021926
work_0316,ai_0008,0.5647222518111524,0.6544776071871097,0.08975535537595725
work_0317,ai_0173,0.8190361456789668,0.8679390195285147,0.048902873849547945
work_0318,ai_0094,0.9423230035377103,0.9624411197440677,0.020118116206357395
work_0319,ai_0195,0.7629574738596308,0.8225011330657197,0.05954365920608895
work_0320,ai_0035,0.8301084425931279,0.8857655042177057,0.05565706162457784
work_0321,ai_0101,0.7417410925411903,0.813924421770542,0.07218332922935178
work_0322,ai_0071,0.6174755336395134,0.6925333242054875,0.07505779056597417
work_0323,ai_0029,0.7951799877396328,0.8481508871657807,0.052970899426147855
work_0324,ai_0047,0.7416526308386427,0.7899297357484248,0.0482771049097821
work_0325,ai_0099,0.7418489371637311,0.8030779626148099,0.06122902545107878
work_0326,ai_0030,0.7669992951061791,0.8235560671139586,0.05655677200777942
work_0327,ai_0066,0.8079587474285552,0.8488618110025274,0.04090306357397222
work_0328,ai_0054,0.7462245284298636,0.7901288085887584,0.043904280158894804
work_0329,ai_0073,0.7445462469284502,0.7973345823225731,0.052788335394122976
work_0330,ai_0125,0.8090795747166024,0.8541881563109447,0.04510858159434228
work_0331,ai_0034,0.9471628749611164,0.9606244477285929,0.013461572767476504
work_0332,ai_0115,0.9602969068452623,0.9715002613975252,0.011203354552262956
work_0333,ai_0182,0.864499615053062,0.8898842742008678,0.025384659147805744
work_0334,ai_0022,0.8062326258594757,0.8485821178861092,0.042349492026633406
work_0335,ai_0081,0.7237685534586975,0.7907551779274137,0.06698662446871617
work_0336,ai_0181,0.8484477452466412,0.8850239178397127,0.03657617259307144
work_0337,ai_0138,0.9494839395223006,0.9620054820901044,0.0125215425678038
work_0338,ai_0076,0.8908053080923193,0.9224410935237285,0.031635785431409214
work_0339,ai_0182,0.864499615053062,0.8898842742008678,0.025384659147805744
work_0340,ai_0179,0.915819883713037,0.9385082721039176,0.02268838839088061
work_0341,ai_0092,0.8148706668376245,0.8776930898398237,0.0628224230021992
work_0342,ai_0031,0.8385187500388348,0.8915958018178487,0.053077051779013895
work_0343,ai_0035,0.8301084425931279,0.8857655042177057,0.05565706162457784
work_0344,ai_0126,0.645337022122202,0.7207169795442666,0.0753799574220646
work_0345,ai_0141,0.7518798651237839,0.8075501924339555,0.05567032731017163
work_0346,ai_0119,0.744077474951039,0.7919735607103416,0.0478960857593026
work_0347,ai_0141,0.7518798651237839,0.8075501924339555,0.05567032731017163
work_0348,ai_0022,0.8062326258594757,0.8485821178861092,0.042349492026633406
work_0349,ai_0101,0.7417410925411903,0.813924421770542,0.07218332922935178
work_0350,ai_0184,0.957730915713385,0.9644020113582578,0.006671095644872782
work_0351,ai_0105,0.5597660108482021,0.6216251109202631,0.06185910007206097
work_0352,ai_0147,0.8074337563433792,0.8591520006226893,0.051718244279310044
work_0353,ai_0081,0.7237685534586975,0.7907551779274137,0.06698662446871617
work_0354,ai_0115,0.9602969068452623,0.9715002613975252,0.011203354552262956
work_0355,ai_0132,0.7935968583387231,0.8508643555707465,0.0572674972320234
work_0356,ai_0199,0.7010742777608836,0.7532814825114227,0.05220720475053908
work_0357,ai_0150,0.8411710832304469,0.8867177293031059,0.045546646072659014
work_0358,ai_0033,0.6103623928115997,0.7028278096264309,0.09246541681483122
work_0359,ai_0014,0.8132482113553748,0.8525628169600259,0.039314605604651054
work_0360,ai_0132,0.7935968583387231,0.8508643555707465,0.0572674972320234
work_0361,ai_0042,0.8504073115868344,0.8894647686879973,0.03905745710116293
work_0362,ai_0181,0.8484477452466412,0.8850239178397127,0.03657617259307144
work_0363,ai_0132,0.7935968583387231,0.8508643555707465,0.0572674972320234
work_0364,ai_0020,0.7057656647363536,0.7611723299479647,0.055406665211611084
work_0365,ai_0162,0.847554691593097,0.8852983532479203,0.037743661654823235
work_0366,ai_0070,0.8528260416488294,0.8883088064493464,0.03548276480051704
work_0367,ai_0077,0.7318409196031739,0.7852020238790386,0.05336110427586471
