work_id,ai_id,quality_score,inner_product,ground_truth,error
work_0051,ai_0186,0.7350224758932515,0.8573345180810414,0.09508583927563086,0.6399366366176207
work_0052,ai_0109,0.7380838652821552,0.8591180741214535,0.3125235711418678,0.4255602941402874
work_0053,ai_0065,0.9319585706394515,0.9653800135902191,0.37430102343553684,0.5576575472039147
work_0054,ai_0039,0.7789879577392065,0.8826029445561614,0.6868210354669767,0.09216692227222978
work_0055,ai_0121,0.7635172175806036,0.8737947227928329,0.06713330813664775,0.6963839094439559
work_0056,ai_0021,0.8101579734582726,0.9000877587537076,0.0932301017036774,0.7169278717545952
work_0057,ai_0024,0.753874574813559,0.8682595089105325,0.744588969191879,0.009285605621680015
work_0058,ai_0095,0.9743710929770907,0.9871023720856367,0.8117692852773923,0.16260180769969834
work_0059,ai_0142,0.9431757272394296,0.9711723468259532,0.05998097797084656,0.883194749268583
work_0060,ai_0143,0.6994277916954204,0.8363179967544764,0.5616833815697281,0.13774441012569227
work_0061,ai_0171,0.8108755934969193,0.9004863094444686,0.1222312853545593,0.68864430814236
work_0062,ai_0090,0.8017875393221099,0.8954258982864578,0.8736073722343185,0.07181983291220861
work_0063,ai_0192,0.791511914786711,0.8896695537033461,0.4229368557638834,0.3685750590228276
work_0064,ai_0184,0.957730915713385,0.9786372748436394,0.051446079972376046,0.9062848357410089
work_0065,ai_0073,0.7445462469284502,0.8628709329491,0.600410091224677,0.14413615570377314
work_0066,ai_0090,0.8017875393221099,0.8954258982864578,0.1036005659246334,0.6981869733974765
work_0067,ai_0129,0.9168782040782666,0.9575375731940061,0.2127388056720061,0.7041393984062605
work_0068,ai_0168,0.9193867140977555,0.9588465539896128,0.4821893962043886,0.4371973178933669
work_0069,ai_0027,0.6638706790796757,0.8147825962056846,0.35011399422119116,0.3137566848584845
work_0070,ai_0142,0.9431757272394296,0.9711723468259532,0.36756105061535016,0.5756146766240794
work_0071,ai_0195,0.7629574738596308,0.8734743693203773,0.2785682124949992,0.48438926136463156
work_0072,ai_0057,0.7039738144461991,0.8390314740498113,0.8072213711523444,0.10324755670614527
work_0073,ai_0143,0.6994277916954204,0.8363179967544764,0.9745466021257082,0.27511881043028785
work_0074,ai_0159,0.9453361961740027,0.9722840100371921,0.6135732805354648,0.3317629156385379
work_0075,ai_0164,0.9394578637910487,0.969256345757431,0.5567397551704483,0.3827181086206004
work_0076,ai_0155,0.6231875506025693,0.7894222891473037,0.9290842909949364,0.30589674039236714
work_0077,ai_0177,0.8789066182134635,0.9375001963804933,0.26744772515411064,0.6114588930593529
work_0078,ai_0046,0.6641841764253686,0.8149749544773561,0.2732703887127248,0.39091378771264385
work_0079,ai_0195,0.7629574738596308,0.8734743693203773,0.30898468882991015,0.4539727850297206
work_0080,ai_0086,0.6415712060227046,0.8009814017957624,0.3510234207369818,0.2905477852857228
work_0081,ai_0046,0.6641841764253686,0.8149749544773561,0.8698627065364382,0.2056785301110695
work_0082,ai_0144,0.8163594549360335,0.9035261229959173,0.6573446348367955,0.15901482009923795
work_0083,ai_0017,0.5152377921849091,0.7178006632658603,0.14187465415126865,0.3733631380336404
work_0084,ai_0162,0.847554691593097,0.9206273358928123,0.971810318758019,0.124255627164922
work_0085,ai_0023,0.7862633828844705,0.8867149389090445,0.7461117620057067,0.04015162087876378
work_0086,ai_0055,0.7366152772838238,0.8582629418096903,0.3761944057034886,0.3604208715803352
work_0087,ai_0116,0.7775942070194944,0.8818130227091764,0.3408959817693328,0.43669822525016166
work_0088,ai_0094,0.9423230035377103,0.9707332298513893,0.3116373697042164,0.6306856338334939
work_0089,ai_0083,0.5024814940823243,0.7088592907498105,0.776835619966741,0.27435412588441666
work_0090,ai_0145,0.7452787961093671,0.8632953122248302,0.5962237722050923,0.14905502390427483
work_0091,ai_0013,0.6354110172253125,0.7971267259509698,0.15557990340448835,0.4798311138208241
work_0092,ai_0193,0.7119590449573177,0.8437766558499457,0.6178381819260306,0.09412086303128708
work_0093,ai_0172,0.7432186841683035,0.8621013189691241,0.08158152753191317,0.6616371566363903
work_0094,ai_0113,0.8520557789149217,0.9230686750805281,0.6619386928082612,0.19011708610666045
work_0095,ai_0124,0.7575220849876075,0.8703574466778621,0.6070760074410154,0.15044607754659212
work_0096,ai_0106,0.8034963678494088,0.8963795891526138,0.27316684436476946,0.5303295234846394
work_0097,ai_0193,0.7119590449573177,0.8437766558499457,0.5123463058011047,0.19961273915621291
work_0098,ai_0088,0.951545442015591,0.9754719073431029,0.42991363339789035,0.5216318086177006
work_0099,ai_0072,0.9206440195935297,0.9595019643510532,0.6782178929335344,0.2424261266599953
work_0100,ai_0151,0.8908626224564097,0.943855191465518,0.4866327533642508,0.40422986909215886
work_0101,ai_0170,0.6512384232434765,0.8069934468404787,0.30841939185125644,0.34281903139222003
work_0102,ai_0056,0.8663020822731317,0.9307535024232418,0.39526339608762895,0.4710386861855027
work_0103,ai_0153,0.8400016992130038,0.9165160659873911,0.054781958518080986,0.7852197406949228
work_0104,ai_0052,0.8334905536601191,0.912957038233519,0.3014193620184368,0.5320711916416824
work_0105,ai_0054,0.7462245284298636,0.863842884111378,0.7673495273086041,0.02112499887874042
work_0106,ai_0195,0.7629574738596308,0.8734743693203773,0.2555195040214593,0.5074379698381715
work_0107,ai_0083,0.5024814940823243,0.7088592907498105,0.11998434370554911,0.38249715037677523
work_0108,ai_0127,0.6477894927992545,0.8048537089429696,0.7470141234297678,0.09922463063051334
work_0109,ai_0044,0.7579896481473627,0.870626009344634,0.12918570175921495,0.6288039463881477
work_0110,ai_0136,0.46467035409835056,0.6816673338941441,0.7036712633826636,0.23900090928431306
work_0111,ai_0128,0.8623208729078995,0.9286123372580721,0.5587235676747128,0.30359730523318673
work_0112,ai_0171,0.8108755934969193,0.9004863094444686,0.8062001865667638,0.004675406930155446
work_0113,ai_0018,0.6434019033753235,0.8021233716675531,0.3970711742472973,0.24633072912802623
work_0114,ai_0189,0.6805814086355266,0.8249735805682062,0.04230226156279138,0.6382791470727353
work_0115,ai_0004,0.8296463378950893,0.910849239937702,0.45975425035627504,0.3698920875388143
work_0116,ai_0019,0.882449046468723,0.9393875911830659,0.8621100136120664,0.020339032856656614
work_0117,ai_0147,0.8074337563433792,0.8985731780680855,0.4292842863008356,0.3781494700425436
work_0118,ai_0103,0.5981200208393279,0.7733821958380784,0.7094989615689342,0.1113789407296063
work_0119,ai_0106,0.8034963678494088,0.8963795891526138,0.28951520558575816,0.5139811622636506
work_0120,ai_0103,0.5981200208393279,0.7733821958380784,0.02085655902474881,0.5772634618145791
work_0121,ai_0083,0.5024814940823243,0.7088592907498105,0.171873180578069,0.33060831350425535
work_0122,ai_0158,0.8605135539682416,0.9276386979682562,0.4600969018938087,0.4004166520744329
work_0123,ai_0176,0.6182871678382605,0.7863123856574183,0.9197697517413846,0.3014825839031241
work_0124,ai_0022,0.8062326258594757,0.8979045750298167,0.4367117795682278,0.36952084629124793
work_0125,ai_0027,0.6638706790796757,0.8147825962056846,0.24331647482273366,0.420554204256942
work_0126,ai_0150,0.8411710832304469,0.9171537947533374,0.4004498163160871,0.44072126691435975
work_0127,ai_0020,0.7057656647363536,0.8400986041747442,0.39576669685933297,0.30999896787702064
work_0128,ai_0079,0.9189544497896355,0.9586211189983431,0.7458048264646029,0.1731496233250326
work_0129,ai_0056,0.8663020822731317,0.9307535024232418,0.33306862249313196,0.5332334597799997
work_0130,ai_0043,0.7822887976242932,0.8844709139504211,0.07637937747302115,0.705909420151272
work_0131,ai_0162,0.847554691593097,0.9206273358928123,0.11402663983855255,0.7335280517545445
work_0132,ai_0130,0.6944438991120421,0.8333330061338277,0.19390370626690034,0.5005401928451417
work_0133,ai_0198,0.7808379532210671,0.8836503568839131,0.3493752654723803,0.4314626877486868
work_0134,ai_0186,0.7350224758932515,0.8573345180810414,0.9582233489971503,0.2232008731038988
work_0135,ai_0165,0.796508950788348,0.8924735014488374,0.8150370057500141,0.018528054961666096
work_0136,ai_0060,0.8226955989675024,0.9070256881519412,0.10280452777776283,0.7198910711897396
work_0137,ai_0065,0.9319585706394515,0.9653800135902191,0.19727180282398327,0.7346867678154683
work_0138,ai_0154,0.8382398396065185,0.9155543892126335,0.15286978900592985,0.6853700506005886
work_0139,ai_0194,0.6296291632570727,0.7934917537423264,0.6555090105187391,0.025879847261666367
work_0140,ai_0045,0.8636780194074829,0.9293427889683563,0.9512921405795819,0.08761412117209899
work_0141,ai_0160,0.7781345897774467,0.8821193738817024,0.49411702501738863,0.284017564760058
work_0142,ai_0193,0.7119590449573177,0.8437766558499457,0.5637354832878496,0.14822356166946804
work_0143,ai_0148,0.8369276711076543,0.9148375107677069,0.448905256995063,0.3880224141125913
work_0144,ai_0144,0.8163594549360335,0.9035261229959173,0.6429918306715661,0.1733676242644674
work_0145,ai_0159,0.9453361961740027,0.9722840100371921,0.3232082416433607,0.622127954530642
work_0146,ai_0160,0.7781345897774467,0.8821193738817024,0.3161388944905802,0.46199569528686646
work_0147,ai_0112,0.9094349716295078,0.9536430000946412,0.06828625849575609,0.8411487131337517
work_0148,ai_0113,0.8520557789149217,0.9230686750805281,0.6313851200254293,0.22067065888949233
work_0149,ai_0070,0.8528260416488294,0.9234858102043741,0.591419756831021,0.26140628481780837
work_0150,ai_0090,0.8017875393221099,0.8954258982864578,0.5073368852897782,0.2944506540323317
work_0151,ai_0079,0.9189544497896355,0.9586211189983431,0.4617424864464541,0.45721196334318137
work_0152,ai_0009,0.7438842189967517,0.862487228309354,0.05689005083395238,0.6869941681627993
work_0153,ai_0073,0.7445462469284502,0.8628709329491,0.076731001173455,0.6678152457549952
work_0154,ai_0023,0.7862633828844705,0.8867149389090445,0.6150083884155736,0.17125499446889692
work_0155,ai_0129,0.9168782040782666,0.9575375731940061,0.3844824765824649,0.5323957274958017
work_0156,ai_0148,0.8369276711076543,0.9148375107677069,0.5543163713383039,0.2826112997693504
work_0157,ai_0189,0.6805814086355266,0.8249735805682062,0.8958767655568026,0.215295356921276
work_0158,ai_0115,0.9602969068452623,0.9799474000400543,0.9090499565736645,0.05124695027159776
work_0159,ai_0146,0.8666977540860369,0.930966032724093,0.6518374546486099,0.21486029943742702
work_0160,ai_0082,0.799657721212854,0.8942358308706121,0.6050058340700643,0.1946518871427897
work_0161,ai_0128,0.8623208729078995,0.9286123372580721,0.15086107669563853,0.711459796212261
work_0162,ai_0015,0.7658544594582898,0.8751311098677099,0.4505231090150913,0.3153313504431985
work_0163,ai_0087,0.7257538330692369,0.8519118693088135,0.9823855810933974,0.25663174802416044
work_0164,ai_0021,0.8101579734582726,0.9000877587537076,0.5045490015009574,0.3056089719573152
work_0165,ai_0044,0.7579896481473627,0.870626009344634,0.03914212620067381,0.7188475219466889
work_0166,ai_0181,0.8484477452466412,0.9211122327092618,0.437758274309233,0.41068947093740826
work_0167,ai_0112,0.9094349716295078,0.9536430000946412,0.5240685531701745,0.3853664184593333
work_0168,ai_0156,0.8884780149980854,0.9425911176104331,0.15874620798154138,0.729731807016544
work_0169,ai_0095,0.9743710929770907,0.9871023720856367,0.9179367891169605,0.05643430386013015
work_0170,ai_0099,0.7418489371637311,0.8613065291542443,0.4087693972473203,0.3330795399164108
work_0171,ai_0086,0.6415712060227046,0.8009814017957624,0.6788977205595811,0.03732651453687652
work_0172,ai_0013,0.6354110172253125,0.7971267259509698,0.7892269315636647,0.1538159143383523
work_0173,ai_0165,0.796508950788348,0.8924735014488374,0.33464934725993756,0.4618596035284105
work_0174,ai_0084,0.858116664451241,0.9263458665375698,0.09450594751509434,0.7636107169361467
work_0175,ai_0173,0.8190361456789668,0.9050061578127337,0.38656420472373787,0.4324719409552289
work_0176,ai_0064,0.7718741280164524,0.8785636732852391,0.7237336550024618,0.0481404730139906
work_0177,ai_0168,0.9193867140977555,0.9588465539896128,0.9644100286539099,0.04502331455615438
work_0178,ai_0154,0.8382398396065185,0.9155543892126335,0.8732796620605389,0.035039822454020375
work_0179,ai_0085,0.6988381983907912,0.8359654289447568,0.08150198744788395,0.6173362109429072
work_0180,ai_0169,0.8889153662850423,0.9428230832372754,0.14142838058431784,0.7474869857007245
work_0181,ai_0089,0.9454504786578601,0.9723427783749207,0.3102317375518121,0.635218741106048
work_0182,ai_0167,0.8057600461463287,0.8976413794753051,0.698479962811881,0.10728008333444772
work_0183,ai_0100,0.5974225658122554,0.7729311520518858,0.1289516582715602,0.4684709075406952
work_0184,ai_0181,0.8484477452466412,0.9211122327092618,0.9380021995657608,0.08955445431911957
work_0185,ai_0079,0.9189544497896355,0.9586211189983431,0.5589220700910635,0.36003237969857194
work_0186,ai_0164,0.9394578637910487,0.969256345757431,0.7916619578635435,0.14779590592750513
work_0187,ai_0032,0.7040499323272996,0.8390768333873243,0.6701163999947225,0.03393353233257712
work_0188,ai_0189,0.6805814086355266,0.8249735805682062,0.9971641129658702,0.3165827043303435
work_0189,ai_0134,0.8759676836016088,0.9359314524053611,0.09345296506602174,0.7825147185355871
work_0190,ai_0171,0.8108755934969193,0.9004863094444686,0.4234063663221037,0.3874692271748156
work_0191,ai_0092,0.8148706668376245,0.9027018704077358,0.01823053779153272,0.7966401290460918
work_0192,ai_0079,0.9189544497896355,0.9586211189983431,0.18026292287684464,0.7386915269127908
work_0193,ai_0054,0.7462245284298636,0.863842884111378,0.34173234513154815,0.4044921832983155
work_0194,ai_0196,0.6749632777601522,0.8215614875103093,0.4862709208727273,0.18869235688742492
work_0195,ai_0057,0.7039738144461991,0.8390314740498113,0.9999766211030285,0.29600280665682943
work_0196,ai_0039,0.7789879577392065,0.8826029445561614,0.07716508430087632,0.7018228734383302
work_0197,ai_0025,0.736131737734594,0.8579811989400432,0.5076897127246462,0.2284420250099477
work_0198,ai_0138,0.9494839395223006,0.9744146650796572,0.835119826634556,0.11436411288774462
work_0199,ai_0134,0.8759676836016088,0.9359314524053611,0.03774749235756125,0.8382201912440476
work_0200,ai_0086,0.6415712060227046,0.8009814017957624,0.8763927725427418,0.23482156652003727
work_0201,ai_0158,0.8605135539682416,0.9276386979682562,0.13104904142950802,0.7294645125387336
work_0202,ai_0096,0.7100628985679647,0.8426522999244497,0.15425276132112153,0.5558101372468431
work_0203,ai_0046,0.6641841764253686,0.8149749544773561,0.8313450566891255,0.16716088026375686
work_0204,ai_0197,0.7861371964504754,0.8866437821642215,0.6247404799539127,0.16139671649656273
work_0205,ai_0042,0.8504073115868344,0.9221753149953833,0.721182997805427,0.1292243137814073
work_0206,ai_0011,0.7912823089111498,0.8895405043679292,0.41085861149653347,0.38042369741461635
work_0207,ai_0173,0.8190361456789668,0.9050061578127337,0.71958567379065,0.0994504718883168
work_0208,ai_0113,0.8520557789149217,0.9230686750805281,0.6105954221258157,0.24146035678910593
work_0209,ai_0192,0.791511914786711,0.8896695537033461,0.7485365180954363,0.0429753966912747
work_0210,ai_0114,0.8377314818236897,0.9152767241789173,0.23400294433542446,0.6037285374882653
work_0211,ai_0061,0.7822306993655772,0.8844380698305434,0.3094678965627896,0.4727628028027876
work_0212,ai_0120,0.8104801802654517,0.9002667272900025,0.9039743381374582,0.09349415787200654
work_0213,ai_0049,0.8334351729388992,0.9129267073204175,0.3678409582250328,0.4655942147138664
work_0214,ai_0146,0.8666977540860369,0.930966032724093,0.9844397935315773,0.1177420394455404
work_0215,ai_0118,0.7114897045513401,0.8434984911375598,0.769438551975576,0.057948847424235894
work_0216,ai_0199,0.7010742777608836,0.8373017841620091,0.3818724341907105,0.3192018435701731
work_0217,ai_0135,0.776510659669795,0.8811984224167648,0.4186608267297458,0.35784983294004924
work_0218,ai_0041,0.6474859861613309,0.8046651391487833,0.8168912395812401,0.1694052534199092
work_0219,ai_0154,0.8382398396065185,0.9155543892126335,0.1383985346034312,0.6998413050030873
work_0220,ai_0064,0.7718741280164524,0.8785636732852391,0.052179803261004576,0.7196943247554478
work_0221,ai_0123,0.8290980676960634,0.9105482237070497,0.874116945052237,0.0450188773561736
work_0222,ai_0141,0.7518798651237839,0.8671100651726884,0.9342935539974997,0.18241368887371578
work_0223,ai_0182,0.864499615053062,0.9297847143576098,0.8458922767334385,0.01860733831962358
work_0224,ai_0031,0.8385187500388348,0.91570669432894,0.28506301405932843,0.5534557359795064
work_0225,ai_0195,0.7629574738596308,0.8734743693203773,0.1603123342453785,0.6026451396142523
work_0226,ai_0115,0.9602969068452623,0.9799474000400543,0.9053062089782412,0.05499069786702104
work_0227,ai_0037,0.7532332570554316,0.8678901180768402,0.8310467186381858,0.07781346158275415
work_0228,ai_0023,0.7862633828844705,0.8867149389090445,0.9464132630117607,0.16014988012729015
work_0229,ai_0056,0.8663020822731317,0.9307535024232418,0.8167032558555005,0.04959882641763114
work_0230,ai_0089,0.9454504786578601,0.9723427783749207,0.9304719271262749,0.014978551531585227
work_0231,ai_0106,0.8034963678494088,0.8963795891526138,0.05325688717107446,0.7502394806783343
work_0232,ai_0128,0.8623208729078995,0.9286123372580721,0.37396148767902004,0.48835938522887945
work_0233,ai_0098,0.8057709340260558,0.8976474441706253,0.9945253512382912,0.1887544172122354
work_0234,ai_0095,0.9743710929770907,0.9871023720856367,0.22453875860711592,0.7498323343699748
work_0235,ai_0081,0.7237685534586975,0.8507458806592586,0.9308259047499531,0.20705735129125558
work_0236,ai_0182,0.864499615053062,0.9297847143576098,0.6499606842941816,0.21453893075888042
work_0237,ai_0037,0.7532332570554316,0.8678901180768402,0.13759958772587166,0.61563366932956
work_0238,ai_0073,0.7445462469284502,0.8628709329491,0.9173961716127513,0.17284992468430116
work_0239,ai_0120,0.8104801802654517,0.9002667272900025,0.6960719885759836,0.11440819168946803
work_0240,ai_0035,0.8301084425931279,0.9111028715755032,0.7588411547656072,0.07126728782752068
work_0241,ai_0120,0.8104801802654517,0.9002667272900025,0.4486014739822466,0.36187870628320506
work_0242,ai_0001,0.5864052877878356,0.7657710413614736,0.9058574891032708,0.31945220131543517
work_0243,ai_0004,0.8296463378950893,0.910849239937702,0.2559239284370447,0.5737224094580446
work_0244,ai_0038,0.7539707408493861,0.86831488576978,0.5488042454438354,0.20516649540555065
work_0245,ai_0186,0.7350224758932515,0.8573345180810414,0.6088800991160535,0.12614237677719808
work_0246,ai_0108,0.5845645978029043,0.7645682427376279,0.11118686032423841,0.47337773747866585
work_0247,ai_0073,0.7445462469284502,0.8628709329491,0.23764022664093365,0.5069060202875165
work_0248,ai_0031,0.8385187500388348,0.91570669432894,0.04774944661885128,0.7907693034199835
work_0249,ai_0107,0.7194560685166905,0.8482075621666495,0.6389517321728103,0.08050433634388021
work_0250,ai_0159,0.9453361961740027,0.9722840100371921,0.45711361663644867,0.488222579537554
work_0251,ai_0028,0.8345949550827588,0.9135616865230058,0.8366877206053353,0.002092765522576423
work_0252,ai_0127,0.6477894927992545,0.8048537089429696,0.596739042818947,0.0510504499803075
work_0253,ai_0004,0.8296463378950893,0.910849239937702,0.6319549420131424,0.19769139588194695
work_0254,ai_0147,0.8074337563433792,0.8985731780680855,0.24193813442099332,0.5654956219223859
work_0255,ai_0036,0.8033477828830573,0.8962967047150499,0.29127198777525787,0.5120757951077994
work_0256,ai_0000,0.7088674722691695,0.8419426775435306,0.6148095827759507,0.0940578894932188
work_0257,ai_0061,0.7822306993655772,0.8844380698305434,0.5706637160224288,0.21156698334314838
work_0258,ai_0047,0.7416526308386427,0.8611925631579982,0.6643713017420091,0.07728132909663366
work_0259,ai_0021,0.8101579734582726,0.9000877587537076,0.5234845576782113,0.2866734157800612
work_0260,ai_0092,0.8148706668376245,0.9027018704077358,0.06767932290884604,0.7471913439287785
work_0261,ai_0134,0.8759676836016088,0.9359314524053611,0.5440819599280334,0.3318857236735754
work_0262,ai_0129,0.9168782040782666,0.9575375731940061,0.5541519524181955,0.3627262516600711
work_0263,ai_0099,0.7418489371637311,0.8613065291542443,0.8733314385275176,0.13148250136378647
work_0264,ai_0011,0.7912823089111498,0.8895405043679292,0.63567079146863,0.15561151744251978
work_0265,ai_0095,0.9743710929770907,0.9871023720856367,0.25365026106921273,0.720720831907878
work_0266,ai_0004,0.8296463378950893,0.910849239937702,0.3570938765147329,0.47255246138035645
work_0267,ai_0017,0.5152377921849091,0.7178006632658603,0.3448024931633913,0.17043529902151777
work_0268,ai_0187,0.8538385198864632,0.9240338304880743,0.6571044000108314,0.19673411987563183
work_0269,ai_0026,0.5549920190490963,0.7449778648047849,0.7715013741098591,0.21650935506076274
work_0270,ai_0188,0.9008456564144198,0.9491288934672781,0.7566789264419571,0.14416672997246271
work_0271,ai_0034,0.9471628749611164,0.9732229317895856,0.044335688295208175,0.9028271866659082
work_0272,ai_0139,0.9418475309775546,0.9704882951265072,0.33854725817970077,0.6033002727978538
work_0273,ai_0164,0.9394578637910487,0.969256345757431,0.17508912705170843,0.7643687367393402
work_0274,ai_0199,0.7010742777608836,0.8373017841620091,0.6846825664089835,0.016391711351900096
work_0275,ai_0178,0.7521781961924217,0.8672820741791114,0.478531171617924,0.27364702457449763
work_0276,ai_0046,0.6641841764253686,0.8149749544773561,0.8114976818476064,0.14731350542223776
work_0277,ai_0016,0.8420683443801797,0.9176428196091221,0.7160450575961946,0.1260232867839851
work_0278,ai_0117,0.7252876374204619,0.851638208055781,0.03698379019977571,0.6883038472206862
work_0279,ai_0051,0.6563177296911056,0.8101343898953467,0.043806275659123095,0.6125114540319825
work_0280,ai_0051,0.6563177296911056,0.8101343898953467,0.8857903856181051,0.2294726559269995
work_0281,ai_0080,0.8302375756939347,0.9111737351866189,0.9333709799503973,0.10313340425646256
work_0282,ai_0131,0.6047282083748963,0.77764272540473,0.39822405568601704,0.20650415268887923
work_0283,ai_0139,0.9418475309775546,0.9704882951265072,0.47339976767684344,0.46844776330071114
work_0284,ai_0009,0.7438842189967517,0.862487228309354,0.7532909188188649,0.009406699822113174
work_0285,ai_0048,0.7886911097443132,0.8880828282003392,0.28611089555154867,0.5025802141927646
work_0286,ai_0199,0.7010742777608836,0.8373017841620091,0.04780403424649138,0.6532702435143922
work_0287,ai_0167,0.8057600461463287,0.8976413794753051,0.33192468638134454,0.47383535976498414
work_0288,ai_0031,0.8385187500388348,0.91570669432894,0.7993424115182397,0.0391763385205951
work_0289,ai_0111,0.76539804433183,0.8748703014343497,0.8894865170122814,0.12408847268045142
work_0290,ai_0190,0.9003626115276813,0.9488743918599981,0.4397366337078622,0.46062597781981907
work_0291,ai_0098,0.8057709340260558,0.8976474441706253,0.3390366284081606,0.4667343056178952
work_0292,ai_0047,0.7416526308386427,0.8611925631579982,0.49620322653702265,0.2454494043016201
work_0293,ai_0127,0.6477894927992545,0.8048537089429696,0.36734692695968196,0.2804425658395725
work_0294,ai_0132,0.7935968583387231,0.8908405347416131,0.2667206958021826,0.5268761625365405
work_0295,ai_0021,0.8101579734582726,0.9000877587537076,0.7270813243426357,0.08307664911563684
work_0296,ai_0020,0.7057656647363536,0.8400986041747442,0.4306071520034469,0.2751585127329067
work_0297,ai_0046,0.6641841764253686,0.8149749544773561,0.545474397344637,0.11870977908073166
