agent_id,has_personal_data_leak,preserved_ai_data_count,total_ai_keys,preservation_rate,personal_keys_in_original,personal_keys_filtered
user_0237,False,9,10,0.9,6,6
user_0238,False,9,10,0.9,6,6
user_0239,False,9,10,0.9,6,6
user_0240,False,9,10,0.9,6,6
user_0241,False,9,10,0.9,6,6
user_0242,False,9,10,0.9,6,6
user_0243,False,9,10,0.9,6,6
user_0244,False,9,10,0.9,6,6
user_0245,False,9,10,0.9,6,6
user_0246,False,9,10,0.9,6,6
user_0247,False,9,10,0.9,6,6
user_0248,False,9,10,0.9,6,6
user_0249,False,9,10,0.9,6,6
user_0250,False,9,10,0.9,6,6
user_0251,False,9,10,0.9,6,6
user_0252,False,9,10,0.9,6,6
user_0253,False,9,10,0.9,6,6
user_0254,False,9,10,0.9,6,6
user_0255,False,9,10,0.9,6,6
user_0256,False,9,10,0.9,6,6
user_0257,False,9,10,0.9,6,6
user_0258,False,9,10,0.9,6,6
user_0259,False,9,10,0.9,6,6
user_0260,False,9,10,0.9,6,6
user_0261,False,9,10,0.9,6,6
user_0262,False,9,10,0.9,6,6
user_0263,False,9,10,0.9,6,6
user_0264,False,9,10,0.9,6,6
user_0265,False,9,10,0.9,6,6
user_0266,False,9,10,0.9,6,6
user_0267,False,9,10,0.9,6,6
user_0268,False,9,10,0.9,6,6
user_0269,False,9,10,0.9,6,6
user_0270,False,9,10,0.9,6,6
user_0271,False,9,10,0.9,6,6
user_0272,False,9,10,0.9,6,6
user_0273,False,9,10,0.9,6,6
user_0274,False,9,10,0.9,6,6
user_0275,False,9,10,0.9,6,6
user_0276,False,9,10,0.9,6,6
user_0277,False,9,10,0.9,6,6
user_0278,False,9,10,0.9,6,6
user_0279,False,9,10,0.9,6,6
user_0280,False,9,10,0.9,6,6
user_0281,False,9,10,0.9,6,6
user_0282,False,9,10,0.9,6,6
user_0283,False,9,10,0.9,6,6
user_0284,False,9,10,0.9,6,6
user_0285,False,9,10,0.9,6,6
user_0286,False,9,10,0.9,6,6
user_0287,False,9,10,0.9,6,6
user_0288,False,9,10,0.9,6,6
user_0289,False,9,10,0.9,6,6
user_0290,False,9,10,0.9,6,6
user_0291,False,9,10,0.9,6,6
user_0292,False,9,10,0.9,6,6
user_0293,False,9,10,0.9,6,6
user_0294,False,9,10,0.9,6,6
user_0295,False,9,10,0.9,6,6
user_0296,False,9,10,0.9,6,6
user_0297,False,9,10,0.9,6,6
user_0298,False,9,10,0.9,6,6
user_0299,False,9,10,0.9,6,6
user_0300,False,9,10,0.9,6,6
user_0301,False,9,10,0.9,6,6
user_0302,False,9,10,0.9,6,6
user_0303,False,9,10,0.9,6,6
user_0304,False,9,10,0.9,6,6
user_0305,False,9,10,0.9,6,6
user_0306,False,9,10,0.9,6,6
user_0307,False,9,10,0.9,6,6
user_0308,False,9,10,0.9,6,6
user_0309,False,9,10,0.9,6,6
user_0310,False,9,10,0.9,6,6
user_0311,False,9,10,0.9,6,6
user_0312,False,9,10,0.9,6,6
user_0313,False,9,10,0.9,6,6
user_0314,False,9,10,0.9,6,6
user_0315,False,9,10,0.9,6,6
user_0316,False,9,10,0.9,6,6
user_0317,False,9,10,0.9,6,6
user_0318,False,9,10,0.9,6,6
user_0319,False,9,10,0.9,6,6
user_0320,False,9,10,0.9,6,6
user_0321,False,9,10,0.9,6,6
user_0322,False,9,10,0.9,6,6
user_0323,False,9,10,0.9,6,6
user_0324,False,9,10,0.9,6,6
user_0325,False,9,10,0.9,6,6
user_0326,False,9,10,0.9,6,6
user_0327,False,9,10,0.9,6,6
user_0328,False,9,10,0.9,6,6
user_0329,False,9,10,0.9,6,6
user_0330,False,9,10,0.9,6,6
user_0331,False,9,10,0.9,6,6
user_0332,False,9,10,0.9,6,6
user_0333,False,9,10,0.9,6,6
user_0334,False,9,10,0.9,6,6
user_0335,False,9,10,0.9,6,6
user_0336,False,9,10,0.9,6,6
user_0337,False,9,10,0.9,6,6
user_0338,False,9,10,0.9,6,6
user_0339,False,9,10,0.9,6,6
user_0340,False,9,10,0.9,6,6
user_0341,False,9,10,0.9,6,6
user_0342,False,9,10,0.9,6,6
user_0343,False,9,10,0.9,6,6
user_0344,False,9,10,0.9,6,6
user_0345,False,9,10,0.9,6,6
user_0346,False,9,10,0.9,6,6
user_0347,False,9,10,0.9,6,6
user_0348,False,9,10,0.9,6,6
user_0349,False,9,10,0.9,6,6
user_0350,False,9,10,0.9,6,6
user_0351,False,9,10,0.9,6,6
user_0352,False,9,10,0.9,6,6
user_0353,False,9,10,0.9,6,6
user_0354,False,9,10,0.9,6,6
user_0355,False,9,10,0.9,6,6
user_0356,False,9,10,0.9,6,6
user_0357,False,9,10,0.9,6,6
user_0358,False,9,10,0.9,6,6
user_0359,False,9,10,0.9,6,6
user_0360,False,9,10,0.9,6,6
user_0361,False,9,10,0.9,6,6
user_0362,False,9,10,0.9,6,6
user_0363,False,9,10,0.9,6,6
user_0364,False,9,10,0.9,6,6
user_0365,False,9,10,0.9,6,6
user_0366,False,9,10,0.9,6,6
user_0367,False,9,10,0.9,6,6
user_0368,False,9,10,0.9,6,6
user_0369,False,9,10,0.9,6,6
user_0370,False,9,10,0.9,6,6
user_0371,False,9,10,0.9,6,6
user_0372,False,9,10,0.9,6,6
user_0373,False,9,10,0.9,6,6
user_0374,False,9,10,0.9,6,6
user_0375,False,9,10,0.9,6,6
user_0376,False,9,10,0.9,6,6
user_0377,False,9,10,0.9,6,6
user_0378,False,9,10,0.9,6,6
user_0379,False,9,10,0.9,6,6
user_0380,False,9,10,0.9,6,6
user_0381,False,9,10,0.9,6,6
user_0382,False,9,10,0.9,6,6
user_0383,False,9,10,0.9,6,6
user_0384,False,9,10,0.9,6,6
user_0385,False,9,10,0.9,6,6
user_0386,False,9,10,0.9,6,6
user_0387,False,9,10,0.9,6,6
user_0388,False,9,10,0.9,6,6
user_0389,False,9,10,0.9,6,6
user_0390,False,9,10,0.9,6,6
user_0391,False,9,10,0.9,6,6
user_0392,False,9,10,0.9,6,6
user_0393,False,9,10,0.9,6,6
user_0394,False,9,10,0.9,6,6
user_0395,False,9,10,0.9,6,6
user_0396,False,9,10,0.9,6,6
user_0397,False,9,10,0.9,6,6
user_0398,False,9,10,0.9,6,6
user_0399,False,9,10,0.9,6,6
user_0400,False,9,10,0.9,6,6
user_0401,False,9,10,0.9,6,6
user_0402,False,9,10,0.9,6,6
user_0403,False,9,10,0.9,6,6
user_0404,False,9,10,0.9,6,6
user_0405,False,9,10,0.9,6,6
user_0406,False,9,10,0.9,6,6
user_0407,False,9,10,0.9,6,6
user_0408,False,9,10,0.9,6,6
user_0409,False,9,10,0.9,6,6
user_0410,False,9,10,0.9,6,6
user_0411,False,9,10,0.9,6,6
user_0412,False,9,10,0.9,6,6
user_0413,False,9,10,0.9,6,6
user_0414,False,9,10,0.9,6,6
user_0415,False,9,10,0.9,6,6
user_0416,False,9,10,0.9,6,6
user_0417,False,9,10,0.9,6,6
user_0418,False,9,10,0.9,6,6
user_0419,False,9,10,0.9,6,6
user_0420,False,9,10,0.9,6,6
user_0421,False,9,10,0.9,6,6
user_0422,False,9,10,0.9,6,6
user_0423,False,9,10,0.9,6,6
user_0424,False,9,10,0.9,6,6
user_0425,False,9,10,0.9,6,6
user_0426,False,9,10,0.9,6,6
user_0427,False,9,10,0.9,6,6
user_0428,False,9,10,0.9,6,6
user_0429,False,9,10,0.9,6,6
user_0430,False,9,10,0.9,6,6
user_0431,False,9,10,0.9,6,6
user_0432,False,9,10,0.9,6,6
user_0433,False,9,10,0.9,6,6
user_0434,False,9,10,0.9,6,6
user_0435,False,9,10,0.9,6,6
user_0436,False,9,10,0.9,6,6
user_0437,False,9,10,0.9,6,6
user_0438,False,9,10,0.9,6,6
user_0439,False,9,10,0.9,6,6
user_0440,False,9,10,0.9,6,6
user_0441,False,9,10,0.9,6,6
user_0442,False,9,10,0.9,6,6
user_0443,False,9,10,0.9,6,6
user_0444,False,9,10,0.9,6,6
user_0445,False,9,10,0.9,6,6
user_0446,False,9,10,0.9,6,6
user_0447,False,9,10,0.9,6,6
user_0448,False,9,10,0.9,6,6
user_0449,False,9,10,0.9,6,6
user_0450,False,9,10,0.9,6,6
user_0451,False,9,10,0.9,6,6
user_0452,False,9,10,0.9,6,6
user_0453,False,9,10,0.9,6,6
user_0454,False,9,10,0.9,6,6
user_0455,False,9,10,0.9,6,6
user_0456,False,9,10,0.9,6,6
user_0457,False,9,10,0.9,6,6
user_0458,False,9,10,0.9,6,6
user_0459,False,9,10,0.9,6,6
user_0460,False,9,10,0.9,6,6
user_0461,False,9,10,0.9,6,6
user_0462,False,9,10,0.9,6,6
user_0463,False,9,10,0.9,6,6
user_0464,False,9,10,0.9,6,6
user_0465,False,9,10,0.9,6,6
user_0466,False,9,10,0.9,6,6
user_0467,False,9,10,0.9,6,6
user_0468,False,9,10,0.9,6,6
user_0469,False,9,10,0.9,6,6
user_0470,False,9,10,0.9,6,6
user_0471,False,9,10,0.9,6,6
user_0472,False,9,10,0.9,6,6
user_0473,False,9,10,0.9,6,6
user_0474,False,9,10,0.9,6,6
user_0475,False,9,10,0.9,6,6
user_0476,False,9,10,0.9,6,6
user_0477,False,9,10,0.9,6,6
user_0478,False,9,10,0.9,6,6
user_0479,False,9,10,0.9,6,6
user_0480,False,9,10,0.9,6,6
user_0481,False,9,10,0.9,6,6
user_0482,False,9,10,0.9,6,6
user_0483,False,9,10,0.9,6,6
user_0484,False,9,10,0.9,6,6
user_0485,False,9,10,0.9,6,6
user_0486,False,9,10,0.9,6,6
user_0487,False,9,10,0.9,6,6
user_0488,False,9,10,0.9,6,6
user_0489,False,9,10,0.9,6,6
user_0490,False,9,10,0.9,6,6
user_0491,False,9,10,0.9,6,6
user_0492,False,9,10,0.9,6,6
user_0493,False,9,10,0.9,6,6
user_0494,False,9,10,0.9,6,6
user_0495,False,9,10,0.9,6,6
user_0496,False,9,10,0.9,6,6
user_0497,False,9,10,0.9,6,6
user_0498,False,9,10,0.9,6,6
user_0499,False,9,10,0.9,6,6
