communication_id,processing_time_ms,meets_target,has_learning_insight
comm_0207,0.010251998901367188,True,False
comm_0208,0.010013580322265625,True,False
comm_0209,0.010013580322265625,True,False
comm_0210,0.010013580322265625,True,False
comm_0211,0.010013580322265625,True,False
comm_0212,0.008821487426757812,True,True
comm_0213,0.010013580322265625,True,False
comm_0214,0.010013580322265625,True,True
comm_0215,0.010013580322265625,True,False
comm_0216,0.008821487426757812,True,True
comm_0217,0.010013580322265625,True,False
comm_0218,0.009775161743164062,True,False
comm_0219,0.010013580322265625,True,True
comm_0220,0.009298324584960938,True,False
comm_0221,0.009298324584960938,True,False
comm_0222,0.009059906005859375,True,True
comm_0223,0.010013580322265625,True,True
comm_0224,0.009775161743164062,True,False
comm_0225,0.009059906005859375,True,False
comm_0226,0.009059906005859375,True,False
comm_0227,0.010013580322265625,True,False
comm_0228,0.010013580322265625,True,False
comm_0229,0.008821487426757812,True,True
comm_0230,0.009059906005859375,True,True
comm_0231,0.010013580322265625,True,False
comm_0232,0.009298324584960938,True,False
comm_0233,0.009059906005859375,True,False
comm_0234,0.010013580322265625,True,True
comm_0235,0.010013580322265625,True,False
comm_0236,0.009059906005859375,True,False
comm_0237,0.009059906005859375,True,False
comm_0238,0.010013580322265625,True,True
comm_0239,0.009775161743164062,True,False
comm_0240,0.009059906005859375,True,True
comm_0241,0.009059906005859375,True,True
comm_0242,0.010013580322265625,True,False
comm_0243,0.010013580322265625,True,False
comm_0244,0.010013580322265625,True,True
comm_0245,0.009059906005859375,True,False
comm_0246,0.010013580322265625,True,False
comm_0247,0.010013580322265625,True,True
comm_0248,0.010013580322265625,True,True
comm_0249,0.008821487426757812,True,True
comm_0250,0.008821487426757812,True,False
comm_0251,0.010013580322265625,True,False
comm_0252,0.010013580322265625,True,False
comm_0253,0.010013580322265625,True,False
comm_0254,0.010013580322265625,True,False
comm_0255,0.010013580322265625,True,False
comm_0256,0.010013580322265625,True,True
comm_0257,0.009775161743164062,True,True
comm_0258,0.009298324584960938,True,False
comm_0259,0.010013580322265625,True,True
comm_0260,0.010013580322265625,True,False
comm_0261,0.010013580322265625,True,False
comm_0262,0.010013580322265625,True,False
comm_0263,0.008821487426757812,True,False
comm_0264,0.010013580322265625,True,True
comm_0265,0.010013580322265625,True,False
comm_0266,0.010013580322265625,True,True
comm_0267,0.010013580322265625,True,False
comm_0268,0.008821487426757812,True,False
comm_0269,0.009059906005859375,True,True
comm_0270,0.010013580322265625,True,False
comm_0271,0.010013580322265625,True,True
comm_0272,0.010013580322265625,True,False
comm_0273,0.008821487426757812,True,False
comm_0274,0.010013580322265625,True,False
comm_0275,0.009059906005859375,True,False
comm_0276,0.009059906005859375,True,True
comm_0277,0.009059906005859375,True,False
comm_0278,0.009775161743164062,True,False
comm_0279,0.010013580322265625,True,False
comm_0280,0.010013580322265625,True,False
comm_0281,0.010013580322265625,True,True
comm_0282,0.009298324584960938,True,False
comm_0283,0.010013580322265625,True,False
comm_0284,0.008821487426757812,True,True
comm_0285,0.008821487426757812,True,True
comm_0286,0.010013580322265625,True,False
comm_0287,0.010013580322265625,True,True
comm_0288,0.008821487426757812,True,False
comm_0289,0.010013580322265625,True,True
comm_0290,0.010013580322265625,True,False
comm_0291,0.009059906005859375,True,False
comm_0292,0.010251998901367188,True,False
comm_0293,0.008821487426757812,True,False
comm_0294,0.008821487426757812,True,False
comm_0295,0.010013580322265625,True,True
comm_0296,0.010013580322265625,True,True
comm_0297,0.008821487426757812,True,False
comm_0298,0.010013580322265625,True,False
comm_0299,0.010013580322265625,True,False
comm_0300,0.009775161743164062,True,False
comm_0301,0.010013580322265625,True,False
comm_0302,0.009059906005859375,True,True
comm_0303,0.010013580322265625,True,False
comm_0304,0.009059906005859375,True,True
comm_0305,0.010013580322265625,True,False
comm_0306,0.010013580322265625,True,True
comm_0307,0.009059906005859375,True,False
comm_0308,0.009059906005859375,True,False
comm_0309,0.009775161743164062,True,False
comm_0310,0.010013580322265625,True,True
comm_0311,0.010013580322265625,True,False
comm_0312,0.009059906005859375,True,False
comm_0313,0.009059906005859375,True,True
comm_0314,0.009059906005859375,True,False
comm_0315,0.009775161743164062,True,False
comm_0316,0.010013580322265625,True,True
comm_0317,0.009298324584960938,True,False
comm_0318,0.009059906005859375,True,False
comm_0319,0.010013580322265625,True,False
comm_0320,0.010013580322265625,True,True
comm_0321,0.008821487426757812,True,False
comm_0322,0.009059906005859375,True,False
comm_0323,0.010013580322265625,True,False
comm_0324,0.010013580322265625,True,False
comm_0325,0.008821487426757812,True,False
comm_0326,0.010013580322265625,True,False
comm_0327,0.010013580322265625,True,False
comm_0328,0.010251998901367188,True,True
comm_0329,0.009059906005859375,True,True
comm_0330,0.010013580322265625,True,False
comm_0331,0.009775161743164062,True,True
comm_0332,0.010013580322265625,True,True
comm_0333,0.009059906005859375,True,False
comm_0334,0.010013580322265625,True,False
comm_0335,0.010013580322265625,True,False
comm_0336,0.008821487426757812,True,False
comm_0337,0.008821487426757812,True,True
comm_0338,0.010013580322265625,True,False
comm_0339,0.010013580322265625,True,False
comm_0340,0.010013580322265625,True,False
comm_0341,0.009298324584960938,True,False
comm_0342,0.009059906005859375,True,True
comm_0343,0.008821487426757812,True,True
comm_0344,0.008821487426757812,True,False
comm_0345,0.008821487426757812,True,False
comm_0346,0.010013580322265625,True,True
comm_0347,0.010013580322265625,True,False
comm_0348,0.009059906005859375,True,True
comm_0349,0.009059906005859375,True,True
comm_0350,0.009059906005859375,True,False
comm_0351,0.009775161743164062,True,False
comm_0352,0.010013580322265625,True,False
comm_0353,0.010013580322265625,True,False
comm_0354,0.010013580322265625,True,False
comm_0355,0.010013580322265625,True,False
comm_0356,0.009298324584960938,True,False
comm_0357,0.009775161743164062,True,False
comm_0358,0.010013580322265625,True,False
comm_0359,0.010013580322265625,True,True
comm_0360,0.010013580322265625,True,True
comm_0361,0.010013580322265625,True,False
comm_0362,0.010013580322265625,True,True
comm_0363,0.010013580322265625,True,True
comm_0364,0.008821487426757812,True,False
comm_0365,0.010013580322265625,True,False
comm_0366,0.010013580322265625,True,False
comm_0367,0.010013580322265625,True,False
comm_0368,0.009298324584960938,True,False
comm_0369,0.009775161743164062,True,False
comm_0370,0.010013580322265625,True,True
comm_0371,0.010013580322265625,True,False
comm_0372,0.009059906005859375,True,False
comm_0373,0.010013580322265625,True,False
comm_0374,0.010013580322265625,True,False
comm_0375,0.009775161743164062,True,False
comm_0376,0.010013580322265625,True,False
comm_0377,0.009775161743164062,True,False
comm_0378,0.010013580322265625,True,False
comm_0379,0.008821487426757812,True,False
comm_0380,0.010013580322265625,True,False
comm_0381,0.010013580322265625,True,False
comm_0382,0.010013580322265625,True,False
comm_0383,0.010251998901367188,True,False
comm_0384,0.010013580322265625,True,False
comm_0385,0.008821487426757812,True,False
comm_0386,0.008821487426757812,True,False
comm_0387,0.009059906005859375,True,False
comm_0388,0.010013580322265625,True,False
comm_0389,0.010013580322265625,True,True
comm_0390,0.008821487426757812,True,False
comm_0391,0.008821487426757812,True,False
comm_0392,0.010013580322265625,True,False
comm_0393,0.010013580322265625,True,False
comm_0394,0.010013580322265625,True,False
comm_0395,0.010013580322265625,True,True
comm_0396,0.010251998901367188,True,False
comm_0397,0.010013580322265625,True,True
comm_0398,0.009775161743164062,True,False
comm_0399,0.009059906005859375,True,True
comm_0400,0.009059906005859375,True,False
comm_0401,0.009059906005859375,True,False
comm_0402,0.010013580322265625,True,True
comm_0403,0.010013580322265625,True,False
comm_0404,0.009775161743164062,True,False
comm_0405,0.009059906005859375,True,True
comm_0406,0.009059906005859375,True,True
comm_0407,0.010013580322265625,True,True
comm_0408,0.010013580322265625,True,False
comm_0409,0.010251998901367188,True,True
comm_0410,0.009775161743164062,True,False
comm_0411,0.010013580322265625,True,False
comm_0412,0.009059906005859375,True,True
comm_0413,0.009059906005859375,True,False
comm_0414,0.010013580322265625,True,False
comm_0415,0.009775161743164062,True,False
comm_0416,0.010013580322265625,True,False
comm_0417,0.010013580322265625,True,False
comm_0418,0.010013580322265625,True,False
comm_0419,0.010013580322265625,True,False
comm_0420,0.010013580322265625,True,False
comm_0421,0.008821487426757812,True,False
comm_0422,0.010251998901367188,True,False
comm_0423,0.010013580322265625,True,True
comm_0424,0.010013580322265625,True,False
comm_0425,0.010013580322265625,True,True
comm_0426,0.010013580322265625,True,False
comm_0427,0.008821487426757812,True,False
comm_0428,0.008821487426757812,True,False
comm_0429,0.010013580322265625,True,True
comm_0430,0.010013580322265625,True,False
comm_0431,0.010013580322265625,True,True
comm_0432,0.010013580322265625,True,False
comm_0433,0.008821487426757812,True,False
comm_0434,0.010013580322265625,True,False
comm_0435,0.010251998901367188,True,True
comm_0436,0.009059906005859375,True,True
comm_0437,0.010013580322265625,True,True
comm_0438,0.010013580322265625,True,False
comm_0439,0.009775161743164062,True,False
comm_0440,0.010013580322265625,True,False
comm_0441,0.009059906005859375,True,True
comm_0442,0.010013580322265625,True,True
comm_0443,0.010013580322265625,True,False
comm_0444,0.008821487426757812,True,True
comm_0445,0.008821487426757812,True,False
comm_0446,0.009059906005859375,True,False
comm_0447,0.010251998901367188,True,False
comm_0448,0.010013580322265625,True,False
comm_0449,0.010013580322265625,True,False
comm_0450,0.008821487426757812,True,True
comm_0451,0.008821487426757812,True,False
comm_0452,0.010013580322265625,True,False
comm_0453,0.010013580322265625,True,False
comm_0454,0.009059906005859375,True,True
comm_0455,0.008821487426757812,True,False
comm_0456,0.010013580322265625,True,True
comm_0457,0.010013580322265625,True,False
comm_0458,0.010013580322265625,True,True
comm_0459,0.009298324584960938,True,False
comm_0460,0.009298324584960938,True,False
comm_0461,0.009775161743164062,True,False
comm_0462,0.009059906005859375,True,False
comm_0463,0.009059906005859375,True,False
comm_0464,0.010013580322265625,True,False
comm_0465,0.010013580322265625,True,False
comm_0466,0.008821487426757812,True,False
comm_0467,0.008821487426757812,True,True
comm_0468,0.010013580322265625,True,True
comm_0469,0.009298324584960938,True,False
comm_0470,0.010013580322265625,True,False
comm_0471,0.009775161743164062,True,False
comm_0472,0.010013580322265625,True,True
comm_0473,0.009775161743164062,True,True
comm_0474,0.009059906005859375,True,False
comm_0475,0.009059906005859375,True,False
comm_0476,0.010013580322265625,True,False
comm_0477,0.008821487426757812,True,False
comm_0478,0.008821487426757812,True,True
comm_0479,0.010013580322265625,True,True
comm_0480,0.010013580322265625,True,False
comm_0481,0.010013580322265625,True,False
comm_0482,0.009059906005859375,True,True
comm_0483,0.010013580322265625,True,False
comm_0484,0.010013580322265625,True,False
comm_0485,0.010013580322265625,True,False
comm_0486,0.010013580322265625,True,True
comm_0487,0.010013580322265625,True,False
comm_0488,0.008821487426757812,True,False
comm_0489,0.010013580322265625,True,False
comm_0490,0.010013580322265625,True,False
comm_0491,0.009059906005859375,True,True
comm_0492,0.009059906005859375,True,False
comm_0493,0.009059906005859375,True,False
comm_0494,0.009775161743164062,True,False
comm_0495,0.009298324584960938,True,False
comm_0496,0.010013580322265625,True,False
comm_0497,0.010013580322265625,True,False
comm_0498,0.010013580322265625,True,False
comm_0499,0.008821487426757812,True,True
