user_id,avg_fused_score,top_10_count,total_weight
user_0141,0.6070092602629045,10,10.0
user_0142,0.5675844222144726,10,10.0
user_0143,0.6021059021429411,10,10.0
user_0144,0.6146000452263505,10,10.0
user_0145,0.6111736329224235,10,10.0
user_0146,0.6200889301504414,10,10.0
user_0147,0.6069885289032546,10,10.0
user_0148,0.6131565019255405,10,10.0
user_0149,0.5937632258678811,10,10.0
user_0150,0.6080689255948635,10,10.0
user_0151,0.6079513241830493,10,10.0
user_0152,0.6185530617363456,10,10.0
user_0153,0.6058935098858604,10,10.0
user_0154,0.5878576229085615,10,10.0
user_0155,0.6108332948825927,10,10.0
user_0156,0.5977510303499319,10,10.0
user_0157,0.6078540386171893,10,10.0
user_0158,0.6294708851448396,10,10.0
user_0159,0.6038479904612264,10,10.0
user_0160,0.6053105894993142,10,10.0
user_0161,0.5941471260224032,10,10.0
user_0162,0.6100337559416501,10,10.0
user_0163,0.6009522442177606,10,10.0
user_0164,0.6234558334808679,10,10.0
user_0165,0.5863219008250166,10,10.0
user_0166,0.5921564983010029,10,10.0
user_0167,0.5926584035317356,10,10.0
user_0168,0.590653080587648,10,10.0
user_0169,0.609575708014162,10,10.0
user_0170,0.599528403970176,10,10.0
user_0171,0.620238169805558,10,10.0
user_0172,0.5818890775391049,10,10.0
user_0173,0.611265261182903,10,10.0
user_0174,0.5862803873135274,10,10.0
user_0175,0.6145451991560945,10,10.0
user_0176,0.5921368962254496,10,10.0
user_0177,0.5916789963931255,10,10.0
user_0178,0.6478413048382148,10,10.0
user_0179,0.6157166194337342,10,10.0
user_0180,0.6300910990726869,10,10.0
user_0181,0.604608995588279,10,10.0
user_0182,0.6008102657944121,10,10.0
user_0183,0.6039389124852964,10,10.0
user_0184,0.6223059115748727,10,10.0
user_0185,0.5894237411664924,10,10.0
user_0186,0.6000447616143061,10,10.0
user_0187,0.5867203620022348,10,10.0
user_0188,0.6116207486404395,10,10.0
user_0189,0.6028879139078884,10,10.0
user_0190,0.5885545921919759,10,10.0
user_0191,0.6106024730786619,10,10.0
user_0192,0.6067746502118851,10,10.0
user_0193,0.6251791173151966,10,10.0
user_0194,0.6273190374952983,10,10.0
user_0195,0.6072781406002613,10,10.0
user_0196,0.6035628504029258,10,10.0
user_0197,0.5985195300995111,10,10.0
user_0198,0.5871340150393388,10,10.0
user_0199,0.6140243834811219,10,10.0
