user_id,avg_score,min_score,max_score,consistency,quality_score
user_0056,0.6591090608130227,0.6323325708012206,0.6822243101502542,0.9823096811444296,0.7560692469124448
user_0057,0.6816974900180448,0.6412944074479182,0.7472885356209186,0.9658021889675522,0.766928899702897
user_0058,0.6283539707374122,0.6066934177483371,0.6911748218938764,0.9749847010385001,0.7323431898277385
user_0059,0.6633567134397018,0.615741914405118,0.7397471293698532,0.9610414155926671,0.7526621240855913
user_0060,0.6365444060174646,0.622444324260494,0.6535498326761281,0.9900481575999309,0.7425955314922045
user_0061,0.6677835456972557,0.6227072933636647,0.7328267707608105,0.9660846775341576,0.7572738852483263
user_0062,0.6503743915175182,0.6275937067900114,0.6982708843875319,0.9747607932241166,0.7476903120294977
user_0063,0.6575056156609651,0.6209751227128272,0.6968576930347563,0.9795847258390911,0.7541293487144028
user_0064,0.6496369444030614,0.6279389633171177,0.6836171419776501,0.9829618589004194,0.7496344187522688
user_0065,0.6629837814796942,0.6291099970658615,0.7509431057539997,0.9612537814868638,0.752464781481845
user_0066,0.6493799532004563,0.6332058358455998,0.6757209139836926,0.9833406059185523,0.749568149015885
user_0067,0.6691038953922646,0.638013926341291,0.7147709209553982,0.9725181328774293,0.7601281666378139
user_0068,0.6813247572717716,0.646224434547525,0.7473714219925537,0.9730771747531403,0.7688504825161822
user_0069,0.6282216560266621,0.6172989977834132,0.6521336242781091,0.9904494155462426,0.7368899838825362
user_0070,0.6645699659769119,0.6107115849799697,0.753858790987424,0.9555392066096456,0.7518607381667319
user_0071,0.6807601801997144,0.6451538522025609,0.7096291091503627,0.9786258155283033,0.770119870798291
user_0072,0.6650953811327805,0.6399341230114984,0.7295261320141337,0.9674708767602981,0.7558080298210357
user_0073,0.6931363557553183,0.6397403548113835,0.7266128978120003,0.9697430053227902,0.7761183506255598
user_0074,0.6774576905412879,0.6387303868298686,0.7512316894266604,0.9625941654669895,0.7629986330189984
user_0075,0.6741467969580865,0.6499402467977725,0.7106417991654729,0.9838162165121785,0.7670476228243142
user_0076,0.6355686289250103,0.6184935371420911,0.6854353767570768,0.9807317196173748,0.7391175561327197
user_0077,0.6802028654134871,0.6322457351644285,0.7338070672027628,0.9735834692661894,0.7682170465692977
user_0078,0.691319975740979,0.65894359095177,0.730353101595081,0.9767532562916439,0.7769499599061784
user_0079,0.6627455185426616,0.6182725080397499,0.7099880473867277,0.9680182646909865,0.754327342387159
user_0080,0.6948032091662214,0.6612816386289934,0.7476084025937135,0.9758743700941624,0.7791245574446037
user_0081,0.6869836158163547,0.6595223988351024,0.7248291742341963,0.9795235918709068,0.7747456086327202
user_0082,0.6411713358970711,0.6084272136801611,0.6832829841896371,0.9771410260852033,0.7419622429535107
user_0083,0.648564481736644,0.6111778064494673,0.6973923112424457,0.9711771843157222,0.7453482925103675
user_0084,0.6628318270711884,0.6332534339665566,0.7441765220884552,0.9677887647554888,0.7543189083764785
user_0085,0.6324134699819366,0.6114219770592126,0.7366688726275192,0.9644532948824653,0.7320254174520952
user_0086,0.6625580143657657,0.6388980791156201,0.7215171821345662,0.9776039953183446,0.7570718086515393
user_0087,0.6560614771552874,0.6203508026292307,0.708827855156407,0.9757226508763299,0.7519598292716001
user_0088,0.6529860983532115,0.6030277259874836,0.7090133939881798,0.968632459799932,0.7476800067872276
user_0089,0.6631668380891185,0.6419675672112457,0.7035979809826345,0.9791063319901611,0.7579486862594312
user_0090,0.6579833259870096,0.6309744890173213,0.6837542654116522,0.981741032530163,0.7551106379499555
user_0091,0.6598604332902895,0.6297757181760252,0.7126198442843491,0.9757485443104441,0.7546268665963358
user_0092,0.6987233957376694,0.6429566771527043,0.8112022733153906,0.9544715823581633,0.7754478517238175
user_0093,0.6627375677594586,0.635637981203224,0.7313075248417062,0.9725205422252022,0.7556724600991817
user_0094,0.6778918450183469,0.6427085788522868,0.7341154602820575,0.9729029015765069,0.7663951619857948
user_0095,0.6648944873830727,0.644525541404975,0.7064391016099494,0.9832393663785065,0.7603979510817027
user_0096,0.6553141185731219,0.6350509466710009,0.6891128573953601,0.9865761793893919,0.7546927368180029
user_0097,0.6636256671960111,0.6458597612292107,0.6899492948045839,0.9848212530415407,0.75998434294967
user_0098,0.6596247000149102,0.6357551669110463,0.6899363077906132,0.9834127743969067,0.7567611223295091
user_0099,0.6578019538165806,0.6203408333773011,0.7244763700129426,0.9676393800998359,0.7507531817015571
user_0100,0.6559219641436784,0.6321709698559267,0.6822299612705327,0.9824161857715054,0.7538702306320264
user_0101,0.6568982507620152,0.629160264679729,0.7369216297958101,0.9667081940559157,0.7498412337501853
user_0102,0.7132568272414582,0.6705179407642127,0.7606131704123578,0.9744629829002852,0.7916186739391062
user_0103,0.6483933788507767,0.6075261093711425,0.7270533835692105,0.9625833133971966,0.7426503592147027
user_0104,0.6653163643044504,0.6402328360306198,0.7258434344839748,0.9756194736479012,0.7584072971074856
user_0105,0.6850659606977375,0.6602767604008154,0.7113325588923065,0.9810361129491071,0.7738570063731484
user_0106,0.6501545856769949,0.6327651770586228,0.6912051040749301,0.9843019517620452,0.75039879550251
user_0107,0.6866813750394498,0.6386462321974105,0.7203854921978231,0.9758271712518726,0.7734251139031766
user_0108,0.6696727616044831,0.637975186653926,0.7019976706943543,0.9781679319516,0.7622213127086181
user_0109,0.6770441852344443,0.6531241139879895,0.6990267121848687,0.9851955486547013,0.7694895942605213
user_0110,0.6849336707782057,0.6294489088505054,0.737791083295759,0.959729354265361,0.7673723758243522
user_0111,0.6826835383540886,0.6401498836317101,0.7262902362877615,0.970834187705102,0.7691287331593926
user_0112,0.6644615584086103,0.648048225350739,0.6986660622491825,0.9817742835009952,0.7596553759363258
user_0113,0.6455623122338239,0.6146879662151686,0.6932963746835425,0.9726988114738507,0.7437032620058319
user_0114,0.6671066563293484,0.6440111973341442,0.6879008332289305,0.9868774111364316,0.7630378827714732
user_0115,0.6976108275202962,0.6616453813023861,0.7661113316865896,0.9718810573619947,0.7798918964728057
user_0116,0.658458343558382,0.629578598228549,0.7055129065101357,0.9741606531976668,0.7531690364501673
user_0117,0.674001808392169,0.6411522491005435,0.7390339814412594,0.9703686325761641,0.7629118556473675
user_0118,0.6751602478044746,0.6366689807801764,0.7395880711330554,0.9702068504475143,0.7636742285973864
user_0119,0.6609259719271917,0.627979463332431,0.7138559233702448,0.9725673687772052,0.7544183909821958
user_0120,0.6599934307247486,0.6332740734479305,0.73747599992381,0.9679391323442307,0.7523771412105932
user_0121,0.6600029493346071,0.6343980259068739,0.7352912786624055,0.9709616798440016,0.7532905684874254
user_0122,0.6836823513944499,0.6563054976726584,0.7207208797191417,0.9770579397713491,0.7716950279075196
user_0123,0.6609993507592763,0.643196700614321,0.7032711075464644,0.9808274362630333,0.7569477764104033
user_0124,0.6567160000797932,0.6258493143894978,0.7083012668799099,0.9758500827577206,0.7524562248831714
user_0125,0.6665588751957375,0.6486602444908087,0.6954867585182927,0.9852020535406188,0.762151828699202
user_0126,0.6674164519921927,0.6367098163111053,0.7069285929730164,0.9765574847996229,0.7601587618344217
user_0127,0.6736388719844847,0.6321955303642042,0.7440135318530285,0.9645895890598006,0.7609240871070795
user_0128,0.633719012975553,0.6102646051763889,0.6809628313786835,0.9777265992216007,0.7369212888493673
user_0129,0.6777393588628513,0.6491043321558022,0.7616975075814506,0.969805316903658,0.7653591462750933
user_0130,0.6578389584025611,0.6237285062582756,0.6997272604862024,0.971748459782454,0.752011808816529
user_0131,0.6699884020628103,0.6564626976778581,0.687745416809535,0.9898328400785029,0.765941733467518
user_0132,0.6742374069006226,0.6297737024173283,0.7176077105914305,0.9656557752060572,0.7616629173922529
user_0133,0.6689263226489227,0.6395781631537781,0.7082839717768123,0.9767215121747391,0.7612648795066677
user_0134,0.6975467459496547,0.653670916595062,0.7782566792917985,0.9627697741514701,0.7771136544101993
user_0135,0.6697367170859552,0.6263787343709685,0.7651717324007887,0.9537369020142117,0.754936772564432
user_0136,0.6669074042877907,0.6223335640760885,0.7477827474048929,0.9614860723321047,0.755281004701085
user_0137,0.6268241945445049,0.6042684707405932,0.6705715304356958,0.9798228713561633,0.7327237975880023
user_0138,0.6425185520244391,0.6210102912632467,0.660011655885909,0.9884631768693799,0.7463019394779213
user_0139,0.6199238003530796,0.6063512970700268,0.6350051484807976,0.9903629847456289,0.7310555556708443
user_0140,0.6659328007597229,0.6184704820890093,0.7298736154299105,0.9679126050698712,0.7565267420527674
user_0141,0.6381049475467012,0.6060281535135317,0.6945052887076572,0.9695286316944091,0.7375320527910135
user_0142,0.682791959493397,0.6504635112213367,0.7289339215580417,0.9718223494856936,0.7695010764910859
user_0143,0.6581413106610665,0.6197723172463907,0.7157946497504065,0.9656981006983687,0.7504083476722572
user_0144,0.670120946391733,0.6446418949433788,0.7075359881868928,0.9793709746141941,0.7628959548584713
user_0145,0.6581537520261089,0.621347009567353,0.7156152194795575,0.9683384062733023,0.751209148300267
user_0146,0.6837716973779971,0.6593163344481575,0.7207688998173285,0.9767783505891935,0.7716736933413559
user_0147,0.6805756451141324,0.649048345715512,0.7278739648054385,0.9703111217725839,0.7674962881116678
user_0148,0.6378605973460238,0.6182380918083384,0.6697485204389867,0.9833569663394162,0.7415095080440415
user_0149,0.6582043460263665,0.6285987897391898,0.6860690281620774,0.9799484875030853,0.754727588469382
user_0150,0.6622682458334228,0.6337796954859911,0.7003520836746748,0.9826452232625962,0.7583813390621748
user_0151,0.6783183626994875,0.6454684753991221,0.7415155514822436,0.9739940144097069,0.7670210582125533
user_0152,0.6627507711787498,0.6317064870914555,0.6919311258064264,0.9829535255546069,0.7588115974915068
user_0153,0.642774666320481,0.6125844950502143,0.6829701354278799,0.9776442057770677,0.743235528157457
user_0154,0.6635019822817269,0.6356305842313876,0.7160433170582133,0.9777096249908563,0.7577642750944656
user_0155,0.6953009414520178,0.645143964216365,0.7653986390510317,0.9643629517737845,0.7760195445485478
user_0156,0.6563310446873148,0.6380848059958001,0.6780895535484056,0.9889675423933328,0.7561219939991202
user_0157,0.6431079815659154,0.6217909908728084,0.675391275325315,0.9829363274572391,0.7450564853333125
user_0158,0.6729963176170328,0.6127835908556506,0.7660657779471894,0.953618709536329,0.7571830351928216
user_0159,0.6712404458472931,0.6386710518397727,0.7031151611788438,0.981157730965094,0.7642156313826334
user_0160,0.6265554281728909,0.607851749623622,0.6497454262630564,0.986908889415851,0.7346614665457789
user_0161,0.6614726521097426,0.633049926362374,0.727815615528211,0.9736015879868942,0.755111332872888
user_0162,0.6518565166440319,0.6336454323401115,0.681372661606445,0.985421013287759,0.7519258656371499
user_0163,0.6878036974739351,0.6639089114391564,0.7491632265606957,0.9750960763017871,0.7739914111222906
user_0164,0.6881795999757016,0.6517799173276443,0.7591920611130413,0.9664965650071391,0.7716746894851327
user_0165,0.6382144264186618,0.6057736838654386,0.674918890601155,0.9780972861000722,0.7401792843230848
user_0166,0.6762815781403012,0.6328357738648609,0.7398071167501645,0.9646396514415706,0.7627890001306821
user_0167,0.6718729646440081,0.6370717411742484,0.7285374994084196,0.9754159538490711,0.762935861405527
user_0168,0.6800134139803198,0.6530635389662146,0.7365146218356237,0.9770285404186577,0.7691179519118212
user_0169,0.6635565319216173,0.6447001103518811,0.7038599792847745,0.9832607388734419,0.7594677940071647
user_0170,0.6559422362519036,0.6156478972915734,0.7080545295596852,0.9724353677166141,0.7508901756913167
user_0171,0.6427526742315954,0.6215643827124632,0.7053278831019578,0.9763310387131249,0.7428261835760542
user_0172,0.6552584216701371,0.6145423271345736,0.6996386992385892,0.9667764501383781,0.7487138302106093
user_0173,0.6429212166592932,0.6020525633680193,0.7373558146182614,0.9630215860711606,0.7389513274828534
user_0174,0.668837798452767,0.6416038623994774,0.7458067418711036,0.9704373589831682,0.7593176666118873
user_0175,0.6854894958452777,0.6562206967179675,0.7414773020247757,0.9753251649619632,0.7724401965802834
user_0176,0.6539359688394922,0.6243677008107988,0.752695692178407,0.9570549394723492,0.7448716600293492
user_0177,0.6619942640991028,0.6306338445657034,0.7470246481582173,0.9641311475568443,0.7526353291364252
user_0178,0.6654890616591114,0.6282739412559215,0.7102132377124432,0.9731739021892201,0.7577945138181439
user_0179,0.6306565314243331,0.6056530877198704,0.693117862261805,0.975456662522519,0.7340965707537888
user_0180,0.6476632598288871,0.6255869137527666,0.6932273431138736,0.9807420103154036,0.7475868849748419
user_0181,0.6509091290493274,0.622787516227775,0.7111178559546205,0.9723908111618412,0.7473536336830815
user_0182,0.6841234890666434,0.6499948618104899,0.7487149677996089,0.9690635407081433,0.7696055045590934
user_0183,0.6504701676776327,0.6286378547116919,0.7128833852290257,0.9752786334393199,0.7479127074061388
user_0184,0.6658181929798429,0.6287516707611033,0.7414295166367363,0.9673435278041517,0.7562757934271355
user_0185,0.68195496062685,0.637838689792533,0.7463312524938035,0.9674458928104362,0.7676022402819258
user_0186,0.6693973565059179,0.634910263182913,0.7135014691160347,0.9761181977602831,0.7614136088822274
user_0187,0.6626830112056536,0.6360316100481498,0.6966272641498114,0.9806976505193605,0.7580874029997656
user_0188,0.6715008574836364,0.6427271407855677,0.7277083291869877,0.9736616373488639,0.7621490914432045
user_0189,0.6615335498294168,0.6226647489284777,0.7506295769399985,0.9621421365570051,0.7517161258476932
user_0190,0.6360860877263428,0.6070458247012563,0.7240846104421899,0.9658865836284979,0.7350262364969893
user_0191,0.6745535078043814,0.6431447566650633,0.7079102441674587,0.9789175109137616,0.7658627087371954
user_0192,0.6598623692264054,0.6332898315081634,0.7152166112678012,0.9698103827550094,0.7528467732849866
user_0193,0.6861690558053788,0.6436792234888454,0.7415138742670424,0.965374318521318,0.7699306346201605
user_0194,0.680424574115291,0.6525961037232675,0.718555669519989,0.976873837744932,0.7693593532041832
user_0195,0.66843055323759,0.6510250748748266,0.7121605430162817,0.9830784594256923,0.7628249250940207
user_0196,0.6692761596032649,0.6377492890087659,0.7231593444312405,0.9732391831956788,0.7604650666809891
user_0197,0.6666552248253048,0.6356924207943231,0.7065119774370285,0.973089418851246,0.7585854830330871
user_0198,0.6858492622121934,0.6631965423793879,0.7134531300404525,0.9851527468085076,0.7756403075910876
user_0199,0.6548897942250149,0.6289497998573991,0.7056769593683465,0.9741481950711796,0.7506673144788643
