agentId,health_score,predicted_level,ground_truth_level,connectionQuality,learningEffectiveness,privacyMetrics,stabilityMetrics,aiPleasure
agent_000038,0.4010135659018527,fair,poor,0.5724327890361476,0.09472951559961007,0.9770889240555983,0.05701672730605001,0.2740185947058362
agent_000039,0.5585364378426487,fair,fair,0.7967603743295412,0.26434769924511425,0.86251781401282,0.5299029899298972,0.1477525866044137
agent_000040,0.42293607263980904,fair,poor,0.6565395718522387,0.17663986017229893,0.15073970693546412,0.8805649740530535,0.08380278435971134
agent_000041,0.28915260725655,poor,poor,0.04286941036875136,0.16423897883824057,0.8258875619862522,0.1555752354375134,0.41082950470048873
agent_000042,0.6221818027523371,good,good,0.6945983159381501,0.8467202662344562,0.037580544196971544,0.6649905857820366,0.9633793121338399
agent_000043,0.5642548473609756,fair,good,0.41896329186302694,0.4542529367166074,0.7179902654729028,0.5315837825261637,0.9603598061625368
agent_000044,0.2750010649925376,poor,poor,0.19612282189731045,0.1799938558585037,0.22319395635488937,0.3760013540167836,0.6113283347924947
agent_000045,0.5550855232829729,fair,fair,0.34507112546317653,0.29101369025295454,0.8961680390270855,0.8501144140194202,0.4680782874463898
agent_000046,0.6794858798552073,good,good,0.7408277997826708,0.9433253587951043,0.1229697250104167,0.7005156078894923,0.937505236307816
agent_000047,0.7970690838152195,good,good,0.9965824985226339,0.968743866752968,0.4171183478611201,0.6666125187069072,0.8899131918271357
agent_000048,0.5714736715667794,fair,fair,0.9673744469185279,0.06996991270722708,0.27787458796928555,0.9168490323790448,0.7319285759067458
agent_000049,0.5201274265102983,fair,fair,0.5904803952266388,0.09709643238778676,0.7137049829136574,0.6676227050646573,0.7196768201102896
agent_000050,0.6306433823719811,good,good,0.87557596135267,0.27697801561372304,0.816309348902888,0.4095283828858046,0.9733734177264429
agent_000051,0.5601071936493875,fair,good,0.5137434829891477,0.4908212256127882,0.7685248793965564,0.2847051200672559,0.9832001660614103
agent_000052,0.5856383435739951,fair,fair,0.9035828564593424,0.8311451821448919,0.07449764620156618,0.4842133089289212,0.4021414289683908
agent_000053,0.36036354064867915,poor,poor,0.5075643622385853,0.4017018826632657,0.2500687887225975,0.14725100848949724,0.5358301998079746
agent_000054,0.40691819912516586,fair,fair,0.1430141296533396,0.42008993920974813,0.5510841214052767,0.5752662666395884,0.4087210430042091
agent_000055,0.3093522183323713,poor,poor,0.9344970694656995,0.17997534284517813,0.04231140962754942,0.08922421497299426,0.04426990334543135
agent_000056,0.3374007491666825,poor,fair,0.3150587380307731,0.28716039972737906,0.04374931670143234,0.4015557192225737,0.9778495754234323
agent_000057,0.49054176260760396,fair,fair,0.09295992809311893,0.5826921163012192,0.7600539043667222,0.7460192495353357,0.20414120728607832
agent_000058,0.5148028685274353,fair,fair,0.9412800509964466,0.12434271724137869,0.6829049149755448,0.3080573166721029,0.5020473013844944
agent_000059,0.23681408959344477,poor,poor,0.3700699327542576,0.0334992012551083,0.054920696874103614,0.5449241849889463,0.1595282971849329
agent_000060,0.5624342112133306,fair,fair,0.43170213327797635,0.5632393634459911,0.24449581809952492,0.9125761766629978,0.8228443807983412
agent_000061,0.7046539439999704,good,good,0.5978371871721948,0.9778972858463236,0.5617193924793165,0.569596099692544,0.8445722731096874
agent_000062,0.27328425824406477,poor,poor,0.24195817449317525,0.012515892741321255,0.4086553025462928,0.2468474526658394,0.7856519039301423
agent_000063,0.3476922535387942,poor,poor,0.29828902848436745,0.2972937390956705,0.19748221050434422,0.46620493628956583,0.6605913228500266
agent_000064,0.3786490751894225,poor,fair,0.42041553127133025,0.511076768513836,0.21612151091295484,0.11549423364317024,0.7945285133190585
agent_000065,0.7280548967153726,good,good,0.36319322667013565,0.8633217818845409,0.8585312229435406,0.9991112124771115,0.4989765749257298
agent_000066,0.35591501717468493,poor,fair,0.1841738449854151,0.34377170719922523,0.42098526752222476,0.2407015929962233,0.9159125702483522
agent_000067,0.5424682418197841,fair,fair,0.3297945912496839,0.8642408856688495,0.7462649045654517,0.06110254743294519,0.8248588219047135
agent_000068,0.5391617936189589,fair,fair,0.4777630139075042,0.7229994471411096,0.17991872348608273,0.7234529039832382,0.5829685286294122
agent_000069,0.5903410613295177,fair,fair,0.356312601297029,0.8810658087733588,0.7296855235538402,0.4092136914642073,0.5321661580831112
agent_000070,0.3026023377271111,poor,poor,0.05448857077683056,0.03818442294551694,0.7705953247060275,0.2231432285784103,0.8068637863963662
agent_000071,0.5515487612173804,fair,fair,0.4989637701492228,0.779240789763115,0.8114181230402048,0.2818557526986871,0.13342846091517546
agent_000072,0.5898212276221909,fair,fair,0.902703101132902,0.5354187251430738,0.3822212152215686,0.5226927362606316,0.49307980756756864
agent_000073,0.49325368433708916,fair,fair,0.6686416261756202,0.04894895587638415,0.8761612629129948,0.3161503878342906,0.7539370867463098
agent_000074,0.5619272044605129,fair,fair,0.7213266739057543,0.5695434991991368,0.7970940677059231,0.2437752800638685,0.310357916303318
agent_000075,0.4580761173817073,fair,fair,0.6015239190725391,0.3619703283461344,0.41510384183555626,0.44183922980199875,0.4581394119952791
agent_000076,0.7942343204799882,good,excellent,0.9180740938100843,0.786229226318453,0.4017958478688419,0.9517462414105218,0.9745007259198116
agent_000077,0.5013060402699894,fair,fair,0.619290379974886,0.35670355619850436,0.19926529185570951,0.7970058551468653,0.5805332682612676
agent_000078,0.5262489177118401,fair,fair,0.4910503494309705,0.8282580692298365,0.47821310077114043,0.009527443245283984,0.9887370424335357
agent_000079,0.6689543998577525,good,good,0.5647325878358669,0.7984729794514508,0.47464335951290004,0.6744467897679308,0.9833497817975689
agent_000080,0.4818554803763754,fair,fair,0.026733594761395585,0.995589294730895,0.6393666104192577,0.4710210301818972,0.041972298830717736
agent_000081,0.4984368694039788,fair,fair,0.7886829454281932,0.6749375475725008,0.22771894370858636,0.3285290193211905,0.21282153547849925
agent_000082,0.4899377455432183,fair,fair,0.9658543808094776,0.12837309506263794,0.5619496631726937,0.49538103933906663,0.049147360728373
agent_000083,0.5250172838419455,fair,fair,0.9588473264374534,0.39735884066045535,0.42567719037516627,0.21959419174581107,0.569114656432728
agent_000084,0.5555782905127011,fair,fair,0.9776756149060029,0.2169261727371562,0.427666594795131,0.7281121408475073,0.257720964733836
agent_000085,0.7126571660773097,good,good,0.8433513630921466,0.8763586321117812,0.4853996212610123,0.4656534502371227,0.9251905297670061
agent_000086,0.4213911810123771,fair,fair,0.5192536162074562,0.003587936435770489,0.5521439652162419,0.8171928923819705,0.16813421331927925
agent_000087,0.6677263873224495,good,good,0.9703580223749666,0.4171359404883568,0.614973510845215,0.7326141291341427,0.5133536861074709
agent_000088,0.4384048596010767,fair,fair,0.26036678586699125,0.5323509329134033,0.996846581177325,0.1670914641784883,0.07437820834815412
agent_000089,0.633762761775668,good,good,0.822976043735881,0.6382827815302096,0.3258175946053432,0.7360802168104529,0.5606849317598612
agent_000090,0.3984035771570172,poor,fair,0.05784566673478608,0.48309464701521476,0.637429250156553,0.2957706086452586,0.7652852695915466
agent_000091,0.32031660885420465,poor,poor,0.24813676579500243,0.3831814514959979,0.5462940230096505,0.11464363931552446,0.3029952206641958
agent_000092,0.5445609690780423,fair,fair,0.5858318825498323,0.9039760888190678,0.6114919953779706,0.17129418106785999,0.15551740946651127
agent_000093,0.34629755659138656,poor,poor,0.5753033417378546,0.26247586918141663,0.5134557776487394,0.038939886587537886,0.26373621014313275
agent_000094,0.7074117530022902,good,good,0.5599810541810487,0.5754293160069982,0.9946435072893716,0.7282313725079,0.7898418449582408
agent_000095,0.43419187201762033,fair,fair,0.00794477854713016,0.44831155203145445,0.2844522126773882,0.9916870517587307,0.6489993648575035
agent_000096,0.6474724928441937,good,good,0.9568974806640254,0.8025283904549075,0.5736154462654709,0.1106741187840643,0.7075811205455346
agent_000097,0.19948964089060645,poor,poor,0.08235381277370768,0.08980614432174061,0.5014966455495758,0.2611270789036041,0.03924906726108368
agent_000098,0.5824337859440025,fair,fair,0.8336303285323013,0.80759300727887,0.693046134925559,0.04744080231642911,0.2403056454281206
agent_000099,0.581194432013308,fair,fair,0.887860184466662,0.9903709808209952,0.17478981249313785,0.19379373253943522,0.37919931684879005
agent_000100,0.19451438154822293,poor,poor,0.4248346806794506,0.018575805565679726,0.019215415712275585,0.0823301039840536,0.6335265604767452
agent_000101,0.48891891461945325,fair,fair,0.7818001914525704,0.5581054920501513,0.08017029340205617,0.41582299899775366,0.5474383526381088
agent_000102,0.5107241546468849,fair,fair,0.9128723885140386,0.464813059678138,0.3519934047844896,0.12487659661427586,0.709287923190876
agent_000103,0.39660401764880854,poor,fair,0.4714063648956769,0.18808234070738217,0.2619489220246254,0.661649787338291,0.4701209937546047
agent_000104,0.3942946465137429,poor,poor,0.6519043235053413,0.40062318127703367,0.3589682499318666,0.169897507930574,0.25389618745661013
agent_000105,0.5430567832959093,fair,fair,0.5022550330062655,0.7535118015624992,0.5067441544742671,0.15537295311844146,0.9669165313517643
agent_000106,0.2922699066759453,poor,poor,0.34377614099356635,0.15039484441321826,0.2802137841690132,0.0684587956076318,0.9899264436892016
agent_000107,0.3518124322079985,poor,poor,0.37688874283336504,0.2850056058188226,0.47483239143179223,0.06336757078429278,0.786988526017346
agent_000108,0.6077165670915998,good,fair,0.8566202196023618,0.7320849405818982,0.17863330069974825,0.6539439816113222,0.44024820583320645
agent_000109,0.5470556877727831,fair,fair,0.7459232763195316,0.04281568631876531,0.8675457394611181,0.7121272574035361,0.3393634774027803
agent_000110,0.5472204979823753,fair,fair,0.989730024848774,0.018928048260727692,0.7675441065212902,0.2375915195331172,0.9402885449411844
agent_000111,0.6096912564971376,good,good,0.23974203752458534,0.3736903557669028,0.8679022723973191,0.9762406326164429,0.8750457717151313
agent_000112,0.395772118884487,poor,fair,0.19184598432534206,0.4780082653618991,0.4679677787188331,0.36797326228475014,0.6112034826196007
agent_000113,0.5006457485721537,fair,fair,0.3134935710817366,0.6080277226711387,0.4096216111963372,0.7821572313961148,0.3190965661544445
agent_000114,0.6284937740268778,good,good,0.5629060461600435,0.9222374419752484,0.818690037436292,0.1345172547462028,0.6656644355655593
agent_000115,0.4317130954637682,fair,fair,0.44921011151157175,0.07236018079525541,0.38433908656986493,0.7708759676426387,0.7027751154456068
agent_000116,0.45465805141266546,fair,fair,0.590944153626613,0.15081683272534208,0.3066066029441581,0.7433905242646608,0.5921837938291288
agent_000117,0.4989871208039035,fair,fair,0.5111121278633337,0.9530446051884294,0.5373442966499191,0.12006731013688021,0.01465616183602847
agent_000118,0.3737600794961471,poor,fair,0.5825253341737177,0.3570146134663621,0.1421043268834049,0.0687820246656411,0.9669782227631792
agent_000119,0.37344854797659655,poor,poor,0.6891219225565456,0.0007290958454442276,0.22836289853007952,0.4928910147756691,0.5673501071494936
agent_000120,0.6302938091128382,good,good,0.7337733156666977,0.3712689393061175,0.6054335359254089,0.891524520339046,0.5464163411674342
agent_000121,0.46313604799338576,fair,fair,0.2719316523135443,0.5156447427554746,0.7259322501505893,0.594707320914128,0.021140350131875763
agent_000122,0.5011907326061663,fair,fair,0.6671244413840345,0.08234348362797617,0.7469667360813977,0.7049404645995022,0.23442311216983602
agent_000123,0.5869026286585313,fair,good,0.19764392942627018,0.9001922195343469,0.8717244681614523,0.3436961289446986,0.6935947199714678
agent_000124,0.5692184790945638,fair,fair,0.19767236882526906,0.8446177673035079,0.824680992595602,0.7024040811015867,0.032289303229317445
agent_000125,0.5927077293854021,fair,fair,0.21382900207791833,0.7747208575666843,0.847178542950198,0.86177512045716,0.037795317927798
agent_000126,0.7734037027598699,good,good,0.9776137155769156,0.55991619572184,0.797757577192483,0.9974590524903016,0.2997789899862411
agent_000127,0.4257566713356123,fair,fair,0.5106383430825487,0.16459992642234167,0.49655697669442456,0.43276399275918476,0.7108291006866778
agent_000128,0.4102259975571578,fair,fair,0.08512785937984757,0.08261672045589019,0.7791804110468751,0.9760136955234578,0.17251031284156748
agent_000129,0.38569729665732777,poor,poor,0.9725974028259805,0.08548387923449186,0.07344235792024889,0.2644574740196075,0.5359700975423835
agent_000130,0.3817136215535528,poor,poor,0.25525348964272276,0.7642401285788951,0.3228596322152999,0.2336878469131778,0.1553072117245281
agent_000131,0.5214086495560587,fair,fair,0.2116281369978813,0.5803443552240367,0.6226215888968117,0.8939088298103733,0.2010944275914215
agent_000132,0.35461441099891305,poor,poor,0.3118004294734088,0.20756318960753084,0.29680285689568253,0.5756967096779487,0.5027359291395188
agent_000133,0.5324367564062289,fair,fair,0.33979295322763636,0.5480727338469158,0.6095480715203988,0.5566857789007081,0.7722356455336943
agent_000134,0.2984047420784661,poor,poor,0.28928968637923547,0.49654536222847945,0.1836986104728907,0.00024584184027454103,0.651570894639043
agent_000135,0.5680208712876,fair,fair,0.4617178824592827,0.799551535206614,0.4447829945518048,0.699734798474871,0.23799958265790788
agent_000136,0.3051613236528853,poor,poor,0.23697878123839256,0.20771428086546395,0.2147832363469161,0.4885177843195029,0.5332785399363734
agent_000137,0.658203497336907,good,good,0.6833811952313074,0.9422751996005547,0.2922884759593142,0.536905095462466,0.8595068434458544
agent_000138,0.6624642350539767,good,good,0.3991178821475361,0.9599703880035104,0.892716214857562,0.6432469576940568,0.15499533005891197
agent_000139,0.39044476177727483,poor,poor,0.6453190493399733,0.5123339691807883,0.08791696657871839,0.1726924693815972,0.489096199550213
agent_000140,0.25350432809423884,poor,poor,0.0443253908011898,0.6297644848125271,0.0907399273728986,0.3142058861306416,0.03992696490101566
agent_000141,0.7253778438949273,good,good,0.9113598449968683,0.7867141378788435,0.4071593346886464,0.8091221883495705,0.5760304356835602
agent_000142,0.6166933863462772,good,good,0.861723505349366,0.11279719551997214,0.7666080328674756,0.6138483736268792,0.9697192983007172
agent_000143,0.5754853274595654,fair,fair,0.9759749828420918,0.9431052681276693,0.31836973291926907,0.04057608569873561,0.23926100993524146
agent_000144,0.30229749993373867,poor,poor,0.30045856345902067,0.417486226354461,0.2363505802372481,0.1633248196264796,0.4287622250762271
agent_000145,0.5957596895235836,fair,good,0.9153863138052114,0.31437274321501285,0.9939842292225571,0.08163736928568144,0.7319560556687991
agent_000146,0.4790787967439831,fair,fair,0.04818570408947542,0.6093869161674025,0.24266158507062197,0.9478028722644449,0.7659275021275023
agent_000147,0.5354349348649377,fair,fair,0.6368139078836764,0.9939791294708541,0.020404312038946104,0.3944823723030104,0.4475933865791376
agent_000148,0.6571555059182573,good,good,0.7393457634110332,0.8471102581781684,0.4165339703149614,0.4688145644924906,0.8347179355946651
agent_000149,0.3802228396657397,poor,poor,0.4728127134407467,0.43046663684028597,0.4534175146573435,0.30121849520609967,0.034758001227928714
agent_000150,0.6248233459949694,good,good,0.9055262970123583,0.88778947688851,0.12539308749342548,0.36119781975810006,0.7917622106944722
agent_000151,0.41563249377567246,fair,fair,0.38689839022165096,0.295954967542032,0.42681673192033664,0.39561910407422596,0.8043198713583916
agent_000152,0.7002335821206817,good,good,0.8515289306369457,0.6691202026866021,0.7142232212892178,0.8060158176031156,0.16023491011327962
agent_000153,0.5332991161408808,fair,fair,0.05271917928805192,0.7775190604468496,0.7878025318649692,0.7166780404278663,0.24843441748588213
agent_000154,0.6238468771112331,good,good,0.22623783069852843,0.4852522733778175,0.9764361177664193,0.9457334487867057,0.6154043778152166
agent_000155,0.5513052593210694,fair,fair,0.2857111838841696,0.3801763287695279,0.9358316749622331,0.7305821177887571,0.5155062260744704
agent_000156,0.21286420515483237,poor,poor,0.18479357081182746,0.0801443527306459,0.15270203238652857,0.40610685345008046,0.34867947101892194
agent_000157,0.40877737323351354,fair,fair,0.25388447036548445,0.1524226456839648,0.9794575006983753,0.24446795756079343,0.6241550256931743
agent_000158,0.5534816637368659,fair,fair,0.43466463018197665,0.6944976873388128,0.20774547691332879,0.6508123825812245,0.9947951245775791
agent_000159,0.6142592757398172,good,fair,0.7253793582243637,0.7213505010630512,0.7304173821676426,0.2595489660306378,0.5458354127830729
agent_000160,0.5263535089886464,fair,fair,0.39702239696387853,0.6734010969227613,0.6900912163094117,0.14604878717193692,0.9151963482071661
agent_000161,0.41538792316505657,fair,fair,0.23539710554295712,0.3606333398360644,0.2427188761105894,0.98482427289691,0.20871682018801274
agent_000162,0.4167916536066853,fair,fair,0.3319239170069723,0.13205985600181602,0.8917966009485792,0.4273436735730365,0.3696765545016506
agent_000163,0.48279691426030014,fair,fair,0.9341788612168147,0.028822615162407028,0.9065918836201968,0.2851837337329457,0.03691421694866215
agent_000164,0.4486699159554071,fair,fair,0.5969079040813726,0.14900497242806354,0.5107003334647258,0.39882136330216467,0.8028735747466998
agent_000165,0.6781245896609049,good,good,0.8744204365285856,0.6142460865935634,0.5845149836426751,0.7563294633535625,0.37789069481120097
agent_000166,0.5085139419542403,fair,fair,0.3097088615267002,0.5044023845940432,0.9189412592105991,0.20779743781426874,0.7963839101908083
agent_000167,0.38930500420666464,poor,poor,0.05844381635674045,0.8837645414205365,0.5389766977497463,0.07763885859869468,0.3042980349265718
agent_000168,0.507215095638901,fair,fair,0.876574735494597,0.4407125979311307,0.6132796400240499,0.17559157284799787,0.2011901970805947
agent_000169,0.3668050612994415,poor,poor,0.054517890253575674,0.9112641046522885,0.07644872492129096,0.277364155992337,0.5459698639024989
agent_000170,0.52360986668655,fair,fair,0.12008173565313374,0.6206200038719096,0.9552148065461066,0.38333984055185755,0.7072350238569631
agent_000171,0.632818127675631,good,good,0.9774046424425613,0.5831176741135464,0.10376158316911466,0.7094674334912806,0.8004174520452487
agent_000172,0.36734875077035417,poor,poor,0.27714290442182,0.6089274299887822,0.20814933513314182,0.30989223888179895,0.42222852364715446
agent_000173,0.5140833527622579,fair,fair,0.3105755802070319,0.8790183889223693,0.6700160360038712,0.08855371274493151,0.6497091073014707
agent_000174,0.6194739506420923,good,fair,0.6627516153989798,0.6591192321729391,0.30585817062737575,0.94866669414293,0.3810126579505151
agent_000175,0.2877911458432195,poor,poor,0.00873754774304003,0.8861262526621648,0.10915869145142232,0.0026740111401688527,0.41708655223600033
agent_000176,0.52745897882002,fair,fair,0.06503600057856496,0.8485535699455194,0.5795279046384146,0.8278422846848132,0.1758754832435343
agent_000177,0.4354217669756791,fair,fair,0.14676830713277977,0.45705355674138837,0.262951060915812,0.6875649673177124,0.9436309536043213
agent_000178,0.5918757802999288,fair,good,0.4256334394430834,0.33998040217344294,0.7659843011504642,0.8675660349900266,0.7376225266769909
agent_000179,0.5454606744861693,fair,fair,0.4804715242488621,0.5839581877754144,0.26567859534063243,0.8191627876264395,0.6238496988668576
agent_000180,0.2100343423745315,poor,poor,0.3836623915158951,0.026454853674606316,0.08048060159657655,0.04348226669118127,0.8271245741935456
agent_000181,0.60648906431174,good,good,0.27995524787714865,0.2909589345473711,0.969113164824546,0.8656681735631245,0.9680425102807604
agent_000182,0.4187693838528635,fair,fair,0.539562918682357,0.35479015881187537,0.2732635930401135,0.308866822684994,0.7875503133428391
agent_000183,0.37757327960781,poor,fair,0.10358907809815177,0.15553257610608073,0.7145305353482287,0.46389858627813785,0.7710704173147851
agent_000184,0.4924341923790945,fair,fair,0.24845849085544192,0.7086750489261293,0.3395676520223381,0.6564844401607381,0.5394038899708646
agent_000185,0.603967828693448,good,good,0.22082317460678458,0.8472314824779403,0.6644466132807579,0.55917037516734,0.922307667326472
agent_000186,0.6376009937902896,good,good,0.7326781666780298,0.8867736176848087,0.14935171170889805,0.7056194904124192,0.6174380727531652
agent_000187,0.31720093645555303,poor,poor,0.09200486155117638,0.3031501958609232,0.05369335883098014,0.6946121730249892,0.6875106573133428
agent_000188,0.6666201017638511,good,good,0.4561121464153679,0.9821747385035127,0.8196987299368876,0.5779996891180921,0.27508696723134884
agent_000189,0.5480674975306918,fair,fair,0.20678004731882338,0.51703810404101,0.878782688320633,0.8638960695144812,0.18577208123710598
agent_000190,0.5815416698046851,fair,fair,0.23442587387351232,0.8069774915822041,0.5760556584163069,0.8665551931381262,0.32668658129869355
agent_000191,0.40441515811374973,fair,fair,0.012481847900122522,0.7914939062587394,0.7330898615932756,0.0032866917605798296,0.5614590890326315
agent_000192,0.57421215630594,fair,fair,0.5593014565052661,0.2360607252293715,0.9701779874025651,0.6269078961852608,0.5595443415471549
agent_000193,0.5978027933956173,fair,fair,0.7396871379941702,0.8892799781666226,0.23802167648617412,0.5855698996335003,0.25842699131484215
agent_000194,0.468173402816657,fair,fair,0.7047179790248852,0.4493019288214196,0.558246153459226,0.005861621627812785,0.6684687083767307
agent_000195,0.4612897611618391,fair,fair,0.8331432694127864,0.31398496438607926,0.19709863783671766,0.3788798342925903,0.5931200828626116
agent_000196,0.4143598765029839,fair,fair,0.30607923212778765,0.5172166113573695,0.136491537027016,0.6835620945557477,0.4452518931514179
agent_000197,0.6715857047852545,good,fair,0.8918636446886916,0.9633211374199419,0.3842076803034584,0.6324559356607106,0.04456786065262297
agent_000198,0.4986818486042428,fair,fair,0.8368660268963184,0.1937285974651114,0.3035281125119549,0.7233776839212122,0.3565203322725191
agent_000199,0.2559082496763055,poor,poor,0.1409731772922883,0.03185131652200335,0.18662700895578765,0.46735358604653743,0.8190600722226753
agent_000200,0.5190592823927479,fair,fair,0.730947160842055,0.47016651439249835,0.874935890189388,0.20023771242498323,0.037461430612351965
agent_000201,0.45924426974932786,fair,fair,0.24212347169040982,0.19694131806307924,0.5001441366211178,0.8297775187157002,0.8349374124359201
agent_000202,0.3755045072336132,poor,fair,0.31045613159717833,0.23013918908452302,0.6976785856181106,0.010553570157964098,0.9870924590797299
agent_000203,0.48765242925341934,fair,fair,0.25415247577002975,0.7296638836074766,0.9842668679132394,0.18001517692994495,0.08841930440405854
agent_000204,0.4467852197613965,fair,fair,0.03588879551305191,0.5803043978004613,0.6817932819768513,0.4156572178090334,0.7324682147584127
agent_000205,0.3754274345785915,poor,poor,0.38201858258485855,0.059212465806348424,0.9679431528799707,0.27732447696554596,0.16066146511686463
agent_000206,0.4724764908318424,fair,fair,0.49123563494999656,0.4093961271513251,0.710514934959093,0.40675551032221335,0.23864461250250701
agent_000207,0.7145136962978277,good,good,0.6467102411059846,0.7467240260920522,0.859916068062346,0.5563212502715252,0.8290766583154419
agent_000208,0.2220936616022023,poor,poor,0.09612965998250655,0.013379837336197964,0.8525937431786583,0.003227360060053641,0.23552066624783752
agent_000209,0.6382153875114113,good,fair,0.8326313932059504,0.5017996556272772,0.9652701487688757,0.5166728517065431,0.08219025208020536
agent_000210,0.5049529890629982,fair,fair,0.3799271408544579,0.3659700527327836,0.6483846451481957,0.7270181811191874,0.4339812541271132
agent_000211,0.5543381631225142,fair,fair,0.682186353814801,0.24579287381376358,0.7739341368342789,0.5387054947790653,0.5981542989270415
agent_000212,0.524692105495236,fair,fair,0.6860449266218888,0.9878717755639678,0.1721291994685219,0.3242156625945334,0.06943957536160794
