opportunity_id,confidence,tier,tier_correct
opp_0265,0.3364381233460333,3,True
opp_0266,0.09670080468342902,3,True
opp_0267,0.08227030684641334,3,True
opp_0268,0.1281586186232144,3,True
opp_0269,0.27732890351508,3,True
opp_0270,0.6387690837020407,2,True
opp_0271,0.3014915080494506,3,True
opp_0272,0.14544083358050455,3,True
opp_0273,0.10180838369539669,3,True
opp_0274,0.10720362514929994,3,True
opp_0275,0.14364355477025015,3,True
opp_0276,0.05963369959735787,3,True
opp_0277,0.10097855299246017,3,True
opp_0278,0.13465854163151106,3,True
opp_0279,0.12857064967653567,3,True
opp_0280,0.11328656216882776,3,True
opp_0281,0.07411507281580684,3,True
opp_0282,0.13390297884608324,3,True
opp_0283,0.08983369850989308,3,True
opp_0284,0.017937552600952467,3,True
opp_0285,0.05417451719140336,3,True
opp_0286,0.11496636565181978,3,True
opp_0287,0.11977145418168644,3,True
opp_0288,0.20468081503090146,3,True
opp_0289,0.1428742820683712,3,True
opp_0290,0.0026069098854641093,3,True
opp_0291,0.05130676944427991,3,True
opp_0292,0.3207274943395002,3,True
opp_0293,0.11895827724761013,3,True
opp_0294,0.11502750713251375,3,True
opp_0295,0.05217548126601047,3,True
opp_0296,0.11448660494459902,3,True
opp_0297,0.18837200735810322,3,True
opp_0298,0.14719516863630905,3,True
opp_0299,0.1508478287443851,3,True
opp_0300,0.12616352637554243,3,True
opp_0301,0.23715916128849218,3,True
opp_0302,0.015258323484769624,3,True
opp_0303,0.10878007504989591,3,True
opp_0304,0.05341459603141205,3,True
opp_0305,0.1937104108745218,3,True
opp_0306,0.1699601676967097,3,True
opp_0307,0.07353755403845914,3,True
opp_0308,0.017870116290036448,3,True
opp_0309,0.07372194129677241,3,True
opp_0310,0.08090885792547116,3,True
opp_0311,0.05291456554063122,3,True
opp_0312,0.05118847867165511,3,True
opp_0313,0.12018703663276759,3,True
opp_0314,0.27854261935084734,3,True
opp_0315,0.015008502480608171,3,True
opp_0316,0.22414934457645552,3,True
opp_0317,0.2595496415003731,3,True
opp_0318,0.07965954856045733,3,True
opp_0319,0.030011547819876194,3,True
opp_0320,0.07743361725961022,3,True
opp_0321,0.09216334468063857,3,True
opp_0322,0.23045118363184686,3,True
opp_0323,0.024087646517656703,3,True
opp_0324,0.12681658910635157,3,True
opp_0325,0.09664407318739707,3,True
opp_0326,0.13007576696229914,3,True
opp_0327,0.07503727927759525,3,True
opp_0328,0.035711528286138154,3,True
opp_0329,0.1403250143932577,3,True
opp_0330,0.6251850602349115,2,True
opp_0331,0.26486393238777844,3,True
opp_0332,0.04639027525367109,3,True
opp_0333,0.058946335234687536,3,True
opp_0334,0.18527403541583254,3,True
opp_0335,0.2758405959598671,3,True
opp_0336,0.06798926297039921,3,True
opp_0337,0.04583213066353104,3,True
opp_0338,0.30940936317274725,3,True
opp_0339,0.22027482850011307,3,True
opp_0340,0.09399410362769726,3,True
opp_0341,0.07300027658883484,3,True
opp_0342,0.01777685235196792,3,True
opp_0343,0.07365618027223403,3,True
opp_0344,0.13709905353611415,3,True
opp_0345,0.10626797499875457,3,True
opp_0346,0.22189362446178393,3,True
opp_0347,0.1006893031718968,3,True
opp_0348,0.019787930052334046,3,True
opp_0349,0.2867792479257388,3,True
opp_0350,0.22586579988544545,3,True
opp_0351,0.05135144633923019,3,True
opp_0352,0.2818918948217165,3,True
opp_0353,0.07631066458959701,3,True
opp_0354,0.027085327077380178,3,True
opp_0355,0.210442579262041,3,True
opp_0356,0.08913063890264142,3,True
opp_0357,0.11955501947830442,3,True
opp_0358,0.30184025418745486,3,True
opp_0359,0.09810964482367186,3,True
opp_0360,0.053856638817698095,3,True
opp_0361,0.0634605870659154,3,True
opp_0362,0.12633950697205662,3,True
opp_0363,0.13606832998307974,3,True
opp_0364,0.3832321869629326,3,True
opp_0365,0.11529701594648276,3,True
opp_0366,0.14288646175270253,3,True
opp_0367,0.12150090134202508,3,True
opp_0368,0.0008770604375010371,3,True
opp_0369,0.10888671072578708,3,True
opp_0370,0.018763423489534043,3,True
opp_0371,0.174669499926765,3,True
opp_0372,0.1358741638403097,3,True
opp_0373,0.09456148205060085,3,True
opp_0374,0.005552582242522214,3,True
opp_0375,0.07924632134178987,3,True
opp_0376,0.09692697191249293,3,True
opp_0377,0.1088987280813554,3,True
opp_0378,0.14117954858367213,3,True
opp_0379,0.10005846785331862,3,True
opp_0380,0.45812957959242867,2,True
opp_0381,0.06459306938272262,3,True
opp_0382,0.11551423394424501,3,True
opp_0383,0.34172823890541715,3,True
opp_0384,0.015280205931823942,3,True
opp_0385,0.4161585209844658,2,True
opp_0386,0.0009881361335322913,3,True
opp_0387,0.21145298530707574,3,True
opp_0388,0.11919110195584441,3,True
opp_0389,0.06024763023325605,3,True
opp_0390,0.14665994640246877,3,True
opp_0391,0.13103195462859013,3,True
opp_0392,0.19887629150734965,3,True
opp_0393,0.09731355093923102,3,True
opp_0394,0.0811185337050943,3,True
opp_0395,0.24819528011076195,3,True
opp_0396,0.038963468701008176,3,True
opp_0397,0.30502280826246037,3,True
opp_0398,0.11771838942365262,3,True
opp_0399,0.06814643863363694,3,True
opp_0400,0.3749245079479617,3,True
opp_0401,0.10335267923515543,3,True
opp_0402,0.2705841840833104,3,True
opp_0403,0.279582256755908,3,True
opp_0404,0.11898914637819563,3,True
opp_0405,0.07331904843682692,3,True
opp_0406,0.2919445174549755,3,True
opp_0407,0.048782442982474306,3,True
opp_0408,0.24563553186551623,3,True
opp_0409,0.1065087643466952,3,True
opp_0410,0.19741533251457644,3,True
opp_0411,0.4057310415833195,2,True
opp_0412,0.05730164750350019,3,True
opp_0413,0.2156790618497787,3,True
opp_0414,0.17054036312811552,3,True
opp_0415,0.009094796685505406,3,True
opp_0416,0.08792590462613563,3,True
opp_0417,0.030518536027016013,3,True
opp_0418,0.06776130017838487,3,True
opp_0419,0.22535758343426449,3,True
opp_0420,0.0068227095470759554,3,True
opp_0421,0.13174189414675805,3,True
opp_0422,0.2184465123899489,3,True
opp_0423,0.020058861724782672,3,True
opp_0424,0.012172318012235932,3,True
opp_0425,0.25086427283790913,3,True
opp_0426,0.002967250449680897,3,True
opp_0427,0.033172152080675144,3,True
opp_0428,0.09576541564921234,3,True
opp_0429,0.1023575402084431,3,True
opp_0430,0.10933482995136011,3,True
opp_0431,0.06808891855398747,3,True
opp_0432,0.04110533943964283,3,True
opp_0433,0.07986154233909565,3,True
opp_0434,0.07022118480183855,3,True
opp_0435,0.1402591202418907,3,True
opp_0436,0.035511549871654335,3,True
opp_0437,0.005001551334628973,3,True
opp_0438,0.06477584846219821,3,True
opp_0439,0.12291616758649583,3,True
opp_0440,0.10136641500472553,3,True
opp_0441,0.1778359581826653,3,True
opp_0442,0.006610618226779074,3,True
opp_0443,0.11632434965553658,3,True
opp_0444,0.021690057654661286,3,True
opp_0445,0.29948961474383484,3,True
opp_0446,0.08491453636035123,3,True
opp_0447,0.0005545608387519218,3,True
opp_0448,0.12109069608906066,3,True
opp_0449,0.53018926236433,2,True
opp_0450,0.10591121236263576,3,True
opp_0451,0.10890663858070962,3,True
opp_0452,0.13175817546726257,3,True
opp_0453,0.22856012010001633,3,True
opp_0454,0.04201099597608837,3,True
opp_0455,0.009730956145487945,3,True
opp_0456,0.07882135066521503,3,True
opp_0457,0.005490673192441003,3,True
opp_0458,0.3129214199601225,3,True
opp_0459,0.2417174777031017,3,True
opp_0460,0.1503990656449002,3,True
opp_0461,0.0057422077797644406,3,True
opp_0462,0.02859636549537177,3,True
opp_0463,0.12334632837768533,3,True
opp_0464,0.12981991812307977,3,True
opp_0465,0.10837655270218592,3,True
opp_0466,0.17510443603913775,3,True
opp_0467,0.10286442088256721,3,True
opp_0468,0.14658650005531035,3,True
opp_0469,0.19929492219016565,3,True
opp_0470,0.34319623294676616,3,True
opp_0471,0.06819955303235334,3,True
opp_0472,0.14326451484514865,3,True
opp_0473,0.26100406354370986,3,True
opp_0474,0.0907272899235403,3,True
opp_0475,0.04318676774907759,3,True
opp_0476,0.09266047745933079,3,True
opp_0477,0.03595428863787108,3,True
opp_0478,0.03258823034398608,3,True
opp_0479,0.25036362665851813,3,True
opp_0480,0.128365971737806,3,True
opp_0481,0.39870295869473027,3,True
opp_0482,0.16555819193689003,3,True
opp_0483,0.06630872156106944,3,True
opp_0484,0.007862288428327452,3,True
opp_0485,0.23496192476198596,3,True
opp_0486,0.006601876857519157,3,True
opp_0487,0.018120594209888728,3,True
opp_0488,0.14271349411804965,3,True
opp_0489,0.09065560064290423,3,True
opp_0490,0.058284816158451706,3,True
opp_0491,0.44150200144456586,2,True
opp_0492,0.13451691395497636,3,True
opp_0493,0.2058442938342242,3,True
opp_0494,0.24279449666541286,3,True
opp_0495,0.05140926231695225,3,True
opp_0496,0.05722288808391085,3,True
opp_0497,0.14074117899412664,3,True
opp_0498,0.1917172664257785,3,True
opp_0499,0.07217560605706567,3,True
opp_0500,0.11903379017338236,3,True
opp_0501,0.08292782052604283,3,True
opp_0502,0.1170603646081905,3,True
opp_0503,0.20604441052721176,3,True
opp_0504,0.029134230050762204,3,True
opp_0505,0.057799973629249726,3,True
opp_0506,0.09680003056066216,3,True
opp_0507,0.1584313201502276,3,True
opp_0508,0.12446243475400447,3,True
opp_0509,0.11286933780804327,3,True
opp_0510,0.25450939965105873,3,True
opp_0511,0.2840355122022505,3,True
opp_0512,0.0856188308973157,3,True
opp_0513,0.3973290923471246,3,True
opp_0514,0.312624386399937,3,True
opp_0515,0.21470717781707732,3,True
opp_0516,0.20767985387022503,3,True
opp_0517,0.08857336142061767,3,True
opp_0518,0.11271596120489956,3,True
opp_0519,0.3408683524944284,3,True
opp_0520,0.1813773818894321,3,True
opp_0521,0.1049249599559636,3,True
opp_0522,0.07569549236269192,3,True
opp_0523,0.14325768327230062,3,True
opp_0524,0.16718832288082597,3,True
opp_0525,0.19925707491418865,3,True
opp_0526,0.2805180903464612,3,True
opp_0527,0.03353262535381385,3,True
opp_0528,0.19312440777398654,3,True
opp_0529,0.46958644562716934,2,True
opp_0530,0.25761403918812564,3,True
opp_0531,0.0898320462407239,3,True
opp_0532,0.032355759473546054,3,True
opp_0533,0.12156279782772629,3,True
opp_0534,0.13685645593164664,3,True
opp_0535,0.058659464201133556,3,True
opp_0536,0.288133807754796,3,True
opp_0537,0.03272047095487837,3,True
opp_0538,0.12876461388275637,3,True
opp_0539,0.026944931907649922,3,True
opp_0540,0.03675015050991568,3,True
opp_0541,0.11929878145911084,3,True
opp_0542,0.041633261292503485,3,True
opp_0543,0.11915155715444571,3,True
opp_0544,0.12933157324257286,3,True
opp_0545,0.07328448936037532,3,True
opp_0546,0.017598910086599178,3,True
opp_0547,0.25673056696957547,3,True
opp_0548,1.2834647674569988e-05,3,True
opp_0549,0.19920468332198393,3,True
opp_0550,0.1567462420823873,3,True
opp_0551,0.08939037568674564,3,True
opp_0552,0.14930389035469274,3,True
opp_0553,0.04745405091991534,3,True
opp_0554,0.1462136650973592,3,True
opp_0555,0.36228134617983365,3,True
opp_0556,0.10506833036112569,3,True
opp_0557,0.2934594702264256,3,True
opp_0558,0.10698339919242032,3,True
opp_0559,0.037366744143756354,3,True
opp_0560,0.07808919952252172,3,True
opp_0561,0.013521088996540769,3,True
opp_0562,0.03905764565147607,3,True
opp_0563,0.07986140180142441,3,True
opp_0564,0.11245019288181582,3,True
opp_0565,0.006353397228613722,3,True
opp_0566,0.24493445962412275,3,True
opp_0567,0.3434733804198855,3,True
opp_0568,0.29716046439243254,3,True
opp_0569,0.06905308141770042,3,True
opp_0570,0.15125476456441583,3,True
opp_0571,0.25890278487032636,3,True
opp_0572,0.20387250675591626,3,True
opp_0573,0.4824128179787659,2,True
opp_0574,0.13226497963057013,3,True
opp_0575,0.0020473432921449984,3,True
opp_0576,0.0728893865823167,3,True
opp_0577,0.241599089836282,3,True
opp_0578,0.08867942984652658,3,True
opp_0579,0.42698846640592786,2,True
opp_0580,0.16544230790321285,3,True
opp_0581,0.18033209242483655,3,True
opp_0582,0.25850872813951464,3,True
opp_0583,0.03573783298982121,3,True
opp_0584,0.1368265247539148,3,True
opp_0585,0.11414820201918383,3,True
opp_0586,0.14626892359629964,3,True
opp_0587,0.003281234763862695,3,True
opp_0588,0.0285286375217682,3,True
opp_0589,0.05853703513836371,3,True
opp_0590,0.1323173702085901,3,True
opp_0591,0.0735523432391947,3,True
opp_0592,0.08018923861852083,3,True
opp_0593,0.13475036391408968,3,True
opp_0594,0.08060830420700935,3,True
opp_0595,0.08263167054149397,3,True
opp_0596,0.43321874559634255,2,True
opp_0597,0.07716830464276095,3,True
opp_0598,0.18939939595097424,3,True
opp_0599,0.27982931306427705,3,True
opp_0600,0.0014094259116251228,3,True
opp_0601,0.12231973837667454,3,True
opp_0602,0.01542229676020379,3,True
opp_0603,0.11368891347166579,3,True
opp_0604,0.24476599930082515,3,True
opp_0605,0.09417363607762226,3,True
opp_0606,0.28250662837339213,3,True
opp_0607,0.2813121375939204,3,True
opp_0608,0.1670417187307945,3,True
opp_0609,0.050019771760204355,3,True
opp_0610,0.03451717725168234,3,True
opp_0611,0.035278960349086036,3,True
opp_0612,0.2364011660008299,3,True
opp_0613,0.3497047322440852,3,True
opp_0614,0.015901474650294307,3,True
opp_0615,0.23589331976091732,3,True
opp_0616,0.066596045473289,3,True
opp_0617,0.10198553161499121,3,True
opp_0618,0.14596834938072023,3,True
opp_0619,0.31089910218934186,3,True
opp_0620,0.09699707935477259,3,True
opp_0621,0.18910919296872936,3,True
opp_0622,0.5867825058176965,2,True
opp_0623,0.3298222178309307,3,True
opp_0624,0.05731675976174291,3,True
opp_0625,0.10221896058420109,3,True
opp_0626,0.051212293409720284,3,True
opp_0627,0.05814514075120235,3,True
opp_0628,0.11494759716517194,3,True
opp_0629,0.024220872746588844,3,True
opp_0630,0.14677256411614972,3,True
opp_0631,0.13757101745968844,3,True
opp_0632,0.32416894717135003,3,True
opp_0633,0.04359909002760985,3,True
opp_0634,0.08026736330255102,3,True
opp_0635,0.2024794544221165,3,True
opp_0636,0.08696327226135434,3,True
opp_0637,0.03201312466048915,3,True
opp_0638,0.12576421646332892,3,True
opp_0639,0.2432714617373885,3,True
opp_0640,0.053203856474829246,3,True
opp_0641,0.08677340405044597,3,True
opp_0642,0.06879886008853398,3,True
opp_0643,0.14823579093503836,3,True
opp_0644,0.11615765932884181,3,True
opp_0645,0.0024286903090154355,3,True
opp_0646,0.15181229658063167,3,True
opp_0647,0.024398570741820568,3,True
opp_0648,0.13877033953281054,3,True
opp_0649,0.11275901379863808,3,True
opp_0650,0.1480879506281968,3,True
opp_0651,0.09672891240995558,3,True
opp_0652,0.046109502954577095,3,True
opp_0653,0.30881434666807417,3,True
opp_0654,0.12428248493177553,3,True
opp_0655,0.06633415671003612,3,True
opp_0656,0.03903451841772109,3,True
opp_0657,0.0844354036846212,3,True
opp_0658,0.0332632835547505,3,True
opp_0659,0.09411570134364905,3,True
opp_0660,0.07949308933941668,3,True
opp_0661,0.20329033737391938,3,True
opp_0662,0.2796775931181721,3,True
opp_0663,0.02375824025468738,3,True
opp_0664,0.37723016548429256,3,True
opp_0665,0.044148131609384425,3,True
opp_0666,0.2768165757479175,3,True
opp_0667,0.08944946759985305,3,True
opp_0668,0.009639937932867604,3,True
opp_0669,0.14255671236494025,3,True
opp_0670,0.18718556498056654,3,True
opp_0671,0.20059024432154432,3,True
opp_0672,0.18768711278134365,3,True
opp_0673,0.07479764526351373,3,True
opp_0674,0.27251891450346244,3,True
opp_0675,0.010418117198973913,3,True
opp_0676,0.16052890711973744,3,True
opp_0677,0.09269655023076788,3,True
opp_0678,0.03395118844157992,3,True
opp_0679,0.1302022308697823,3,True
opp_0680,0.3107091599989843,3,True
opp_0681,0.018355996372286635,3,True
opp_0682,0.25994760298480074,3,True
opp_0683,0.20339308105999582,3,True
opp_0684,0.11424037984867912,3,True
opp_0685,0.1371187896989962,3,True
opp_0686,0.07719195954648503,3,True
opp_0687,0.02805446490655467,3,True
opp_0688,0.28158892987403117,3,True
opp_0689,0.20877087448814236,3,True
opp_0690,0.3275323289394919,3,True
opp_0691,0.36930003145043855,3,True
opp_0692,0.17318313126056425,3,True
opp_0693,0.20124889266028792,3,True
opp_0694,0.0014600812576768762,3,True
opp_0695,0.1485619652539401,3,True
opp_0696,0.3325155833048865,3,True
opp_0697,0.1297691612342374,3,True
opp_0698,0.05357916075494016,3,True
opp_0699,0.09581006293140162,3,True
opp_0700,0.03979639996997341,3,True
opp_0701,0.2211787116192781,3,True
opp_0702,0.14075193034570224,3,True
opp_0703,0.16229587291944084,3,True
opp_0704,0.1743073171961558,3,True
opp_0705,0.20352091743414713,3,True
opp_0706,0.29116981627078764,3,True
opp_0707,0.24347508046107824,3,True
opp_0708,0.19169439653347797,3,True
opp_0709,0.06998288380411154,3,True
opp_0710,0.2993645682698104,3,True
opp_0711,0.12231272315242056,3,True
opp_0712,0.1303355698785008,3,True
opp_0713,0.08430738792615843,3,True
opp_0714,0.1208425266500061,3,True
opp_0715,0.23311767175620782,3,True
opp_0716,0.2778015491781897,3,True
opp_0717,0.08200215384403359,3,True
opp_0718,0.0695945546964889,3,True
opp_0719,0.14662931575376614,3,True
opp_0720,0.053662149422584134,3,True
opp_0721,0.2156588416154346,3,True
opp_0722,0.2800021055372566,3,True
opp_0723,0.03888390264968048,3,True
opp_0724,0.19428318799533803,3,True
opp_0725,0.11934073966363501,3,True
opp_0726,0.01717106741378262,3,True
opp_0727,0.056644341871011965,3,True
opp_0728,0.12130083269253843,3,True
opp_0729,0.5043178377507118,2,True
opp_0730,0.12413636089160984,3,True
opp_0731,0.025895094371656623,3,True
opp_0732,0.1299366792973545,3,True
opp_0733,0.22529305606220676,3,True
