opportunity_id,confidence,direct_activity_contrib,ai2ai_contrib,network_contrib,context_contrib,total_contrib,confidence_correct
opp_0066,0.008619455187450175,0.0,0.0,0.0,0.008619455187450175,0.008619455187450175,True
opp_0067,0.08992723693387342,0.0,0.0,0.0,0.08992723693387342,0.08992723693387342,True
opp_0068,0.05991505349404475,0.0,0.0,0.0,0.05991505349404475,0.05991505349404475,True
opp_0069,0.18136347777467085,0.0,0.0,0.05689875740727588,0.12446472036739498,0.18136347777467085,True
opp_0070,0.08623600826187221,0.0,0.0,0.0,0.08623600826187221,0.08623600826187221,True
opp_0071,0.14131134541898088,0.0,0.0,0.10265733742223582,0.03865400799674508,0.14131134541898088,True
opp_0072,0.11362099275700085,0.0,0.0,0.0,0.11362099275700085,0.11362099275700085,True
opp_0073,0.19078855216783697,0.0,0.0,0.15773120372622912,0.033057348441607834,0.19078855216783697,True
opp_0074,0.03723864140431163,0.0,0.0,0.0,0.03723864140431163,0.03723864140431163,True
opp_0075,0.12977011963147383,0.0,0.0,0.04371322675692475,0.08605689287454908,0.12977011963147383,True
opp_0076,0.1309113747612447,0.0,0.0,0.0,0.1309113747612447,0.1309113747612447,True
opp_0077,0.26505566630332816,0.0,0.0,0.19115593681249632,0.07389972949083183,0.26505566630332816,True
opp_0078,0.13454996597899424,0.0,0.0,0.0,0.13454996597899424,0.13454996597899424,True
opp_0079,0.07174801149180651,0.0,0.0,0.0,0.07174801149180651,0.07174801149180651,True
opp_0080,0.15098871771541014,0.0,0.0,0.10364102789770153,0.0473476898177086,0.15098871771541014,True
opp_0081,0.2679741604679105,0.23240328759177872,0.0,0.0,0.03557087287613179,0.2679741604679105,True
opp_0082,0.054761697934187295,0.0,0.0,0.0,0.054761697934187295,0.054761697934187295,True
opp_0083,0.19603192428037675,0.052455666599489574,0.0,0.08644375034616698,0.057132507334720195,0.19603192428037675,True
opp_0084,0.09459779767357591,0.0,0.0,0.0,0.09459779767357591,0.09459779767357591,True
opp_0085,0.009005456658602489,0.0,0.0,0.0,0.009005456658602489,0.009005456658602489,True
opp_0086,0.03865722381786288,0.0,0.0,0.0,0.03865722381786288,0.03865722381786288,True
opp_0087,0.08076573816076534,0.0,0.0,0.0,0.08076573816076534,0.08076573816076534,True
opp_0088,0.09475682857252034,0.0,0.0,0.0,0.09475682857252034,0.09475682857252034,True
opp_0089,0.011866789119690075,0.0,0.0,0.0,0.011866789119690075,0.011866789119690075,True
opp_0090,0.3881970960557619,0.0,0.16116107328879706,0.17256129672940052,0.05447472603756431,0.3881970960557619,True
opp_0091,0.16191070372754338,0.0,0.0,0.05032940200036367,0.11158130172717971,0.16191070372754338,True
opp_0092,0.1559531814427938,0.04120372562275443,0.0,0.0,0.11474945582003936,0.1559531814427938,True
opp_0093,0.21399270967250436,0.0,0.0,0.1475186456504096,0.06647406402209477,0.21399270967250436,True
opp_0094,0.14624723181601418,0.0,0.0,0.0,0.14624723181601418,0.14624723181601418,True
opp_0095,0.06848151307297592,0.0,0.0,0.0,0.06848151307297592,0.06848151307297592,True
opp_0096,0.2286397893641799,0.0,0.0,0.10793362442721194,0.12070616493696795,0.2286397893641799,True
opp_0097,0.21109389331260703,0.0,0.13082906010631432,0.0,0.08026483320629273,0.21109389331260703,True
opp_0098,0.05749017848020854,0.0,0.0,0.0014435970011535072,0.05604658147905504,0.05749017848020854,True
opp_0099,0.033088863934926986,0.0,0.0,0.0,0.033088863934926986,0.033088863934926986,True
opp_0100,0.12132129736485557,0.0,0.0,0.0,0.12132129736485557,0.12132129736485557,True
opp_0101,0.12844901527469257,0.05464961317060975,0.0,0.0,0.07379940210408283,0.12844901527469257,True
opp_0102,0.3162086591395862,0.21398830122390652,0.06729878322228638,0.0,0.03492157469339331,0.3162086591395862,True
opp_0103,0.17285777907198643,0.1680972108589908,0.0,0.0,0.004760568212995647,0.17285777907198643,True
opp_0104,0.16466935177632952,0.0,0.0,0.03843845858529056,0.12623089319103895,0.16466935177632952,True
opp_0105,0.005026543735541261,0.0,0.0,0.0,0.005026543735541261,0.005026543735541261,True
opp_0106,0.3520121609318292,0.0,0.24030347412845,0.0,0.11170868680337918,0.3520121609318292,True
opp_0107,0.0949363448852617,0.0,0.0,0.0,0.0949363448852617,0.0949363448852617,True
opp_0108,0.10361271218426973,0.0,0.0,0.0,0.10361271218426973,0.10361271218426973,True
opp_0109,0.17239635352358357,0.0,0.022850388076053246,0.0,0.14954596544753032,0.17239635352358357,True
opp_0110,0.1471004781471149,0.0,0.0,0.06334791180741146,0.08375256633970345,0.1471004781471149,True
opp_0111,0.2525279288283855,0.0,0.0,0.17973260885400855,0.07279531997437697,0.2525279288283855,True
opp_0112,0.13014927599357393,0.0,0.0,0.0,0.13014927599357393,0.13014927599357393,True
opp_0113,0.1697660404140642,0.0,0.07391816530268369,0.00014396574484989432,0.09570390936653062,0.1697660404140642,True
opp_0114,0.3162900914692501,0.0,0.0,0.19343263140165287,0.12285746006759722,0.3162900914692501,True
opp_0115,0.01656962010591062,0.0,0.0,0.0,0.01656962010591062,0.01656962010591062,True
opp_0116,0.21340394867428142,0.0,0.026763792122472596,0.12835033362552453,0.05828982292628428,0.21340394867428142,True
opp_0117,0.18279912008213772,0.0,0.1514884060581125,0.0,0.03131071402402522,0.18279912008213772,True
opp_0118,0.13356459150011077,0.0,0.0,0.0,0.13356459150011077,0.13356459150011077,True
opp_0119,0.07792279097860967,0.0,0.0,0.0,0.07792279097860967,0.07792279097860967,True
opp_0120,0.026834683744337565,0.0,0.0,0.0,0.026834683744337565,0.026834683744337565,True
opp_0121,0.06406124854403437,0.0,0.0,0.0,0.06406124854403437,0.06406124854403437,True
opp_0122,0.6219817102804769,0.16062286944595808,0.24960839301332036,0.06303099922847946,0.14871944859271904,0.6219817102804769,True
opp_0123,0.1653847091469307,0.0,0.0,0.10912524791647216,0.05625946123045855,0.1653847091469307,True
opp_0124,0.07764140382604938,0.0,0.0,0.0,0.07764140382604938,0.07764140382604938,True
opp_0125,0.33074758044283425,0.0,0.19288076799724235,0.0,0.13786681244559193,0.33074758044283425,True
opp_0126,0.24029420187648184,0.0,0.08891393832137268,0.11643114127197401,0.03494912228313516,0.24029420187648184,True
opp_0127,0.025935373628448388,0.0,0.0,0.0,0.025935373628448388,0.025935373628448388,True
opp_0128,0.057231916574922256,0.0,0.0,0.0,0.057231916574922256,0.057231916574922256,True
opp_0129,0.11215179859039841,0.0,0.0,0.0,0.11215179859039841,0.11215179859039841,True
opp_0130,0.04902474414825619,0.0,0.0,0.0,0.04902474414825619,0.04902474414825619,True
opp_0131,0.3259442736486887,0.2926314294259766,0.0,0.0,0.03331284422271214,0.3259442736486887,True
opp_0132,0.06517366667146808,0.0,0.0,0.0,0.06517366667146808,0.06517366667146808,True
opp_0133,0.33406863404721454,0.22371847092541614,0.0,0.0,0.11035016312179839,0.33406863404721454,True
opp_0134,0.27365328257632987,0.17202629245344292,0.0,0.0730535288874922,0.02857346123539473,0.27365328257632987,True
opp_0135,0.0067316326397059865,0.0,0.0,0.0,0.0067316326397059865,0.0067316326397059865,True
opp_0136,0.3287976372715238,0.0,0.0,0.18978818300515776,0.13900945426636604,0.3287976372715238,True
opp_0137,0.13817129451288798,0.0,0.0,0.10760109158139722,0.030570202931490775,0.13817129451288798,True
opp_0138,0.056491000484308156,0.0,0.0,0.0,0.056491000484308156,0.056491000484308156,True
opp_0139,0.19902496531578606,0.0,0.0,0.1890352964525434,0.009989668863242651,0.19902496531578606,True
opp_0140,0.09741167171283426,0.0,0.0,0.0,0.09741167171283426,0.09741167171283426,True
opp_0141,0.01320310032339847,0.0,0.0,0.0,0.01320310032339847,0.01320310032339847,True
opp_0142,0.023550787588624906,0.0,0.0,0.0,0.023550787588624906,0.023550787588624906,True
opp_0143,0.03865190470070831,0.0,0.0,0.0,0.03865190470070831,0.03865190470070831,True
opp_0144,0.27797482683627617,0.0,0.0,0.1794350629938343,0.0985397638424419,0.27797482683627617,True
opp_0145,0.06396974955186677,0.0,0.0,0.0,0.06396974955186677,0.06396974955186677,True
opp_0146,0.12938814923701022,0.0,0.0,0.0,0.12938814923701022,0.12938814923701022,True
opp_0147,0.09843476295437284,0.0,0.0,0.0,0.09843476295437284,0.09843476295437284,True
opp_0148,0.2849895543122818,0.0,0.0,0.17592762432325307,0.10906192998902872,0.2849895543122818,True
opp_0149,0.13998750456237002,0.0,0.0,0.0,0.13998750456237002,0.13998750456237002,True
opp_0150,0.14447265534501746,0.05261835212929991,0.0,0.0,0.09185430321571754,0.14447265534501746,True
opp_0151,0.09070676394041272,0.0,0.0,0.0,0.09070676394041272,0.09070676394041272,True
opp_0152,0.13881526247023643,0.0,0.0,0.0,0.13881526247023643,0.13881526247023643,True
opp_0153,0.14744895607613132,0.0,0.04426955045592634,0.0,0.10317940562020497,0.14744895607613132,True
opp_0154,0.05912260630522467,0.0,0.0,0.0,0.05912260630522467,0.05912260630522467,True
opp_0155,0.22304512986365263,0.0,0.0,0.09138008479328469,0.13166504507036794,0.22304512986365263,True
opp_0156,0.007394317377191406,0.0,0.0,0.0,0.007394317377191406,0.007394317377191406,True
opp_0157,0.10349294377524737,0.0,0.0,0.0,0.10349294377524737,0.10349294377524737,True
opp_0158,0.13414920273733974,0.0,0.0,0.0,0.13414920273733974,0.13414920273733974,True
opp_0159,0.03751234411158574,0.0,0.0,0.0,0.03751234411158574,0.03751234411158574,True
opp_0160,0.09511086273522308,0.0,0.0,0.0,0.09511086273522308,0.09511086273522308,True
opp_0161,0.11523904856765825,0.0,0.0,0.0,0.11523904856765825,0.11523904856765825,True
opp_0162,0.06293725368536508,0.0,0.0,0.0,0.06293725368536508,0.06293725368536508,True
opp_0163,0.22646664307779932,0.0,0.22463547835419145,0.0,0.0018311647236078754,0.22646664307779932,True
opp_0164,0.07135679847047308,0.0,0.0,0.0,0.07135679847047308,0.07135679847047308,True
opp_0165,0.12301820869585778,0.0,0.0,0.0,0.12301820869585778,0.12301820869585778,True
opp_0166,0.3060769832825258,0.2613107512862081,0.0,0.0,0.044766231996317664,0.3060769832825258,True
opp_0167,0.08924534794570795,0.0,0.0,0.0,0.08924534794570795,0.08924534794570795,True
opp_0168,0.13055478783358382,0.0,0.0,0.07371388509501482,0.05684090273856901,0.13055478783358382,True
opp_0169,0.04938127904428474,0.0,0.0,0.0,0.04938127904428474,0.04938127904428474,True
opp_0170,0.07254944748141705,0.0,0.0,0.0,0.07254944748141705,0.07254944748141705,True
opp_0171,0.09348662199883162,0.0,0.0,0.0,0.09348662199883162,0.09348662199883162,True
opp_0172,0.03490824592328116,0.0,0.0,0.0,0.03490824592328116,0.03490824592328116,True
opp_0173,0.06210617092865577,0.0,0.0,0.0,0.06210617092865577,0.06210617092865577,True
opp_0174,0.04504259918632689,0.0,0.0,0.0,0.04504259918632689,0.04504259918632689,True
opp_0175,0.0495772248139515,0.0,0.0,0.0,0.0495772248139515,0.0495772248139515,True
opp_0176,0.3074341603194174,0.0,0.0,0.17304487010384728,0.13438929021557008,0.3074341603194174,True
opp_0177,0.04732542621550396,0.0,0.0,0.0,0.04732542621550396,0.04732542621550396,True
opp_0178,0.12611087303367235,0.0,0.0,0.0,0.12611087303367235,0.12611087303367235,True
opp_0179,0.12968905357533386,0.0,0.0,0.0,0.12968905357533386,0.12968905357533386,True
opp_0180,0.23299027838770892,0.0,0.0,0.09038126592257241,0.14260901246513652,0.23299027838770892,True
opp_0181,0.15889439982139816,0.0,0.023151029727932232,0.0,0.13574337009346593,0.15889439982139816,True
opp_0182,0.12332077769444151,0.0,0.0,0.0,0.12332077769444151,0.12332077769444151,True
opp_0183,0.10305784960999043,0.0,0.0,0.0,0.10305784960999043,0.10305784960999043,True
opp_0184,0.095827627806517,0.0,0.0,0.0,0.095827627806517,0.095827627806517,True
opp_0185,0.05701588479158868,0.0,0.0,0.05472737716803014,0.002288507623558539,0.05701588479158868,True
opp_0186,0.02569124632095121,0.0,0.0,0.0,0.02569124632095121,0.02569124632095121,True
opp_0187,0.0639698617815041,0.0,0.0,0.0,0.0639698617815041,0.0639698617815041,True
opp_0188,0.09618848987239,0.0,0.0,0.06646641912675198,0.029722070745638016,0.09618848987239,True
opp_0189,0.10478991136134704,0.0,0.0,0.0,0.10478991136134704,0.10478991136134704,True
opp_0190,0.26476056849843327,0.0,0.0,0.17221925541117916,0.0925413130872541,0.26476056849843327,True
opp_0191,0.07130015430549576,0.0,0.0,0.0,0.07130015430549576,0.07130015430549576,True
opp_0192,0.1597167587334585,0.0,0.14366956451422347,0.0,0.016047194219235023,0.1597167587334585,True
opp_0193,0.08219235259185016,0.0,0.0,0.0,0.08219235259185016,0.08219235259185016,True
opp_0194,0.08167903202861526,0.0,0.0,0.0,0.08167903202861526,0.08167903202861526,True
opp_0195,0.04880671414183941,0.0,0.0,0.0,0.04880671414183941,0.04880671414183941,True
opp_0196,0.30254139384868506,0.0,0.20351667999551706,0.0,0.09902471385316798,0.30254139384868506,True
opp_0197,0.3002533196731714,0.23230715663211346,0.0,0.0,0.06794616304105797,0.3002533196731714,True
opp_0198,0.13698063978503522,0.0,0.0,0.0,0.13698063978503522,0.13698063978503522,True
opp_0199,0.09172361342581545,0.0,0.0,0.0,0.09172361342581545,0.09172361342581545,True
opp_0200,0.12311299254599536,0.0,0.0,0.0,0.12311299254599536,0.12311299254599536,True
opp_0201,0.07337879502275005,0.012473896846893907,0.0,0.0,0.060904898175856134,0.07337879502275005,True
opp_0202,0.023140093634058754,0.0,0.0,0.0,0.023140093634058754,0.023140093634058754,True
opp_0203,0.27972205891447244,0.25935569708260237,0.0,0.0,0.020366361831870045,0.27972205891447244,True
opp_0204,0.07641223716451749,0.0,0.0,0.0,0.07641223716451749,0.07641223716451749,True
opp_0205,0.2530021758571961,0.0,0.0,0.14618267601244148,0.10681949984475464,0.2530021758571961,True
opp_0206,0.016974655442240204,0.0,0.0,0.0,0.016974655442240204,0.016974655442240204,True
opp_0207,0.07850351917361706,0.0,0.0,0.0,0.07850351917361706,0.07850351917361706,True
opp_0208,0.11971473609614569,0.0,0.0,0.0,0.11971473609614569,0.11971473609614569,True
opp_0209,0.04972709836924385,0.0,0.0,0.0,0.04972709836924385,0.04972709836924385,True
opp_0210,0.31527207000907953,0.0,0.2307161290154541,0.0,0.08455594099362544,0.31527207000907953,True
opp_0211,0.004094713129269678,0.0,0.0,0.0,0.004094713129269678,0.004094713129269678,True
opp_0212,0.0021304515094635987,0.0,0.0,0.0,0.0021304515094635987,0.0021304515094635987,True
opp_0213,0.19193492317864858,0.0,0.0,0.1565055410575492,0.03542938212109935,0.19193492317864858,True
opp_0214,0.18530539915582686,0.0,0.036267562947318116,0.0,0.14903783620850874,0.18530539915582686,True
opp_0215,0.11332258971728124,0.0,0.0,0.0,0.11332258971728124,0.11332258971728124,True
opp_0216,0.035049196757153546,0.0,0.0,0.0,0.035049196757153546,0.035049196757153546,True
opp_0217,0.06732309354320624,0.0,0.0,0.0,0.06732309354320624,0.06732309354320624,True
opp_0218,0.09157283520479724,0.0,0.0,0.0,0.09157283520479724,0.09157283520479724,True
opp_0219,0.27594945715601554,0.0,0.16358582039210354,0.0,0.11236363676391202,0.27594945715601554,True
opp_0220,0.0012714249994860872,0.0,0.0,0.0,0.0012714249994860872,0.0012714249994860872,True
opp_0221,0.20072699058575172,0.041562913911043255,0.0,0.01838825651538656,0.1407758201593219,0.20072699058575172,True
opp_0222,0.0563937660191893,0.0,0.0,0.0,0.0563937660191893,0.0563937660191893,True
opp_0223,0.2830534881588772,0.0,0.0,0.18723641198234883,0.09581707617652835,0.2830534881588772,True
opp_0224,0.041593122233196285,0.0,0.0,0.0,0.041593122233196285,0.041593122233196285,True
opp_0225,0.2376323020159063,0.0,0.0,0.09834435728106197,0.13928794473484432,0.2376323020159063,True
opp_0226,0.015937456763471535,0.0,0.0,0.0,0.015937456763471535,0.015937456763471535,True
opp_0227,0.13993405852969992,0.0,0.0,0.0,0.13993405852969992,0.13993405852969992,True
opp_0228,0.286066526190328,0.0,0.1769014130158556,0.0,0.1091651131744724,0.286066526190328,True
opp_0229,0.053837748989581734,0.0,0.0,0.0,0.053837748989581734,0.053837748989581734,True
opp_0230,0.11406796213221708,0.0,0.0,0.0,0.11406796213221708,0.11406796213221708,True
opp_0231,0.2278597378768154,0.0,0.17397056965176894,0.0,0.053889168225046476,0.2278597378768154,True
opp_0232,0.12525202714664907,0.0,0.00634115137111213,0.0,0.11891087577553693,0.12525202714664907,True
opp_0233,0.11816677978747932,0.0,0.0,0.0,0.11816677978747932,0.11816677978747932,True
opp_0234,0.11115772490875316,0.0,0.0,0.0,0.11115772490875316,0.11115772490875316,True
opp_0235,0.019580660031398977,0.0,0.0,0.0,0.019580660031398977,0.019580660031398977,True
opp_0236,0.017126952294793156,0.0,0.0,0.0,0.017126952294793156,0.017126952294793156,True
opp_0237,0.04863524115175281,0.0,0.0,0.0,0.04863524115175281,0.04863524115175281,True
opp_0238,0.021185520392898553,0.0,0.0,0.0,0.021185520392898553,0.021185520392898553,True
opp_0239,0.24032564239234439,0.0,0.14549645044039727,0.0,0.0948291919519471,0.24032564239234439,True
opp_0240,0.08471864633791773,0.0,0.022285310005287162,0.0,0.06243333633263057,0.08471864633791773,True
opp_0241,0.005643181796675878,0.0,0.0,0.0,0.005643181796675878,0.005643181796675878,True
opp_0242,0.14032750997509041,0.0,0.0,0.1115420806938991,0.02878542928119132,0.14032750997509041,True
opp_0243,0.03121630543071022,0.0,0.0,0.0,0.03121630543071022,0.03121630543071022,True
opp_0244,0.1404958672273066,0.0,0.0,0.13402852702539123,0.006467340201915355,0.1404958672273066,True
opp_0245,0.09109541186210071,0.0,0.0,0.010491315908523414,0.0806040959535773,0.09109541186210071,True
opp_0246,0.048895847148149756,0.0,0.0,0.0,0.048895847148149756,0.048895847148149756,True
opp_0247,0.23064145470203398,0.0,0.056945515979200834,0.03999116625716146,0.1337047724656717,0.23064145470203398,True
opp_0248,0.13525410533451493,0.0,0.0,0.027280922916144413,0.10797318241837052,0.13525410533451493,True
opp_0249,0.15584043351855859,0.0,0.0,0.09310685911562877,0.0627335744029298,0.15584043351855859,True
opp_0250,0.1456285953079863,0.06271524962647841,0.0,0.0,0.08291334568150789,0.1456285953079863,True
opp_0251,0.04187563175093813,0.0,0.0,0.0,0.04187563175093813,0.04187563175093813,True
opp_0252,0.14193785318989643,0.0,0.0,0.0,0.14193785318989643,0.14193785318989643,True
opp_0253,0.06385464653125597,0.0,0.0,0.0,0.06385464653125597,0.06385464653125597,True
opp_0254,0.0018634487239567565,0.0,0.0,0.0,0.0018634487239567565,0.0018634487239567565,True
opp_0255,0.024270425032792035,0.0,0.0,0.0,0.024270425032792035,0.024270425032792035,True
opp_0256,0.0608040558378537,0.0,0.0,0.0,0.0608040558378537,0.0608040558378537,True
opp_0257,0.07963804904302303,0.0,0.0,0.0,0.07963804904302303,0.07963804904302303,True
opp_0258,0.11036411777016884,0.0,0.0,0.0,0.11036411777016884,0.11036411777016884,True
opp_0259,0.26625124670766115,0.0,0.09573874876944508,0.07328659918199092,0.09722589875622516,0.26625124670766115,True
opp_0260,0.2365708828741132,0.0,0.0,0.09569869300332674,0.14087218987078645,0.2365708828741132,True
opp_0261,0.0755348958226592,0.0,0.0,0.0,0.0755348958226592,0.0755348958226592,True
opp_0262,0.2398368765024178,0.13809063271406483,0.0,0.0,0.101746243788353,0.2398368765024178,True
opp_0263,0.13246954910341008,0.0,0.0,0.0,0.13246954910341008,0.13246954910341008,True
opp_0264,0.01640473808880844,0.0,0.0,0.0,0.01640473808880844,0.01640473808880844,True
opp_0265,0.3364381233460333,0.060199227556565794,0.0,0.13648067495440683,0.13975822083506065,0.3364381233460333,True
opp_0266,0.09670080468342902,0.0,0.0,0.0,0.09670080468342902,0.09670080468342902,True
opp_0267,0.08227030684641334,0.0,0.0,0.0,0.08227030684641334,0.08227030684641334,True
opp_0268,0.1281586186232144,0.0,0.12106077814829033,0.0,0.007097840474924072,0.1281586186232144,True
opp_0269,0.27732890351508,0.0,0.0,0.14162223144301664,0.13570667207206333,0.27732890351508,True
opp_0270,0.6387690837020407,0.39750921522565436,0.0,0.1414268762390153,0.09983299223737092,0.6387690837020407,True
opp_0271,0.3014915080494506,0.0,0.0,0.18621378317388432,0.11527772487556623,0.3014915080494506,True
opp_0272,0.14544083358050455,0.0,0.0,0.0,0.14544083358050455,0.14544083358050455,True
opp_0273,0.10180838369539669,0.0,0.0,0.09579624667789709,0.006012137017499597,0.10180838369539669,True
opp_0274,0.10720362514929994,0.0,0.0,0.011006727230774161,0.09619689791852579,0.10720362514929994,True
opp_0275,0.14364355477025015,0.0,0.0,0.0,0.14364355477025015,0.14364355477025015,True
opp_0276,0.05963369959735787,0.0,0.0,0.0,0.05963369959735787,0.05963369959735787,True
opp_0277,0.10097855299246017,0.0,0.08783875835702817,0.0,0.013139794635432,0.10097855299246017,True
opp_0278,0.13465854163151106,0.0,0.0,0.0,0.13465854163151106,0.13465854163151106,True
opp_0279,0.12857064967653567,0.0,0.11865328250151577,0.0,0.009917367175019893,0.12857064967653567,True
opp_0280,0.11328656216882776,0.0,0.0,0.0,0.11328656216882776,0.11328656216882776,True
