group_id,user_count,crossings,jones_degree,num_clusters,avg_cluster_density,density_factor,complexity_factor,cohesion_factor,avrai_stability,baseline_stability,satisfaction,avrai_error,baseline_error
group_11,3,10,3,1,0.7158085022198466,0.33333333333333337,0.7692307692307692,0.7158085022198466,0.5788451147685181,0.6208917676102387,0.6538077964297636,0.07496268166124553,0.032916028819524934
group_12,3,23,3,1,0.942105889099168,0.7666666666666667,0.7692307692307692,0.942105889099168,0.8200676641656479,0.6099196161006571,0.7459079555847828,0.07415970858086507,0.1359883394841257
group_13,3,18,2,1,0.747442362560619,0.6,0.8333333333333334,0.747442362560619,0.7142327087681857,0.6403195170807233,0.7157339338178245,0.001501225049638788,0.07541441673710114
group_14,3,16,2,1,0.5189982518356392,0.5333333333333333,0.8333333333333334,0.5189982518356392,0.6190328088840251,0.6320464340888253,0.674344740667401,0.0553119317833759,0.042298306578575695
group_15,3,9,3,1,0.7584032055721892,0.3,0.7692307692307692,0.7584032055721892,0.5782901924408874,0.6957470314466936,0.6835279330332933,0.10523774059240587,0.012219098413400298
group_16,3,19,2,1,0.6349777356365829,0.6333333333333333,0.8333333333333334,0.6349777356365829,0.6938266540243083,0.5591276113211814,0.6750947496164568,0.018731904407851552,0.11596713829527538
group_17,3,23,2,1,0.8070370175721602,0.7666666666666667,0.8333333333333334,0.8070370175721602,0.7987777719383147,0.6539741080947481,0.7550137954914861,0.04376397644682861,0.10103968739673796
group_18,3,11,2,1,0.9042851530303808,0.36666666666666664,0.8333333333333334,0.9042851530303808,0.6679522125757809,0.6506110349522748,0.7013383424894831,0.03338612991370227,0.05072730753720833
group_19,3,10,3,1,0.6240656841560216,0.33333333333333337,0.7692307692307692,0.6240656841560216,0.5513222693493706,0.6912849727042386,0.6709559402997045,0.11963367095033395,0.020329032404534098
group_20,3,18,2,1,0.7792932437647082,0.6,0.8333333333333334,0.7792932437647082,0.7237879731294125,0.49713714327413855,0.6622830900396813,0.06150488308973112,0.16514594676554278
group_21,3,18,3,1,0.939579459724937,0.6,0.7692307692307692,0.939579459724937,0.7526430686867118,0.6129989675261046,0.7201698579633875,0.03247321072332432,0.1071708904372829
group_22,3,17,3,1,0.9297290805756218,0.5666666666666667,0.7692307692307692,0.9297290805756218,0.7363546216085839,0.8265355424876146,0.7990691091167403,0.06271448750815645,0.027466433370874288
group_23,3,18,2,1,0.6164051046212038,0.6,0.8333333333333334,0.6164051046212038,0.6749215313863611,0.5982718901977767,0.683190412111916,0.008268880725554872,0.08491852191413929
group_24,3,12,1,1,0.8543355461857727,0.4,0.9090909090909091,0.8543355461857727,0.6890279365830045,0.73102041708061,0.7419323849437067,0.05290444836070218,0.010911967863096672
group_25,3,15,3,1,0.562759280590569,0.5,0.7692307692307692,0.562759280590569,0.5995970149464014,0.39435259360660363,0.5714928868994629,0.028104128046938515,0.17714029329285924
group_26,3,20,2,1,0.729460169142333,0.6666666666666667,0.8333333333333334,0.729460169142333,0.7355047174093666,0.4055736680624735,0.630344397666997,0.10516031974236961,0.2247707296045235
group_27,3,22,2,1,0.7742650281883825,0.7333333333333333,0.8333333333333334,0.7742650281883825,0.775612841789848,0.4694252768210132,0.6719282909226054,0.1036845508672426,0.20250301410159222
group_28,3,14,3,1,0.6447923063400367,0.4666666666666667,0.7692307692307692,0.6447923063400367,0.6108735893379084,0.5261729381891876,0.6287316544890993,0.017858065151190927,0.10255871629991165
group_29,3,9,2,1,0.7819936196845336,0.3,0.8333333333333334,0.7819936196845336,0.6045980859053601,0.5193320974443236,0.6234851168181343,0.018887030912774216,0.10415301937381072
group_30,3,17,1,1,0.5579731153530698,0.5666666666666667,0.9090909090909091,0.5579731153530698,0.6667858739998603,0.5729434242760076,0.6698047627886081,0.0030188887887477867,0.09686133851260048
group_31,3,21,1,1,0.7723611891100743,0.7,0.9090909090909091,0.7723611891100743,0.784435629460295,0.7400733194588702,0.783716623045927,0.0007190064143679509,0.043643303587056814
group_32,3,19,3,1,0.5222033827938282,0.6333333333333333,0.7692307692307692,0.5222033827938282,0.6407635789407126,0.6530852775716326,0.6914525860831989,0.050689007142486364,0.038367308511566334
group_33,5,24,3,1,0.6059821474372078,0.48,0.7692307692307692,0.6059821474372078,0.6045638750003931,0.6859187298785062,0.6761930419515597,0.07162916695116661,0.009725687926946502
group_34,5,18,2,1,0.8072862966242238,0.36,0.8333333333333334,0.8072862966242238,0.6361858889872671,0.6703753751577398,0.6826245056580028,0.04643861667073568,0.012249130500262995
group_35,5,18,4,1,0.5017539323585919,0.36,0.7142857142857143,0.5017539323585919,0.5088118939932919,0.6204812510374954,0.6117172580123149,0.10290536401902306,0.008763993025180494
group_36,5,30,4,1,0.5428347754232299,0.6,0.7142857142857143,0.5428347754232299,0.6171361469126833,0.5867552206112004,0.6415565470095536,0.0244204000968703,0.05480132639835311
group_37,5,18,4,1,0.6639917646255525,0.36,0.7142857142857143,0.6639917646255525,0.55748324367338,0.6074832346851345,0.6259865913434058,0.06850334767002586,0.018503356658271297
group_38,5,26,4,1,0.9845859949286745,0.52,0.7142857142857143,0.9845859949286745,0.7176615127643167,0.5902088530244131,0.6831481463154919,0.034513366448824745,0.09293929329107886
group_39,5,38,2,1,0.8002119065406138,0.76,0.8333333333333334,0.8002119065406138,0.7940635719621842,0.4752813983077262,0.6677379881079643,0.12632558385422,0.19245658980023805
group_40,5,36,2,1,0.6416069549271294,0.72,0.8333333333333334,0.6416069549271294,0.7304820864781388,0.6330120281427951,0.7053976458483736,0.025084440629765226,0.0723856177055785
group_41,5,31,4,1,0.5618116443445768,0.62,0.7142857142857143,0.5618116443445768,0.6308292075890873,0.6275715096930199,0.663360286912843,0.03253107932375565,0.0357887772198231
group_42,5,18,2,1,0.9911992539204664,0.36,0.8333333333333334,0.9911992539204664,0.6913597761761399,0.615228667158574,0.6826353773338857,0.008724398842254177,0.06740671017531163
group_43,5,36,3,1,0.9996009078796751,0.72,0.7692307692307692,0.9996009078796751,0.8186495031331331,0.696360175483578,0.7660038714466845,0.052645631686448646,0.06964369596310649
group_44,5,15,4,1,0.8868401344516768,0.3,0.7142857142857143,0.8868401344516768,0.6003377546212173,0.6527263347644852,0.6612256357542811,0.06088788113306376,0.0084993009897959
group_45,5,28,3,1,0.5649696362606575,0.5599999999999999,0.7692307692307692,0.5649696362606575,0.624260121647428,0.7471571348800194,0.708566902610979,0.08430678096355104,0.03859023226904046
group_46,5,30,3,1,0.8130147096794775,0.6,0.7692307692307692,0.8130147096794775,0.714673643673074,0.5504379680527316,0.6660446446903222,0.04862899898275175,0.11560667663759061
group_47,5,22,3,1,0.7134687882083761,0.44000000000000006,0.7692307692307692,0.7134687882083761,0.6208098672317436,0.6003567079156891,0.6484666300589731,0.02765676282722951,0.04810992214328402
group_48,5,23,2,1,0.9929162033069304,0.45999999999999996,0.8333333333333334,0.9929162033069304,0.7318748609920791,0.6206531965170171,0.7010112230036386,0.030863637988440495,0.08035802648662149
group_49,5,20,3,1,0.6928854919190309,0.4,0.7692307692307692,0.6928854919190309,0.59863487834494,0.6644744371269291,0.6652437261887477,0.06660884784380772,0.0007692890618186121
group_50,5,16,3,1,0.6264699825377054,0.32,0.7692307692307692,0.6264699825377054,0.5467102255305423,0.6281306509565232,0.6299363505948262,0.08322612506428395,0.0018056996383030155
group_51,5,39,3,1,0.6757410511732379,0.78,0.7692307692307692,0.6757410511732379,0.7454915461212022,0.5763828659584151,0.688749764831847,0.05674178128935514,0.11236689887343188
group_52,5,39,3,1,0.8399091411479983,0.78,0.7692307692307692,0.8399091411479983,0.7947419731136303,0.537990354972331,0.6930929312343846,0.10164904187924562,0.1551025762620536
group_53,7,48,4,2,0.8783309168221536,0.6857142857142857,0.7142857142857143,0.8783309168221536,0.7520707036180746,0.5536040714132314,0.6704180581606706,0.08165264545740403,0.11681398674743915
group_54,7,44,4,2,0.589049230431633,0.6285714285714286,0.7142857142857143,0.589049230431633,0.6424290548437757,0.6074268385674026,0.6480905055126195,0.005661450668843826,0.040663666945216836
group_55,7,31,3,2,0.8133071833416476,0.4428571428571429,0.7692307692307692,0.8133071833416476,0.6519042429145822,0.5629090281736483,0.6340734565834403,0.01783078633114188,0.07116442840979198
group_56,7,33,4,2,0.7575522651115907,0.4714285714285714,0.7142857142857143,0.7575522651115907,0.6301228223906201,0.5511471385402936,0.6206561325205137,0.00946668987010646,0.06950899398022004
group_57,7,39,3,2,0.8235336924346568,0.5571428571428572,0.7692307692307692,0.8235336924346568,0.7006864813567706,0.6180335341073101,0.6756361543337804,0.02505032702299015,0.057602620226470336
group_58,7,22,4,2,0.8203984623958878,0.3142857142857143,0.7142857142857143,0.8203984623958878,0.5861195387187663,0.6166287476989658,0.629247462715241,0.04312792399647469,0.012618715016275206
group_59,7,55,3,2,0.7871138892039993,0.7857142857142857,0.7692307692307692,0.7871138892039993,0.7811891118161448,0.5533806041441208,0.6819760345322544,0.0992130772838904,0.1285954303881336
group_60,7,36,3,2,0.8878013356420082,0.5142857142857143,0.7692307692307692,0.8878013356420082,0.7028239171761189,0.607715674748815,0.6723639849181218,0.030459932257997147,0.06464831016930672
group_61,7,39,4,2,0.7809492499792209,0.5571428571428572,0.7142857142857143,0.7809492499792209,0.6714276321366235,0.5938417344605954,0.6542558947870357,0.017171737349587768,0.060414160326440314
group_62,7,34,4,2,0.7686613358337465,0.48571428571428565,0.7142857142857143,0.7686613358337465,0.6391698293215525,0.6562607764040271,0.6663203904383801,0.027150561116827565,0.01005961403435296
group_63,7,24,4,2,0.5581528671749671,0.34285714285714286,0.7142857142857143,0.5581528671749671,0.5188744315810616,0.580423643272743,0.58786737808967,0.06899294650860843,0.007443734816927061
group_64,7,43,4,2,0.5802581888571656,0.6142857142857143,0.7142857142857143,0.5802581888571656,0.6340774566571497,0.5754570717765521,0.6319619595216289,0.0021154971355207275,0.05650488774507678
group_65,7,38,4,2,0.7906174106957748,0.5428571428571429,0.7142857142857143,0.7906174106957748,0.668613794637304,0.5197943617714513,0.6235114107116503,0.04510238392565369,0.10371704894019895
group_66,7,34,4,2,0.5446574180816857,0.48571428571428565,0.7142857142857143,0.5446574180816857,0.5719686539959343,0.6056909060408807,0.6192119721628742,0.04724331816693983,0.013521066121993441
group_67,10,69,5,3,0.6958547775812849,0.6900000000000001,0.6666666666666666,0.6958547775812849,0.6847564332743854,0.5991629850023409,0.6469011006440238,0.03785533263036156,0.047738115641682954
group_68,10,39,4,3,0.731948723949889,0.39,0.7142857142857143,0.731948723949889,0.589870331470681,0.5659864914977578,0.5956760625207088,0.005805731050027796,0.029689571022951
group_69,10,43,5,3,0.727609041937857,0.43,0.6666666666666666,0.727609041937857,0.5902827125813571,0.6015033902084335,0.6100477744492496,0.01976506186789251,0.00854438424081616
group_70,10,61,4,3,0.7257425767117569,0.61,0.7142857142857143,0.7257425767117569,0.6760084872992413,0.6290664356917811,0.6553633025297423,0.02064518476949906,0.026296866837961175
group_71,10,63,4,3,0.8852480649765804,0.63,0.7142857142857143,0.8852480649765804,0.7318601337786884,0.6344951544194083,0.679875448612572,0.05198468516611643,0.045380294193163695
group_72,10,72,5,3,0.7810826779655448,0.72,0.6666666666666666,0.7810826779655448,0.7223248033896634,0.5781450230324194,0.6535212639021665,0.06880353948749696,0.07537624086974704
group_73,10,66,5,3,0.8840434849912967,0.6599999999999999,0.6666666666666666,0.8840434849912967,0.729213045497389,0.5865115578583671,0.6596231746756358,0.06958987082175316,0.07311161681726874
group_74,10,50,4,3,0.8360275046632895,0.5,0.7142857142857143,0.8360275046632895,0.665093965684701,0.5895345501605468,0.6351847396714324,0.02990922601326862,0.04565018951088562
group_75,10,75,4,3,0.853729055127527,0.75,0.7142857142857143,0.853729055127527,0.7704044308239724,0.5828707689379564,0.6746434132381048,0.09576101758586752,0.09177264430014842
group_76,10,75,3,3,0.8260983529097761,0.75,0.7692307692307692,0.8260983529097761,0.7785987366421636,0.6099714672632217,0.6887614148954875,0.08983732174667614,0.07878994763226577
group_77,15,45,5,5,0.620464401743493,0.3,0.6666666666666666,0.620464401743493,0.5061393205230479,0.5902638127535506,0.5528469675963538,0.04670764707330588,0.03741684515719679
group_78,15,71,5,5,0.7272739269554209,0.47333333333333333,0.6666666666666666,0.7272739269554209,0.6075155114199595,0.5916233600238079,0.5939412628632214,0.013574248556738167,0.002317902839413466
group_79,15,107,5,5,0.7415637185376662,0.7133333333333334,0.6666666666666666,0.7415637185376662,0.7078024488946333,0.6166165300654538,0.6440533058697492,0.0637491430248841,0.027436775804295377
group_80,15,102,5,5,0.657261466800845,0.6799999999999999,0.6666666666666666,0.657261466800845,0.6691784400402534,0.5920019701508525,0.6187578783621567,0.05042056167809672,0.026755908211304136
group_81,15,99,5,5,0.6801050868908701,0.6599999999999999,0.6666666666666666,0.6801050868908701,0.668031526067261,0.6043642126657786,0.6232440097789302,0.044787516288330775,0.018879797113151686
group_82,15,90,5,5,0.7632978035167538,0.6,0.6666666666666666,0.7632978035167538,0.668989341055026,0.607602021287695,0.6249222592228028,0.0440670818322233,0.01732023793510773
