visit_id,dwell_time_min,review_given,repeat_visit,detailed_review,quality_score,dwell_component,review_bonus,repeat_bonus,detail_bonus,meets_dwell_time
visit_0072,114.09435333676228,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0073,70.23955503334253,False,False,True,1.1,1.0,0.0,0.0,0.1,True
visit_0074,34.58613544337469,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0075,118.5743057738105,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0076,65.9063566902398,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0077,66.27016908644796,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0078,32.8109876055929,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0079,33.149688338644914,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0080,58.75684159868412,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0081,68.61571703818814,True,False,True,1.3,1.0,0.2,0.0,0.1,True
visit_0082,117.6981766391742,False,True,False,1.15,1.0,0.0,0.15,0.0,True
visit_0083,86.69325930847711,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0084,102.28096038790717,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0085,110.5114918536356,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0086,5.51891624126553,False,False,False,0.183963874708851,0.183963874708851,0.0,0.0,0.0,True
visit_0087,104.50075183738258,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0088,108.14513083186596,False,True,False,1.15,1.0,0.0,0.15,0.0,True
visit_0089,23.90603989306708,False,False,False,0.7968679964355694,0.7968679964355694,0.0,0.0,0.0,True
visit_0090,32.937645621387325,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0091,72.84779977971192,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0092,77.56087306686274,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0093,64.72893107813053,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0094,40.64583045622635,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0095,43.89300592866797,False,True,False,1.15,1.0,0.0,0.15,0.0,True
visit_0096,13.001532263907682,True,True,False,0.7833844087969227,0.43338440879692275,0.2,0.15,0.0,True
visit_0097,36.26282094351003,False,True,False,1.15,1.0,0.0,0.15,0.0,True
visit_0098,80.45834626202054,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0099,114.18258304572714,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0100,43.04086094547815,False,True,False,1.15,1.0,0.0,0.15,0.0,True
visit_0101,94.415350854554,True,True,False,1.3499999999999999,1.0,0.2,0.15,0.0,True
visit_0102,17.706501592973247,False,True,False,0.740216719765775,0.5902167197657749,0.0,0.15,0.0,True
visit_0103,1.7832392676850617,False,False,False,0.05944130892283539,0.05944130892283539,0.0,0.0,0.0,False
visit_0104,93.36204471770432,False,True,False,1.15,1.0,0.0,0.15,0.0,True
visit_0105,115.68314197464345,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0106,7.88186799841367,True,False,False,0.46272893328045567,0.26272893328045566,0.2,0.0,0.0,True
visit_0107,84.21353022552795,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0108,49.91875803137943,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0109,11.587731907894273,False,False,False,0.3862577302631424,0.3862577302631424,0.0,0.0,0.0,True
visit_0110,90.03411003017739,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0111,12.986205831271995,False,False,False,0.4328735277090665,0.4328735277090665,0.0,0.0,0.0,True
visit_0112,77.12389965957976,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0113,104.38352478437258,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0114,44.406371097240466,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0115,79.43264313699135,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0116,80.05590704836195,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0117,0.9275887883174327,False,True,False,0.18091962627724775,0.030919626277247758,0.0,0.15,0.0,False
visit_0118,5.076271387534965,True,False,False,0.3692090462511655,0.1692090462511655,0.2,0.0,0.0,True
visit_0119,38.97218153346166,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0120,47.492003623119956,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0121,87.28549268086851,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0122,92.74177070970723,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0123,75.26608882797261,True,True,False,1.3499999999999999,1.0,0.2,0.15,0.0,True
visit_0124,6.826806100074285,False,True,False,0.37756020333580953,0.2275602033358095,0.0,0.15,0.0,True
visit_0125,107.50521186681631,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0126,41.21253310059211,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0127,33.94722943373014,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0128,86.84803860029541,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0129,47.03495812024324,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0130,82.24973283330915,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0131,27.185165584066468,True,True,False,1.2561721861355488,0.906172186135549,0.2,0.15,0.0,True
visit_0132,91.95691253366898,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0133,81.16355066262395,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0134,100.21360712708488,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0135,96.15110689818572,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0136,91.5740196350029,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0137,6.3908264605289355,False,False,False,0.21302754868429785,0.21302754868429785,0.0,0.0,0.0,True
visit_0138,16.5119505271046,True,False,False,0.7503983509034866,0.5503983509034867,0.2,0.0,0.0,True
visit_0139,100.19557191388571,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0140,54.853633996373844,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0141,28.867708656785226,False,False,True,1.0622569552261742,0.9622569552261742,0.0,0.0,0.1,True
visit_0142,46.85444790720769,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0143,92.5801648931831,False,False,True,1.1,1.0,0.0,0.0,0.1,True
visit_0144,75.80830173100054,False,True,False,1.15,1.0,0.0,0.15,0.0,True
visit_0145,61.84603071053986,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0146,14.937000989326009,False,False,False,0.49790003297753366,0.49790003297753366,0.0,0.0,0.0,True
visit_0147,62.31310242419304,False,False,True,1.1,1.0,0.0,0.0,0.1,True
visit_0148,36.7795027308903,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0149,117.60327350331349,False,True,False,1.15,1.0,0.0,0.15,0.0,True
visit_0150,93.75743636921598,True,True,False,1.3499999999999999,1.0,0.2,0.15,0.0,True
visit_0151,44.641605416482044,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0152,46.438485604711616,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0153,102.33915484611872,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0154,65.06056334706747,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0155,16.66522464460389,False,True,False,0.705507488153463,0.555507488153463,0.0,0.15,0.0,True
visit_0156,119.95140527212644,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0157,41.34177368432396,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0158,18.361856017224074,True,False,False,0.8120618672408024,0.6120618672408025,0.2,0.0,0.0,True
visit_0159,66.10096985797676,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0160,72.61666894342265,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0161,49.990414039589545,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0162,8.756763060641495,True,False,False,0.49189210202138317,0.29189210202138316,0.2,0.0,0.0,True
visit_0163,117.04489534978562,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0164,46.09798002019272,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0165,61.76698070777814,False,False,True,1.1,1.0,0.0,0.0,0.1,True
visit_0166,59.387304423021156,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0167,43.912482302107556,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0168,81.64783681426329,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0169,60.00934842847726,True,True,False,1.3499999999999999,1.0,0.2,0.15,0.0,True
visit_0170,19.500245505232726,False,False,False,0.6500081835077576,0.6500081835077576,0.0,0.0,0.0,True
visit_0171,44.20293718389235,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0172,93.94847897177057,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0173,81.68722740608146,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0174,110.46251398766528,False,False,True,1.1,1.0,0.0,0.0,0.1,True
visit_0175,20.78189086287933,False,False,False,0.692729695429311,0.692729695429311,0.0,0.0,0.0,True
visit_0176,29.582296263283247,False,False,False,0.9860765421094416,0.9860765421094416,0.0,0.0,0.0,True
visit_0177,112.04404497249607,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0178,34.85431823915227,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0179,83.54055607761872,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0180,86.08296675002923,True,False,True,1.3,1.0,0.2,0.0,0.1,True
visit_0181,23.9347169601122,False,False,False,0.7978238986704067,0.7978238986704067,0.0,0.0,0.0,True
visit_0182,109.5875670803823,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0183,111.12476374757317,False,True,False,1.15,1.0,0.0,0.15,0.0,True
visit_0184,112.62726020890469,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0185,94.89211973103069,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0186,22.1737441256808,True,False,False,0.9391248041893601,0.73912480418936,0.2,0.0,0.0,True
visit_0187,1.3722881033001588,False,False,True,0.14574293677667197,0.04574293677667196,0.0,0.0,0.1,False
visit_0188,37.31735380615924,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0189,49.90147385174696,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0190,53.609757299578,False,True,False,1.15,1.0,0.0,0.15,0.0,True
visit_0191,62.440984942174445,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0192,6.928413711902972,False,False,False,0.23094712373009907,0.23094712373009907,0.0,0.0,0.0,True
visit_0193,7.651189453449985,False,False,True,0.3550396484483328,0.2550396484483328,0.0,0.0,0.1,True
visit_0194,77.50569817165962,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0195,78.42409181024425,False,True,False,1.15,1.0,0.0,0.15,0.0,True
visit_0196,80.81998293318804,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0197,97.13738202470333,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0198,5.841158549249892,False,False,False,0.1947052849749964,0.1947052849749964,0.0,0.0,0.0,True
visit_0199,87.78209797392219,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0200,7.31491645281146,False,False,False,0.24383054842704865,0.24383054842704865,0.0,0.0,0.0,True
visit_0201,94.29655151766215,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0202,96.69313919218644,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0203,101.65600631035342,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0204,86.91662878225789,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0205,119.94864084213741,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0206,43.111146666189086,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0207,49.67162046943495,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0208,45.5807729689385,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0209,20.18803751418492,False,True,False,0.822934583806164,0.672934583806164,0.0,0.15,0.0,True
visit_0210,101.60368598192669,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0211,44.78408312241743,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0212,32.96888846373984,False,True,False,1.15,1.0,0.0,0.15,0.0,True
visit_0213,23.031846838993584,False,False,False,0.7677282279664528,0.7677282279664528,0.0,0.0,0.0,True
visit_0214,82.08499505644626,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0215,20.566029026525715,False,False,False,0.6855343008841905,0.6855343008841905,0.0,0.0,0.0,True
visit_0216,104.17402686979267,False,False,True,1.1,1.0,0.0,0.0,0.1,True
visit_0217,37.73816318719811,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0218,46.698792884083055,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0219,52.4505903412199,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0220,58.87241473329519,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0221,9.844561160777827,True,False,False,0.5281520386925942,0.32815203869259424,0.2,0.0,0.0,True
visit_0222,32.37197318872638,True,True,False,1.3499999999999999,1.0,0.2,0.15,0.0,True
visit_0223,38.93163966868952,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0224,45.68784281864917,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0225,29.59080820164035,False,False,False,0.9863602733880117,0.9863602733880117,0.0,0.0,0.0,True
visit_0226,39.54500595351122,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0227,115.74895477137527,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0228,13.666538833439773,False,False,False,0.4555512944479924,0.4555512944479924,0.0,0.0,0.0,True
visit_0229,34.95974495823544,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0230,94.68921158640755,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0231,43.14353916195119,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0232,118.03298471423793,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0233,69.66219546288049,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0234,49.91705142308551,False,True,False,1.15,1.0,0.0,0.15,0.0,True
visit_0235,52.57991259276325,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0236,118.06805647059335,True,True,False,1.3499999999999999,1.0,0.2,0.15,0.0,True
visit_0237,51.8561342915139,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0238,7.507650176299725,True,False,False,0.4502550058766575,0.2502550058766575,0.2,0.0,0.0,True
visit_0239,71.63649951395922,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0240,10.170236234763337,True,True,False,0.6890078744921112,0.3390078744921112,0.2,0.15,0.0,True
visit_0241,22.290443915131878,False,False,False,0.7430147971710626,0.7430147971710626,0.0,0.0,0.0,True
visit_0242,6.433351515700418,False,True,False,0.3644450505233473,0.21444505052334728,0.0,0.15,0.0,True
visit_0243,100.78701625214673,False,True,True,1.25,1.0,0.0,0.15,0.1,True
visit_0244,89.10219023157444,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0245,86.2776289356052,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0246,98.00743021397263,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0247,19.917794122831104,True,False,False,0.8639264707610368,0.6639264707610368,0.2,0.0,0.0,True
visit_0248,34.719989215793234,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0249,104.04571085205342,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0250,32.24605825049831,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0251,114.03048946384591,False,True,False,1.15,1.0,0.0,0.15,0.0,True
visit_0252,64.13093572650779,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0253,41.2487544663143,False,True,True,1.25,1.0,0.0,0.15,0.1,True
visit_0254,114.96381231647668,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0255,44.62125211761189,False,True,False,1.15,1.0,0.0,0.15,0.0,True
visit_0256,57.216804991309694,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0257,8.499396648061452,False,False,False,0.2833132216020484,0.2833132216020484,0.0,0.0,0.0,True
visit_0258,119.1528186295662,True,False,True,1.3,1.0,0.2,0.0,0.1,True
visit_0259,82.3879403850888,False,True,False,1.15,1.0,0.0,0.15,0.0,True
visit_0260,33.23611883338145,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0261,62.12989533566849,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0262,71.27157217652677,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0263,91.5271125474703,False,False,True,1.1,1.0,0.0,0.0,0.1,True
visit_0264,75.42848352726912,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0265,24.38369927493934,False,False,False,0.8127899758313113,0.8127899758313113,0.0,0.0,0.0,True
visit_0266,101.57617381689315,True,True,False,1.3499999999999999,1.0,0.2,0.15,0.0,True
visit_0267,84.9480728541718,False,True,False,1.15,1.0,0.0,0.15,0.0,True
visit_0268,32.25173836910948,False,False,True,1.1,1.0,0.0,0.0,0.1,True
visit_0269,54.6237333215313,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0270,61.05898618927762,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0271,109.67372034253549,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0272,108.23292111099256,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0273,66.37096743888812,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0274,23.450690864738817,False,False,False,0.7816896954912939,0.7816896954912939,0.0,0.0,0.0,True
visit_0275,114.11883145721319,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0276,119.63511241290581,False,True,False,1.15,1.0,0.0,0.15,0.0,True
visit_0277,11.469240640486266,True,False,True,0.6823080213495422,0.38230802134954217,0.2,0.0,0.1,True
visit_0278,96.09801863993943,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0279,19.724997683972184,False,False,False,0.6574999227990728,0.6574999227990728,0.0,0.0,0.0,True
visit_0280,82.32658115406183,False,False,True,1.1,1.0,0.0,0.0,0.1,True
visit_0281,81.26200523868862,True,False,True,1.3,1.0,0.2,0.0,0.1,True
visit_0282,16.775164712774682,True,False,False,0.7591721570924894,0.5591721570924894,0.2,0.0,0.0,True
visit_0283,31.058478281583103,False,True,True,1.25,1.0,0.0,0.15,0.1,True
visit_0284,5.1235582908516974,False,True,False,0.32078527636172327,0.17078527636172325,0.0,0.15,0.0,True
visit_0285,22.4581336453394,True,False,True,1.048604454844647,0.7486044548446468,0.2,0.0,0.1,True
visit_0286,33.573118492676564,True,True,False,1.3499999999999999,1.0,0.2,0.15,0.0,True
visit_0287,43.0934531805078,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0288,93.42459375941694,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0289,97.95421939304818,False,True,False,1.15,1.0,0.0,0.15,0.0,True
visit_0290,21.132044109598805,False,False,False,0.7044014703199601,0.7044014703199601,0.0,0.0,0.0,True
visit_0291,22.588039788630752,False,False,False,0.752934659621025,0.752934659621025,0.0,0.0,0.0,True
visit_0292,0.08201956605969674,False,False,False,0.0027339855353232245,0.0027339855353232245,0.0,0.0,0.0,False
visit_0293,110.06689769773423,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0294,16.374200262898807,True,False,False,0.7458066754299602,0.5458066754299602,0.2,0.0,0.0,True
visit_0295,94.43901511146922,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0296,46.99217127331223,False,False,True,1.1,1.0,0.0,0.0,0.1,True
visit_0297,16.877204177828204,False,False,False,0.5625734725942735,0.5625734725942735,0.0,0.0,0.0,True
visit_0298,53.59559209173526,True,False,True,1.3,1.0,0.2,0.0,0.1,True
visit_0299,106.1462397104673,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0300,8.845126747364901,False,False,False,0.2948375582454967,0.2948375582454967,0.0,0.0,0.0,True
visit_0301,107.77490077439683,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0302,12.150937316800277,True,True,False,0.7550312438933426,0.4050312438933426,0.2,0.15,0.0,True
visit_0303,68.61237694292899,False,True,False,1.15,1.0,0.0,0.15,0.0,True
visit_0304,20.49986300306677,True,True,False,1.0333287667688924,0.6833287667688924,0.2,0.15,0.0,True
visit_0305,22.18574646504567,False,False,False,0.739524882168189,0.739524882168189,0.0,0.0,0.0,True
visit_0306,80.09621509614821,True,False,False,1.2,1.0,0.2,0.0,0.0,True
visit_0307,64.26172943747156,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0308,96.05404040648227,False,False,False,1.0,1.0,0.0,0.0,0.0,True
visit_0309,50.804987917871934,False,False,False,1.0,1.0,0.0,0.0,0.0,True
