visit_id,geofence_triggered,bluetooth_triggered,visit_recorded,ground_truth,verification_correct,within_geofence,bluetooth_detected
visit_0157,False,False,False,False,True,False,False
visit_0158,True,True,True,True,True,True,True
visit_0159,False,False,False,False,True,False,False
visit_0160,False,False,False,False,True,False,False
visit_0161,False,False,False,False,True,False,False
visit_0162,False,False,False,False,True,False,False
visit_0163,False,False,False,False,True,False,False
visit_0164,True,True,True,True,True,True,True
visit_0165,False,False,False,False,True,False,False
visit_0166,False,True,False,False,True,False,True
visit_0167,False,False,False,False,True,False,False
visit_0168,False,False,False,False,True,False,False
visit_0169,True,True,True,True,True,True,True
visit_0170,False,False,False,False,True,False,False
visit_0171,False,False,False,False,True,False,False
visit_0172,False,False,False,False,True,False,False
visit_0173,False,False,False,False,True,False,False
visit_0174,False,False,False,False,True,False,False
visit_0175,False,False,False,False,True,False,False
visit_0176,False,False,False,False,True,False,False
visit_0177,False,False,False,False,True,False,False
visit_0178,False,False,False,False,True,False,False
visit_0179,False,False,False,False,True,False,False
visit_0180,True,True,True,True,True,True,True
visit_0181,False,False,False,False,True,False,False
visit_0182,False,False,False,False,True,False,False
visit_0183,False,False,False,False,True,False,False
visit_0184,False,False,False,False,True,False,False
visit_0185,False,True,False,False,True,True,True
visit_0186,True,True,True,True,True,True,True
visit_0187,False,False,False,False,True,False,False
visit_0188,False,False,False,False,True,False,False
visit_0189,False,False,False,False,True,False,False
visit_0190,False,True,False,False,True,False,True
visit_0191,True,True,True,True,True,True,True
visit_0192,False,False,False,False,True,False,False
visit_0193,True,True,True,True,True,True,True
visit_0194,False,False,False,False,True,False,False
visit_0195,False,False,False,False,True,False,False
visit_0196,True,True,True,True,True,True,True
visit_0197,False,False,False,False,True,False,False
visit_0198,False,False,False,False,True,False,False
visit_0199,False,False,False,False,True,False,False
visit_0200,True,True,True,True,True,True,True
visit_0201,False,False,False,False,True,False,False
visit_0202,False,False,False,False,True,False,False
visit_0203,False,False,False,False,True,False,False
visit_0204,False,True,False,False,True,True,True
visit_0205,False,False,False,False,True,False,False
visit_0206,False,False,False,False,True,False,False
visit_0207,False,False,False,False,True,False,False
visit_0208,True,True,True,True,True,True,True
visit_0209,False,False,False,False,True,False,False
visit_0210,True,True,True,True,True,True,True
visit_0211,True,True,True,True,True,True,True
visit_0212,True,True,True,True,True,True,True
visit_0213,True,True,True,True,True,True,True
visit_0214,False,False,False,False,True,False,False
visit_0215,True,True,True,True,True,True,True
visit_0216,True,True,True,True,True,True,True
visit_0217,True,False,False,False,True,True,False
visit_0218,True,False,False,False,True,True,False
visit_0219,False,True,False,False,True,False,True
visit_0220,False,False,False,False,True,False,False
visit_0221,False,False,False,False,True,False,False
visit_0222,False,False,False,False,True,False,False
visit_0223,True,True,True,True,True,True,True
visit_0224,False,False,False,False,True,False,False
visit_0225,True,True,True,True,True,True,True
visit_0226,False,False,False,False,True,False,False
visit_0227,False,True,False,False,True,True,True
visit_0228,False,False,False,False,True,False,False
visit_0229,False,False,False,False,True,False,False
visit_0230,False,False,False,False,True,False,False
visit_0231,False,False,False,False,True,False,False
visit_0232,False,True,False,False,True,False,True
visit_0233,False,False,False,False,True,False,False
visit_0234,True,True,True,True,True,True,True
visit_0235,False,False,False,False,True,False,False
visit_0236,False,False,False,False,True,False,False
visit_0237,True,True,True,True,True,True,True
visit_0238,False,False,False,False,True,False,False
visit_0239,False,False,False,False,True,False,False
visit_0240,False,False,False,False,True,False,False
visit_0241,True,True,True,True,True,True,True
visit_0242,False,False,False,False,True,False,False
visit_0243,False,False,False,False,True,False,False
visit_0244,True,True,True,True,True,True,True
visit_0245,False,True,False,False,True,False,True
visit_0246,False,False,False,False,True,False,False
visit_0247,False,False,False,False,True,False,False
visit_0248,False,False,False,False,True,False,False
visit_0249,False,False,False,False,True,False,False
visit_0250,False,False,False,False,True,False,False
visit_0251,False,False,False,False,True,False,False
visit_0252,False,True,False,False,True,False,True
visit_0253,False,False,False,False,True,False,False
visit_0254,False,True,False,False,True,False,True
visit_0255,False,False,False,False,True,False,False
visit_0256,False,True,False,False,True,False,True
visit_0257,False,False,False,False,True,False,False
visit_0258,False,False,False,False,True,False,False
visit_0259,True,True,True,True,True,True,True
visit_0260,False,False,False,False,True,False,False
visit_0261,False,False,False,False,True,False,False
visit_0262,True,True,True,True,True,True,True
visit_0263,False,False,False,False,True,False,False
visit_0264,False,False,False,False,True,False,False
visit_0265,False,False,False,False,True,False,False
visit_0266,False,False,False,False,True,False,False
visit_0267,False,False,False,False,True,False,False
visit_0268,True,True,True,True,True,True,True
visit_0269,False,True,False,False,True,False,True
visit_0270,False,False,False,False,True,False,False
visit_0271,False,False,False,False,True,False,False
visit_0272,False,False,False,False,True,False,False
visit_0273,False,False,False,False,True,False,False
visit_0274,False,False,False,False,True,False,False
visit_0275,False,False,False,False,True,False,False
visit_0276,False,True,False,False,True,False,True
visit_0277,False,True,False,False,True,False,True
visit_0278,False,False,False,False,True,False,False
visit_0279,False,False,False,False,True,False,False
visit_0280,True,True,True,True,True,True,True
visit_0281,False,False,False,False,True,False,False
visit_0282,False,False,False,False,True,False,False
visit_0283,False,False,False,False,True,False,False
visit_0284,False,False,False,False,True,False,False
visit_0285,True,True,True,True,True,True,True
visit_0286,False,True,False,False,True,False,True
visit_0287,False,False,False,False,True,False,False
visit_0288,True,False,False,False,True,True,False
visit_0289,False,False,False,False,True,False,False
visit_0290,False,False,False,False,True,False,False
visit_0291,False,False,False,False,True,False,False
visit_0292,True,True,True,False,False,True,True
visit_0293,True,True,True,True,True,True,True
visit_0294,True,True,True,True,True,True,True
visit_0295,False,False,False,False,True,False,False
visit_0296,False,False,False,False,True,False,False
visit_0297,False,False,False,False,True,False,False
visit_0298,False,False,False,False,True,False,False
visit_0299,False,False,False,False,True,False,False
visit_0300,False,False,False,False,True,False,False
visit_0301,False,False,False,False,True,False,False
visit_0302,False,False,False,False,True,False,False
visit_0303,False,True,False,False,True,True,True
visit_0304,False,True,False,False,True,True,True
visit_0305,True,True,True,True,True,True,True
visit_0306,True,True,True,True,True,True,True
visit_0307,False,False,False,False,True,False,False
visit_0308,False,False,False,False,True,False,False
visit_0309,False,False,False,False,True,False,False
visit_0310,False,True,False,False,True,False,True
visit_0311,False,False,False,False,True,False,False
visit_0312,False,False,False,False,True,False,False
visit_0313,False,False,False,False,True,False,False
visit_0314,False,False,False,False,True,False,False
visit_0315,False,False,False,False,True,False,False
visit_0316,False,False,False,False,True,False,False
visit_0317,False,False,False,False,True,False,False
visit_0318,True,True,True,True,True,True,True
visit_0319,False,False,False,False,True,False,False
visit_0320,False,False,False,False,True,False,False
visit_0321,False,False,False,False,True,False,False
visit_0322,False,False,False,False,True,False,False
visit_0323,False,False,False,False,True,False,False
visit_0324,True,True,True,True,True,True,True
visit_0325,False,False,False,False,True,False,False
visit_0326,False,False,False,False,True,False,False
visit_0327,True,True,True,True,True,True,True
visit_0328,False,False,False,False,True,False,False
visit_0329,True,False,False,False,True,True,False
visit_0330,False,False,False,False,True,False,False
visit_0331,False,True,False,False,True,False,True
visit_0332,False,False,False,False,True,False,False
visit_0333,True,True,True,True,True,True,True
visit_0334,False,False,False,False,True,False,False
visit_0335,False,False,False,False,True,False,False
visit_0336,True,True,True,True,True,True,True
visit_0337,False,True,False,False,True,False,True
visit_0338,False,False,False,False,True,False,False
visit_0339,True,True,True,True,True,True,True
visit_0340,False,False,False,False,True,False,False
visit_0341,True,True,True,True,True,True,True
visit_0342,True,True,True,True,True,True,True
visit_0343,False,False,False,False,True,False,False
visit_0344,False,False,False,False,True,False,False
visit_0345,False,False,False,False,True,False,False
visit_0346,False,False,False,False,True,False,False
visit_0347,False,False,False,False,True,False,False
visit_0348,True,True,True,True,True,True,True
visit_0349,False,False,False,False,True,False,False
visit_0350,True,True,True,True,True,True,True
visit_0351,False,False,False,False,True,False,False
visit_0352,False,False,False,False,True,False,False
visit_0353,False,False,False,False,True,False,False
visit_0354,False,False,False,False,True,False,False
visit_0355,False,False,False,False,True,False,False
visit_0356,False,False,False,False,True,False,False
visit_0357,False,False,False,False,True,False,False
visit_0358,False,False,False,False,True,False,False
visit_0359,False,False,False,False,True,False,False
visit_0360,False,False,False,False,True,False,False
visit_0361,True,True,True,True,True,True,True
visit_0362,False,False,False,False,True,False,False
visit_0363,False,False,False,False,True,False,False
visit_0364,False,False,False,False,True,False,False
visit_0365,False,False,False,False,True,False,False
visit_0366,False,False,False,False,True,False,False
visit_0367,True,True,True,True,True,True,True
visit_0368,False,False,False,False,True,False,False
visit_0369,False,False,False,False,True,False,False
visit_0370,False,True,False,False,True,True,True
visit_0371,True,True,True,True,True,True,True
visit_0372,False,False,False,False,True,False,False
visit_0373,False,False,False,False,True,False,False
visit_0374,False,False,False,False,True,False,False
visit_0375,False,False,False,False,True,False,False
visit_0376,False,False,False,False,True,False,False
visit_0377,False,False,False,False,True,False,False
visit_0378,False,False,False,False,True,False,False
visit_0379,False,False,False,False,True,False,False
visit_0380,False,False,False,False,True,False,False
visit_0381,True,True,True,True,True,True,True
visit_0382,False,False,False,False,True,False,False
visit_0383,True,True,True,True,True,True,True
visit_0384,False,False,False,False,True,False,False
visit_0385,False,False,False,False,True,False,False
visit_0386,False,False,False,False,True,False,False
visit_0387,False,False,False,False,True,False,False
visit_0388,False,False,False,False,True,False,False
visit_0389,True,True,True,True,True,True,True
visit_0390,False,True,False,False,True,True,True
visit_0391,True,False,False,False,True,True,False
visit_0392,False,False,False,False,True,False,False
visit_0393,False,False,False,False,True,False,False
visit_0394,False,False,False,False,True,False,False
visit_0395,False,True,False,False,True,False,True
visit_0396,True,False,False,False,True,True,False
visit_0397,False,False,False,False,True,False,False
visit_0398,False,False,False,False,True,False,False
visit_0399,False,False,False,False,True,False,False
visit_0400,True,True,True,True,True,True,True
visit_0401,True,False,False,False,True,True,False
visit_0402,False,False,False,False,True,False,False
visit_0403,True,True,True,True,True,True,True
visit_0404,False,False,False,False,True,False,False
visit_0405,False,False,False,False,True,False,False
visit_0406,True,True,True,True,True,True,True
visit_0407,True,True,True,True,True,True,True
visit_0408,False,False,False,False,True,False,False
visit_0409,False,False,False,False,True,False,False
visit_0410,True,False,False,False,True,True,False
visit_0411,False,False,False,False,True,False,False
visit_0412,False,False,False,False,True,False,False
visit_0413,False,False,False,False,True,False,False
visit_0414,True,True,True,True,True,True,True
visit_0415,True,False,False,False,True,True,False
visit_0416,False,False,False,False,True,False,False
visit_0417,True,True,True,True,True,True,True
visit_0418,False,True,False,False,True,False,True
visit_0419,False,False,False,False,True,False,False
visit_0420,False,False,False,False,True,False,False
visit_0421,False,False,False,False,True,False,False
visit_0422,False,False,False,False,True,False,False
visit_0423,False,False,False,False,True,False,False
visit_0424,False,False,False,False,True,False,False
visit_0425,False,False,False,False,True,False,False
visit_0426,False,False,False,False,True,False,False
visit_0427,False,False,False,False,True,False,False
visit_0428,False,False,False,False,True,False,False
visit_0429,False,False,False,False,True,False,False
visit_0430,False,False,False,False,True,False,False
visit_0431,False,True,False,False,True,False,True
visit_0432,True,False,False,False,True,True,False
visit_0433,False,False,False,False,True,False,False
visit_0434,False,False,False,False,True,False,False
visit_0435,False,False,False,False,True,False,False
visit_0436,False,True,False,False,True,True,True
visit_0437,False,False,False,False,True,False,False
visit_0438,False,False,False,False,True,False,False
visit_0439,True,True,True,True,True,True,True
visit_0440,False,False,False,False,True,False,False
visit_0441,False,True,False,False,True,False,True
visit_0442,False,False,False,False,True,False,False
visit_0443,False,False,False,False,True,False,False
visit_0444,False,False,False,False,True,False,False
visit_0445,True,True,True,True,True,True,True
visit_0446,False,False,False,False,True,False,False
visit_0447,False,False,False,False,True,False,False
visit_0448,False,False,False,False,True,False,False
visit_0449,True,True,True,True,True,True,True
visit_0450,False,False,False,False,True,False,False
visit_0451,False,False,False,False,True,False,False
visit_0452,False,True,False,False,True,False,True
visit_0453,True,False,False,False,True,True,False
visit_0454,False,False,False,False,True,False,False
visit_0455,True,True,True,True,True,True,True
visit_0456,True,True,True,True,True,True,True
visit_0457,True,False,False,False,True,True,False
visit_0458,False,False,False,False,True,False,False
visit_0459,False,False,False,False,True,False,False
visit_0460,False,False,False,False,True,False,False
visit_0461,False,False,False,False,True,False,False
visit_0462,True,False,False,False,True,True,False
visit_0463,True,True,True,True,True,True,True
visit_0464,True,True,True,True,True,True,True
visit_0465,False,False,False,False,True,False,False
visit_0466,False,True,False,False,True,False,True
visit_0467,False,False,False,False,True,False,False
visit_0468,False,False,False,False,True,False,False
visit_0469,False,False,False,False,True,False,False
visit_0470,False,False,False,False,True,False,False
visit_0471,False,False,False,False,True,False,False
visit_0472,False,True,False,False,True,False,True
visit_0473,False,False,False,False,True,False,False
visit_0474,True,True,True,True,True,True,True
visit_0475,False,False,False,False,True,False,False
visit_0476,False,False,False,False,True,False,False
visit_0477,False,True,False,False,True,False,True
visit_0478,False,False,False,False,True,False,False
visit_0479,False,False,False,False,True,False,False
visit_0480,True,True,True,True,True,True,True
visit_0481,False,False,False,False,True,False,False
visit_0482,False,True,False,False,True,True,True
visit_0483,False,False,False,False,True,False,False
visit_0484,False,False,False,False,True,False,False
visit_0485,False,True,False,False,True,False,True
visit_0486,False,False,False,False,True,False,False
visit_0487,False,False,False,False,True,False,False
visit_0488,True,True,True,True,True,True,True
visit_0489,True,True,True,True,True,True,True
visit_0490,False,False,False,False,True,False,False
visit_0491,False,False,False,False,True,False,False
visit_0492,True,True,True,True,True,True,True
visit_0493,False,False,False,False,True,False,False
visit_0494,False,True,False,False,True,False,True
visit_0495,False,True,False,False,True,False,True
visit_0496,False,False,False,False,True,False,False
visit_0497,False,False,False,False,True,False,False
visit_0498,False,False,False,False,True,False,False
visit_0499,False,False,False,False,True,False,False
visit_0500,False,False,False,False,True,False,False
visit_0501,True,False,False,False,True,True,False
visit_0502,False,False,False,False,True,False,False
visit_0503,True,True,True,True,True,True,True
visit_0504,False,False,False,False,True,False,False
visit_0505,False,False,False,False,True,False,False
visit_0506,False,False,False,False,True,False,False
visit_0507,False,False,False,False,True,False,False
visit_0508,False,False,False,False,True,False,False
visit_0509,True,False,False,False,True,True,False
visit_0510,True,False,False,False,True,True,False
visit_0511,False,False,False,False,True,False,False
visit_0512,False,True,False,False,True,False,True
visit_0513,False,True,False,False,True,True,True
visit_0514,False,False,False,False,True,False,False
visit_0515,False,False,False,False,True,False,False
visit_0516,False,False,False,False,True,False,False
visit_0517,False,False,False,False,True,False,False
visit_0518,False,False,False,False,True,False,False
visit_0519,False,False,False,False,True,False,False
visit_0520,False,False,False,False,True,False,False
visit_0521,False,False,False,False,True,False,False
visit_0522,False,True,False,False,True,False,True
visit_0523,False,False,False,False,True,False,False
visit_0524,False,False,False,False,True,False,False
visit_0525,True,True,True,True,True,True,True
visit_0526,False,False,False,False,True,False,False
visit_0527,False,False,False,False,True,False,False
visit_0528,False,False,False,False,True,False,False
visit_0529,False,False,False,False,True,False,False
visit_0530,False,False,False,False,True,False,False
visit_0531,False,False,False,False,True,False,False
visit_0532,False,False,False,False,True,False,False
visit_0533,False,False,False,False,True,False,False
visit_0534,True,True,True,True,True,True,True
visit_0535,True,True,True,True,True,True,True
visit_0536,False,False,False,False,True,False,False
visit_0537,False,False,False,False,True,False,False
visit_0538,False,False,False,False,True,False,False
visit_0539,False,False,False,False,True,False,False
visit_0540,False,False,False,False,True,False,False
visit_0541,False,False,False,False,True,False,False
visit_0542,False,False,False,False,True,False,False
visit_0543,True,False,False,False,True,True,False
visit_0544,False,False,False,False,True,False,False
visit_0545,False,False,False,False,True,False,False
visit_0546,False,True,False,False,True,False,True
visit_0547,True,True,True,True,True,True,True
visit_0548,False,False,False,False,True,False,False
visit_0549,False,False,False,False,True,False,False
visit_0550,False,False,False,False,True,False,False
visit_0551,False,False,False,False,True,False,False
visit_0552,False,False,False,False,True,False,False
visit_0553,False,False,False,False,True,False,False
visit_0554,True,True,True,True,True,True,True
visit_0555,False,False,False,False,True,False,False
visit_0556,True,True,True,True,True,True,True
visit_0557,False,False,False,False,True,False,False
visit_0558,True,False,False,False,True,True,False
visit_0559,False,False,False,False,True,False,False
visit_0560,True,True,True,True,True,True,True
visit_0561,False,False,False,False,True,False,False
visit_0562,False,False,False,False,True,False,False
visit_0563,False,True,False,False,True,True,True
visit_0564,False,True,False,False,True,False,True
visit_0565,False,False,False,False,True,False,False
visit_0566,False,False,False,False,True,False,False
visit_0567,False,False,False,False,True,False,False
visit_0568,False,True,False,False,True,True,True
visit_0569,False,False,False,False,True,False,False
visit_0570,False,False,False,False,True,False,False
visit_0571,False,False,False,False,True,False,False
visit_0572,False,False,False,False,True,False,False
visit_0573,False,False,False,False,True,False,False
visit_0574,False,False,False,False,True,False,False
visit_0575,False,True,False,False,True,False,True
visit_0576,False,True,False,False,True,False,True
visit_0577,False,True,False,False,True,False,True
visit_0578,False,False,False,False,True,False,False
visit_0579,False,False,False,False,True,False,False
visit_0580,False,False,False,False,True,False,False
visit_0581,False,False,False,False,True,False,False
visit_0582,False,False,False,False,True,False,False
visit_0583,False,False,False,False,True,False,False
visit_0584,True,True,True,True,True,True,True
visit_0585,False,False,False,False,True,False,False
visit_0586,True,True,True,True,True,True,True
visit_0587,False,False,False,False,True,False,False
visit_0588,False,False,False,False,True,False,False
visit_0589,False,False,False,False,True,False,False
visit_0590,True,True,True,True,True,True,True
visit_0591,False,True,False,False,True,False,True
visit_0592,False,False,False,False,True,False,False
visit_0593,False,False,False,False,True,False,False
visit_0594,False,True,False,False,True,True,True
visit_0595,False,False,False,False,True,False,False
visit_0596,False,False,False,False,True,False,False
visit_0597,False,False,False,False,True,False,False
visit_0598,False,False,False,False,True,False,False
visit_0599,False,False,False,False,True,False,False
visit_0600,False,False,False,False,True,False,False
visit_0601,False,False,False,False,True,False,False
visit_0602,False,False,False,False,True,False,False
visit_0603,False,False,False,False,True,False,False
visit_0604,False,False,False,False,True,False,False
visit_0605,True,False,False,False,True,True,False
visit_0606,False,True,False,False,True,False,True
visit_0607,False,True,False,False,True,False,True
visit_0608,True,False,False,False,True,True,False
visit_0609,True,True,True,False,False,True,True
visit_0610,True,True,True,True,True,True,True
visit_0611,False,True,False,False,True,True,True
visit_0612,True,True,True,True,True,True,True
visit_0613,False,False,False,False,True,False,False
visit_0614,False,False,False,False,True,False,False
visit_0615,False,False,False,False,True,False,False
visit_0616,False,False,False,False,True,False,False
visit_0617,True,True,True,True,True,True,True
visit_0618,False,False,False,False,True,False,False
visit_0619,False,False,False,False,True,False,False
visit_0620,False,False,False,False,True,False,False
visit_0621,True,True,True,True,True,True,True
visit_0622,False,False,False,False,True,False,False
visit_0623,False,False,False,False,True,False,False
visit_0624,False,False,False,False,True,False,False
visit_0625,False,False,False,False,True,False,False
visit_0626,False,False,False,False,True,False,False
visit_0627,False,False,False,False,True,False,False
visit_0628,True,True,True,True,True,True,True
visit_0629,False,False,False,False,True,False,False
visit_0630,False,False,False,False,True,False,False
visit_0631,False,False,False,False,True,False,False
visit_0632,True,True,True,True,True,True,True
visit_0633,False,False,False,False,True,False,False
visit_0634,False,False,False,False,True,False,False
visit_0635,False,False,False,False,True,False,False
visit_0636,False,True,False,False,True,False,True
visit_0637,False,False,False,False,True,False,False
visit_0638,False,False,False,False,True,False,False
visit_0639,False,False,False,False,True,False,False
visit_0640,False,True,False,False,True,False,True
visit_0641,False,False,False,False,True,False,False
visit_0642,False,False,False,False,True,False,False
visit_0643,False,False,False,False,True,False,False
visit_0644,False,False,False,False,True,False,False
visit_0645,False,True,False,False,True,False,True
visit_0646,True,True,True,True,True,True,True
visit_0647,False,False,False,False,True,False,False
visit_0648,False,False,False,False,True,False,False
visit_0649,False,False,False,False,True,False,False
visit_0650,False,False,False,False,True,False,False
visit_0651,False,False,False,False,True,False,False
visit_0652,False,False,False,False,True,False,False
visit_0653,False,False,False,False,True,False,False
visit_0654,False,False,False,False,True,False,False
visit_0655,False,False,False,False,True,False,False
visit_0656,False,False,False,False,True,False,False
visit_0657,False,False,False,False,True,False,False
visit_0658,True,False,False,False,True,True,False
visit_0659,False,False,False,False,True,False,False
visit_0660,True,True,True,True,True,True,True
visit_0661,False,False,False,False,True,False,False
visit_0662,False,False,False,False,True,False,False
visit_0663,False,False,False,False,True,False,False
visit_0664,False,False,False,False,True,False,False
visit_0665,True,False,False,False,True,True,False
visit_0666,True,True,True,True,True,True,True
visit_0667,False,False,False,False,True,False,False
visit_0668,True,True,True,True,True,True,True
visit_0669,False,False,False,False,True,False,False
visit_0670,True,True,True,True,True,True,True
visit_0671,False,False,False,False,True,False,False
visit_0672,False,False,False,False,True,False,False
visit_0673,False,False,False,False,True,False,False
visit_0674,False,False,False,False,True,False,False
visit_0675,True,True,True,False,False,True,True
visit_0676,False,False,False,False,True,False,False
visit_0677,False,False,False,False,True,False,False
visit_0678,False,False,False,False,True,False,False
visit_0679,False,False,False,False,True,False,False
visit_0680,False,False,False,False,True,False,False
visit_0681,False,False,False,False,True,True,False
visit_0682,False,False,False,False,True,False,False
visit_0683,True,True,True,True,True,True,True
visit_0684,False,False,False,False,True,False,False
visit_0685,False,True,False,False,True,True,True
visit_0686,False,False,False,False,True,False,False
visit_0687,False,False,False,False,True,False,False
visit_0688,False,False,False,False,True,False,False
visit_0689,False,False,False,False,True,True,False
visit_0690,False,False,False,False,True,False,False
visit_0691,True,True,True,False,False,True,True
visit_0692,False,False,False,False,True,False,False
visit_0693,False,False,False,False,True,False,False
