visit_id,distance_m,geofence_triggered,ground_truth,detection_correct
visit_0122,131.10180210374781,False,False,True
visit_0123,124.90435588837896,False,False,True
visit_0124,62.08157012126219,False,False,True
visit_0125,110.86327426766078,False,False,True
visit_0126,20.700375454078323,True,True,True
visit_0127,31.749241596308273,True,True,True
visit_0128,135.6758689680162,False,False,True
visit_0129,193.53930153854893,False,False,True
visit_0130,165.7917945788929,False,False,True
visit_0131,189.53365350686937,False,False,True
visit_0132,7.54949847151225,True,True,True
visit_0133,87.53468102766935,False,False,True
visit_0134,161.72477421815728,False,False,True
visit_0135,193.25363064118946,False,False,True
visit_0136,170.23320961695575,False,False,True
visit_0137,69.91701562772978,False,False,True
visit_0138,129.99213685883632,False,False,True
visit_0139,15.845154254144255,True,True,True
visit_0140,83.96510875068861,False,False,True
visit_0141,85.84777862066674,False,False,True
visit_0142,197.6662971192935,False,False,True
visit_0143,146.58820429012835,False,False,True
visit_0144,92.92457994940754,False,False,True
visit_0145,8.3811883860764,True,True,True
visit_0146,173.15965541561152,False,False,True
visit_0147,99.50467849872547,False,False,True
visit_0148,16.01378221499905,True,True,True
visit_0149,199.63011955460982,False,False,True
visit_0150,28.555893672509946,True,True,True
visit_0151,135.812411382679,False,False,True
visit_0152,147.13497189588554,False,False,True
visit_0153,98.24003905084481,False,False,True
visit_0154,69.4850589477129,False,False,True
visit_0155,24.27249101569138,True,True,True
visit_0156,17.243096330386543,True,True,True
visit_0157,89.99489913259922,False,False,True
visit_0158,11.082570003555414,True,True,True
visit_0159,50.121061796399815,False,False,True
visit_0160,131.74657467675087,False,False,True
visit_0161,130.22599549711998,False,False,True
visit_0162,136.99816823913534,False,False,True
visit_0163,146.83995096090936,False,False,True
visit_0164,19.36233051211429,True,True,True
visit_0165,152.6242750277257,False,False,True
visit_0166,70.57901777127107,False,False,True
visit_0167,145.50161267187838,False,False,True
visit_0168,55.9441355247964,False,False,True
visit_0169,39.81157631049,True,True,True
visit_0170,65.59316952730525,False,False,True
visit_0171,59.958112947482746,False,False,True
visit_0172,94.91804281701211,False,False,True
visit_0173,168.23342499165287,False,False,True
visit_0174,82.07548186454102,False,False,True
visit_0175,105.09543028000708,False,False,True
visit_0176,122.0153160157503,False,False,True
visit_0177,63.40814900368961,False,False,True
visit_0178,190.92177267829226,False,False,True
visit_0179,107.71558474173055,False,False,True
visit_0180,10.498221367892558,True,True,True
visit_0181,175.67992430284565,False,False,True
visit_0182,144.62353564848468,False,False,True
visit_0183,187.32174895555255,False,False,True
visit_0184,108.66009671139498,False,False,True
visit_0185,37.239813825613545,False,True,False
visit_0186,17.347553969671182,True,True,True
visit_0187,60.38916793832294,False,False,True
visit_0188,179.02367396325081,False,False,True
visit_0189,149.54696743017132,False,False,True
visit_0190,174.62701169754666,False,False,True
visit_0191,29.97047627648286,True,True,True
visit_0192,102.6495686403283,False,False,True
visit_0193,9.057960545565757,True,True,True
visit_0194,153.16553658474234,False,False,True
visit_0195,132.35850762509364,False,False,True
visit_0196,4.547065464393318,True,True,True
visit_0197,145.00478918178368,False,False,True
visit_0198,119.55697934631053,False,False,True
visit_0199,57.85269027078377,False,False,True
visit_0200,44.20854808920651,True,True,True
visit_0201,188.31728196638235,False,False,True
visit_0202,60.147283759029555,False,False,True
visit_0203,129.34117030958893,False,False,True
visit_0204,37.63265878655106,False,True,False
visit_0205,192.4155112228918,False,False,True
visit_0206,76.13234887458451,False,False,True
visit_0207,182.8660997794978,False,False,True
visit_0208,30.482282036828657,True,True,True
visit_0209,128.33889087974143,False,False,True
visit_0210,11.746410316146028,True,True,True
visit_0211,1.8282923381323535,True,True,True
visit_0212,2.3701936255784872,True,True,True
visit_0213,19.262778050281693,True,True,True
visit_0214,198.04660632794545,False,False,True
visit_0215,11.22298782579314,True,True,True
visit_0216,8.510351523409021,True,True,True
visit_0217,6.580356030694379,True,True,True
visit_0218,48.09443886085736,True,True,True
visit_0219,194.86466548719926,False,False,True
visit_0220,54.66540572575946,False,False,True
visit_0221,159.61103476054933,False,False,True
visit_0222,61.65349102725961,False,False,True
visit_0223,18.61285209197483,True,True,True
visit_0224,114.3920861499079,False,False,True
visit_0225,15.38427227903143,True,True,True
visit_0226,124.03843757493786,False,False,True
visit_0227,40.17029774041434,False,True,False
visit_0228,163.2989030865826,False,False,True
visit_0229,141.6734102512127,False,False,True
visit_0230,131.73259370646363,False,False,True
visit_0231,108.72904067749553,False,False,True
visit_0232,129.39996959668085,False,False,True
visit_0233,102.13524810500894,False,False,True
visit_0234,4.912530605153864,True,True,True
visit_0235,96.5851997558777,False,False,True
visit_0236,135.4278665781768,False,False,True
visit_0237,36.890355030278734,True,True,True
visit_0238,150.46509907209833,False,False,True
visit_0239,105.54300392555653,False,False,True
visit_0240,59.48896693987038,False,False,True
visit_0241,27.573459706911496,True,True,True
visit_0242,62.91600293216886,False,False,True
visit_0243,136.9393341119973,False,False,True
visit_0244,33.64179548731474,True,True,True
visit_0245,164.52218555925228,False,False,True
visit_0246,89.94646856608274,False,False,True
visit_0247,142.1507918987599,False,False,True
visit_0248,64.73072317093633,False,False,True
visit_0249,183.75374236596508,False,False,True
visit_0250,97.89174518312755,False,False,True
visit_0251,187.26722281771504,False,False,True
visit_0252,71.64454586819744,False,False,True
visit_0253,113.22842218342805,False,False,True
visit_0254,88.25718977528531,False,False,True
visit_0255,130.91759288375883,False,False,True
visit_0256,140.73960795280885,False,False,True
visit_0257,84.46278675501198,False,False,True
visit_0258,150.6315601982136,False,False,True
visit_0259,30.274826168856194,True,True,True
visit_0260,62.90073363643387,False,False,True
visit_0261,131.68107401702878,False,False,True
visit_0262,22.548732520761703,True,True,True
visit_0263,73.08249256961975,False,False,True
visit_0264,157.85799979861827,False,False,True
visit_0265,61.981377123328386,False,False,True
visit_0266,139.73517632109827,False,False,True
visit_0267,148.13163604683564,False,False,True
visit_0268,25.386121496224966,True,True,True
visit_0269,115.3303349428368,False,False,True
visit_0270,144.55567466517329,False,False,True
visit_0271,171.4970395495945,False,False,True
visit_0272,74.56163334757227,False,False,True
visit_0273,168.9693008522656,False,False,True
visit_0274,98.67213517097697,False,False,True
visit_0275,167.91480137923477,False,False,True
visit_0276,98.40577536997952,False,False,True
visit_0277,194.91095803365022,False,False,True
visit_0278,52.19818778472201,False,False,True
visit_0279,116.94160716082578,False,False,True
visit_0280,23.982711271078717,True,True,True
visit_0281,71.14855110085674,False,False,True
visit_0282,92.40864977524778,False,False,True
visit_0283,128.93700314170036,False,False,True
visit_0284,165.87123544348358,False,False,True
visit_0285,34.561442366157834,True,True,True
visit_0286,110.1377330407961,False,False,True
visit_0287,197.88072315230679,False,False,True
visit_0288,43.804037614618906,True,True,True
visit_0289,131.37288427524686,False,False,True
visit_0290,167.84445046118185,False,False,True
visit_0291,112.72129735663874,False,False,True
visit_0292,43.761788338315455,True,True,True
visit_0293,4.382579248714458,True,True,True
visit_0294,20.206434036137267,True,True,True
visit_0295,138.7120796585086,False,False,True
visit_0296,189.75762084425753,False,False,True
visit_0297,113.11004922406408,False,False,True
visit_0298,127.8205375809758,False,False,True
visit_0299,146.51689889975373,False,False,True
visit_0300,137.43208084342288,False,False,True
visit_0301,146.3970170542634,False,False,True
visit_0302,177.95065408080873,False,False,True
visit_0303,47.509656989449134,False,True,False
visit_0304,39.93496015218927,False,True,False
visit_0305,18.227375510135847,True,True,True
visit_0306,12.327873932019862,True,True,True
visit_0307,163.6810429730747,False,False,True
visit_0308,100.42029406312096,False,False,True
visit_0309,161.69214426387262,False,False,True
visit_0310,182.8347873797173,False,False,True
visit_0311,104.51240208996184,False,False,True
visit_0312,57.218570809774484,False,False,True
visit_0313,121.7310528171254,False,False,True
visit_0314,163.4771850610555,False,False,True
visit_0315,165.16466635595012,False,False,True
visit_0316,164.20347847969205,False,False,True
visit_0317,166.58598661531025,False,False,True
visit_0318,24.774571778139997,True,True,True
visit_0319,149.79222689698665,False,False,True
visit_0320,53.81671585379142,False,False,True
visit_0321,50.47808827213029,False,False,True
visit_0322,135.43923127746268,False,False,True
visit_0323,59.69518525065949,False,False,True
visit_0324,29.985859270831305,True,True,True
visit_0325,199.49381991565917,False,False,True
visit_0326,106.92702030884263,False,False,True
visit_0327,25.588827939210667,True,True,True
visit_0328,61.41705426644171,False,False,True
visit_0329,14.243147480815166,True,True,True
visit_0330,81.83836935042082,False,False,True
visit_0331,126.89979383053421,False,False,True
visit_0332,126.69750814051883,False,False,True
visit_0333,38.11534198808091,True,True,True
visit_0334,164.76876593488208,False,False,True
visit_0335,71.85017727332648,False,False,True
visit_0336,33.79694837802943,True,True,True
visit_0337,130.71352368015053,False,False,True
visit_0338,60.22329095135846,False,False,True
visit_0339,22.802510536849585,True,True,True
visit_0340,99.27094267361853,False,False,True
visit_0341,18.016534715184896,True,True,True
visit_0342,34.94036178907818,True,True,True
visit_0343,132.6710054981688,False,False,True
visit_0344,192.4619860299508,False,False,True
visit_0345,188.49339759998,False,False,True
visit_0346,136.89282667629456,False,False,True
visit_0347,140.91363529612462,False,False,True
visit_0348,19.048427690338944,True,True,True
visit_0349,128.67974331136259,False,False,True
visit_0350,44.54130463375981,True,True,True
visit_0351,99.47466961330021,False,False,True
visit_0352,101.66754806389298,False,False,True
visit_0353,94.62673621871778,False,False,True
visit_0354,104.39701732082717,False,False,True
visit_0355,186.04325183062906,False,False,True
visit_0356,154.42903472744575,False,False,True
visit_0357,96.58639270718525,False,False,True
visit_0358,100.82202387063288,False,False,True
visit_0359,82.54909456152386,False,False,True
visit_0360,124.83351784107764,False,False,True
visit_0361,23.081050456725084,True,True,True
visit_0362,161.6609558653392,False,False,True
visit_0363,167.87636289303424,False,False,True
visit_0364,148.4825471745721,False,False,True
visit_0365,195.16454441122525,False,False,True
visit_0366,140.92581377855754,False,False,True
visit_0367,37.395316306464736,True,True,True
visit_0368,141.93785926326282,False,False,True
visit_0369,71.61711763274788,False,False,True
visit_0370,44.23961622029056,False,True,False
visit_0371,1.7607392590074822,True,True,True
visit_0372,188.99753408636752,False,False,True
visit_0373,179.65632178117065,False,False,True
visit_0374,154.71645327385534,False,False,True
visit_0375,149.37816513485242,False,False,True
visit_0376,51.729591798235134,False,False,True
visit_0377,117.12160266267784,False,False,True
visit_0378,79.02265164572353,False,False,True
visit_0379,135.45780910101251,False,False,True
visit_0380,119.33097749066606,False,False,True
visit_0381,32.190871512879006,True,True,True
visit_0382,92.25304073791878,False,False,True
visit_0383,20.00901145508458,True,True,True
visit_0384,63.266631899265825,False,False,True
visit_0385,175.5771659015923,False,False,True
visit_0386,107.72360741560448,False,False,True
visit_0387,118.0072623681436,False,False,True
visit_0388,146.64536544258021,False,False,True
visit_0389,33.16871040643166,True,True,True
visit_0390,43.76382345180567,False,True,False
visit_0391,9.287491500235623,True,True,True
visit_0392,130.73506262677685,False,False,True
visit_0393,97.37231253483512,False,False,True
visit_0394,72.44458884301821,False,False,True
visit_0395,166.67299927905083,False,False,True
visit_0396,36.00750791525942,True,True,True
visit_0397,198.55516474159575,False,False,True
visit_0398,144.83735961555118,False,False,True
visit_0399,83.95900253432123,False,False,True
visit_0400,26.065768155432867,True,True,True
visit_0401,45.897251275810035,True,True,True
visit_0402,95.428247400908,False,False,True
visit_0403,23.565720796230206,True,True,True
visit_0404,84.71230948667264,False,False,True
visit_0405,50.75552908853926,False,False,True
visit_0406,32.35902354162725,True,True,True
visit_0407,18.217716847740807,True,True,True
visit_0408,122.79311814334277,False,False,True
visit_0409,160.78198182307673,False,False,True
visit_0410,31.488952170078164,True,True,True
visit_0411,56.89875740727588,False,False,True
visit_0412,52.221501134387815,False,False,True
visit_0413,114.9787757547818,False,False,True
visit_0414,5.470139506414773,True,True,True
visit_0415,1.9446383428849856,True,True,True
visit_0416,178.86325057404133,False,False,True
visit_0417,40.55331175765466,True,True,True
visit_0418,108.2947909206049,False,False,True
visit_0419,183.20136593451147,False,False,True
visit_0420,137.26772930607788,False,False,True
visit_0421,122.55561927235428,False,False,True
visit_0422,74.46192557376321,False,False,True
visit_0423,86.44375034616698,False,False,True
visit_0424,103.40139498410012,False,False,True
visit_0425,95.3078848704274,False,False,True
visit_0426,173.47371679482734,False,False,True
visit_0427,147.305232952431,False,False,True
visit_0428,114.32751477475868,False,False,True
visit_0429,88.97967752959434,False,False,True
visit_0430,188.0874674675991,False,False,True
visit_0431,152.99927442671915,False,False,True
visit_0432,26.255422125372775,True,True,True
visit_0433,88.96898647414876,False,False,True
visit_0434,61.93226562279932,False,False,True
visit_0435,169.58929767653413,False,False,True
visit_0436,46.243078703831706,False,True,False
visit_0437,52.5960550892498,False,False,True
visit_0438,82.58077530264947,False,False,True
visit_0439,9.926414444619724,True,True,True
visit_0440,68.38257077372525,False,False,True
visit_0441,155.1305821425047,False,False,True
visit_0442,154.24506660546692,False,False,True
visit_0443,62.421873116813956,False,False,True
visit_0444,172.73153314992007,False,False,True
visit_0445,8.398673804219081,True,True,True
visit_0446,199.39462059670709,False,False,True
visit_0447,151.33950464027782,False,False,True
visit_0448,58.94291928817938,False,False,True
visit_0449,13.775316672231884,True,True,True
visit_0450,171.3658576668429,False,False,True
visit_0451,122.60784847010535,False,False,True
visit_0452,97.07405744733906,False,False,True
visit_0453,14.174792190024398,True,True,True
visit_0454,83.19064054195063,False,False,True
visit_0455,19.42385003153251,True,True,True
visit_0456,21.102836379831146,True,True,True
visit_0457,31.6352911798663,True,True,True
visit_0458,145.17353672303395,False,False,True
visit_0459,145.26265566745832,False,False,True
visit_0460,164.38798448942288,False,False,True
visit_0461,73.41657860521278,False,False,True
visit_0462,34.580498171264516,True,True,True
visit_0463,11.18454176466388,True,True,True
visit_0464,2.2868761925207037,True,True,True
visit_0465,146.31571471298827,False,False,True
visit_0466,114.28811810212586,False,False,True
visit_0467,130.44968779583377,False,False,True
visit_0468,134.34951068994707,False,False,True
visit_0469,88.4420210468503,False,False,True
visit_0470,189.78818300515775,False,False,True
visit_0471,107.60109158139721,False,False,True
visit_0472,132.70566839992864,False,False,True
visit_0473,54.2620758160675,False,False,True
visit_0474,19.920742368507472,True,True,True
visit_0475,105.88307277102398,False,False,True
visit_0476,162.3785720199491,False,False,True
visit_0477,131.38635178992251,False,False,True
visit_0478,181.94707871283424,False,False,True
visit_0479,104.76109670037434,False,False,True
visit_0480,23.677458143435736,True,True,True
visit_0481,178.82601862676054,False,False,True
visit_0482,46.1822697466026,False,True,False
visit_0483,170.42588649311702,False,False,True
visit_0484,197.64868349259132,False,False,True
visit_0485,80.97335364850568,False,False,True
visit_0486,157.38397246377463,False,False,True
visit_0487,103.2253366189597,False,False,True
visit_0488,10.90933336310529,True,True,True
visit_0489,27.061334838072515,True,True,True
visit_0490,181.43249260108135,False,False,True
visit_0491,102.33329029690105,False,False,True
visit_0492,35.77335293465374,True,True,True
visit_0493,124.51206559746832,False,False,True
visit_0494,82.03027314227127,False,False,True
visit_0495,130.65537564310407,False,False,True
visit_0496,134.41809905228098,False,False,True
visit_0497,59.85889631930268,False,False,True
visit_0498,105.41054668092416,False,False,True
visit_0499,186.77833495763664,False,False,True
visit_0500,103.94116003689875,False,False,True
visit_0501,23.585144784254375,True,True,True
visit_0502,56.32534065010773,False,False,True
visit_0503,5.823476362292124,True,True,True
visit_0504,178.41166535798362,False,False,True
visit_0505,107.17709514307741,False,False,True
visit_0506,125.30216952305014,False,False,True
visit_0507,82.77391357242729,False,False,True
visit_0508,182.67076923341173,False,False,True
visit_0509,28.659009589972186,True,True,True
visit_0510,0.8219738468249194,True,True,True
visit_0511,115.51196688189181,False,False,True
visit_0512,54.72737716803013,False,False,True
visit_0513,48.965014772526885,False,True,False
visit_0514,85.29314904200547,False,False,True
visit_0515,134.17405308678718,False,False,True
visit_0516,136.8955949610749,False,False,True
visit_0517,133.0361237083792,False,False,True
visit_0518,120.88804628652075,False,False,True
visit_0519,82.68838113334071,False,False,True
visit_0520,157.46535411805039,False,False,True
visit_0521,111.01754024275228,False,False,True
visit_0522,132.03295180422398,False,False,True
visit_0523,77.99653204615736,False,False,True
visit_0524,196.51606070267843,False,False,True
visit_0525,10.62546223527685,True,True,True
visit_0526,76.55792296831704,False,False,True
visit_0527,199.49120860209416,False,False,True
visit_0528,128.448579916271,False,False,True
visit_0529,71.06144610902803,False,False,True
visit_0530,195.64668988863383,False,False,True
visit_0531,155.77396345052176,False,False,True
visit_0532,159.61964812819426,False,False,True
visit_0533,192.11626049542502,False,False,True
visit_0534,33.815848190873844,True,True,True
visit_0535,26.50775256126785,True,True,True
visit_0536,52.25051758069947,False,False,True
visit_0537,99.18965511435462,False,False,True
visit_0538,151.09678628970832,False,False,True
visit_0539,94.91791615281275,False,False,True
visit_0540,183.54242821230494,False,False,True
visit_0541,78.23075273798194,False,False,True
visit_0542,134.56037194799805,False,False,True
visit_0543,18.38825651538656,True,True,True
visit_0544,131.27892578223012,False,False,True
visit_0545,184.5390781689396,False,False,True
visit_0546,66.53094738119627,False,False,True
visit_0547,28.7745200703027,True,True,True
visit_0548,89.17641046459195,False,False,True
visit_0549,103.07660059274085,False,False,True
visit_0550,163.59533187721652,False,False,True
visit_0551,106.92525931200694,False,False,True
visit_0552,139.17645572141515,False,False,True
visit_0553,118.58908569587041,False,False,True
visit_0554,11.21089061754732,True,True,True
visit_0555,115.86914246229179,False,False,True
visit_0556,34.4498017916999,True,True,True
visit_0557,159.83504446689565,False,False,True
visit_0558,27.46588039635103,True,True,True
visit_0559,110.68154598028379,False,False,True
visit_0560,1.2699157107233905,True,True,True
visit_0561,127.96514074645897,False,False,True
visit_0562,156.51660606443846,False,False,True
visit_0563,43.85522673162221,False,True,False
visit_0564,134.0285270253912,False,False,True
visit_0565,184.97226914370154,False,False,True
visit_0566,135.37050917502157,False,False,True
visit_0567,96.88154318085216,False,False,True
visit_0568,40.44217815382978,False,True,False
visit_0569,120.72719656942503,False,False,True
visit_0570,199.13286747998387,False,False,True
visit_0571,118.35432640649728,False,False,True
visit_0572,95.85386784332471,False,False,True
visit_0573,59.15808564284799,False,False,True
visit_0574,154.36700156126008,False,False,True
visit_0575,66.58122767645169,False,False,True
visit_0576,147.15215702689179,False,False,True
visit_0577,111.75809160601146,False,False,True
visit_0578,191.82074621743502,False,False,True
visit_0579,97.2453810296209,False,False,True
visit_0580,161.75917532754605,False,False,True
visit_0581,55.18854724172439,False,False,True
visit_0582,69.34004935641582,False,False,True
visit_0583,68.55849572384432,False,False,True
visit_0584,34.34742508719519,True,True,True
visit_0585,142.3624344696353,False,False,True
visit_0586,25.294702412022097,True,True,True
visit_0587,60.311953904464865,False,False,True
visit_0588,66.25612921602122,False,False,True
visit_0589,88.4211068431801,False,False,True
visit_0590,18.496226260612115,True,True,True
visit_0591,134.31155526283933,False,False,True
visit_0592,170.76081399267983,False,False,True
visit_0593,198.51943316401506,False,False,True
visit_0594,41.55675814037194,False,True,False
visit_0595,82.90280278756173,False,False,True
visit_0596,166.91704032601154,False,False,True
visit_0597,130.76259444045044,False,False,True
visit_0598,149.11311471724434,False,False,True
visit_0599,169.05601361324963,False,False,True
visit_0600,71.19686461793616,False,False,True
visit_0601,174.48862689168814,False,False,True
visit_0602,103.634149255481,False,False,True
visit_0603,122.68567188032391,False,False,True
visit_0604,184.68195053544548,False,False,True
visit_0605,5.751907444686011,True,True,True
visit_0606,156.80594460922805,False,False,True
visit_0607,50.60249424469694,False,False,True
visit_0608,18.155862607891816,True,True,True
visit_0609,19.82113692102805,True,True,True
visit_0610,42.803077281232426,True,True,True
visit_0611,42.85480009652822,False,True,False
visit_0612,8.121712628376399,True,True,True
visit_0613,171.07313339108475,False,False,True
visit_0614,87.61167008081432,False,False,True
visit_0615,195.0414988384938,False,False,True
visit_0616,54.594558114264814,False,False,True
visit_0617,21.60733360378453,True,True,True
visit_0618,76.52659655300367,False,False,True
visit_0619,132.41864666029667,False,False,True
visit_0620,76.72597534971761,False,False,True
visit_0621,26.897648442476484,True,True,True
visit_0622,101.337009751405,False,False,True
visit_0623,167.38683039905143,False,False,True
visit_0624,132.24800116453898,False,False,True
visit_0625,92.1818772819158,False,False,True
visit_0626,114.50772896070131,False,False,True
visit_0627,87.19822645449433,False,False,True
visit_0628,45.17719540681284,True,True,True
visit_0629,159.13034986952184,False,False,True
visit_0630,152.68844298655165,False,False,True
visit_0631,187.43258511711113,False,False,True
visit_0632,30.094530800630913,True,True,True
visit_0633,129.20853072491929,False,False,True
visit_0634,87.22658220234382,False,False,True
visit_0635,192.75737810503543,False,False,True
visit_0636,131.486120649754,False,False,True
visit_0637,189.93490006791927,False,False,True
visit_0638,149.67484585040654,False,False,True
visit_0639,74.94099691453235,False,False,True
visit_0640,164.27307323838977,False,False,True
visit_0641,110.54558066232534,False,False,True
visit_0642,78.59511364625004,False,False,True
visit_0643,175.89344950355255,False,False,True
visit_0644,143.47720358128248,False,False,True
visit_0645,90.65235062719896,False,False,True
visit_0646,16.44641028468041,True,True,True
visit_0647,95.67309599147116,False,False,True
visit_0648,188.95143096846198,False,False,True
visit_0649,140.25223084066937,False,False,True
visit_0650,87.03174706303972,False,False,True
visit_0651,98.83363154839502,False,False,True
visit_0652,58.038592302990196,False,False,True
visit_0653,138.60471158855364,False,False,True
visit_0654,181.64530747279775,False,False,True
visit_0655,78.93936287054719,False,False,True
visit_0656,63.46347735860283,False,False,True
visit_0657,56.585101638425385,False,False,True
visit_0658,30.252949231378288,True,True,True
visit_0659,87.28597330454593,False,False,True
visit_0660,24.730846806771,True,True,True
visit_0661,194.32547093052523,False,False,True
visit_0662,136.1278818875416,False,False,True
visit_0663,191.0403061946011,False,False,True
visit_0664,113.83168716627388,False,False,True
visit_0665,35.60216015589255,True,True,True
visit_0666,24.120396820525315,True,True,True
visit_0667,97.92460716581704,False,False,True
visit_0668,8.08761792382815,True,True,True
visit_0669,87.47110378620494,False,False,True
visit_0670,15.306503947529215,True,True,True
visit_0671,100.68891348878843,False,False,True
visit_0672,90.9996297320042,False,False,True
visit_0673,174.32315896959418,False,False,True
visit_0674,120.37748802589088,False,False,True
visit_0675,2.77518360436273,True,True,True
visit_0676,158.0023073234894,False,False,True
visit_0677,94.29783973042333,False,False,True
visit_0678,195.89738758755607,False,False,True
visit_0679,135.7335834280746,False,False,True
visit_0680,94.66759430906286,False,False,True
visit_0681,43.94046900817558,False,True,False
visit_0682,166.61614915906932,False,False,True
visit_0683,25.81931080414519,True,True,True
visit_0684,176.181221396935,False,False,True
visit_0685,44.81912774796082,False,True,False
visit_0686,133.89717803022566,False,False,True
visit_0687,189.47669878880387,False,False,True
visit_0688,101.17932334302513,False,False,True
visit_0689,49.06321292342746,False,True,False
visit_0690,150.70143420942168,False,False,True
visit_0691,5.952585402993393,True,True,True
visit_0692,151.83847701116463,False,False,True
visit_0693,80.40056360629623,False,False,True
visit_0694,140.05901277652094,False,False,True
visit_0695,39.45915085222524,True,True,True
visit_0696,110.35717027224959,False,False,True
