event_id,category,event_date,matched_users,conversions,tickets_sold,gross_revenue,marketing_cost,payment_processing_fee,platform_fee,total_costs,net_profit,cpa,roi,conversion_rate,attendance_rate,marketing_start_days_before,marketing_duration_days,marketing_start_date,marketing_end_date
event_0046,technology,1778816856.8913307,254,484,484,24200.0,2975.1928926604023,726.0,2420.0,6121.192892660402,18078.8071073396,6.1470927534305835,2.9534777655866615,1.9079592021669354,0.484,46.7558426017403,47.35179610010425,1774777152.0905404,1778868347.2735894
event_0047,art,1774521423.3257022,256,426,426,21300.0,2251.6670147829045,639.0,2130.0,5020.6670147829045,16279.332985217095,5.28560332108663,3.2424641859904386,1.664161347683863,0.426,41.35540653518242,37.74915534930769,1770948316.2010624,1774209843.2232425
event_0048,technology,1775508777.612438,261,206,206,10300.0,852.285696940653,309.0,1030.0,2191.285696940653,8108.714303059347,4.137309208449772,3.7004368323036414,0.7916534282716274,0.206,37.64114920661533,38.46405929331702,1772256582.3209865,1775579877.043929
event_0049,health,1766407374.1666942,260,150,150,7500.0,509.01219760685825,225.0,750.0,1484.0121976068583,6015.9878023931415,3.3934146507123883,4.053866815983467,0.5804408041672835,0.15,37.32631311342579,29.228374806441334,1763182380.713694,1765707712.2969706
event_0050,business,1770387370.7607543,254,316,316,15800.0,2104.2417335424534,474.0,1580.0,4158.241733542453,11641.758266457546,6.658992827665992,2.7996828978337915,1.2478384743054378,0.316,36.236223903495194,28.76195136355559,1767256561.0154924,1769741593.6133037
event_0051,business,1773499869.2775419,253,342,342,17100.0,2387.1183181732654,513.0,1710.0,4610.118318173265,12489.881681826735,6.979878123313641,2.7092323493284627,1.3529894181197348,0.342,35.46855948603964,44.83353103702069,1770435385.737948,1774309002.8195465
event_0052,art,1770988024.0363045,266,269,269,13450.0,1971.2960263947962,403.5,1345.0,3719.796026394796,9730.203973605203,7.328238016337532,2.615789657433356,1.0132701817558898,0.269,35.00305022392488,52.90529125751131,1767963760.4969573,1772534777.6616063
event_0053,art,1773400147.771552,255,312,312,15600.0,2011.4218660952672,468.0,1560.0,4039.4218660952674,11560.578133904732,6.446864955433549,2.861938791523114,1.2270322136130676,0.312,37.34603692397297,55.56530717906641,1770173450.181321,1774974292.7215922
event_0054,art,1771964638.7779982,251,282,282,14100.0,2005.7021267132811,423.0,1410.0,3838.7021267132814,10261.29787328672,7.112418889054188,2.6731164686832583,1.1257021433630334,0.282,42.88931826086231,48.42976777515593,1768259001.6802597,1772443333.616033
event_0055,technology,1770787036.7300687,257,415,415,20750.0,1620.0989094900103,622.5,2075.0,4317.598909490011,16432.40109050999,3.903852793951832,3.8059119049691823,1.6165409535646103,0.415,32.74621487445135,31.75175686643084,1767957763.7649162,1770701115.5581758
event_0056,health,1774331992.751825,255,295,295,14750.0,1433.183934611472,442.5,1475.0,3350.683934611472,11399.316065388528,4.8582506258016,3.4020863465029665,1.1586759183002358,0.295,36.33543761948274,55.801384119948125,1771192610.9415019,1776013850.5294654
event_0057,business,1775063532.7923594,255,396,396,19800.0,3033.2950519506708,594.0,1980.0,5607.29505195067,14192.70494804933,7.659835989774421,2.5311143459647196,1.5533122821249663,0.396,59.66225073806292,52.2984848103404,1769908714.3285906,1774427303.416204
event_0058,business,1781708093.600548,258,395,395,19750.0,1382.09898405504,592.5,1975.0,3949.59898405504,15800.40101594496,3.4989847697595953,4.000507666660057,1.5334585162919796,0.395,58.82150941491937,43.49731607447242,1776625915.187099,1780384083.2959335
event_0059,business,1781670969.4723213,254,389,389,19450.0,1361.4969582344877,583.5,1945.0,3889.9969582344875,15560.003041765513,3.499992180551382,4.000003909727367,1.5350460581392804,0.389,31.407613106966863,29.494727293033854,1778957351.6998794,1781505696.1379976
event_0060,health,1780793475.3512616,253,432,432,21600.0,1492.2866135251656,648.0,2160.0,4300.286613525166,17299.713386474832,3.4543671609378834,4.022921014628224,1.7079378601928126,0.432,50.73013978176178,33.36055753563239,1776410391.2741175,1779292743.4451962
event_0061,health,1776336803.012725,251,454,454,22700.0,2368.92701830102,681.0,2270.0,5319.927018301019,17380.07298169898,5.217900921367885,3.266975829162692,1.8090933797331372,0.454,52.09400236491216,30.686073428147406,1771835881.2083967,1774487157.9525886
event_0062,science,1779009285.5765502,259,297,297,14850.0,1655.7517072381552,445.5,1485.0,3586.251707238155,11263.748292761844,5.574921573192442,3.14081364395816,1.1492709632417561,0.297,48.09694964599757,29.509829597338037,1774853709.127136,1777403358.404346
event_0063,art,1776950504.8210862,258,318,318,15900.0,1127.9771267557987,477.0,1590.0,3194.977126755799,12705.022873244201,3.54709788287987,3.9765614491722405,1.2331204087682461,0.318,50.519591686725825,36.464931694562196,1772585612.099353,1775736182.1977632
event_0064,science,1774684271.9669223,256,285,285,14250.0,2177.8442789782944,427.5,1425.0,4030.3442789782944,10219.655721021705,7.641558873608051,2.5356780993440147,1.1133864762326748,0.285,51.66853341334863,40.50377383112813,1770220110.680009,1773719636.7390184
event_0065,health,1769884459.5062158,254,421,421,21050.0,2753.637923406417,631.5,2105.0,5490.137923406417,15559.862076593583,6.540707656547309,2.8341477561531447,1.6589759879046986,0.421,32.027556229405114,29.52112195156773,1767117278.6479952,1769667903.5846107
event_0066,art,1775566109.1434362,269,112,112,5600.0,720.0603696830541,168.0,560.0,1448.060369683054,4151.939630316946,6.429110443598697,2.867242082749428,0.4194547962375475,0.112,59.60876318965655,36.87349745091981,1770415912.00385,1773601782.1836095
event_0067,science,1774265067.4554174,258,253,253,12650.0,1679.1979242186517,379.5,1265.0,3323.6979242186517,9326.302075781348,6.6371459455282675,2.8060017150848067,0.981093230057596,0.253,41.076198516691065,47.26793155463629,1770716083.9035752,1774800033.1898959
event_0068,science,1772327914.2575865,257,119,119,5950.0,417.01982857454556,178.5,595.0,1190.5198285745455,4759.4801714254545,3.5043683073491225,3.9978168000142933,0.464054899359137,0.119,30.403155160209618,48.3978836210634,1769701081.6517444,1773882658.7966042
event_0069,business,1770801301.3238447,252,166,166,8300.0,1230.6294514583292,249.0,830.0,2309.629451458329,5990.37054854167,7.413430430471863,2.5936500527213466,0.659765397450307,0.166,50.32344420337961,38.339289054169086,1766453355.7446728,1769765870.318953
event_0070,business,1769973491.0721772,254,188,188,9400.0,1509.9039386571558,282.0,940.0,2731.903938657156,6668.096061342844,8.031403929027425,2.4408237665269046,0.7426259368926422,0.188,45.66720908808357,52.41323656927135,1766027844.2069666,1770556347.8465517
event_0071,health,1778610171.5968654,268,222,222,11100.0,1637.9964695585206,333.0,1110.0,3080.9964695585204,8019.00353044148,7.3783624754888315,2.602730515816051,0.8283855622859766,0.222,39.94630887509136,28.150729652678407,1775158810.5100574,1777591033.552049
event_0072,art,1766749291.5456383,255,512,512,25600.0,3073.276476733318,768.0,2560.0,6401.276476733317,19198.723523266683,6.002493118619761,2.999202361130342,2.010228129613131,0.512,35.588625980384585,29.03602870391716,1763674434.2609332,1766183147.1409516
event_0073,health,1771371434.814472,263,258,258,12900.0,1871.9411282186934,387.0,1290.0,3548.9411282186934,9351.058871781306,7.255585768289509,2.6348870082482456,0.982667315761452,0.258,53.086737973637995,36.988728059407535,1766784740.6535497,1769980566.7578826
event_0074,science,1772180264.5790927,260,266,266,13300.0,1219.5977068204725,399.0,1330.0,2948.5977068204725,10351.402293179528,4.58495378503937,3.5106187152067063,1.0237299960529698,0.266,38.33124735647139,49.31292341770093,1768868444.8074937,1773129081.390783
event_0075,business,1775402883.4221344,257,240,240,12000.0,1631.954041169255,360.0,1200.0,3191.954041169255,8808.045958830746,6.799808504871896,2.759452625327977,0.9348171578754289,0.24,50.47771846114168,31.931537599666427,1771041608.5470917,1773800493.3957028
event_0076,science,1770704426.014402,261,325,325,16250.0,1284.1073986075128,487.5,1625.0,3396.6073986075126,12853.392601392487,3.9510996880231164,3.78418553956572,1.2452135540933353,0.325,36.02054300203217,30.430047799533718,1767592251.0990264,1770221407.2289062
event_0077,art,1781605582.7880378,263,218,218,10900.0,1590.63188109755,327.0,1090.0,3007.63188109755,7892.36811890245,7.2964765187961005,2.6241137316387118,0.830174630295038,0.218,48.88850263013866,54.130323961097886,1777381616.1607938,1782058476.1510327
event_0078,health,1779290774.0863647,255,179,179,8950.0,1045.1836336302474,268.5,895.0,2208.6836336302476,6741.316366369752,5.839014713018142,3.0521874041732073,0.7032283565217035,0.179,57.04507479980769,36.40894300084001,1774362079.6236613,1777507812.2989337
event_0079,technology,1774412083.2152016,256,374,374,18700.0,905.3916548419161,561.0,1870.0,3336.391654841916,15363.608345158083,2.4208333017163532,4.604857563068697,1.4630185763923877,0.374,53.71018002160253,28.730228920203906,1769771523.6613352,1772253815.4400408
event_0080,science,1767328911.6129851,253,239,239,11950.0,1012.582117022076,358.5,1195.0,2566.082117022076,9383.917882977923,4.236745259506594,3.656904750136331,0.9480362485022608,0.239,48.84589875282736,37.58792537936942,1763108625.9607408,1766356222.7135184
event_0081,business,1772346728.4569042,263,211,211,10550.0,1195.0409719777429,316.5,1055.0,2566.5409719777426,7983.459028022257,5.663701288994042,3.110590914069963,0.8058826992498085,0.211,43.27276074749806,44.11429538205515,1768607961.9283204,1772419437.04933
event_0082,technology,1775053159.012058,258,178,178,8900.0,842.1504835377,267.0,890.0,1999.1504835377,6900.8495164623,4.731182491784831,3.4518909773368063,0.6900317979544598,0.178,35.926996841663154,31.44045895009805,1771949066.4849384,1774665522.1382267
event_0083,health,1774805842.8828442,265,193,193,9650.0,1057.4573951044229,289.5,965.0,2311.957395104423,7338.042604895577,5.479053860644678,3.173952348963655,0.7298767117852789,0.193,56.53348825369169,28.222352641217526,1769921349.4977252,1772359760.7659264
event_0084,health,1768081377.499576,255,245,245,12250.0,1958.3190852471398,367.5,1225.0,3550.81908524714,8699.18091475286,7.993139123457714,2.44990823410182,0.962675391568568,0.245,36.874501716898045,31.172747626338925,1764895420.5512362,1767588745.9461517
event_0085,business,1774162979.6079388,264,193,193,9650.0,1480.5043188177308,289.5,965.0,2735.0043188177306,6914.995681182269,7.671006833252491,2.5283308086955554,0.732517776595944,0.193,33.91771284319428,38.36308322701152,1771232489.2182868,1774547059.6091006
event_0086,art,1780101896.8001928,253,466,466,23300.0,2633.837759457942,699.0,2330.0,5662.8377594579415,17637.162240542057,5.652012359351807,3.1145448606725266,1.8427165278246722,0.466,56.01615091467792,49.47555127601761,1775262101.3611646,1779536788.9914124
event_0087,business,1774963688.758122,259,165,165,8250.0,1194.454735886713,247.5,825.0,2266.954735886713,5983.045264113287,7.239119611434624,2.639243373235256,0.638000661283523,0.165,46.68350793748036,45.112468305789584,1770930233.6723237,1774827950.933944
event_0088,business,1773639717.3315914,266,203,203,10150.0,740.1077183175997,304.5,1015.0,2059.6077183176,8090.3922816824,3.6458508291507377,3.9281229186163054,0.7636140965919607,0.203,52.714422608730295,28.57932033535871,1769085191.218197,1771554444.495172
event_0089,science,1781459527.8563042,257,220,220,11000.0,1344.380775274736,330.0,1100.0,2774.380775274736,8225.619224725264,6.110821705794254,2.964848696340434,0.8566078248819377,0.22,50.465415749848674,53.09749646788842,1777099315.9355173,1781686939.630343
event_0090,art,1770409348.4740255,258,201,201,10050.0,1372.328957221424,301.5,1005.0,2678.828957221424,7371.1710427785765,6.82750724985783,2.7516393022808803,0.782804662274507,0.201,32.90578558684722,30.29968681783283,1767566288.5993218,1770184181.5403826
event_0091,health,1769976329.394143,255,286,286,14300.0,1613.3884042554205,429.0,1430.0,3472.3884042554205,10827.61159574458,5.641218196697275,3.1182029010566086,1.1220178938530794,0.286,52.18313366717807,51.65781784265192,1765467706.645299,1769930942.106904
event_0092,business,1777000105.622599,263,188,188,9400.0,643.1494852285717,282.0,940.0,1865.1494852285718,7534.850514771428,3.4210079001519773,4.039810521593684,0.7154725214815038,0.188,59.50879844013485,51.597424422042664,1771858545.4373713,1776316562.9074357
event_0093,science,1775876720.4462218,251,260,260,13000.0,677.7914417830133,390.0,1300.0,2367.7914417830134,10632.208558216986,2.6068901607038972,4.490348419458191,1.0359463257021255,0.26,33.90409943020944,51.663907286244566,1772947406.2554517,1777411167.844983
event_0094,business,1768397234.258773,262,262,262,13100.0,1889.057816931212,393.0,1310.0,3592.057816931212,9507.942183068788,7.210144339432107,2.6469346173251935,1.0014742655379485,0.262,45.654935858747535,41.034070404175665,1764452647.8005774,1767997991.483498
event_0095,science,1778212408.5607412,255,341,341,17050.0,1835.8263821422004,511.5,1705.0,4052.3263821422006,12997.6736178578,5.383655079595895,3.207459713792051,1.3373040035690673,0.341,48.69385932568514,40.572566208601806,1774005259.115002,1777510728.8354251
event_0096,technology,1772548513.0083315,263,272,272,13600.0,1319.2561120899393,408.0,1360.0,3087.256112089939,10512.743887910061,4.850206294448306,3.405206275806314,1.0374458820991905,0.272,59.501719600002104,38.94750756674536,1767407564.4348915,1770772629.0886583
event_0097,science,1774988785.9765034,258,187,187,9350.0,1472.1582852963827,280.5,935.0,2687.658285296383,6662.341714703617,7.872504199445896,2.478864873243707,0.7263792100378218,0.187,42.68332218758113,41.589714514228106,1771300946.9394963,1774894298.2735255
event_0098,health,1768513591.770856,256,222,222,11100.0,747.0994439657379,333.0,1110.0,2190.099443965738,8909.900556034263,3.365312810656477,4.068263009966615,0.8694266006776905,0.222,48.389909370058746,36.24205739221462,1764332703.6012828,1767464017.35997
event_0099,business,1775018168.7802668,255,270,270,13500.0,1112.3520808186959,405.0,1350.0,2867.352080818696,10632.647919181305,4.119822521550725,3.708176610158539,1.0597221823715068,0.27,38.260570238094445,32.04304129981241,1771712455.5116954,1774480974.2799993
event_0100,science,1776034766.2383282,254,360,360,18000.0,1225.0294029313525,540.0,1800.0,3565.0294029313527,14434.970597068648,3.4028594525870903,4.049046716192429,1.4175545655414377,0.36,39.21383518664298,43.63675710381689,1772646690.8782022,1776416906.691972
event_0101,technology,1771716400.5153096,267,139,139,6950.0,563.4684528354991,208.5,695.0,1466.9684528354992,5483.031547164501,4.053729876514382,3.737661526780869,0.5232859520079387,0.139,55.35293919968302,30.93669668698179,1766933906.568457,1769606837.1622121
event_0102,business,1778814503.7103696,257,346,346,17300.0,1932.0006147109546,519.0,1730.0,4181.000614710954,13118.999385289046,5.58381680552299,3.137765476314335,1.3475299773848066,0.346,45.158807700340816,34.06397697060659,1774912782.7250602,1777855910.3353207
event_0103,art,1774177277.6853628,259,257,257,12850.0,1253.8986208778656,385.5,1285.0,2924.3986208778656,9925.601379122134,4.878982960614263,3.394065811774525,0.9933245875378142,0.257,37.52647103751269,37.80890150408694,1770934990.5877218,1774201679.677675
event_0104,business,1769476794.317031,256,188,188,9400.0,1159.6090961380103,282.0,940.0,2381.6090961380105,7018.3909038619895,6.1681334900958,2.946911361416502,0.7348610708104474,0.188,34.92500912913445,54.47972241474524,1766459273.5282736,1771166321.5449076
event_0105,business,1780587729.9165525,253,260,260,13000.0,755.6878627266742,390.0,1300.0,2445.687862726674,10554.312137273326,2.9064917797179777,4.315477988064439,1.0279932463694392,0.26,39.34264116661831,38.6108689221572,1777188525.7197566,1780524504.794631
event_0106,health,1766722351.6254961,259,398,398,19900.0,1328.0877392283999,597.0,1990.0,3915.0877392284,15984.9122607716,3.33690386740804,4.08290013544421,1.538224527428401,0.398,52.83281341648039,41.39352674811508,1762157596.5463123,1765733997.2573495
event_0107,business,1771553553.0409036,256,290,290,14500.0,1751.0497658483728,435.0,1450.0,3636.0497658483728,10863.950234151627,6.038102640856458,2.987844208347028,1.1350006207821444,0.29,56.09572451047899,31.812703243045043,1766706882.4431982,1769455500.0033972
event_0108,science,1776732026.6256797,265,386,386,19300.0,2899.5642862130053,579.0,1930.0,5408.564286213005,13891.435713786996,7.511824575681361,2.568414643641699,1.460293118960248,0.386,32.39618109259311,33.758814364603566,1773932996.5792797,1776849758.1403813
event_0109,technology,1771580151.450276,273,198,198,9900.0,1430.491810589385,297.0,990.0,2717.491810589385,7182.508189410615,7.2247061140878035,2.64306525650682,0.7285827491818491,0.198,48.3279164817137,42.52882191960955,1767404619.466256,1771079109.6801102
event_0110,health,1781317570.6566026,255,294,294,14700.0,2374.72083038573,441.0,1470.0,4285.72083038573,10414.27916961427,8.077281736005885,2.4299947620892866,1.1531569160954507,0.294,46.89968465328489,41.04690627238299,1777265437.9025588,1780811890.6044927
