user_id,avg_top_10_compatibility,min_top_10_compatibility,max_top_10_compatibility,recommendation_quality
user_0037,0.7545242532153408,0.7456194300623413,0.7692686607161872,0.7545242532153408
user_0038,0.7313844345311526,0.7155402520059484,0.7580698795401504,0.7313844345311526
user_0039,0.7354258105421345,0.7168835669259267,0.784617444866889,0.7354258105421345
user_0040,0.7476758062922044,0.7262397056967214,0.7731372419250945,0.7476758062922044
user_0041,0.7455733174350095,0.7261919273935611,0.7665610408689415,0.7455733174350095
user_0042,0.7113867454602402,0.6954189456363032,0.7529631481526707,0.7113867454602402
user_0043,0.7400693853812038,0.7255310984409323,0.7611848462029477,0.7400693853812038
user_0044,0.7431919734883765,0.7183334265910859,0.7686975529009413,0.7431919734883765
user_0045,0.7668510936368959,0.7550064406170048,0.7901758931624858,0.7668510936368959
user_0046,0.7553643848187626,0.7328787840873443,0.8085530743297358,0.7553643848187626
user_0047,0.7772396864018385,0.7558659218976456,0.8087809986321187,0.7772396864018385
user_0048,0.7589850377625983,0.7389117358325151,0.7936352026041035,0.7589850377625983
user_0049,0.7411424873094188,0.7336694940909435,0.7549579701899174,0.7411424873094188
user_0050,0.7526925597640796,0.7334107603414717,0.7892407280156246,0.7526925597640796
user_0051,0.7346455758467635,0.7221613628041724,0.7581869177252301,0.7346455758467635
user_0052,0.7435312645534258,0.7338841653531186,0.7908222128283913,0.7435312645534258
user_0053,0.7646809157547343,0.7496630885793978,0.808927782438037,0.7646809157547343
user_0054,0.7595028898969209,0.7456143831872146,0.7875828526039994,0.7595028898969209
user_0055,0.7553767346137255,0.7371410151959941,0.7910047041779514,0.7553767346137255
user_0056,0.7546557639490648,0.7395533591393746,0.7834117676767622,0.7546557639490648
user_0057,0.7690374381022995,0.7512363573225834,0.7907224021283885,0.7690374381022995
user_0058,0.7606092852112384,0.7438371432670977,0.7988606689201019,0.7606092852112384
user_0059,0.7515795609890208,0.7314792840667125,0.7740629094443878,0.7515795609890208
user_0060,0.7499183808315877,0.7414880721115346,0.7578807267312138,0.7499183808315877
user_0061,0.7712652860909585,0.7562889339521313,0.7858264971507022,0.7712652860909585
user_0062,0.7499033996629489,0.7355060538735262,0.770634256006673,0.7499033996629489
user_0063,0.7539991323592854,0.7416398300579541,0.7798795666562358,0.7539991323592854
user_0064,0.753836853084809,0.7421229914390982,0.7872361923223539,0.753836853084809
user_0065,0.7743314923581124,0.7625727922165885,0.7877921809758901,0.7743314923581124
user_0066,0.7618303948654289,0.7488799033606022,0.7756968386006221,0.7618303948654289
user_0067,0.7303850587289722,0.7116219138390747,0.7544554179321274,0.7303850587289722
user_0068,0.7629730642631962,0.7505720255003665,0.7880486948571064,0.7629730642631962
user_0069,0.7680121408617252,0.7595406298802678,0.7765572608390936,0.7680121408617252
user_0070,0.7385239005328963,0.7236864333739953,0.7583539595551932,0.7385239005328963
user_0071,0.775586900408039,0.7582575336488462,0.797887948129892,0.775586900408039
user_0072,0.7480016127099373,0.7343449274573063,0.762581051575679,0.7480016127099373
user_0073,0.7469465456144126,0.7351606588927188,0.7694645304081125,0.7469465456144126
user_0074,0.7505702745997274,0.7390000506936537,0.7687071715615528,0.7505702745997274
user_0075,0.7717694258470972,0.7519138084421045,0.799599271935203,0.7717694258470972
user_0076,0.7621261441187305,0.7450081198777186,0.7870603442132876,0.7621261441187305
user_0077,0.7401729567532647,0.7260095990295815,0.768915730946789,0.7401729567532647
user_0078,0.7466736335130884,0.7240342741493679,0.8021705724627382,0.7466736335130884
user_0079,0.7756361870344473,0.7582039208506568,0.7907224021283885,0.7756361870344473
user_0080,0.7605304983409911,0.7494970898535165,0.7798486550034521,0.7605304983409911
user_0081,0.7525525348567369,0.73877872819981,0.7700990821107325,0.7525525348567369
user_0082,0.7597657128963186,0.7466915480262708,0.7881284885754027,0.7597657128963186
user_0083,0.75896929166397,0.7386723869856366,0.7911442541910048,0.75896929166397
user_0084,0.7329453764320797,0.7162577119909045,0.7716171901061699,0.7329453764320797
user_0085,0.7282081468787087,0.7174183196815482,0.7430984689005887,0.7282081468787087
user_0086,0.7396012939563004,0.7236982508081019,0.7585250049794975,0.7396012939563004
user_0087,0.7316317585766028,0.7206083468449712,0.7518265295732174,0.7316317585766028
user_0088,0.7593236075036083,0.7445537125340943,0.7725907090342677,0.7593236075036083
user_0089,0.757424581408011,0.7484049662180302,0.7688046722775773,0.757424581408011
user_0090,0.7327421060484326,0.7106265315463995,0.7996667458048484,0.7327421060484326
user_0091,0.762884879902409,0.7490283767408631,0.7875431889987476,0.762884879902409
user_0092,0.758000469910527,0.7452657984348574,0.7733496816621179,0.758000469910527
user_0093,0.7512298555452198,0.728520913066946,0.7936352026041035,0.7512298555452198
user_0094,0.7410057689560868,0.7324491776860228,0.7718726756769065,0.7410057689560868
user_0095,0.7616515637709285,0.7443850359146154,0.7866258044211105,0.7616515637709285
user_0096,0.7453796287387788,0.7302046751732079,0.7804336156393453,0.7453796287387788
user_0097,0.7270193626554186,0.716997516768107,0.737825122478927,0.7270193626554186
user_0098,0.7360965389638421,0.7242054683277304,0.7678763115706663,0.7360965389638421
user_0099,0.743400494086714,0.731147953659081,0.7741215390875167,0.743400494086714
user_0100,0.7520852359916217,0.7394838551933534,0.7659479996595812,0.7520852359916217
user_0101,0.7602265586751501,0.7518021785117259,0.772073139585844,0.7602265586751501
user_0102,0.7689485830628631,0.7481779914393177,0.8008742637247899,0.7689485830628631
user_0103,0.7271185606426271,0.7107871401598013,0.7659602768455664,0.7271185606426271
user_0104,0.7504956682628496,0.7401777307983627,0.7712242368103845,0.7504956682628496
user_0105,0.7467701213940874,0.7303274076178494,0.7773322029809413,0.7467701213940874
user_0106,0.7369888049329271,0.7261595127815335,0.7571488309178351,0.7369888049329271
user_0107,0.75969426040155,0.747006300118439,0.7728287210262441,0.75969426040155
user_0108,0.7450614640705475,0.7316214113469923,0.7750380764042883,0.7450614640705475
user_0109,0.727929928258049,0.7169495842953707,0.7614260011259846,0.727929928258049
user_0110,0.7656995215707498,0.757053874126664,0.7784872713531694,0.7656995215707498
user_0111,0.741235024799308,0.721412497450908,0.7617970603928632,0.741235024799308
user_0112,0.7710046715038548,0.761063399178591,0.784588380434281,0.7710046715038548
user_0113,0.7611903651692496,0.74318194511802,0.7789501451113033,0.7611903651692496
user_0114,0.755053043920706,0.7380179356581613,0.7816697605390293,0.755053043920706
user_0115,0.7592508242763106,0.7403544288088587,0.8012075740181697,0.7592508242763106
user_0116,0.7530187877347746,0.7393618937712482,0.779828364614432,0.7530187877347746
user_0117,0.7421295511380824,0.7248354414538969,0.7831956811347389,0.7421295511380824
user_0118,0.7337148331680157,0.7058692304294236,0.7639098439418057,0.7337148331680157
user_0119,0.7663390021662294,0.7504687538326291,0.7892440667892388,0.7663390021662294
user_0120,0.7460843246977836,0.7226876003264369,0.7959197570089458,0.7460843246977836
user_0121,0.7651539837627851,0.7537725485586095,0.7988902079673195,0.7651539837627851
user_0122,0.7428502595166275,0.725570990417976,0.7959197570089458,0.7428502595166275
user_0123,0.7637556137418485,0.7483316376424252,0.7829665722423937,0.7637556137418485
user_0124,0.7655215262744991,0.7508092479851459,0.8028007273078334,0.7655215262744991
user_0125,0.7729720356073296,0.7508651251055011,0.8099152710857187,0.7729720356073296
user_0126,0.7218084021019804,0.7070713977301719,0.7510805358199903,0.7218084021019804
user_0127,0.7692159468178675,0.7584760133911702,0.7790436797726787,0.7692159468178675
user_0128,0.7668108494437134,0.7508842970175388,0.7857134624770515,0.7668108494437134
user_0129,0.7402408330420032,0.7240350153479247,0.7664514175577786,0.7402408330420032
user_0130,0.7823447259353468,0.770130002561813,0.8015874878257996,0.7823447259353468
user_0131,0.7634061992190052,0.7536737540519869,0.7816610661463861,0.7634061992190052
user_0132,0.7401954057981365,0.7252756704289579,0.7744285334529544,0.7401954057981365
user_0133,0.7589981896558533,0.733302394730871,0.7814061575951352,0.7589981896558533
user_0134,0.7608766063664958,0.7449441595642874,0.783007643492968,0.7608766063664958
user_0135,0.7483705021485123,0.7335263121062777,0.7782262589491439,0.7483705021485123
user_0136,0.7360651610742301,0.7216041669616269,0.7587968113332022,0.7360651610742301
user_0137,0.7429777464761113,0.727501514734717,0.764900340991348,0.7429777464761113
user_0138,0.7363094442349121,0.7273539944786085,0.7485244972050675,0.7363094442349121
user_0139,0.7551333974163822,0.7400164546506962,0.7916893686757531,0.7551333974163822
user_0140,0.7513544132810891,0.7405606134077147,0.7721110812165295,0.7513544132810891
user_0141,0.7284695581618477,0.7143271349382808,0.74591900659739,0.7284695581618477
user_0142,0.7535952552166285,0.7390760149867832,0.775473789486783,0.7535952552166285
user_0143,0.7543616473514876,0.7407869768809792,0.7801347463644565,0.7543616473514876
user_0144,0.7667970258736887,0.7556142927797946,0.7809938982513023,0.7667970258736887
user_0145,0.7527293000932596,0.7369780057802184,0.773769988235894,0.7527293000932596
user_0146,0.7468653386008653,0.7238621999545768,0.7638875299906188,0.7468653386008653
user_0147,0.7649254814993814,0.7497150161198762,0.8000597126990243,0.7649254814993814
user_0148,0.7623037283733629,0.7540775855022275,0.7799957451701272,0.7623037283733629
user_0149,0.7436365167236689,0.7242561864625968,0.77089420614007,0.7436365167236689
user_0150,0.75965069402861,0.7469874961971568,0.7744285334529544,0.75965069402861
user_0151,0.7625656993486352,0.7462422122825006,0.799599271935203,0.7625656993486352
user_0152,0.7733946139676048,0.7595944629115653,0.7985779936666948,0.7733946139676048
user_0153,0.7673161500470645,0.7449441595642874,0.8227479247812073,0.7673161500470645
user_0154,0.7536273085487075,0.7422608082984141,0.7746605415797257,0.7536273085487075
user_0155,0.7347521581406801,0.7200521180990703,0.7606332003548502,0.7347521581406801
user_0156,0.7617015112640753,0.7491901298588715,0.7762848681945679,0.7617015112640753
user_0157,0.7502372328152308,0.7380879546016298,0.7640095502645721,0.7502372328152308
user_0158,0.7507414580541079,0.7367330735615858,0.8026140399990216,0.7507414580541079
user_0159,0.7472294387774585,0.7377955443222566,0.7758438614472429,0.7472294387774585
user_0160,0.7667624801712704,0.7538664758058038,0.7931161467668694,0.7667624801712704
user_0161,0.7555628084559411,0.7382876127761204,0.8005783421921286,0.7555628084559411
user_0162,0.7672046314652616,0.7478745449348118,0.8190326183325985,0.7672046314652616
user_0163,0.7539540317137904,0.7438136304228566,0.7908222128283913,0.7539540317137904
user_0164,0.7556174633837862,0.7419456004076037,0.7852100998010162,0.7556174633837862
user_0165,0.7457968318934339,0.7404408375859322,0.7534965546130087,0.7457968318934339
user_0166,0.742078963038361,0.7243107882401599,0.7763198375048037,0.742078963038361
user_0167,0.7670351954401813,0.7438248404857153,0.799768924145877,0.7670351954401813
user_0168,0.7547150275760686,0.7343511091464134,0.7940775820362422,0.7547150275760686
user_0169,0.7543145778534663,0.7413441326222379,0.7799522108169634,0.7543145778534663
user_0170,0.772901942164572,0.7629573467874664,0.7856457463937625,0.772901942164572
user_0171,0.7496296598157702,0.7388819879341292,0.7577316374246706,0.7496296598157702
user_0172,0.7496498826433331,0.7334791724156267,0.7689625120692354,0.7496498826433331
user_0173,0.7331536328737617,0.7263060215518966,0.7452323789260282,0.7331536328737617
user_0174,0.7639570477401783,0.7495074786191513,0.811323511728703,0.7639570477401783
user_0175,0.74373242057195,0.735184146178234,0.7522622421915904,0.74373242057195
user_0176,0.7418979682510953,0.7268664951916988,0.7721576545448156,0.7418979682510953
user_0177,0.7610286876528328,0.7345214095008086,0.7820784369743767,0.7610286876528328
user_0178,0.7704700908700682,0.7503577611211117,0.8226660338240944,0.7704700908700682
user_0179,0.7579355623265572,0.7431391240707326,0.778000467670185,0.7579355623265572
user_0180,0.7650215322255515,0.7513259447570217,0.7966493449856448,0.7650215322255515
user_0181,0.7583638170956227,0.7436282882634324,0.7873779425437667,0.7583638170956227
user_0182,0.7576099467945948,0.741277842730559,0.7741422854466999,0.7576099467945948
user_0183,0.7681495277958812,0.7524263109667209,0.7906649451154515,0.7681495277958812
user_0184,0.7418021196629317,0.7300826602606145,0.7692738554409471,0.7418021196629317
user_0185,0.7333478468100456,0.7190786839252095,0.7664260065482282,0.7333478468100456
user_0186,0.7386538273266094,0.7193298743371654,0.7789501451113033,0.7386538273266094
user_0187,0.7358454445134924,0.7246940978360203,0.7469698330696619,0.7358454445134924
user_0188,0.7740374276029643,0.756438951580771,0.8099152710857187,0.7740374276029643
user_0189,0.7689619059443781,0.7531845410107898,0.7994994727999094,0.7689619059443781
user_0190,0.7547644486114093,0.7456720955532206,0.7766320467315126,0.7547644486114093
user_0191,0.7601824665198428,0.7459126599885183,0.797887948129892,0.7601824665198428
user_0192,0.7485335689989333,0.7367138613053321,0.7687728241218282,0.7485335689989333
user_0193,0.766811421900784,0.7565429056352799,0.7803371358199362,0.766811421900784
user_0194,0.7570927452211784,0.7429925661351264,0.7721356282530688,0.7570927452211784
user_0195,0.7431251822051763,0.7328692805364474,0.7691695134457331,0.7431251822051763
user_0196,0.7395455788073391,0.7228082223948837,0.7608932011752602,0.7395455788073391
user_0197,0.7610544696301926,0.7403504911803218,0.7889098824771953,0.7610544696301926
user_0198,0.7538361073183308,0.743139153429399,0.7986378216000131,0.7538361073183308
user_0199,0.758693615041256,0.7519270559649333,0.7673265790529948,0.758693615041256
user_0200,0.7479989266557376,0.7378698845226518,0.7726940378409627,0.7479989266557376
user_0201,0.7439241377209689,0.7309815826478208,0.7782262589491439,0.7439241377209689
user_0202,0.7339328501406712,0.7163614019580932,0.766235616776091,0.7339328501406712
user_0203,0.7425107094387995,0.7359106338466964,0.7632367606773326,0.7425107094387995
user_0204,0.7653333544173453,0.7496756877992783,0.8226660338240944,0.7653333544173453
user_0205,0.7618371058753455,0.7458625468729888,0.7864065073117981,0.7618371058753455
user_0206,0.7417476599577323,0.7162902548241831,0.769571813635856,0.7417476599577323
user_0207,0.773242920735002,0.7573314341859555,0.7986711031424848,0.773242920735002
user_0208,0.7482978838535368,0.7397906155353262,0.7601288559357591,0.7482978838535368
user_0209,0.7423378188506929,0.7244542101791147,0.7787213438384037,0.7423378188506929
user_0210,0.7341278693871706,0.7087899867238684,0.7734024373587884,0.7341278693871706
user_0211,0.7468634111907689,0.7262222936697145,0.772336099487429,0.7468634111907689
user_0212,0.7519910748286218,0.7311071626691188,0.7947314093652904,0.7519910748286218
user_0213,0.730275534442225,0.7121870631913194,0.7592500320101461,0.730275534442225
user_0214,0.7461193361564337,0.7295476071352888,0.7687863420824583,0.7461193361564337
user_0215,0.7580192910108015,0.7462877706608909,0.7786100868707179,0.7580192910108015
user_0216,0.7564004726912755,0.7466236425044913,0.7740363158452683,0.7564004726912755
user_0217,0.7345676210599184,0.7225266381877087,0.7531768081125634,0.7345676210599184
user_0218,0.7585367032262448,0.7410933080703375,0.822797722855693,0.7585367032262448
user_0219,0.740762440000971,0.7309866037972953,0.7600388027307049,0.740762440000971
user_0220,0.7526101376154648,0.7378340929719557,0.7640122744109291,0.7526101376154648
user_0221,0.7502294249526519,0.731288619527913,0.822797722855693,0.7502294249526519
user_0222,0.7699392377596377,0.7513459197949628,0.8026140399990216,0.7699392377596377
user_0223,0.7425470073687606,0.7295971588439956,0.7681210482707905,0.7425470073687606
user_0224,0.7513186414568613,0.7415847011995631,0.7673693551093891,0.7513186414568613
user_0225,0.7375148837584324,0.7180388479863086,0.778000467670185,0.7375148837584324
user_0226,0.7560776829348721,0.7379032418964951,0.7838496533654141,0.7560776829348721
user_0227,0.7541739548782787,0.733302394730871,0.7898555825506095,0.7541739548782787
user_0228,0.7491327006838953,0.730587609067244,0.8166115690733802,0.7491327006838953
user_0229,0.7561867176910464,0.7428786755045038,0.7707741692202998,0.7561867176910464
user_0230,0.7511916105201351,0.7326446328069334,0.7759235826744824,0.7511916105201351
user_0231,0.7322284278627864,0.7227702794226576,0.7525468697675138,0.7322284278627864
user_0232,0.733913730503411,0.7214610207667509,0.7807173056073541,0.733913730503411
user_0233,0.7198159161796978,0.6984362359411552,0.7505085915904001,0.7198159161796978
user_0234,0.7338876485248252,0.7257926394688964,0.7521452248742403,0.7338876485248252
user_0235,0.7493177272195986,0.73497502909059,0.780300589067061,0.7493177272195986
user_0236,0.7456820251770119,0.7240059450756214,0.7688288191243404,0.7456820251770119
user_0237,0.7541299894620028,0.7395310055545862,0.7753528200262537,0.7541299894620028
user_0238,0.7362602113663984,0.7268767779906365,0.7474211137935344,0.7362602113663984
user_0239,0.7638857734598642,0.7501801937447896,0.7880410630836246,0.7638857734598642
user_0240,0.7521671812481623,0.74004821419347,0.7873352705137087,0.7521671812481623
user_0241,0.7610961934247074,0.7539042734757576,0.7828790475212736,0.7610961934247074
user_0242,0.7548288495738069,0.731689707410359,0.782792234222505,0.7548288495738069
user_0243,0.7468701039624207,0.7386661412203306,0.7868231408664534,0.7468701039624207
user_0244,0.7765004863930048,0.758320208734016,0.8124857211942778,0.7765004863930048
user_0245,0.761974363088068,0.7448522915623509,0.8087809986321187,0.761974363088068
user_0246,0.7663892055094721,0.7557682562261189,0.7843140994552079,0.7663892055094721
user_0247,0.7670844929847896,0.7554190519665097,0.7841357250006197,0.7670844929847896
user_0248,0.7418432919638405,0.7217057449232938,0.7848099930494737,0.7418432919638405
user_0249,0.7510766083487802,0.7368155374822555,0.7834216511226862,0.7510766083487802
user_0250,0.7613959432639287,0.7513459197949628,0.7966493449856448,0.7613959432639287
user_0251,0.7740717700202071,0.7523641374081139,0.8092040035475467,0.7740717700202071
user_0252,0.7495660404083428,0.7327450401775134,0.7933797637934143,0.7495660404083428
user_0253,0.7342804228599189,0.7175191717105545,0.7563558658834186,0.7342804228599189
user_0254,0.7353285183856239,0.7210541103151521,0.8028007273078334,0.7353285183856239
user_0255,0.7691625423915129,0.7499592183373873,0.8092040035475467,0.7691625423915129
user_0256,0.7688113457650874,0.7575839353870821,0.7939599483881277,0.7688113457650874
user_0257,0.7695173835972893,0.757578268099838,0.7837297876580349,0.7695173835972893
user_0258,0.7417645904017567,0.730339297498494,0.7613324931966788,0.7417645904017567
user_0259,0.7633937042923934,0.7508934256723084,0.7811890410431368,0.7633937042923934
user_0260,0.7474499562824264,0.7264765266750097,0.7760527558787058,0.7474499562824264
user_0261,0.7627911982377188,0.752799218512008,0.7715385707913495,0.7627911982377188
user_0262,0.773766850744561,0.7562324906321881,0.7974707205050399,0.773766850744561
user_0263,0.727673717648476,0.7146171654758602,0.7492821027090476,0.727673717648476
user_0264,0.7648268194976084,0.7490524722101225,0.8190326183325985,0.7648268194976084
user_0265,0.7567363184152245,0.7444404401886681,0.7947314093652904,0.7567363184152245
user_0266,0.7675536104194545,0.7410051191522592,0.7901758931624858,0.7675536104194545
user_0267,0.7557850193909642,0.7438759966876365,0.7806709553306537,0.7557850193909642
user_0268,0.7461375963159542,0.7203105860355765,0.7964823479080098,0.7461375963159542
user_0269,0.7594616462289794,0.7407116215253151,0.7968479111921999,0.7594616462289794
user_0270,0.7849985137621969,0.7691816437003067,0.8171298334183557,0.7849985137621969
user_0271,0.7483519610885437,0.732358530505248,0.7937827409031908,0.7483519610885437
user_0272,0.7582901878717297,0.7381318593130956,0.7898874826060676,0.7582901878717297
user_0273,0.7543457551721755,0.7383787514119138,0.7772891872805064,0.7543457551721755
user_0274,0.7572143062652461,0.7405511919236576,0.7752588740251379,0.7572143062652461
user_0275,0.7574086224667432,0.7459321665070834,0.7728381065924068,0.7574086224667432
user_0276,0.7551349952336888,0.7345507556876749,0.7870164437213992,0.7551349952336888
user_0277,0.7458437321618657,0.7361707189200861,0.7617272964119899,0.7458437321618657
user_0278,0.7605927328773247,0.7504997795503185,0.7751597295006447,0.7605927328773247
user_0279,0.7753332521807834,0.7568589679700026,0.8352118145516367,0.7753332521807834
user_0280,0.7558776860373204,0.7439590261666527,0.7741865450713366,0.7558776860373204
user_0281,0.7433783526181403,0.7325716155047196,0.7677251305122377,0.7433783526181403
user_0282,0.7216053956205051,0.709262575125748,0.7362130376503756,0.7216053956205051
user_0283,0.7336157016942788,0.7232184017947285,0.7447185516886112,0.7336157016942788
user_0284,0.7597969727453668,0.7399221368338134,0.7851350488970045,0.7597969727453668
user_0285,0.7381648291642383,0.7258996193089107,0.7597797361608543,0.7381648291642383
user_0286,0.7592402228493889,0.7386042027908641,0.7894136157316212,0.7592402228493889
user_0287,0.7490117522405692,0.7366607920225514,0.7979507059368417,0.7490117522405692
user_0288,0.7656087253528481,0.7518562050297872,0.7839643112210906,0.7656087253528481
user_0289,0.7573754990991,0.7424109143109205,0.7849906882409032,0.7573754990991
user_0290,0.7557745476045136,0.7391740291288393,0.7916893686757531,0.7557745476045136
user_0291,0.7510537691709198,0.7278053290580336,0.769571813635856,0.7510537691709198
user_0292,0.7221714760401486,0.7025505623820325,0.7518265295732174,0.7221714760401486
user_0293,0.7278849346385428,0.7157234837597055,0.7514434415123014,0.7278849346385428
user_0294,0.7525846439687256,0.7379429470063978,0.7733496816621179,0.7525846439687256
user_0295,0.745319215606543,0.7348663270333087,0.7644173654398398,0.745319215606543
user_0296,0.7830338897360065,0.7663283007428983,0.8048217323615938,0.7830338897360065
user_0297,0.7693491856887736,0.7486795768906428,0.8175003722280697,0.7693491856887736
user_0298,0.7612641115315151,0.7479809924566652,0.7816697605390293,0.7612641115315151
user_0299,0.7724199450325975,0.752946658325217,0.8250891892295266,0.7724199450325975
user_0300,0.7658586778732199,0.746750387398956,0.8042462983498743,0.7658586778732199
user_0301,0.7577115602244979,0.7490415908114166,0.7736019760372471,0.7577115602244979
user_0302,0.747925480547623,0.7327113470952782,0.7650884654204553,0.747925480547623
user_0303,0.7490197566840427,0.7428366854053179,0.772040491869626,0.7490197566840427
user_0304,0.7716893027801414,0.7483741572142447,0.8004874770579576,0.7716893027801414
user_0305,0.7498530652895783,0.7390279632483343,0.7604197227292534,0.7498530652895783
user_0306,0.7599401594655391,0.7425354684188901,0.7957067150344789,0.7599401594655391
user_0307,0.7488701265403556,0.7304302859319786,0.8085530743297358,0.7488701265403556
user_0308,0.7269183825822265,0.7069374068418437,0.7732528913353137,0.7269183825822265
user_0309,0.7732677733937885,0.758174195490542,0.7986378216000131,0.7732677733937885
user_0310,0.7437818654981045,0.717915013795388,0.7910047041779514,0.7437818654981045
user_0311,0.7737998618178137,0.7417285196030425,0.8045132401140125,0.7737998618178137
user_0312,0.7439204495754116,0.7297235928028755,0.7597191551570668,0.7439204495754116
user_0313,0.7542993233679428,0.7423320477486387,0.7758285565029366,0.7542993233679428
user_0314,0.7601608358701106,0.7356122901824722,0.8086814841187568,0.7601608358701106
user_0315,0.7402782050838367,0.7262277382295959,0.7680277435314748,0.7402782050838367
user_0316,0.7606109818074389,0.7450655002945198,0.7868651017608456,0.7606109818074389
user_0317,0.7613714353569858,0.7416595033094269,0.7958937450293816,0.7613714353569858
user_0318,0.7706748346289645,0.7595786653271868,0.8008742637247899,0.7706748346289645
user_0319,0.746768024675647,0.7301035011857895,0.7996667458048484,0.746768024675647
user_0320,0.7572860370315738,0.7364362554426632,0.7939411453812011,0.7572860370315738
user_0321,0.7539173194999358,0.7310776318697435,0.7853437830908213,0.7539173194999358
user_0322,0.7601877357210969,0.739443042933225,0.7968479111921999,0.7601877357210969
user_0323,0.7615357484799437,0.7492834365567844,0.778989749336311,0.7615357484799437
user_0324,0.7818302803813126,0.7680114109075313,0.8146891633192773,0.7818302803813126
user_0325,0.7456641076709094,0.7275063474269107,0.7826017262591493,0.7456641076709094
user_0326,0.746354598153901,0.7361695125996408,0.7570310339142209,0.746354598153901
user_0327,0.7551684126927489,0.7361988754201858,0.7752588740251379,0.7551684126927489
user_0328,0.7342285919837153,0.7226872890265683,0.7494521173880575,0.7342285919837153
user_0329,0.7196582957863011,0.7108066103960188,0.7275002437910175,0.7196582957863011
user_0330,0.7438321484425365,0.7322956509177823,0.7740363158452683,0.7438321484425365
user_0331,0.7726983993085612,0.7578570167225249,0.799768924145877,0.7726983993085612
user_0332,0.7465672682440878,0.7302149534204889,0.7713270176249133,0.7465672682440878
user_0333,0.7638744691089907,0.7526898704426008,0.7786680531119862,0.7638744691089907
user_0334,0.7440573296825587,0.7317592376077453,0.7678537510760111,0.7440573296825587
user_0335,0.7676159550902237,0.7519591049459924,0.7986711031424848,0.7676159550902237
user_0336,0.7412486851870238,0.7255315766806563,0.7686975529009413,0.7412486851870238
user_0337,0.7610372196644197,0.7374151208727284,0.8171298334183557,0.7610372196644197
user_0338,0.7265519928396863,0.7147115051750934,0.7387123098188129,0.7265519928396863
user_0339,0.7504674360015926,0.7339625186447656,0.7858264971507022,0.7504674360015926
user_0340,0.7567491231395892,0.7500831726465514,0.7759605201897704,0.7567491231395892
user_0341,0.7362660380574823,0.7218146164734186,0.7603355728009862,0.7362660380574823
