recommendation_id,hybrid_score,quantum_score,neural_score,ground_truth,error
rec_0093,0.6550401711927253,0.6738034039404402,0.6112592947813905,0.9468486797049909,0.2918085085122656
rec_0094,0.6258240249648372,0.5988164810056811,0.6888416275362017,0.2650566289400591,0.36076739602477814
rec_0095,0.6847073111107138,0.6655361030861335,0.7294401298347344,0.6065939174826289,0.07811339362808489
rec_0096,0.7498149975153021,0.777011848868242,0.6863556776917759,0.21179820544208205,0.5380167920732201
rec_0097,0.7118862911892798,0.7134237516008037,0.708298883562391,0.7552651966358055,0.04337890544652567
rec_0098,0.6405595739327895,0.6146833772196986,0.7009373662633349,0.2011510633896959,0.4394085105430936
rec_0099,0.7796970084983632,0.8233428947945183,0.6778566071406681,0.39899229999742913,0.3807047085009341
rec_0100,0.6232264795039001,0.6218855308843216,0.6263553596162498,0.6498780576394535,0.02665157813555341
rec_0101,0.5501625158230025,0.5121979932057538,0.6387464019299163,0.8996140846429455,0.349451568819943
rec_0102,0.6529427296965978,0.6325003127042107,0.7006417026788345,0.12100419586826572,0.5319385338283321
rec_0103,0.6238795001155103,0.5705699805775735,0.748268379037363,0.06402589632634492,0.5598536037891654
rec_0104,0.762540339518921,0.7596046202336949,0.769390351184449,0.5883087184572333,0.17423162106168766
rec_0105,0.6529211625122782,0.6596872745893633,0.6371335676657464,0.588440114410351,0.06448104810192712
rec_0106,0.6495147253850677,0.6345355798247558,0.6844660650257954,0.07099308600903254,0.5785216393760352
rec_0107,0.7740432925730559,0.7601225751634815,0.8065249665287301,0.0588737668763234,0.7151695256967325
rec_0108,0.6468673202060677,0.618586151407867,0.7128567140685362,0.905420013006128,0.2585526928000602
rec_0109,0.6535275710377878,0.6376232781180288,0.6906375878505591,0.3304284890804987,0.3230990819572891
rec_0110,0.5751165908820567,0.5712724353044153,0.5840862872298868,0.23800463436899522,0.3371119565130615
rec_0111,0.7734719728793285,0.7957539130242459,0.7214807792078544,0.48541449915049073,0.2880574737288377
rec_0112,0.789961068144734,0.7929148213968236,0.7830689772231917,0.132311848725025,0.657649219419709
rec_0113,0.6949018203048752,0.663748738693684,0.7675923440643216,0.8823830751407377,0.18748125483586242
rec_0114,0.7247704634275245,0.7166427607939752,0.7437351029058065,0.47267102631179414,0.25209943711573035
rec_0115,0.8339897426307555,0.8435487518656652,0.8116853877493,0.4729729429445937,0.36101679968616185
rec_0116,0.581460689333879,0.5847237074210614,0.5738469804637869,0.1904099143618777,0.39105077497200125
rec_0117,0.6406699859024554,0.6348820430207991,0.6541751859596536,0.6589827495146631,0.018312763612207683
rec_0118,0.6622574652063141,0.6550446944319649,0.6790872636797958,0.4235786230199208,0.23867884218639335
rec_0119,0.8186452774122083,0.8428007617015559,0.762282480737064,0.8638367483696032,0.04519147095739495
rec_0120,0.8207835635755868,0.8354604698399353,0.7865374489587741,0.6733645472933015,0.14741901628228526
rec_0121,0.7100514750281745,0.7018491871130077,0.7291901468302304,0.09841787115195888,0.6116336038762156
rec_0122,0.7128181740683279,0.7303323907551352,0.6719516684657777,0.7282135884411827,0.015395414372854743
rec_0123,0.6597800754210197,0.7004112628804282,0.5649739713490668,0.8616725363527911,0.20189246093177138
rec_0124,0.6893123891248975,0.6573475924610875,0.7638969146737874,0.19159007214165402,0.49772231698324343
rec_0125,0.6737430294734958,0.6051728989866685,0.8337400006094263,0.4486135478331319,0.22512948164036395
rec_0126,0.8117732278321901,0.8097877328969446,0.8164060493477626,0.18348803578723327,0.6282851920449568
rec_0127,0.7237132065469838,0.7156751032095353,0.7424687810010303,0.2498064478821005,0.4739067586648833
rec_0128,0.7554464068528162,0.7743241016941629,0.7113984522230073,0.07538488837428936,0.6800615184785268
rec_0129,0.6299655876807836,0.600705250037318,0.6982397088488702,0.8613491047618306,0.23138351708104699
rec_0130,0.7419068467056363,0.7501157285843864,0.7227527889885533,0.09790872820160035,0.643998118504036
rec_0131,0.5746224234947006,0.59176985521386,0.5346117494833287,0.9992824684127266,0.424660044918026
rec_0132,0.7816830462574041,0.8146998486139713,0.7046438407587479,0.014757856495650534,0.7669251897617536
rec_0133,0.6966875797569781,0.7148710439321351,0.6542594966816122,0.9263669830081276,0.22967940325114944
rec_0134,0.6906966879362905,0.7005855458175788,0.6676226862132846,0.23637949054174945,0.454317197394541
rec_0135,0.7489867457107612,0.7183128462151481,0.8205591778671917,0.48564112545071847,0.2633456202600427
rec_0136,0.5870801724588216,0.5669403390035457,0.634073117187799,0.8646503940302155,0.2775702215713939
rec_0137,0.6795596912277786,0.6655293424574452,0.7122971716918899,0.058635399972178925,0.6209242912555997
rec_0138,0.7177743268927247,0.683813073165749,0.797017252255668,0.002155378351426429,0.7156189485412983
rec_0139,0.7408587464408016,0.7640731993256135,0.6866916897095745,0.26520305817215195,0.4756556882686497
rec_0140,0.6654898461658529,0.6537806926691219,0.6928112043248924,0.7851293567941215,0.11963951062826861
rec_0141,0.7147173047822855,0.7050943429334444,0.7371708824295813,0.4230074859901629,0.29170981879212254
rec_0142,0.7007529342502662,0.7356677567330567,0.6192850151237549,0.730505317415466,0.02975238316519979
rec_0143,0.662157086451854,0.6756198018717798,0.6307440838053604,0.5557683234056182,0.10638876304623579
rec_0144,0.6932215702164584,0.6520577243475207,0.7892705439106463,0.4866714116543295,0.20655015856212888
rec_0145,0.5962101519870416,0.6153526258460977,0.5515443796492441,0.2967078254945642,0.29950232649247743
rec_0146,0.6799095153439957,0.647685545717104,0.7550987778067431,0.0584832920072994,0.6214262233366963
rec_0147,0.776418450052917,0.7567021483491171,0.8224231540284503,0.5421952013742742,0.23422324867864275
rec_0148,0.644381036274458,0.6298191368173028,0.6783588016744869,0.31360480976972926,0.3307762265047287
rec_0149,0.5925812349842522,0.595376145334426,0.5860597775005136,0.5841775944589712,0.008403640525280975
rec_0150,0.690203504968639,0.670137850184357,0.737023366131964,0.9193871308320752,0.2291836258634362
rec_0151,0.6770924134267773,0.6649255645325699,0.7054817275132612,0.15743272793948326,0.519659685487294
rec_0152,0.6336349742894787,0.596648202976999,0.7199374406852644,0.5078284969934185,0.1258064772960602
rec_0153,0.7391409982756992,0.7171671470226122,0.7904133178662358,0.1858249609807232,0.553316037294976
rec_0154,0.6988251757990455,0.7015716651937295,0.6924167005447829,0.06796086337575724,0.6308643124232882
rec_0155,0.7702293369404968,0.7638241320192796,0.7851748150900035,0.2352038950009312,0.5350254419395656
rec_0156,0.7182890537334928,0.767561934825883,0.6033189978512491,0.9415961272290894,0.22330707349559653
rec_0157,0.7075394164013196,0.7199659561501882,0.678544156987293,0.24621534778862486,0.4613240686126947
rec_0158,0.679900251466732,0.6772337733869042,0.6861220336529973,0.039741662289064394,0.6401585891776677
rec_0159,0.6885103138044721,0.6690252831773476,0.7339753852677631,0.4192249153358725,0.26928539846859967
rec_0160,0.6769239834217091,0.6756966727172912,0.6797877083986843,0.5652269238440895,0.11169705957761966
rec_0161,0.5943918355282146,0.5520266091898125,0.6932440303178198,0.9347062577364272,0.3403144222082126
rec_0162,0.8001036514016756,0.8260199136590946,0.7396323728010316,0.6697259747698292,0.1303776766318464
rec_0163,0.7154351270046106,0.7223434155585874,0.6993157870453319,0.23868595261584602,0.47674917438876463
rec_0164,0.7505188551542618,0.7340615378821679,0.788919262122481,0.13087828212745645,0.6196405730268053
rec_0165,0.6910173176768665,0.6610008186624347,0.7610558153772075,0.2999970797987622,0.39102023787810425
rec_0166,0.6272067963612953,0.5678453659697279,0.7657168006082861,0.9290183317055142,0.3018115353442189
rec_0167,0.7763145135880234,0.7881077740298723,0.7487969058903761,0.07254311449315731,0.7037713990948661
rec_0168,0.7051117561946711,0.6741542887116116,0.7773458469884766,0.6211592554930928,0.08395250070157834
rec_0169,0.6950186974747506,0.6955548457059345,0.6937676849353217,0.9960964478550944,0.3010777503803438
rec_0170,0.6260282961681535,0.5890070272485995,0.7124112569804459,0.5376344041016273,0.08839389206652615
rec_0171,0.6718490129348798,0.6960495670062702,0.615381053434969,0.26520041475040135,0.4066485981844784
rec_0172,0.6212416818314306,0.6086079828857324,0.6507203127047267,0.34900883496451507,0.2722328468669155
rec_0173,0.6862558005852628,0.6577680035350513,0.7527273270357567,0.8792702424845428,0.19301444189927996
rec_0174,0.6568337390945371,0.6311768590283279,0.7166997925823589,0.2849873912166567,0.3718463478778804
rec_0175,0.6999961536573427,0.7370466596293022,0.6135449730561042,0.833744954639807,0.13374880098246433
rec_0176,0.6782048671284691,0.6868004958950256,0.658148400006504,0.3025171429788899,0.3756877241495792
rec_0177,0.6912477981747003,0.6683444658793453,0.7446889068638622,0.6539763177107326,0.037271480463967666
rec_0178,0.6888124295134049,0.6352671636022468,0.8137513833061073,0.6678632037125836,0.02094922580082137
rec_0179,0.7738392310308396,0.7927565671528052,0.7296987800795869,0.2993787521999779,0.47446047883086173
rec_0180,0.6964781273366888,0.6910749261004827,0.7090855968878366,0.1035865019182115,0.5928916254184773
rec_0181,0.6344100267721899,0.6026193784050178,0.7085882062955918,0.13429111439336772,0.5001189123788222
rec_0182,0.60614406151668,0.5711975497491836,0.6876859223075052,0.8897127070057091,0.28356864548902916
rec_0183,0.5754563498010308,0.5840824158643181,0.5553288623200273,0.5532236408848159,0.02223270891621487
rec_0184,0.656896844149019,0.6798294129438351,0.6033875169611148,0.2817562714578943,0.3751405726911248
rec_0185,0.6568948925537148,0.6298780136528199,0.7199342766558031,0.7176121871387979,0.060717294585083126
rec_0186,0.7122890134898139,0.7310638697500588,0.6684810155492429,0.6874971288013305,0.024791884688483368
rec_0187,0.6092313120540715,0.5944803219683991,0.6436502889206408,0.2639839016304094,0.34524741042366214
rec_0188,0.6885962547589224,0.7204042552565764,0.6143775869310629,0.2511212520698941,0.4374750026890283
rec_0189,0.7103564615613135,0.731801366692688,0.6603183495881064,0.8461037132948555,0.13574725173354196
rec_0190,0.5286662135457261,0.5148674864958713,0.5608632433287205,0.6342844473091942,0.10561823376346813
rec_0191,0.6286973087422337,0.6317459970735818,0.6215837026357549,0.27668022397225167,0.35201708476998206
rec_0192,0.7256291541638358,0.7576371690101256,0.65094378618916,0.33355653860508816,0.3920726155587476
rec_0193,0.6512487126566749,0.6174897815699373,0.7300195518590629,0.6371133773013796,0.01413533535529532
rec_0194,0.8003247003985013,0.8137746495209903,0.7689414857793606,0.16158197627388615,0.6387427241246152
rec_0195,0.6157818924793457,0.596894393236817,0.6598527240452456,0.5516804211263913,0.06410147135295441
rec_0196,0.8315854050852577,0.8561176720708193,0.7743434487856138,0.5609068647747464,0.2706785403105113
rec_0197,0.638234704669469,0.640026300319016,0.6340543148205262,0.07524386007376704,0.5629908445957019
rec_0198,0.6403205634652575,0.6160570278773242,0.6969354798371017,0.6910196237558764,0.05069906029061899
rec_0199,0.830486235640561,0.8321838151183912,0.8265252168589573,0.5455902892055223,0.2848959464350387
rec_0200,0.6997504860552733,0.646499589976166,0.824002576906524,0.36921598451219173,0.3305345015430816
rec_0201,0.6417399959630523,0.6044658884439843,0.7287129135075443,0.14809378556748265,0.49364621039556966
rec_0202,0.6003525703129485,0.6390003342141787,0.5101744545434116,0.04182885816885784,0.5585237121440907
rec_0203,0.5009398814567838,0.4796935314836705,0.550514698060715,0.89898148874259,0.3980416072858062
rec_0204,0.6744178743891718,0.649205553699375,0.7332466226653644,0.9721962650172604,0.29777839062808864
rec_0205,0.5214513381508415,0.5009643191739024,0.5692543824303665,0.8989246365264746,0.37747329837563304
rec_0206,0.5572553594661993,0.579930219621755,0.5043473524365696,0.6820666883105765,0.12481132884437718
rec_0207,0.6943166576223577,0.664457363999882,0.7639883427414679,0.10279362167178563,0.5915230359505721
rec_0208,0.6745454112044371,0.6559657742045012,0.7178978975376212,0.5598835191438697,0.11466189206056743
rec_0209,0.6787148283999752,0.6794731875052047,0.6769453238211064,0.4063773898321168,0.2723374385678584
rec_0210,0.6151516325006625,0.6485915886568147,0.5371250681363076,0.7494776111435393,0.13432597864287676
rec_0211,0.8335377860586023,0.793997943024454,0.9257974198049482,0.9298810156936744,0.09634322963507214
rec_0212,0.6459597202818073,0.6272986144020576,0.6895023006678902,0.16250176710043862,0.48345795318136864
rec_0213,0.7152722933337535,0.7232737255937743,0.6966022847270386,0.8107717199403969,0.09549942660664335
rec_0214,0.6296283274574397,0.6259596216274281,0.6381886410608001,0.4122944103537973,0.21733391710364236
rec_0215,0.7129839364057577,0.6632061402955837,0.8291321273294973,0.7365644717550821,0.02358053534932436
rec_0216,0.7289590349841975,0.6898274754095645,0.820266007325008,0.7823864961476317,0.05342746116343422
rec_0217,0.8015050154566842,0.8117347092607051,0.7776357299139688,0.8022351389371389,0.0007301234804547585
rec_0218,0.7304329622610626,0.6942797147560499,0.8147905397727592,0.7350575388278761,0.004624576566813476
rec_0219,0.5990416622318177,0.584233699283954,0.633593575776833,0.26680570959447203,0.3322359526373456
rec_0220,0.7132466732766621,0.7070341865803282,0.7277424755681081,0.7012781881399126,0.01196848513674953
rec_0221,0.5332245919695097,0.5294610421506217,0.5420062082135816,0.8721667829060897,0.33894219093658007
rec_0222,0.6989074542512393,0.7092155849326351,0.6748551493279825,0.47069002108599034,0.228217433165249
rec_0223,0.699285047663172,0.700709666258248,0.6959609376079947,0.816586605596929,0.11730155793375696
rec_0224,0.7340397394110594,0.7592618648588532,0.6751881133662077,0.34965842444591866,0.3843813149651407
rec_0225,0.6504386537741629,0.6101904914398372,0.7443510325542565,0.7953454991528618,0.1449068453786989
rec_0226,0.7107647133729331,0.7450011037924308,0.6308798023941052,0.22292354720580898,0.48784116616712414
rec_0227,0.6894481054544753,0.6901156687850263,0.68789045768319,0.19312978832770866,0.49631831712676666
rec_0228,0.5882566267000338,0.5974027440132077,0.566915686302628,0.2786030610230039,0.30965356567702984
rec_0229,0.6640426965612773,0.6947159786774193,0.5924717049569463,0.9668891040483611,0.3028464074870838
rec_0230,0.6393625287045438,0.6409359531614127,0.6356912049718498,0.3511461290827522,0.2882163996217916
rec_0231,0.747395904453611,0.7314921072652216,0.7845047645598533,0.39967838436006087,0.34771752009355017
rec_0232,0.7273336369516268,0.677582016846812,0.843420750529528,0.5362157324787219,0.1911179044729049
rec_0233,0.7314872730126221,0.6867596054889584,0.8358518305678374,0.027600535119635894,0.7038867378929862
rec_0234,0.6500935924969448,0.7027176261617186,0.5273041806124726,0.970400611022228,0.3203070185252832
rec_0235,0.48145547289011126,0.4719582594473525,0.5036156375898818,0.5805897337387078,0.09913426084859656
rec_0236,0.6938604869968498,0.6832494690839481,0.7186195287936205,0.03825719735326272,0.655603289643587
rec_0237,0.7423270166944825,0.7593568105151793,0.7025908311128568,0.43456375856464435,0.3077632581298382
rec_0238,0.720545153116749,0.696678273732411,0.7762345383468714,0.7864281782036819,0.06588302508693289
rec_0239,0.6934665622092031,0.686174112734977,0.7104822776490644,0.6062088533061433,0.08725770890305984
rec_0240,0.6095146522223286,0.6086805111064602,0.6114609814926885,0.11564578402933046,0.49386886819299813
rec_0241,0.5930182583022264,0.5231806736360672,0.7559726225232647,0.5765880434965995,0.016430214805626897
rec_0242,0.7546653461432331,0.7137016953834425,0.8502471979160782,0.04438653371323109,0.710278812430002
rec_0243,0.655770653841373,0.5940067988993256,0.799886315372817,0.0016912782186294661,0.6540793756227435
rec_0244,0.6866198695829527,0.685847461163432,0.6884221558951679,0.8065108697001039,0.11989100011715115
rec_0245,0.7534934603230721,0.7514976427454938,0.7581503680040882,0.7194299991448455,0.03406346117822656
rec_0246,0.6360425259265562,0.6201831087871377,0.6730478325851994,0.7370376934903003,0.10099516756374416
rec_0247,0.6566102633249892,0.6399903888429415,0.6953899704497672,0.3642214717812642,0.292388791543725
rec_0248,0.7688545204100861,0.7713692410724879,0.7629868388644819,0.9488744859713143,0.18001996556122823
rec_0249,0.5959505994265463,0.603418500714693,0.5785254964208705,0.3302000360425964,0.26575056338394987
rec_0250,0.7673395324999077,0.7840737841646094,0.7282929452822707,0.6633874762655443,0.10395205623436343
rec_0251,0.5682967953844221,0.5465065420834845,0.6191407197532768,0.7197542630139502,0.15145746762952805
rec_0252,0.5884311719365792,0.5986950297050071,0.5644821704769143,0.5071225040352692,0.08130866790131008
rec_0253,0.6728674676252502,0.6225919065508398,0.7901771101322076,0.40839290861921684,0.26447455900603334
rec_0254,0.6188367346409248,0.6047302228592363,0.6517519287981981,0.697208414194399,0.07837167955347424
rec_0255,0.7759928741104742,0.7902950716439588,0.742621079865677,0.12728779905915322,0.648705075051321
rec_0256,0.6792716572144083,0.6509557195329133,0.7453421784712299,0.6649294342127715,0.014342223001636789
rec_0257,0.6750694467637193,0.6591586093245289,0.7121947341218304,0.6773179452727329,0.0022484985090136522
rec_0258,0.6132627661494077,0.5563473117657014,0.7460654930447221,0.17402734320994395,0.4392354229394637
rec_0259,0.7696392448512209,0.7581590744583887,0.796426309101163,0.3009498745655653,0.4686893702856556
rec_0260,0.6718808592768866,0.6784036185132799,0.6566610877253021,0.8337251693040575,0.16184431002717092
rec_0261,0.7817685011270419,0.7718061379745146,0.8050140151496058,0.2869137168689272,0.4948547842581147
rec_0262,0.6787442831076866,0.7024498900094748,0.6234312003368475,0.7857588274775801,0.10701454436989344
rec_0263,0.6694638858267357,0.6504515404307689,0.7138260250839916,0.6547056237030716,0.014758262123664045
rec_0264,0.618509094054456,0.5821033360517767,0.7034558627273743,0.44178601683795293,0.17672307721650304
rec_0265,0.6591553245332774,0.6605415059577461,0.6559209012095173,0.2137014009891003,0.4454539235441771
rec_0266,0.748988675415624,0.7235347613046744,0.8083811416745065,0.793735399106002,0.04474672369037802
rec_0267,0.6169274913349602,0.5949112211153668,0.6682987885140116,0.7960247601267803,0.17909726879182009
rec_0268,0.7455267916919989,0.734691980620133,0.7708080175263529,0.6588507449984218,0.08667604669357709
rec_0269,0.7644167327961324,0.8017304972822099,0.6773512823286185,0.5154520099152164,0.24896472288091598
rec_0270,0.6780385533939238,0.6743589632471393,0.686624263736421,0.6192608053623755,0.05877774803154834
rec_0271,0.6936050134685767,0.6918821970315924,0.6976249184882072,0.8184234645366643,0.12481845106808753
rec_0272,0.7070325693836117,0.6602756960227645,0.816131940558922,0.23486859852668396,0.47216397085692774
rec_0273,0.7740646122306096,0.8102982306943816,0.6895195024818086,0.22464066599728827,0.5494239462333214
rec_0274,0.6588184977454039,0.6870022474725729,0.5930564150486763,0.14735396224577268,0.5114645354996312
