recommendation_id,quantum_only,hybrid_score,neural_contribution,improvement,ground_truth
rec_0043,0.6623859337310923,0.6753490616210602,0.2100453167551589,0.012963127889967896,0.7683135775923722
rec_0044,0.6363586741194471,0.637853791082199,0.23700948932178548,0.0014951169627518412,0.22904807196410437
rec_0045,0.7325423519912545,0.7193263773655841,0.21375289306708836,-0.013215974625670368,0.8050458007712143
rec_0046,0.646112540170092,0.5642154384054654,0.18938457196583747,-0.08189710176462661,0.26774087597570273
rec_0047,0.7485478813179535,0.7522480695902265,0.27331535378499716,0.0037001882722730306,0.913136124185545
rec_0048,0.5665597143028475,0.7397495985431026,0.24678901719834245,0.17318988424025517,0.8763676264726689
rec_0049,0.6825937449914999,0.6122722129883651,0.21227125152479612,-0.07032153200313485,0.2126265440541406
rec_0050,0.5821870382665358,0.5348293948562111,0.15831721828343867,-0.04735764341032478,0.39563190106066426
rec_0051,0.4727176320934418,0.5421886438981476,0.17520314907635084,0.06947101180470577,0.6428518702004242
rec_0052,0.6824110997883551,0.7592797649947244,0.26128515570190625,0.07686866520636926,0.26488016649805246
rec_0053,0.6481176082704496,0.662710522387716,0.20432166866500548,0.014592914117266376,0.7449889820916066
rec_0054,0.5687418677613606,0.6476751457096669,0.2036391119485358,0.07893327794830629,0.26274160852293527
rec_0055,0.716420971881429,0.7979166290534314,0.1961308985763413,0.08149565717200247,0.4284338272945797
rec_0056,0.6940611404000244,0.7197967116302619,0.22952710201867388,0.02573557123023751,0.39940050514039727
rec_0057,0.5744543127212155,0.660317441860359,0.18685119433695413,0.08586312913914351,0.997325777989161
rec_0058,0.5877387922584136,0.6974130989990214,0.20169914312997714,0.10967430674060774,0.5095262936764645
rec_0059,0.8520261079023401,0.7401557695169979,0.22366221882520979,-0.11187033838534222,0.7557821575337378
rec_0060,0.6557899139738941,0.7044239909619834,0.1726470137885735,0.0486340769880893,0.10964913035065915
rec_0061,0.6633848396463203,0.6814462646920096,0.1857230790101847,0.018061425045689306,0.15998200172245025
rec_0062,0.7329865205855477,0.6673764644601539,0.21896010473159191,-0.06561005612539383,0.42215996679968404
rec_0063,0.5594081928955728,0.5980686989372872,0.16668132839434574,0.03866050604171445,0.38476731167450007
rec_0064,0.811293081516703,0.7042561030715081,0.21802997822700076,-0.10703697844519489,0.9961213802400968
rec_0065,0.6837058905438305,0.7151926523502166,0.2386460094372101,0.0314867618063861,0.2514141199818132
rec_0066,0.6101898412654135,0.694821203141555,0.196449409919605,0.08463136187614151,0.8607797022344981
rec_0067,0.6358439927766025,0.7135008721555127,0.21066697421221672,0.07765687937891019,0.6802834102565185
rec_0068,0.6274062662762236,0.627103811920254,0.17900784615871781,-0.0003024543559696502,0.6817103690265748
rec_0069,0.5733413188032124,0.5631006171267116,0.15859741016151824,-0.010240701676500819,0.7508777995916097
rec_0070,0.7421405863343977,0.8064129778701938,0.2790234983873669,0.06427239153579611,0.6409617985798081
rec_0071,0.5502080666637434,0.7184122289027255,0.21178803339734792,0.16820416223898205,0.29350012864742614
rec_0072,0.7399111883011911,0.6622750328934524,0.19432711636561406,-0.07763615540773872,0.45372370632920644
rec_0073,0.6544602555241594,0.6082853892874237,0.17844268095838103,-0.04617486623673572,0.7220920613099108
rec_0074,0.8016071965274828,0.7128382165238516,0.21883811320452054,-0.0887689800036312,0.26338905075109076
rec_0075,0.6046845477905893,0.7008586688684982,0.22085290855435416,0.0961741210779089,0.7619621990520646
rec_0076,0.6450246740945673,0.6225822997445981,0.2418265446084139,-0.022442374349969207,0.9126278393448205
rec_0077,0.7475927654450438,0.7351226470958241,0.2589634954106563,-0.012470118349219739,0.6253001935664175
rec_0078,0.7908577479814077,0.7209620168475629,0.26541174541665624,-0.06989573113384484,0.6389494948660052
rec_0079,0.6842785586602462,0.600605841691926,0.21062994322167866,-0.08367271696832024,0.19891110176473303
rec_0080,0.6420159884362548,0.7542595401504262,0.26546610558705025,0.11224355171417133,0.7625108000751513
rec_0081,0.7409885384754394,0.7122495504818792,0.20971006768330572,-0.028738987993560228,0.9534997476535028
rec_0082,0.6320458605915856,0.6182186189222223,0.19550121054619957,-0.013827241669363333,0.5303536721951775
rec_0083,0.7394198368284237,0.6838263717202295,0.20891395668478976,-0.055593465108194184,0.598944584460229
rec_0084,0.6729489628486695,0.6933755003418276,0.20705015070729949,0.020426537493158148,0.019476742385832302
rec_0085,0.70986604607736,0.6937994174903458,0.2464320118255108,-0.016066628587014242,0.36298076718093353
rec_0086,0.7370146685123625,0.7128847739402453,0.23530658285321648,-0.024129894572117228,0.8067748047971287
rec_0087,0.539673373102543,0.5852558457798686,0.18993876485210973,0.045582472677325514,0.05792516649418755
rec_0088,0.7720561712004284,0.6218364785700985,0.22115623978558852,-0.15021969263032986,0.56735694368891
rec_0089,0.7611055193891992,0.703369010849829,0.25684145389455104,-0.05773650853937029,0.08565345206787878
rec_0090,0.7462611739257381,0.7065388311673241,0.1973779225070904,-0.03972234275841402,0.8160232534200885
rec_0091,0.67319316278346,0.6511716385925336,0.23027910692158746,-0.0220215241909264,0.5327061695295157
rec_0092,0.6501773315457867,0.6731845496788279,0.22607215423122115,0.023007218133041185,0.1283914644997628
rec_0093,0.6669235640253053,0.6758207092388732,0.21375409275735027,0.00889714521356788,0.9468486797049909
rec_0094,0.7133713474490915,0.6439732159910162,0.2024302546061596,-0.06939813145807527,0.2650566289400591
rec_0095,0.7509362632355547,0.6865961599891591,0.22447106008683787,-0.06434010324639561,0.6065939174826289
rec_0096,0.7377652292150978,0.6670066364279561,0.21453950485765058,-0.0707585927871417,0.21179820544208205
rec_0097,0.5984621690411676,0.7716305651529154,0.21871019811099757,0.17316839611174784,0.7552651966358055
rec_0098,0.678435604503279,0.6180069967058208,0.1967232078515179,-0.06042860779745818,0.2011510633896959
rec_0099,0.6674181698919075,0.7955705034951817,0.2224464973060516,0.12815233360327416,0.39899229999742913
rec_0100,0.561888053902409,0.5526708011589465,0.18788007780647928,-0.009217252743462523,0.6498780576394535
rec_0101,0.45791403135832187,0.5192908440034679,0.17009006886096312,0.06137681264514605,0.8996140846429455
rec_0102,0.6639316835054445,0.6227038630977381,0.18444980086206517,-0.04122782040770645,0.12100419586826572
rec_0103,0.6610421324045557,0.6459784578445371,0.20438182103259955,-0.015063674560018558,0.06402589632634492
rec_0104,0.7904226884563041,0.7659619688065193,0.26551646172166077,-0.0244607196497848,0.5883087184572333
rec_0105,0.6462077066241048,0.6265826833124628,0.1729518470116393,-0.019625023311641954,0.588440114410351
rec_0106,0.6688924524796774,0.6169062937989042,0.20943839393404887,-0.051986158680773276,0.07099308600903254
rec_0107,0.6518309734482506,0.6934150625124088,0.20371874243196356,0.041584089064158225,0.0588737668763234
rec_0108,0.6272066175942504,0.6422402514995417,0.19943205985289186,0.015033633905291222,0.905420013006128
rec_0109,0.8186808824251326,0.720704009642671,0.22242230166138965,-0.09797687278246159,0.3304284890804987
rec_0110,0.7048600421377591,0.5694315152496386,0.17242147959697296,-0.13542852688812046,0.23800463436899522
rec_0111,0.6652665657790743,0.7513060948103197,0.20096502484894554,0.08603952903124545,0.48541449915049073
rec_0112,0.608024515206492,0.6918369362698651,0.23640820737784501,0.08381242106337305,0.132311848725025
rec_0113,0.7305843607699426,0.7156712116018544,0.21624126074586836,-0.014913149168088169,0.8823830751407377
rec_0114,0.6570151907241618,0.6893325340848268,0.18894686183755807,0.03231734336066494,0.47267102631179414
rec_0115,0.7518349735749746,0.7687352613572955,0.2292432454053364,0.01690028778232089,0.4729729429445937
rec_0116,0.6264861568019371,0.6725583062862612,0.21802668953620755,0.04607214948432414,0.1904099143618777
rec_0117,0.6716587372628322,0.7321965926720609,0.2534623230270681,0.060537855409228736,0.6589827495146631
rec_0118,0.7287878627770555,0.6804156989938956,0.21610069824624534,-0.048372163783159894,0.4235786230199208
rec_0119,0.736577010958078,0.8164666557669167,0.22437268676856517,0.07988964480883864,0.8638367483696032
rec_0120,0.7846172197289571,0.7316813663240027,0.25037903175964304,-0.052935853404954436,0.6733645472933015
rec_0121,0.7967290739707504,0.834188754314099,0.27539359935759955,0.03745968034334857,0.09841787115195888
rec_0122,0.682576048159653,0.6919144659634361,0.18217832385257252,0.009338417803783083,0.7282135884411827
rec_0123,0.6352596556240331,0.7215367522561101,0.2205914413494677,0.08627709663207705,0.8616725363527911
rec_0124,0.7474811689832777,0.6817156058627998,0.19261624661702953,-0.06576556312047788,0.19159007214165402
rec_0125,0.6696364513057295,0.670931508184505,0.22386576814652268,0.0012950568787755135,0.4486135478331319
rec_0126,0.7925332111998044,0.8696374780199334,0.2840263475381825,0.07710426682012905,0.18348803578723327
rec_0127,0.6410431671843794,0.6486573637681485,0.21670573979088437,0.007614196583769162,0.2498064478821005
rec_0128,0.8057892754413944,0.6843232483973912,0.20310397381573425,-0.12146602704400322,0.07538488837428936
rec_0129,0.666030669281877,0.6819170707013205,0.21308816669189315,0.01588640141944342,0.8613491047618306
rec_0130,0.7973882228155554,0.757409768628171,0.2485863953889035,-0.03997845418738444,0.09790872820160035
rec_0131,0.5872366563616777,0.6063729358553114,0.20130786244058962,0.019136279493633723,0.9992824684127266
rec_0132,0.7949981691389667,0.7346188948506999,0.2589907394645766,-0.06037927428826684,0.014757856495650534
rec_0133,0.7058141360035064,0.8215347782379627,0.27651046728496026,0.11572064223445633,0.9263669830081276
rec_0134,0.7154378673445823,0.6823557324859976,0.1900613441183324,-0.03308213485858469,0.23637949054174945
rec_0135,0.8220274612889247,0.703736165030864,0.20878732907339467,-0.11829129625806067,0.48564112545071847
rec_0136,0.5605783251123599,0.5740705198217776,0.1904382998378262,0.013492194709417649,0.8646503940302155
rec_0137,0.6002363741771508,0.5701463900944898,0.168618634685631,-0.03008998408266106,0.058635399972178925
rec_0138,0.8110350348452289,0.7327092666072965,0.2130708780882883,-0.07832576823793236,0.002155378351426429
rec_0139,0.6938594827401662,0.6327891174720524,0.18052976123975706,-0.061070365268113824,0.26520305817215195
rec_0140,0.5957191282632304,0.6447483444741442,0.2296884067973191,0.04902921621091383,0.7851293567941215
rec_0141,0.7398066890851955,0.7710210669403053,0.2193745302266903,0.03121437785510972,0.4230074859901629
rec_0142,0.5885499822251007,0.7286475374285997,0.21928484622977498,0.14009755520349898,0.730505317415466
rec_0143,0.7066077877928699,0.6844695639012077,0.20862179251758955,-0.0221382238916622,0.5557683234056182
rec_0144,0.6137525091880942,0.6943982519506426,0.22743862436123968,0.08064574276254843,0.4866714116543295
rec_0145,0.4915283375121937,0.7029635873715239,0.24679544814313037,0.21143524985933015,0.2967078254945642
rec_0146,0.7407792220446645,0.7903577871470209,0.21135605535768984,0.049578565102356364,0.0584832920072994
rec_0147,0.6574120507914198,0.6825037510815457,0.21567307690396095,0.025091700290125862,0.5421952013742742
rec_0148,0.6014677657286616,0.6306659600667921,0.21603586793580964,0.029198194338130534,0.31360480976972926
rec_0149,0.5330775199888177,0.5922691909588371,0.18621571862238084,0.05919167097001943,0.5841775944589712
rec_0150,0.599121113383142,0.6022501025586924,0.19473841541617312,0.0031289891755503785,0.9193871308320752
rec_0151,0.7139407227057197,0.6489100131921802,0.214994673349486,-0.06503070951353951,0.15743272793948326
rec_0152,0.5716211150970691,0.6687724172837232,0.21350547230491806,0.09715130218665402,0.5078284969934185
rec_0153,0.7884458470316106,0.7967033987977657,0.2617794829503194,0.008257551766155169,0.1858249609807232
rec_0154,0.6262325594365024,0.580277699880886,0.16587726335861777,-0.0459548595556164,0.06796086337575724
rec_0155,0.7538191293887675,0.7888614641313685,0.2352580716118595,0.03504233474260099,0.2352038950009312
rec_0156,0.6859741753676473,0.6098324917105462,0.1989109525043372,-0.07614168365710106,0.9415961272290894
rec_0157,0.6714013335384138,0.6715774282937881,0.22535550985243913,0.00017609475537427866,0.24621534778862486
rec_0158,0.6358888146379603,0.7322365367316148,0.24998899985316608,0.0963477220936545,0.039741662289064394
rec_0159,0.6454327178677808,0.6628191334031566,0.18946475789521783,0.017386415535375788,0.4192249153358725
rec_0160,0.6052690623402431,0.6410537773999629,0.22169576911913996,0.03578471505971981,0.5652269238440895
rec_0161,0.6608710543904626,0.6917724999276728,0.20477203070965502,0.030901445537210193,0.9347062577364272
rec_0162,0.7659049660985473,0.7043664997481681,0.19531527672130752,-0.061538466350379184,0.6697259747698292
rec_0163,0.6800720636205607,0.6514506740503704,0.21366911343569064,-0.028621389570190336,0.23868595261584602
rec_0164,0.6825273360315609,0.6897015099102692,0.19333091449804776,0.007174173878708334,0.13087828212745645
rec_0165,0.606184036640515,0.7278768341930109,0.24578760569390912,0.12169279755249585,0.2999970797987622
rec_0166,0.7460654894919229,0.7037433253166365,0.18246757067252237,-0.042322164175286336,0.9290183317055142
rec_0167,0.6549783658446037,0.7100488399577979,0.2414931206911633,0.05507047411319421,0.07254311449315731
rec_0168,0.6753480046360292,0.6783835807436109,0.23211466929365032,0.003035576107581761,0.6211592554930928
rec_0169,0.8090951810458096,0.7460216124139399,0.2546315949024922,-0.06307356863186964,0.9960964478550944
rec_0170,0.6028102514809752,0.7295268917904096,0.21885081175009927,0.12671664030943441,0.5376344041016273
rec_0171,0.5562647941281409,0.7361053887020246,0.222945857813764,0.17984059457388368,0.26520041475040135
rec_0172,0.688915973032202,0.6896730791040935,0.23325410030045396,0.0007571060718915001,0.34900883496451507
rec_0173,0.6872658657728341,0.6165029844870636,0.18739954376288612,-0.07076288128577046,0.8792702424845428
rec_0174,0.6615675125577758,0.7326061222643545,0.2028961501327687,0.07103860970657871,0.2849873912166567
rec_0175,0.6867687776842044,0.6941079415127873,0.19914791900984558,0.007339163828582906,0.833744954639807
rec_0176,0.6235559894589942,0.7024414221258254,0.21193384837490967,0.07888543266683123,0.3025171429788899
rec_0177,0.7235282788448217,0.6588697276084241,0.20406964298398322,-0.06465855123639763,0.6539763177107326
rec_0178,0.7495984524714492,0.7381184750924057,0.22418877239741414,-0.011479977379043493,0.6678632037125836
rec_0179,0.5931210932391681,0.6928030892666353,0.247784149922439,0.09968199602746719,0.2993787521999779
rec_0180,0.6476248190183181,0.6412474902254506,0.17086043860205105,-0.006377328792867565,0.1035865019182115
rec_0181,0.6335677180115482,0.639903094272394,0.1762897747566699,0.006335376260845793,0.13429111439336772
rec_0182,0.5422393133788251,0.5806125091135426,0.17829222676232162,0.038373195734717425,0.8897127070057091
rec_0183,0.7115733923993752,0.6205205454006453,0.2145509999746488,-0.09105284699872995,0.5532236408848159
rec_0184,0.6242530057905482,0.6578608139468599,0.16190470316398548,0.0336078081563117,0.2817562714578943
rec_0185,0.6634323419511838,0.6975938754794211,0.2240589595984019,0.03416153352823725,0.7176121871387979
rec_0186,0.721972784893798,0.6939714896155533,0.17928229122653647,-0.028001295278244687,0.6874971288013305
rec_0187,0.5936737578258351,0.6837983538944303,0.19658230120112657,0.09012459606859524,0.2639839016304094
rec_0188,0.6528487001280356,0.7131666012633189,0.2558829332000467,0.060317901135283236,0.2511212520698941
rec_0189,0.5816319795642582,0.5757430011513454,0.15332084579798197,-0.005888978412912804,0.8461037132948555
rec_0190,0.6026388717716883,0.6250327512590074,0.22292951386302182,0.02239387948731908,0.6342844473091942
rec_0191,0.5837593996891418,0.6160484007028543,0.15167420151520714,0.03228900101371246,0.27668022397225167
rec_0192,0.7642541737820167,0.7385187536745594,0.2528894917014789,-0.02573542010745722,0.33355653860508816
rec_0193,0.716276584549372,0.7294531999117652,0.22462217414748642,0.013176615362393118,0.6371133773013796
rec_0194,0.7836780920306893,0.7030071548630015,0.2076280499431149,-0.0806709371676878,0.16158197627388615
rec_0195,0.66418476961817,0.6671199060915132,0.2333738362090727,0.002935136473343203,0.5516804211263913
rec_0196,0.7635306035788085,0.7647777170205026,0.23982820373716482,0.0012471134416940366,0.5609068647747464
rec_0197,0.695799948590326,0.6310240682608053,0.2087565653092569,-0.06477588032952075,0.07524386007376704
rec_0198,0.6818078113138597,0.653643308312187,0.17173136242276105,-0.028164503001672725,0.6910196237558764
rec_0199,0.6848089992619508,0.7977729998723546,0.26849755274429826,0.11296400061040379,0.5455902892055223
rec_0200,0.6707108441266856,0.740407675549274,0.19381545612997922,0.06969683142258842,0.36921598451219173
rec_0201,0.6653145433125375,0.7295512449425097,0.2179698609086239,0.06423670162997219,0.14809378556748265
rec_0202,0.5614901119880479,0.5496589973428193,0.20029613677976357,-0.011831114645228569,0.04182885816885784
rec_0203,0.5205672395122573,0.5421012764623598,0.16559420125811272,0.021534036950102586,0.89898148874259
rec_0204,0.6827264190618665,0.7023398384266869,0.2321106717815034,0.019613419364820417,0.9721962650172604
rec_0205,0.6326704828355425,0.5924087226236718,0.16523316398977625,-0.04026176021187067,0.8989246365264746
rec_0206,0.543209579605345,0.5380031325316592,0.17462712692077847,-0.005206447073685783,0.6820666883105765
rec_0207,0.8100787410059854,0.7324843468603883,0.23007676336842497,-0.0775943941455971,0.10279362167178563
rec_0208,0.6307897013588104,0.7556812953120295,0.2063185684097172,0.12489159395321914,0.5598835191438697
rec_0209,0.5751273320164128,0.6125903364828788,0.18690897027384232,0.037463004466466,0.4063773898321168
rec_0210,0.5445300790811318,0.6380953241562715,0.17652568305677402,0.09356524507513964,0.7494776111435393
rec_0211,0.7936188913615803,0.7370292216054426,0.24134286072410932,-0.05658966975613766,0.9298810156936744
rec_0212,0.6786304415227792,0.7595242787959993,0.22093096794071174,0.08089383727322008,0.16250176710043862
rec_0213,0.6878395672360944,0.6344049934001442,0.1979151341095906,-0.05343457383595018,0.8107717199403969
rec_0214,0.6107197716741029,0.625074611529938,0.17412979650511862,0.014354839855835189,0.4122944103537973
rec_0215,0.7551402807720701,0.7187704911958814,0.22843508335104903,-0.03636978957618864,0.7365644717550821
rec_0216,0.6501747579986198,0.6566885665615745,0.23485321493835026,0.006513808562954693,0.7823864961476317
rec_0217,0.7480677446575213,0.7481350952286039,0.21315900426626608,6.735057108253617e-05,0.8022351389371389
rec_0218,0.6462149609109628,0.6553782756530298,0.18772460171880312,0.009163314742066997,0.7350575388278761
rec_0219,0.46827237895420243,0.5256371146727784,0.15240442609218738,0.05736473571857598,0.26680570959447203
rec_0220,0.7187170935731266,0.7004668431706463,0.21565424701030003,-0.018250250402480295,0.7012781881399126
rec_0221,0.5647135202095901,0.6098683333384025,0.1648712340104879,0.04515481312881242,0.8721667829060897
rec_0222,0.6544994761329038,0.735050675946326,0.26344938792576034,0.08055119981342218,0.47069002108599034
rec_0223,0.613843799303851,0.5654106203792026,0.16340812631749627,-0.04843317892464838,0.816586605596929
rec_0224,0.6236708271433975,0.7751225871018229,0.26732692278527426,0.1514517599584254,0.34965842444591866
rec_0225,0.6224954028693167,0.6142566656344113,0.17453085065476698,-0.008238737234905424,0.7953454991528618
rec_0226,0.6604850310895156,0.7848670474780776,0.2498800407470726,0.12438201638856194,0.22292354720580898
rec_0227,0.6462908365758949,0.601064347864726,0.17558452669270433,-0.045226488711168966,0.19312978832770866
rec_0228,0.5823429574213654,0.6047677407632462,0.15715501876683186,0.022424783341880805,0.2786030610230039
rec_0229,0.495680876027811,0.5505170907022174,0.17093325331337275,0.054836214674406414,0.9668891040483611
rec_0230,0.719760289750233,0.6460414684610625,0.2122264639295998,-0.07371882128917051,0.3511461290827522
rec_0231,0.6336673666496614,0.6201692086361846,0.19604688565598502,-0.013498158013476758,0.39967838436006087
rec_0232,0.7107970013106766,0.6802020060504563,0.19712115547641484,-0.030594995260220248,0.5362157324787219
rec_0233,0.6516220936058325,0.7069034578561351,0.22148117540984244,0.05528136425030261,0.027600535119635894
rec_0234,0.5869652762067464,0.635705184466155,0.22929557327958838,0.04873990825940855,0.970400611022228
rec_0235,0.5194960465469087,0.43745083703225685,0.12393223529007061,-0.08204520951465188,0.5805897337387078
rec_0236,0.7803563297903575,0.6522534686930815,0.2061937388582105,-0.12810286109727598,0.03825719735326272
rec_0237,0.7466541952910075,0.716804865422952,0.21957952593151195,-0.029849329868055552,0.43456375856464435
rec_0238,0.6912036494817351,0.6276997141573821,0.17459440190976896,-0.06350393532435294,0.7864281782036819
rec_0239,0.5699786156567794,0.6704853396293312,0.1994830233535804,0.10050672397255178,0.6062088533061433
rec_0240,0.6968324662851871,0.6706938785805758,0.17922808217586528,-0.026138587704611305,0.11564578402933046
rec_0241,0.5980919857870242,0.6161075664054076,0.15360365870560644,0.018015580618383487,0.5765880434965995
rec_0242,0.6645990101065181,0.6747502393998093,0.20577083540447877,0.010151229293291153,0.04438653371323109
rec_0243,0.6810487067338363,0.7302409632388885,0.21785848065084487,0.04919225650505221,0.0016912782186294661
rec_0244,0.643270432881556,0.6268851609508026,0.22861582633173466,-0.016385271930753453,0.8065108697001039
rec_0245,0.7395246800682135,0.7501839995965692,0.24579763586298153,0.010659319528355748,0.7194299991448455
rec_0246,0.6660793981323266,0.6924696065051261,0.2113391082967459,0.026390208372799484,0.7370376934903003
rec_0247,0.6547136490208947,0.6674020600912244,0.1961303623485116,0.012688411070329697,0.3642214717812642
rec_0248,0.7974680679803947,0.6916707235104551,0.2045848345849371,-0.1057973444699396,0.9488744859713143
rec_0249,0.5498156557448548,0.6202972086308645,0.18637893004773823,0.07048155288600966,0.3302000360425964
rec_0250,0.6651595937195987,0.7574826274769223,0.24365062794085632,0.09232303375732365,0.6633874762655443
rec_0251,0.6725198123006837,0.6629290835391803,0.2150023384691547,-0.009590728761503353,0.7197542630139502
rec_0252,0.5709940258853481,0.6585331333602499,0.1748640424153254,0.08753910747490179,0.5071225040352692
rec_0253,0.6446915217307454,0.6198306762659263,0.24559935705662048,-0.024860845464819148,0.40839290861921684
rec_0254,0.7060728747207504,0.666716502213473,0.14866722545112251,-0.039356372507277415,0.697208414194399
rec_0255,0.7652246220335999,0.7059616462840651,0.2367416507184358,-0.05926297574953476,0.12728779905915322
rec_0256,0.706473307210085,0.7184567491197211,0.21496679065996735,0.011983441909636072,0.6649294342127715
rec_0257,0.617318051289889,0.6156848991727263,0.16035106024269755,-0.0016331521171627505,0.6773179452727329
rec_0258,0.6236167088482498,0.6015229475320951,0.17722977963746,-0.022093761316154703,0.17402734320994395
rec_0259,0.7701171814754534,0.6508037735526537,0.22144425693368192,-0.11931340792279965,0.3009498745655653
rec_0260,0.7383120842582195,0.7651536632989353,0.25431354257231836,0.026841579040715824,0.8337251693040575
rec_0261,0.7656708268297545,0.7062786927623796,0.23515072350048188,-0.05939213406737487,0.2869137168689272
rec_0262,0.6065419449873721,0.6814765984092515,0.1872869722055193,0.07493465342187933,0.7857588274775801
rec_0263,0.677553994418659,0.7560571772910649,0.24540910299826105,0.07850318287240587,0.6547056237030716
rec_0264,0.5964503266740863,0.6343963981702994,0.1559081872551782,0.037946071496213096,0.44178601683795293
rec_0265,0.6377743444585512,0.6528075578720961,0.20437625076265306,0.01503321341354491,0.2137014009891003
rec_0266,0.6733982558730365,0.6211762899431894,0.18010395390713918,-0.05222196592984707,0.793735399106002
rec_0267,0.5657145255323265,0.5808722841554599,0.1452329276680427,0.0151577586231334,0.7960247601267803
rec_0268,0.6602571151368997,0.8136433216744046,0.26577632159841585,0.1533862065375049,0.6588507449984218
rec_0269,0.7265511272326568,0.8138778919640532,0.24506786268107364,0.08732676473139644,0.5154520099152164
rec_0270,0.6402703885991176,0.7092554706696041,0.20032245590336412,0.06898508207048659,0.6192608053623755
