pair_id,relevance,satisfaction,prediction
pair_0075,0.732187727565482,0.5125314092958374,0.5857501820523856
pair_0076,0.7459940479548854,0.5221958335684198,0.5967952383639084
pair_0077,0.43618345792398705,0.30532842054679094,0.34894676633918964
pair_0078,0.5100584479505288,0.35704091356537015,0.40804675836042303
pair_0079,0.29518262178052007,0.20662783524636405,0.23614609742441606
pair_0080,0.861772533505332,0.6032407734537324,0.6894180268042657
pair_0081,0.6818315100976894,0.47728205706838256,0.5454652080781516
pair_0082,0.8886178364642487,0.622032485524974,0.7108942691713991
pair_0083,0.7642406282803905,0.5349684397962733,0.6113925026243124
pair_0084,0.9681943159649162,0.6777360211754413,0.774555452771933
pair_0085,0.7679082344266164,0.5375357640986315,0.6143265875412931
pair_0086,0.8221781153015725,0.5755246807111007,0.657742492241258
pair_0087,0.8101780020774839,0.5671246014542387,0.6481424016619872
pair_0088,0.24664338017617018,0.17265036612331913,0.19731470414093616
pair_0089,0.7923944837179429,0.5546761386025599,0.6339155869743544
pair_0090,0.8798570114002076,0.6158999079801453,0.7038856091201661
pair_0091,0.3439728349340482,0.2407809844538337,0.27517826794723854
pair_0092,0.7791860681507191,0.5454302477055033,0.6233488545205753
pair_0093,0.5790034126240101,0.4053023888368071,0.4632027300992081
pair_0094,0.668587258649342,0.46801108105453937,0.5348698069194736
pair_0095,0.6440350255024323,0.4508245178517026,0.5152280204019458
pair_0096,0.6929377003129109,0.4850563902190376,0.5543501602503288
pair_0097,0.33354490332308884,0.23348143232616217,0.26683592265847106
pair_0098,0.843624506469879,0.5905371545289152,0.6748996051759032
pair_0099,0.9229145686577491,0.6460401980604243,0.7383316549261993
pair_0100,0.7834298722506212,0.5484009105754348,0.626743897800497
pair_0101,0.4280862519700814,0.29966037637905696,0.34246900157606514
pair_0102,0.4670456745201513,0.32693197216410586,0.37363653961612103
pair_0103,0.4911182670323827,0.3437827869226679,0.39289461362590616
pair_0104,0.8597805309687025,0.6018463716780917,0.6878244247749621
pair_0105,0.48353106882421903,0.3384717481769533,0.38682485505937525
pair_0106,0.8293067131636358,0.580514699214545,0.6634453705309087
pair_0107,0.8029061721501073,0.5620343205050751,0.6423249377200859
pair_0108,0.7348344481712361,0.5143841137198653,0.5878675585369889
pair_0109,0.744326743409487,0.5210287203866408,0.5954613947275896
pair_0110,0.767306249632239,0.5371143747425673,0.6138449997057913
pair_0111,0.926540661147817,0.6485784628034719,0.7412325289182536
pair_0112,0.615402476267082,0.43078173338695736,0.49232198101366564
pair_0113,0.5209328785023049,0.3646530149516134,0.4167463028018439
pair_0114,0.8562615355115906,0.5993830748581134,0.6850092284092725
pair_0115,0.4274955250717826,0.2992468675502478,0.34199642005742614
pair_0116,0.7437666291792466,0.5206366404254726,0.5950133033433973
pair_0117,0.880346121777011,0.6162422852439077,0.7042768974216088
pair_0118,0.7760486188985667,0.5432340332289967,0.6208388951188534
pair_0119,0.8327715281663114,0.582940069716418,0.6662172225330492
pair_0120,0.629111921743626,0.44037834522053815,0.5032895373949008
pair_0121,0.40132983730712857,0.28093088611498995,0.3210638698457029
pair_0122,0.5587853446885924,0.3911497412820147,0.44702827575087395
pair_0123,0.4293763307048308,0.30056343149338155,0.34350106456386464
pair_0124,0.7038795570177193,0.4927156899124035,0.5631036456141755
pair_0125,0.7378726242360973,0.5165108369652681,0.5902980993888779
pair_0126,0.20602912513565136,0.14422038759495595,0.1648233001085211
pair_0127,0.800686356139645,0.5604804492977514,0.640549084911716
pair_0128,0.20635671411408488,0.1444496998798594,0.1650853712912679
pair_0129,0.8183352481647947,0.5728346737153562,0.6546681985318359
pair_0130,0.8247878590119606,0.5773515013083724,0.6598302872095685
pair_0131,0.7579714462763123,0.5305800123934186,0.6063771570210499
pair_0132,0.8008082453740503,0.5605657717618352,0.6406465962992403
pair_0133,0.32343457257718367,0.22640420080402854,0.25874765806174693
pair_0134,0.7829382950508579,0.5480568065356005,0.6263506360406863
pair_0135,0.7745502420764818,0.5421851694535372,0.6196401936611855
pair_0136,0.7736981874602105,0.5415887312221472,0.6189585499681685
pair_0137,0.6671852653165207,0.46702968572156445,0.5337482122532166
pair_0138,0.823047080557122,0.5761329563899853,0.6584376644456976
pair_0139,0.8376847468753572,0.58637932281275,0.6701477975002859
pair_0140,0.2757452281300302,0.19302165969102114,0.22059618250402419
pair_0141,0.5675630265007863,0.39729411855055036,0.45405042120062905
pair_0142,0.9524760819494418,0.6667332573646092,0.7619808655595535
pair_0143,0.6326259783287258,0.442838184830108,0.5061007826629806
pair_0144,0.8444063394992289,0.5910844376494602,0.6755250715993832
pair_0145,0.9104362233826702,0.6373053563678691,0.7283489787061361
pair_0146,0.7004117468950846,0.49028822282655915,0.5603293975160677
pair_0147,0.8781995522316752,0.6147396865621726,0.7025596417853402
pair_0148,0.8714050314337053,0.6099835220035936,0.6971240251469643
pair_0149,0.8520349917847978,0.5964244942493584,0.6816279934278383
pair_0150,0.7356818088739189,0.5149772662117432,0.5885454470991351
pair_0151,0.542109043107031,0.37947633017492166,0.43368723448562485
pair_0152,0.7630147436443104,0.5341103205510173,0.6104117949154484
pair_0153,0.689093129669047,0.4823651907683329,0.5512745037352377
pair_0154,0.7583039724945397,0.5308127807461778,0.6066431779956318
pair_0155,0.8179903004410015,0.572593210308701,0.6543922403528013
pair_0156,0.9470392844132973,0.662927499089308,0.757631427530638
pair_0157,0.5492874577051481,0.3845012203936036,0.4394299661641185
pair_0158,0.6766274727048135,0.4736392308933694,0.5413019781638508
pair_0159,0.5165752227743959,0.36160265594207713,0.41326017821951677
pair_0160,0.8037474990617183,0.5626232493432027,0.6429979992493746
pair_0161,0.7986570569507829,0.559059939865548,0.6389256455606264
pair_0162,0.6388838310387556,0.44721868172712886,0.5111070648310044
pair_0163,0.2695167848165526,0.1886617493715868,0.2156134278532421
pair_0164,0.8601781763039931,0.6021247234127951,0.6881425410431945
pair_0165,0.760832531478885,0.5325827720352194,0.608666025183108
pair_0166,0.8236922375503223,0.5765845662852256,0.6589537900402579
pair_0167,0.5841931963309215,0.408935237431645,0.4673545570647372
pair_0168,0.8259580685288694,0.5781706479702086,0.6607664548230956
pair_0169,0.9244360288895507,0.6471052202226855,0.7395488231116406
pair_0170,0.6031773468155223,0.42222414277086556,0.48254187745241783
pair_0171,0.5516476887282665,0.38615338210978656,0.44131815098261323
pair_0172,0.7824286779339766,0.5477000745537836,0.6259429423471814
pair_0173,0.8031713777203494,0.5622199644042446,0.6425371021762796
pair_0174,0.5080294378546734,0.3556206064982713,0.4064235502837387
pair_0175,0.19206455609254106,0.13444518926477872,0.15365164487403285
pair_0176,0.6720340435359002,0.47042383047513014,0.5376272348287202
pair_0177,0.7455570016113451,0.5218899011279415,0.5964456012890761
pair_0178,0.6360519249593701,0.44523634747155905,0.5088415399674961
pair_0179,0.4114589874282501,0.28802129119977504,0.3291671899426001
pair_0180,0.857092030133853,0.5999644210936971,0.6856736241070824
pair_0181,0.7686574666832431,0.5380602266782701,0.6149259733465945
pair_0182,0.7801394610280191,0.5460976227196134,0.6241115688224154
pair_0183,0.3907057161754645,0.27349400132282514,0.31256457294037165
pair_0184,0.8929727199777482,0.6250809039844237,0.7143781759821985
pair_0185,0.8228654217942919,0.5760057952560043,0.6582923374354336
pair_0186,0.6667396037159927,0.4667177226011949,0.5333916829727942
pair_0187,0.9207828582020914,0.6445480007414639,0.7366262865616732
pair_0188,0.409742395961492,0.28681967717304435,0.3277939167691936
pair_0189,0.7556491688615005,0.5289544182030503,0.6045193350892004
pair_0190,0.7817406568013632,0.5472184597609542,0.6253925254410906
pair_0191,0.7472789550970989,0.5230952685679692,0.5978231640776791
pair_0192,0.5083967629439415,0.35587773406075907,0.40671741035515324
pair_0193,0.7122287348027438,0.49856011436192066,0.569782987842195
pair_0194,0.3196755290320529,0.223772870322437,0.25574042322564233
pair_0195,0.877804950851177,0.6144634655958239,0.7022439606809416
pair_0196,0.8356854865241001,0.58497984056687,0.6685483892192802
pair_0197,0.8191713765664879,0.5734199635965415,0.6553371012531903
pair_0198,0.6909090165194858,0.48363631156364,0.5527272132155886
pair_0199,0.776954743674495,0.5438683205721465,0.621563794939596
pair_0200,0.9380380620060776,0.6566266434042544,0.7504304496048622
pair_0201,0.5139745899764383,0.35978221298350677,0.4111796719811507
pair_0202,0.9083736407263275,0.6358615485084292,0.7266989125810621
pair_0203,0.428051534635084,0.2996360742445588,0.34244122770806723
pair_0204,0.8768971465398547,0.6138280025778983,0.7015177172318838
pair_0205,0.816136279614553,0.5712953957301871,0.6529090236916425
pair_0206,0.4157844368922777,0.29104910582459437,0.3326275495138222
pair_0207,0.37389455557515683,0.2617261889026098,0.29911564446012545
pair_0208,0.4021084095484954,0.2814758866839468,0.32168672763879635
pair_0209,0.7978175117211661,0.5584722582048163,0.6382540093769329
pair_0210,0.7324710962526899,0.5127297673768829,0.585976877002152
pair_0211,0.5724482947130743,0.40071380629915204,0.4579586357704595
pair_0212,0.9375424913089724,0.6562797439162806,0.750033993047178
pair_0213,0.6677472437496538,0.46742307062475763,0.5341977949997231
pair_0214,0.7696703724235958,0.538769260696517,0.6157362979388767
pair_0215,0.8193597179119572,0.57355180253837,0.6554877743295657
pair_0216,0.8933380676559312,0.6253366473591517,0.714670454124745
pair_0217,0.5889215579038887,0.41224509053272207,0.47113724632311094
pair_0218,0.6604934218374583,0.46234539528622076,0.5283947374699667
pair_0219,0.8124626922615061,0.5687238845830542,0.649970153809205
pair_0220,0.6263359617710348,0.4384351732397243,0.5010687694168279
pair_0221,0.27850234419300895,0.19495164093510625,0.22280187535440718
pair_0222,0.7830319818456569,0.5481223872919598,0.6264255854765256
pair_0223,0.7245610831192919,0.5071927581835043,0.5796488664954336
pair_0224,0.7957606570130416,0.5570324599091291,0.6366085256104332
pair_0225,0.7227461487555129,0.505922304128859,0.5781969190044104
pair_0226,0.8970431663551242,0.6279302164485868,0.7176345330840994
pair_0227,0.9147497526553456,0.6403248268587419,0.7317998021242765
pair_0228,0.7252071229636783,0.5076449860745748,0.5801656983709427
pair_0229,0.9470035620963824,0.6629024934674677,0.7576028496771059
pair_0230,0.6680457545063263,0.4676320281544284,0.5344366036050611
pair_0231,0.9491318235940713,0.6643922765158499,0.7593054588752571
pair_0232,0.7368905789999822,0.5158234052999875,0.5895124631999858
pair_0233,0.7111679186345192,0.4978175430441634,0.5689343349076154
pair_0234,0.7868520175394522,0.5507964122776166,0.6294816140315618
pair_0235,0.903178772950087,0.6322251410650609,0.7225430183600696
pair_0236,0.6155281101570496,0.4308696771099347,0.49242248812563966
pair_0237,0.771122439638353,0.5397857077468471,0.6168979517106825
pair_0238,0.8286448743620264,0.5800514120534185,0.6629158994896212
pair_0239,0.7121012950462795,0.4984709065323956,0.5696810360370236
pair_0240,0.7887293921183288,0.5521105744828302,0.6309835136946631
pair_0241,0.9044082926354668,0.6330858048448268,0.7235266341083735
pair_0242,0.438108169676215,0.3066757187733505,0.35048653574097205
pair_0243,0.8618790195474357,0.603315313683205,0.6895032156379486
pair_0244,0.9189737789030434,0.6432816452321304,0.7351790231224348
pair_0245,0.902812445972636,0.6319687121808452,0.7222499567781089
pair_0246,0.7953245097889534,0.5567271568522674,0.6362596078311628
pair_0247,0.7828181373713362,0.5479726961599353,0.626254509897069
pair_0248,0.39505572185885923,0.27653900530120146,0.3160445774870874
pair_0249,0.7582680509119243,0.530787635638347,0.6066144407295395
pair_0250,0.5931359169654956,0.4151951418758469,0.47450873357239653
pair_0251,0.6796650099295694,0.4757655069506985,0.5437320079436555
pair_0252,0.5138606186826702,0.3597024330778691,0.4110884949461362
pair_0253,0.9075812293621455,0.6353068605535018,0.7260649834897164
pair_0254,0.9269696615979157,0.648878763118541,0.7415757292783326
pair_0255,0.7958358341890197,0.5570850839323137,0.6366686673512159
pair_0256,0.4244523667022035,0.2971166566915424,0.3395618933617628
pair_0257,0.5610518807777795,0.3927363165444456,0.4488415046222236
pair_0258,0.9432296173507486,0.6602607321455239,0.754583693880599
pair_0259,0.7561538340583518,0.5293076838408463,0.6049230672466814
pair_0260,0.7158753903110495,0.5011127732177346,0.5727003122488397
pair_0261,0.4887814024265629,0.34214698169859403,0.3910251219412504
pair_0262,0.8617597285585001,0.60323180999095,0.6894077828468002
pair_0263,0.8349161486690233,0.5844413040683163,0.6679329189352187
pair_0264,0.7721399540564586,0.540497967839521,0.617711963245167
pair_0265,0.8393954950913487,0.587576846563944,0.671516396073079
pair_0266,0.261597894461273,0.1831185261228911,0.20927831556901844
pair_0267,0.7728592841575,0.54100149891025,0.6182874273260001
pair_0268,0.7761422944389571,0.5432996061072699,0.6209138355511657
pair_0269,0.8981641205615283,0.6287148843930698,0.7185312964492226
pair_0270,0.6053513775882322,0.42374596431176254,0.4842811020705858
pair_0271,0.4865190742190494,0.34056335195333454,0.38921525937523954
pair_0272,0.9368271218069498,0.6557789852648649,0.7494616974455599
pair_0273,0.5902229198002902,0.4131560438602031,0.47217833584023217
pair_0274,0.8145788905306391,0.5702052233714474,0.6516631124245114
pair_0275,0.42399937105253704,0.2967995597367759,0.33919949684202966
pair_0276,0.6191599532606731,0.4334119672824711,0.4953279626085385
pair_0277,0.8119837289716436,0.5683886102801505,0.6495869831773149
pair_0278,0.5372116576677994,0.3760481603674596,0.42976932613423957
pair_0279,0.8481237003002106,0.5936865902101474,0.6784989602401685
pair_0280,0.8918515462672867,0.6242960823871007,0.7134812370138294
pair_0281,0.45377044676879397,0.31763931273815577,0.3630163574150352
pair_0282,0.599838683862102,0.4198870787034714,0.47987094708968164
pair_0283,0.8006678140579385,0.560467469840557,0.6405342512463509
pair_0284,0.8085137099054476,0.5659595969338133,0.6468109679243581
pair_0285,0.6077227037714272,0.42540589263999906,0.4861781630171418
pair_0286,0.6883838097063146,0.4818686667944202,0.5507070477650517
pair_0287,0.9258937287236172,0.648125610106532,0.7407149829788938
pair_0288,0.8497218438064674,0.5948052906645271,0.6797774750451739
pair_0289,0.8421914303173164,0.5895340012221214,0.6737531442538531
pair_0290,0.6089640912144023,0.4262748638500816,0.48717127297152185
pair_0291,0.6215551519079635,0.43508860633557445,0.4972441215263708
pair_0292,0.637954073944791,0.44656785176135366,0.5103632591558328
pair_0293,0.8709766901459604,0.6096836831021722,0.6967813521167683
pair_0294,0.5959155774554651,0.41714090421882555,0.4767324619643721
pair_0295,0.8121401345372596,0.5684980941760817,0.6497121076298078
pair_0296,0.48167233563258655,0.3371706349428106,0.38533786850606927
pair_0297,0.662065256603471,0.4634456796224297,0.5296522052827769
pair_0298,0.8162019681909461,0.5713413777336622,0.6529615745527569
pair_0299,0.7679281043289949,0.5375496730302964,0.614342483463196
pair_0300,0.7041992197214342,0.49293945380500387,0.5633593757771473
pair_0301,0.7920220554034243,0.554415438782397,0.6336176443227395
pair_0302,0.7019333526652458,0.49135334686567206,0.5615466821321967
pair_0303,0.920812500686719,0.6445687504807033,0.7366500005493752
pair_0304,0.6295989404297901,0.44071925830085307,0.5036791523438321
pair_0305,0.5846953417997846,0.40928673925984915,0.4677562734398277
pair_0306,0.8314104902810658,0.581987343196746,0.6651283922248528
pair_0307,0.6605878313742208,0.46241148196195453,0.5284702650993767
pair_0308,0.8613420785599513,0.6029394549919659,0.689073662847961
pair_0309,0.7058170783160371,0.49407195482122596,0.5646536626528297
pair_0310,0.3691547188240728,0.25840830317685093,0.2953237750592583
pair_0311,0.28374237836532773,0.1986196648557294,0.2269939026922622
pair_0312,0.7048485578076711,0.49339399046536975,0.5638788462461369
pair_0313,0.46095657859588907,0.32266960501712233,0.3687652628767113
pair_0314,0.9071099890137286,0.63497699230961,0.7256879912109829
pair_0315,0.8649539921358563,0.6054677944950994,0.6919631937086851
pair_0316,0.9016720054516185,0.6311704038161329,0.7213376043612949
pair_0317,0.8713080688578241,0.6099156482004768,0.6970464550862593
pair_0318,0.8584783335346415,0.600934833474249,0.6867826668277133
pair_0319,0.8407444192234091,0.5885210934563864,0.6725955353787274
pair_0320,0.7543819765171632,0.5280673835620142,0.6035055812137307
pair_0321,0.8038123552564194,0.5626686486794935,0.6430498842051355
pair_0322,0.8144005313437223,0.5700803719406056,0.6515204250749779
pair_0323,0.5593175956596353,0.3915223169617447,0.4474540765277083
pair_0324,0.6220376819181859,0.4354263773427301,0.4976301455345487
pair_0325,0.8345066076557245,0.5841546253590071,0.6676052861245796
pair_0326,0.6122430688023442,0.42857014816164096,0.4897944550418754
pair_0327,0.5818957161617091,0.4073270013131963,0.4655165729293673
pair_0328,0.8818669373861351,0.6173068561702946,0.7054935499089081
pair_0329,0.8814971982745836,0.6170480387922085,0.7051977586196669
pair_0330,0.5912459680282685,0.4138721776197879,0.4729967744226148
pair_0331,0.8027843406203579,0.5619490384342505,0.6422274724962863
pair_0332,0.433749604049152,0.3036247228344064,0.3469996832393216
pair_0333,0.6412696056026844,0.44888872392187906,0.5130156844821475
pair_0334,0.7172718672513543,0.5020903070759479,0.5738174938010835
pair_0335,0.9158527189713107,0.6410969032799174,0.7326821751770486
pair_0336,0.2698144977695235,0.18887014843866642,0.2158515982156188
pair_0337,0.8117268616286794,0.5682088031400755,0.6493814893029435
pair_0338,0.8437515917580853,0.5906261142306597,0.6750012734064683
pair_0339,0.5362793712837152,0.3753955598986006,0.4290234970269722
pair_0340,0.5384363576795125,0.3769054503756587,0.43074908614361
pair_0341,0.41220890378686664,0.28854623265080664,0.32976712302949335
pair_0342,0.8375683918706274,0.5862978743094391,0.6700547134965019
pair_0343,0.6242739912161851,0.4369917938513295,0.4994191929729481
pair_0344,0.8120958877012349,0.5684671213908644,0.6496767101609879
pair_0345,0.7029094466723176,0.49203661267062226,0.5623275573378541
pair_0346,0.4587475317613334,0.32112327223293335,0.3669980254090668
pair_0347,0.6064326121248843,0.424502828487419,0.48514608969990747
pair_0348,0.7839951144772243,0.548796580134057,0.6271960915817795
pair_0349,0.18066493091974695,0.12646545164382286,0.14453194473579756
pair_0350,0.9101265902521085,0.6370886131764759,0.7281012722016869
pair_0351,0.5131766743347332,0.35922367203431327,0.4105413394677866
pair_0352,0.8613888100813478,0.6029721670569435,0.6891110480650783
pair_0353,0.6187491914023573,0.43312443398165007,0.49499935312188587
pair_0354,0.8748397643373123,0.6123878350361185,0.6998718114698499
pair_0355,0.8825952185999413,0.6178166530199588,0.7060761748799531
pair_0356,0.789129271040452,0.5523904897283164,0.6313034168323617
pair_0357,0.8501816198924562,0.5951271339247193,0.680145295913965
pair_0358,0.44845403347382834,0.31391782343167984,0.3587632267790627
pair_0359,0.9528481791232408,0.6669937253862686,0.7622785432985927
pair_0360,0.5177306746946698,0.36241147228626885,0.4141845397557359
pair_0361,0.9042703729911213,0.632989261093785,0.7234162983928971
pair_0362,0.496642459699585,0.3476497217897095,0.397313967759668
pair_0363,0.8928089330774727,0.6249662531542308,0.7142471464619782
pair_0364,0.8673307302290884,0.6071315111603618,0.6938645841832707
pair_0365,0.5371379442414078,0.3759965609689854,0.4297103553931263
pair_0366,0.25318206995020337,0.17722744896514234,0.20254565596016272
pair_0367,0.8797618211633529,0.615833274814347,0.7038094569306823
pair_0368,0.8294517538231331,0.5806162276761931,0.6635614030585065
pair_0369,0.43501622215262914,0.3045113555068404,0.3480129777221033
pair_0370,0.7143047923152575,0.5000133546206802,0.571443833852206
pair_0371,0.8997538378867767,0.6298276865207436,0.7198030703094214
pair_0372,0.5895354865376332,0.41267484057634324,0.4716283892301066
pair_0373,0.8714179246840923,0.6099925472788645,0.6971343397472739
pair_0374,0.8388284893349833,0.5871799425344882,0.6710627914679868
pair_0375,0.4907742706856794,0.34354198947997555,0.39261941654854354
pair_0376,0.8549365150543217,0.5984555605380252,0.6839492120434574
pair_0377,0.6881589536391087,0.4817112675473761,0.550527162911287
pair_0378,0.8667217372989142,0.6067052161092399,0.6933773898391314
pair_0379,0.9007196030882222,0.6305037221617555,0.7205756824705778
pair_0380,0.86365545206602,0.604558816446214,0.690924361652816
pair_0381,0.9089546445271381,0.6362682511689967,0.7271637156217106
pair_0382,0.40961686925110036,0.28673180847577023,0.32769349540088033
pair_0383,0.3995899203063916,0.2797129442144741,0.3196719362451133
pair_0384,0.6832209548519529,0.478254668396367,0.5465767638815623
pair_0385,0.5819169580939642,0.4073418706657749,0.46553356647517136
pair_0386,0.398365129885972,0.27885559092018036,0.3186921039087776
pair_0387,0.8077841286424892,0.5654488900497424,0.6462273029139913
pair_0388,0.7265894780748258,0.508612634652378,0.5812715824598607
pair_0389,0.9061258487379561,0.6342880941165693,0.7249006789903649
pair_0390,0.7744324232690897,0.5421026962883627,0.6195459386152717
pair_0391,0.9092622781212061,0.6364835946848442,0.727409822496965
pair_0392,0.6086474454422546,0.42605321180957817,0.4869179563538037
pair_0393,0.5770589138562764,0.40394123969939344,0.46164713108502115
pair_0394,0.5967770020356722,0.41774390142497053,0.47742160162853775
pair_0395,0.8097140511384986,0.5667998357969489,0.647771240910799
pair_0396,0.6375863775036654,0.44631046425256576,0.5100691020029323
pair_0397,0.5054683507816204,0.3538278455471343,0.40437468062529636
pair_0398,0.8849032090381035,0.6194322463266724,0.7079225672304829
pair_0399,0.8965999954207294,0.6276199967945105,0.7172799963365836
pair_0400,0.8438461007310499,0.5906922705117349,0.67507688058484
pair_0401,0.9292059647860251,0.6504441753502176,0.7433647718288201
pair_0402,0.9141406891133436,0.6398984823793404,0.7313125512906749
pair_0403,0.6976998935224005,0.4883899254656803,0.5581599148179204
pair_0404,0.8263096206348258,0.578416734444378,0.6610476965078607
pair_0405,0.7908727047393207,0.5536108933175244,0.6326981637914566
pair_0406,0.4951795949511265,0.34662571646578855,0.3961436759609012
pair_0407,0.7313634337376161,0.5119544036163313,0.5850907469900929
pair_0408,0.90674395328353,0.6347207672984709,0.725395162626824
pair_0409,0.9226966915190081,0.6458876840633057,0.7381573532152066
pair_0410,0.9564911032089567,0.6695437722462696,0.7651928825671654
pair_0411,0.8094304952780206,0.5666013466946144,0.6475443962224166
pair_0412,0.8876480843081946,0.6213536590157362,0.7101184674465557
pair_0413,0.8270503120928883,0.5789352184650217,0.6616402496743107
pair_0414,0.9363115005607259,0.6554180503925081,0.7490492004485807
pair_0415,0.6022262417252249,0.4215583692076574,0.48178099338017993
pair_0416,0.732161262884276,0.5125128840189932,0.5857290103074207
pair_0417,0.937303611727198,0.6561125282090385,0.7498428893817585
pair_0418,0.7515798280812451,0.5261058796568715,0.6012638624649962
pair_0419,0.5716659613739664,0.4001661729617765,0.45733276909917314
pair_0420,0.8227009892106272,0.575890692447439,0.6581607913685018
pair_0421,0.8225908729014344,0.575813611031004,0.6580726983211476
pair_0422,0.8565686646890809,0.5995980652823566,0.6852549317512647
pair_0423,0.5901711846157023,0.41311982923099155,0.47213694769256187
pair_0424,0.9285681546102532,0.6499977082271772,0.7428545236882026
pair_0425,0.9497371934236334,0.6648160353965433,0.7597897547389068
pair_0426,0.23815247679347956,0.16670673375543568,0.19052198143478366
