expert_id,best_match_business_id,match_score,vibe_component,expertise_component,location_component,meets_threshold
expert_0079,business_0032,8.970825299127425,17.36778599391826,0.6231076738943124,0.5,True
expert_0080,business_0083,8.489243538750209,16.352719602899658,0.7096124576679362,0.5,True
expert_0081,business_0048,4.816001013843371,8.851590150365814,0.9673531288682136,0.5,True
expert_0082,business_0033,10.352338782776709,20.133071779768663,0.619342976307923,0.5,True
expert_0083,business_0032,14.386777988343441,28.183556852747255,0.6499985398993811,0.5,True
expert_0084,business_0033,10.002274872979262,19.482786811610577,0.5362715572465786,0.5,True
expert_0085,business_0032,14.582119062708218,28.365409191059907,0.9980482239275472,0.5,True
expert_0086,business_0097,6.528744139226339,12.477928154027557,0.6326002073752006,0.5,True
expert_0087,business_0092,14.069857845752196,27.37593461875903,0.9396351212422713,0.5,True
expert_0088,business_0033,11.645160582371851,22.54019767835176,0.9168724773199035,0.5,True
expert_0089,business_0083,7.792210837636088,14.788251756182726,0.9936165318157522,0.5,True
expert_0090,business_0092,13.852128591884124,26.959125943233612,0.9085520675577308,0.5,True
expert_0091,business_0083,10.644605994667497,20.507532988156864,0.969465001963552,0.5,True
expert_0092,business_0092,9.657529300829957,18.78294780834709,0.5535179888547088,0.5,True
expert_0093,business_0033,12.904955989506936,25.128463030904804,0.802414913515112,0.5,True
expert_0094,business_0092,8.13707256814232,15.58387374861912,0.8171189794425399,0.5,True
expert_0095,business_0085,15.508818809868757,30.246036672413716,0.9526682455396616,0.5,True
expert_0096,business_0083,10.278432815859109,19.9297928999491,0.7117878862818632,0.5,True
expert_0097,business_0033,9.9337588810799,19.136181995253914,0.8855596115098135,0.5,True
expert_0098,business_0033,13.062121031540086,25.401872790575794,0.8706154541739655,0.5,True
expert_0099,business_0097,12.049313571982852,23.5957262340832,0.5048348498041699,0.5,True
expert_0100,business_0097,7.8185543642728454,14.865930157077724,0.9519642857799466,0.5,True
expert_0101,business_0085,9.517135829583223,18.359518789219507,0.7912547832448971,0.5,True
expert_0102,business_0008,7.983370758806329,15.374264012633619,0.6541291749650668,0.5,True
expert_0103,business_0032,15.33002234231361,29.90183391002695,0.9303512910004514,0.5,True
expert_0104,business_0083,7.448689768753817,14.322520615740757,0.6247648696114623,0.5,True
expert_0105,business_0083,8.10802675604948,15.450813101663659,0.9420673507255044,0.5,True
expert_0106,business_0091,7.643140132651918,14.739914263804176,0.5772766691661023,0.5,True
expert_0107,business_0083,5.670754957273974,10.548648104668661,0.9881030164654814,0.5,True
expert_0108,business_0097,10.465414423739452,20.423392938909448,0.5123931809490944,0.5,True
expert_0109,business_0097,9.501635602137236,18.224026438459976,0.9654079430241628,0.5,True
expert_0110,business_0085,10.406524214590954,20.06982363420959,0.9053746582871944,0.5,True
expert_0111,business_0092,9.797129390509609,19.06183009309833,0.5540478132014786,0.5,True
expert_0112,business_0092,12.112795966768072,23.658861818272445,0.6112168587728322,0.5,True
expert_0113,business_0092,12.490888156051467,24.390219051901354,0.6525954336693003,0.5,True
expert_0114,business_0033,10.133494830123535,19.759890329836637,0.5118322173507257,0.5,True
expert_0115,business_0033,8.649031913297856,16.538757943986628,0.9321764710151432,0.5,True
expert_0116,business_0009,6.002578978521108,11.31271343545993,0.8207408693038138,0.5,True
expert_0117,business_0046,10.541945706202192,20.42302669266077,0.768107866239361,0.5,True
expert_0118,business_0092,8.224291737928185,15.657463292549703,0.985200305511114,0.5,True
expert_0119,business_0092,8.213127486406954,15.846615064057017,0.6327331812614843,0.5,True
expert_0120,business_0092,14.446070012639872,28.173576507083933,0.8642725303263521,0.5,True
expert_0121,business_0014,9.752670670968554,18.851914424036266,0.755711529834739,0.5,True
expert_0122,business_0032,16.894682686166608,33.21294862049164,0.6273612530692909,0.5,True
expert_0123,business_0092,11.284885289109917,21.79209802857011,0.9627875827495413,0.5,True
expert_0124,business_0083,7.741859311722604,14.761133600093366,0.8709750389197383,0.5,True
expert_0125,business_0083,9.676343495340692,18.831694847343492,0.5349869055631551,0.5,True
expert_0126,business_0091,9.09820488972401,17.602235085930513,0.6569578225291799,0.5,True
expert_0127,business_0032,7.006083557682594,13.422070434901809,0.6501611341056321,0.5,True
expert_0128,business_0092,9.814432089356682,19.00814406259605,0.7012001935288623,0.5,True
expert_0129,business_0097,12.876627459934346,25.12712101973682,0.7102231668864541,0.5,True
expert_0130,business_0033,8.33736524830129,15.903888832882807,0.9514027728662913,0.5,True
expert_0131,business_0043,7.809182038866052,14.953982913791394,0.773968606567849,0.5,True
expert_0132,business_0032,12.667038900200607,24.705111355404267,0.7149440749949173,0.5,True
expert_0133,business_0048,4.008053310538604,7.376610164003104,0.732494095123507,0.5,True
expert_0134,business_0092,12.8451831781012,25.048410500429604,0.7365930929546631,0.5,True
expert_0135,business_0006,7.5174517802388925,14.48399614161837,0.5848456980990273,0.5,True
expert_0136,business_0033,14.813551737398978,28.937221218068217,0.8164704278828978,0.5,True
expert_0137,business_0046,7.064648290360834,13.40395513945945,0.8755690687703661,0.5,True
expert_0138,business_0085,12.704895218020862,24.850051456223753,0.5995649663632883,0.5,True
expert_0139,business_0033,9.121152503086112,17.599764102906583,0.7375681721094025,0.5,True
expert_0140,business_0033,12.420716689095348,24.21710107489138,0.7072205054988596,0.5,True
expert_0141,business_0083,6.775751811622355,12.84259734809756,0.8481771252452525,0.5,True
expert_0142,business_0092,8.05120902522643,15.405600647119327,0.8280290055558921,0.5,True
expert_0143,business_0092,7.912291133701578,15.093568410830951,0.8850230942870125,0.5,True
expert_0144,business_0032,7.735138341266156,14.917510678020353,0.5879433408532658,0.5,True
expert_0145,business_0092,7.752345344877506,14.98962517421282,0.5251091925703204,0.5,True
expert_0146,business_0033,9.603852975752964,18.570767403864878,0.7282309127350863,0.5,True
expert_0147,business_0033,12.482390631129945,24.168413526339958,0.993946226533224,0.5,True
expert_0148,business_0097,12.237527881592621,23.707627985442112,0.9457129629052186,0.5,True
expert_0149,business_0002,4.436946120547527,8.222458791647735,0.752389082412201,0.5,True
expert_0150,business_0043,9.428080938306344,18.08699944564271,0.9486040516166311,0.5,True
expert_0151,business_0002,6.873727601471599,13.169697738403693,0.6295957742325097,0.5,True
expert_0152,business_0083,13.86480804697072,26.99987198865229,0.8829068421485827,0.5,True
expert_0153,business_0033,7.190222529531085,13.79806582498691,0.6372987234587691,0.5,True
expert_0154,business_0097,15.505706641280023,30.42989875043539,0.6358575535410923,0.5,True
expert_0155,business_0091,11.543529996880684,22.545547775306524,0.5691870307580779,0.5,True
expert_0156,business_0092,14.159164027709567,27.606402312910767,0.8532095708472761,0.5,True
expert_0157,business_0097,7.877385996530213,15.091988650909252,0.7713055702519577,0.5,True
expert_0158,business_0092,8.975801268126496,17.325559480920965,0.7100717588867128,0.5,True
expert_0159,business_0097,10.354293201579837,19.999929507210286,0.8477614932489841,0.5,True
expert_0160,business_0092,8.320908812392593,16.027703316106873,0.6901905144638558,0.5,True
expert_0161,business_0043,9.215453392531648,17.70486424754548,0.8767375625296929,0.5,True
expert_0162,business_0092,11.772111857968726,22.918517331148507,0.7095106413149109,0.5,True
expert_0163,business_0083,8.065130621133559,15.449285465584746,0.8016262944706207,0.5,True
expert_0164,business_0002,8.186915836079411,15.743080879344832,0.7179179880233183,0.5,True
expert_0165,business_0033,8.126584298601541,15.549426031694576,0.8395709425141749,0.5,True
expert_0166,business_0092,8.261903192426447,15.883589340083201,0.733695074616155,0.5,True
expert_0167,business_0002,7.049481755689953,13.590873575808367,0.5134832259525688,0.5,True
expert_0168,business_0043,11.133614334581392,21.75909805526069,0.5135510231701562,0.5,True
expert_0169,business_0002,5.969655908714855,11.300802284214257,0.7308492220257559,0.5,True
expert_0170,business_0032,10.34502202013359,20.126545955003735,0.6058301421057408,0.5,True
expert_0171,business_0033,11.15714227118805,21.70054667770686,0.6895631077820681,0.5,True
expert_0172,business_0083,9.788645158412892,19.00160885729107,0.6261357658911904,0.5,True
expert_0173,business_0019,7.81203638316543,14.962247051954101,0.7697095239612668,0.5,True
expert_0174,business_0006,12.396928746894277,24.09881426581359,0.8250720466249375,0.5,True
expert_0175,business_0048,10.660312584380533,20.59435520754321,0.8771166020297632,0.5,True
expert_0176,business_0033,11.711224040215841,22.916334075235582,0.5101900086601662,0.5,True
expert_0177,business_0092,14.122791919364921,27.54474618534387,0.8347294223099553,0.5,True
expert_0178,business_0097,10.443842472111482,20.17784545284912,0.8497324856230755,0.5,True
expert_0179,business_0085,7.566294564328512,14.450414880489745,0.8036237469454659,0.5,True
expert_0180,business_0002,10.69213603278402,20.638481713274714,0.9096505871555425,0.5,True
expert_0181,business_0002,6.953684244046256,13.399664960443273,0.512839212748733,0.5,True
expert_0182,business_0097,13.55099833598905,26.314544820516332,0.979086419102948,0.5,True
expert_0183,business_0092,13.548778482778664,26.57475802220441,0.53799823892153,0.5,True
expert_0184,business_0002,13.231505217185992,25.932440042738193,0.5509506527229883,0.5,True
expert_0185,business_0006,5.560287721500528,10.440451958556004,0.8002058074084221,0.5,True
expert_0186,business_0092,14.469911062969384,28.205031522030463,0.8913176731805098,0.5,True
expert_0187,business_0097,11.931300445004135,23.251429627142855,0.6852854381090281,0.5,True
expert_0188,business_0085,11.22684412311323,21.698815558126586,0.9247878134997887,0.5,True
expert_0189,business_0033,9.804078566543051,18.81992086292173,0.9803937836072893,0.5,True
expert_0190,business_0033,5.683872599260008,10.655552605408193,0.8536543218530385,0.5,True
expert_0191,business_0092,4.109436827584482,7.429231535797542,0.9827368656190388,0.5,True
expert_0192,business_0006,10.32866448483917,19.995877097743865,0.7690864532241279,0.5,True
expert_0193,business_0033,12.765537202860957,24.811766541430377,0.8655131071525611,0.5,True
expert_0194,business_0032,5.455275341396981,10.161331377126782,0.9153655094453017,0.5,True
expert_0195,business_0032,9.815088284327164,19.057017536897042,0.621931719595478,0.5,True
expert_0196,business_0092,7.81652732938323,15.019357867527981,0.6894946520641321,0.5,True
expert_0197,business_0089,9.13332455039166,17.71209714363601,0.5909199285788459,0.5,True
expert_0198,business_0033,12.433767026349052,24.26543239974882,0.6701694215821419,0.5,True
expert_0199,business_0083,7.224427288381381,13.865974004035907,0.6381342878780925,0.5,True
