user_id,total_opportunities,above_threshold,threshold_rate,top_10_above_threshold,top_10_threshold_rate
user_0235,200,200,1.0,10,1.0
user_0236,200,200,1.0,10,1.0
user_0237,200,200,1.0,10,1.0
user_0238,200,200,1.0,10,1.0
user_0239,200,200,1.0,10,1.0
user_0240,200,200,1.0,10,1.0
user_0241,200,200,1.0,10,1.0
user_0242,200,200,1.0,10,1.0
user_0243,200,200,1.0,10,1.0
user_0244,200,200,1.0,10,1.0
user_0245,200,200,1.0,10,1.0
user_0246,200,200,1.0,10,1.0
user_0247,200,200,1.0,10,1.0
user_0248,200,200,1.0,10,1.0
user_0249,200,200,1.0,10,1.0
user_0250,200,200,1.0,10,1.0
user_0251,200,200,1.0,10,1.0
user_0252,200,200,1.0,10,1.0
user_0253,200,200,1.0,10,1.0
user_0254,200,200,1.0,10,1.0
user_0255,200,200,1.0,10,1.0
user_0256,200,200,1.0,10,1.0
user_0257,200,200,1.0,10,1.0
user_0258,200,200,1.0,10,1.0
user_0259,200,200,1.0,10,1.0
user_0260,200,200,1.0,10,1.0
user_0261,200,200,1.0,10,1.0
user_0262,200,200,1.0,10,1.0
user_0263,200,200,1.0,10,1.0
user_0264,200,200,1.0,10,1.0
user_0265,200,200,1.0,10,1.0
user_0266,200,200,1.0,10,1.0
user_0267,200,200,1.0,10,1.0
user_0268,200,200,1.0,10,1.0
user_0269,200,200,1.0,10,1.0
user_0270,200,200,1.0,10,1.0
user_0271,200,200,1.0,10,1.0
user_0272,200,200,1.0,10,1.0
user_0273,200,200,1.0,10,1.0
user_0274,200,200,1.0,10,1.0
user_0275,200,200,1.0,10,1.0
user_0276,200,200,1.0,10,1.0
user_0277,200,200,1.0,10,1.0
user_0278,200,200,1.0,10,1.0
user_0279,200,200,1.0,10,1.0
user_0280,200,200,1.0,10,1.0
user_0281,200,200,1.0,10,1.0
user_0282,200,200,1.0,10,1.0
user_0283,200,200,1.0,10,1.0
user_0284,200,200,1.0,10,1.0
user_0285,200,200,1.0,10,1.0
user_0286,200,200,1.0,10,1.0
user_0287,200,200,1.0,10,1.0
user_0288,200,200,1.0,10,1.0
user_0289,200,200,1.0,10,1.0
user_0290,200,200,1.0,10,1.0
user_0291,200,200,1.0,10,1.0
user_0292,200,200,1.0,10,1.0
user_0293,200,200,1.0,10,1.0
user_0294,200,200,1.0,10,1.0
user_0295,200,200,1.0,10,1.0
user_0296,200,200,1.0,10,1.0
user_0297,200,200,1.0,10,1.0
user_0298,200,199,0.995,10,1.0
user_0299,200,199,0.995,10,1.0
user_0300,200,200,1.0,10,1.0
user_0301,200,199,0.995,10,1.0
user_0302,200,200,1.0,10,1.0
user_0303,200,200,1.0,10,1.0
user_0304,200,200,1.0,10,1.0
user_0305,200,200,1.0,10,1.0
user_0306,200,200,1.0,10,1.0
user_0307,200,200,1.0,10,1.0
user_0308,200,200,1.0,10,1.0
user_0309,200,200,1.0,10,1.0
user_0310,200,200,1.0,10,1.0
user_0311,200,200,1.0,10,1.0
user_0312,200,200,1.0,10,1.0
user_0313,200,200,1.0,10,1.0
user_0314,200,200,1.0,10,1.0
user_0315,200,200,1.0,10,1.0
user_0316,200,199,0.995,10,1.0
user_0317,200,200,1.0,10,1.0
user_0318,200,200,1.0,10,1.0
user_0319,200,200,1.0,10,1.0
user_0320,200,200,1.0,10,1.0
user_0321,200,200,1.0,10,1.0
user_0322,200,200,1.0,10,1.0
user_0323,200,200,1.0,10,1.0
user_0324,200,200,1.0,10,1.0
user_0325,200,200,1.0,10,1.0
user_0326,200,200,1.0,10,1.0
user_0327,200,200,1.0,10,1.0
user_0328,200,200,1.0,10,1.0
user_0329,200,200,1.0,10,1.0
user_0330,200,200,1.0,10,1.0
user_0331,200,200,1.0,10,1.0
user_0332,200,200,1.0,10,1.0
user_0333,200,200,1.0,10,1.0
user_0334,200,200,1.0,10,1.0
user_0335,200,200,1.0,10,1.0
user_0336,200,200,1.0,10,1.0
user_0337,200,200,1.0,10,1.0
user_0338,200,200,1.0,10,1.0
user_0339,200,200,1.0,10,1.0
user_0340,200,200,1.0,10,1.0
user_0341,200,200,1.0,10,1.0
user_0342,200,200,1.0,10,1.0
user_0343,200,200,1.0,10,1.0
user_0344,200,200,1.0,10,1.0
user_0345,200,200,1.0,10,1.0
user_0346,200,200,1.0,10,1.0
user_0347,200,200,1.0,10,1.0
user_0348,200,200,1.0,10,1.0
user_0349,200,200,1.0,10,1.0
user_0350,200,200,1.0,10,1.0
user_0351,200,200,1.0,10,1.0
user_0352,200,200,1.0,10,1.0
user_0353,200,200,1.0,10,1.0
user_0354,200,200,1.0,10,1.0
user_0355,200,200,1.0,10,1.0
user_0356,200,200,1.0,10,1.0
user_0357,200,200,1.0,10,1.0
user_0358,200,200,1.0,10,1.0
user_0359,200,200,1.0,10,1.0
user_0360,200,200,1.0,10,1.0
user_0361,200,200,1.0,10,1.0
user_0362,200,200,1.0,10,1.0
user_0363,200,198,0.99,10,1.0
user_0364,200,200,1.0,10,1.0
user_0365,200,200,1.0,10,1.0
user_0366,200,200,1.0,10,1.0
user_0367,200,200,1.0,10,1.0
user_0368,200,200,1.0,10,1.0
user_0369,200,200,1.0,10,1.0
user_0370,200,200,1.0,10,1.0
user_0371,200,200,1.0,10,1.0
user_0372,200,200,1.0,10,1.0
user_0373,200,200,1.0,10,1.0
user_0374,200,200,1.0,10,1.0
user_0375,200,200,1.0,10,1.0
user_0376,200,200,1.0,10,1.0
user_0377,200,200,1.0,10,1.0
user_0378,200,200,1.0,10,1.0
user_0379,200,200,1.0,10,1.0
user_0380,200,200,1.0,10,1.0
user_0381,200,200,1.0,10,1.0
user_0382,200,200,1.0,10,1.0
user_0383,200,200,1.0,10,1.0
user_0384,200,200,1.0,10,1.0
user_0385,200,200,1.0,10,1.0
user_0386,200,200,1.0,10,1.0
user_0387,200,200,1.0,10,1.0
user_0388,200,200,1.0,10,1.0
user_0389,200,200,1.0,10,1.0
user_0390,200,200,1.0,10,1.0
user_0391,200,200,1.0,10,1.0
user_0392,200,200,1.0,10,1.0
user_0393,200,200,1.0,10,1.0
user_0394,200,200,1.0,10,1.0
user_0395,200,200,1.0,10,1.0
user_0396,200,200,1.0,10,1.0
user_0397,200,200,1.0,10,1.0
user_0398,200,200,1.0,10,1.0
user_0399,200,200,1.0,10,1.0
user_0400,200,200,1.0,10,1.0
user_0401,200,200,1.0,10,1.0
user_0402,200,200,1.0,10,1.0
user_0403,200,200,1.0,10,1.0
user_0404,200,200,1.0,10,1.0
user_0405,200,200,1.0,10,1.0
user_0406,200,200,1.0,10,1.0
user_0407,200,196,0.98,10,1.0
user_0408,200,200,1.0,10,1.0
user_0409,200,200,1.0,10,1.0
user_0410,200,199,0.995,10,1.0
user_0411,200,199,0.995,10,1.0
user_0412,200,200,1.0,10,1.0
user_0413,200,200,1.0,10,1.0
user_0414,200,200,1.0,10,1.0
user_0415,200,200,1.0,10,1.0
user_0416,200,200,1.0,10,1.0
user_0417,200,200,1.0,10,1.0
user_0418,200,200,1.0,10,1.0
user_0419,200,200,1.0,10,1.0
user_0420,200,200,1.0,10,1.0
user_0421,200,200,1.0,10,1.0
user_0422,200,200,1.0,10,1.0
user_0423,200,200,1.0,10,1.0
user_0424,200,200,1.0,10,1.0
user_0425,200,200,1.0,10,1.0
user_0426,200,200,1.0,10,1.0
user_0427,200,200,1.0,10,1.0
user_0428,200,200,1.0,10,1.0
user_0429,200,200,1.0,10,1.0
user_0430,200,200,1.0,10,1.0
user_0431,200,200,1.0,10,1.0
user_0432,200,200,1.0,10,1.0
user_0433,200,200,1.0,10,1.0
user_0434,200,200,1.0,10,1.0
user_0435,200,200,1.0,10,1.0
user_0436,200,200,1.0,10,1.0
user_0437,200,199,0.995,10,1.0
user_0438,200,200,1.0,10,1.0
user_0439,200,200,1.0,10,1.0
user_0440,200,200,1.0,10,1.0
user_0441,200,199,0.995,10,1.0
user_0442,200,200,1.0,10,1.0
user_0443,200,200,1.0,10,1.0
user_0444,200,200,1.0,10,1.0
user_0445,200,200,1.0,10,1.0
user_0446,200,200,1.0,10,1.0
user_0447,200,200,1.0,10,1.0
user_0448,200,200,1.0,10,1.0
user_0449,200,200,1.0,10,1.0
user_0450,200,200,1.0,10,1.0
user_0451,200,200,1.0,10,1.0
user_0452,200,200,1.0,10,1.0
user_0453,200,200,1.0,10,1.0
user_0454,200,200,1.0,10,1.0
user_0455,200,200,1.0,10,1.0
user_0456,200,200,1.0,10,1.0
user_0457,200,200,1.0,10,1.0
user_0458,200,200,1.0,10,1.0
user_0459,200,200,1.0,10,1.0
user_0460,200,200,1.0,10,1.0
user_0461,200,200,1.0,10,1.0
user_0462,200,200,1.0,10,1.0
user_0463,200,200,1.0,10,1.0
user_0464,200,200,1.0,10,1.0
user_0465,200,200,1.0,10,1.0
user_0466,200,200,1.0,10,1.0
user_0467,200,200,1.0,10,1.0
user_0468,200,200,1.0,10,1.0
user_0469,200,200,1.0,10,1.0
user_0470,200,200,1.0,10,1.0
user_0471,200,200,1.0,10,1.0
user_0472,200,200,1.0,10,1.0
user_0473,200,200,1.0,10,1.0
user_0474,200,200,1.0,10,1.0
user_0475,200,200,1.0,10,1.0
user_0476,200,200,1.0,10,1.0
user_0477,200,200,1.0,10,1.0
user_0478,200,200,1.0,10,1.0
user_0479,200,200,1.0,10,1.0
user_0480,200,200,1.0,10,1.0
user_0481,200,200,1.0,10,1.0
user_0482,200,200,1.0,10,1.0
user_0483,200,200,1.0,10,1.0
user_0484,200,200,1.0,10,1.0
user_0485,200,200,1.0,10,1.0
user_0486,200,200,1.0,10,1.0
user_0487,200,199,0.995,10,1.0
user_0488,200,200,1.0,10,1.0
user_0489,200,199,0.995,10,1.0
user_0490,200,200,1.0,10,1.0
user_0491,200,199,0.995,10,1.0
user_0492,200,200,1.0,10,1.0
user_0493,200,200,1.0,10,1.0
user_0494,200,200,1.0,10,1.0
user_0495,200,200,1.0,10,1.0
user_0496,200,198,0.99,10,1.0
user_0497,200,200,1.0,10,1.0
user_0498,200,200,1.0,10,1.0
user_0499,200,200,1.0,10,1.0
